# Odd core environment

This is a list of the first 10000 integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of oc.
- `base3` and `base2` representations of the oc are given.
- residues of oc modulo a set of small primes then follow (`m3`, `m5`, etc)

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29
8485,0,37,102122021,10000100100101,1,0,1,4,9,2,11,21,17
4243,1,37,12211011,1000010010011,1,3,1,8,5,10,6,11,9
8487,0,49,102122100,10000100100111,0,2,3,6,11,4,13,0,19
1061,3,44,1110022,10000100101,2,1,4,5,8,7,16,3,17
8489,0,20,102122102,10000100101001,2,4,5,8,0,6,15,2,21
4245,1,44,12211020,1000010010101,0,0,3,10,7,12,8,13,11
8491,0,37,102122111,10000100101011,1,1,0,10,2,8,17,4,23
2123,2,8,2220122,100001001011,2,3,2,0,4,15,14,7,6
8493,0,8,102122120,10000100101101,0,3,2,1,4,10,0,6,25
4247,1,8,12211022,1000010010111,2,2,5,1,9,14,10,15,13
8495,0,27,102122122,10000100101111,2,0,4,3,6,12,2,8,27
531,4,44,201200,1000010011,0,1,6,3,11,4,18,2,9
8497,0,44,102122201,10000100110001,1,2,6,5,8,14,4,10,0
4249,1,44,12211101,1000010011001,1,4,0,3,11,16,12,17,15
8499,0,44,102122210,10000100110011,0,4,1,7,10,16,6,12,2
2125,2,44,2220201,100001001101,1,0,4,2,6,0,16,9,8
8501,0,44,102122212,10000100110101,2,1,3,9,12,1,8,14,4
4251,1,27,12211110,1000010011011,0,1,2,5,0,1,14,19,17
8503,0,27,102122221,10000100110111,1,3,5,0,1,3,10,16,6
1063,3,25,1110101,10000100111,1,3,6,7,10,9,18,5,19
8505,0,27,102200000,10000100111001,0,0,0,2,3,5,12,18,8
4253,1,25,12211112,1000010011101,2,3,4,7,2,3,16,21,19
8507,0,25,102200002,10000100111011,2,2,2,4,5,7,14,20,10
2127,2,25,2220210,100001001111,0,2,6,4,8,2,18,11,10
8509,0,25,102200011,10000100111101,1,4,4,6,7,9,16,22,12
4255,1,73,12211121,1000010011111,1,0,6,9,4,5,18,0,21
8511,0,73,102200020,10000100111111,0,1,6,8,9,11,18,1,14
133,6,8,11221,10000101,1,3,0,1,3,14,0,18,17
8513,0,44,102200022,10000101000001,2,3,1,10,11,13,1,3,16
4257,1,10,12211200,1000010100001,0,2,1,0,6,7,1,2,23
8515,0,10,102200101,10000101000011,1,0,3,1,0,15,3,5,18
2129,2,44,2220212,100001010001,2,4,1,6,10,4,1,13,12
8517,0,44,102200110,10000101000101,0,2,5,3,2,0,5,7,20
4259,1,44,12211202,1000010100011,2,4,3,2,8,9,3,4,25
8519,0,56,102200112,10000101000111,2,4,0,5,4,2,7,9,22
1065,3,25,1110110,10000101001,0,0,1,9,12,11,1,7,21
8521,0,25,102200121,10000101001001,1,1,2,7,6,4,9,11,24
4261,1,25,12211211,1000010100101,1,1,5,4,10,11,5,6,27
8523,0,44,102200200,10000101001011,0,3,4,9,8,6,11,13,26
2131,2,25,2220221,100001010011,1,1,3,8,12,6,3,15,14
8525,0,25,102200202,10000101001101,2,0,6,0,10,8,13,15,28
4263,1,44,12211220,1000010100111,0,3,0,6,12,13,7,8,0
8527,0,44,102200211,10000101001111,1,2,1,2,12,10,15,17,1
533,4,8,201202,1000010101,2,3,1,5,0,6,1,4,11
8529,0,25,102200220,10000101010001,0,4,3,4,1,12,17,19,3
4265,1,61,12211222,1000010101001,2,0,2,8,1,15,9,10,2
8531,0,61,102200222,10000101010011,2,1,5,6,3,14,0,21,5
2133,2,8,2221000,100001010101,0,3,5,10,1,8,5,17,16
8533,0,8,102201001,10000101010101,1,3,0,8,5,16,2,0,7
4267,1,44,12212001,1000010101011,1,2,4,10,3,0,11,12,4
8535,0,44,102201010,10000101010111,0,0,2,10,7,1,4,2,9
1067,3,20,1110112,10000101011,2,2,3,0,1,13,3,9,23
8537,0,61,102201012,10000101011001,2,2,4,1,9,3,6,4,11
4269,1,20,12212010,1000010101101,0,4,6,1,5,2,13,14,6
8539,0,44,102201021,10000101011011,1,4,6,3,11,5,8,6,13
2135,2,20,2221002,100001010111,2,0,0,1,3,10,7,19,18
8541,0,20,102201100,10000101011101,0,1,1,5,0,7,10,8,15
4271,1,61,12212012,1000010101111,2,1,1,3,7,4,15,16,8
8543,0,61,102201102,10000101011111,2,3,3,7,2,9,12,10,17
267,5,5,100220,100001011,0,2,1,3,7,12,1,14,6
8545,0,44,102201111,10000101100001,1,0,5,9,4,11,14,12,19
4273,1,20,12212021,1000010110001,1,3,3,5,9,6,17,18,10
8547,0,20,102201120,10000101100011,0,2,0,0,6,13,16,14,21
2137,2,20,2221011,100001011001,1,2,2,3,5,12,9,21,20
8549,0,20,102201122,10000101100101,2,4,2,2,8,15,18,16,23
4275,1,20,12212100,1000010110011,0,0,5,7,11,8,0,20,12
8551,0,25,102201201,10000101100111,1,1,4,4,10,0,1,18,25
1069,3,5,1110121,10000101101,1,4,5,2,3,15,5,11,25
8553,0,15,102201210,10000101101001,0,3,6,6,12,2,3,20,27
4277,1,5,12212102,1000010110101,2,2,0,9,0,10,2,22,14
8555,0,15,102201212,10000101101011,2,0,1,8,1,4,5,22,0
2139,2,25,2221020,100001011011,0,4,4,5,7,14,11,0,22
8557,0,25,102201221,10000101101101,1,2,3,10,3,6,7,1,2
4279,1,25,12212111,1000010110111,1,4,2,0,2,12,4,1,16
8559,0,25,102202000,10000101101111,0,4,5,1,5,8,9,3,4
535,4,5,201211,1000010111,1,0,3,7,2,8,3,6,13
8561,0,5,102202002,10000101110001,2,1,0,3,7,10,11,5,6
4281,1,44,12212120,1000010111001,0,1,4,2,4,14,6,3,18
8563,0,44,102202011,10000101110011,1,3,2,5,9,12,13,7,8
2141,2,5,2221022,100001011101,2,1,6,7,9,16,13,2,24
8565,0,5,102202020,10000101110101,0,0,4,7,11,14,15,9,10
4283,1,44,12212122,1000010111011,2,3,6,4,6,16,8,5,20
8567,0,44,102202022,10000101110111,2,2,6,9,0,16,17,11,12
1071,3,61,1110200,10000101111,0,1,0,4,5,0,7,13,27
8569,0,25,102202101,10000101111001,1,4,1,0,2,1,0,13,14
4285,1,61,12212201,1000010111101,1,0,1,6,8,1,10,7,22
8571,0,61,102202110,10000101111011,0,1,3,2,4,3,2,15,16
2143,2,61,2221101,100001011111,1,3,1,9,11,1,15,4,26
8573,0,61,102202112,10000101111101,2,3,5,4,6,5,4,17,18
4287,1,44,12212210,1000010111111,0,2,3,8,10,3,12,9,24
8575,0,44,102202121,10000101111111,1,0,0,6,8,7,6,19,20
67,7,8,2111,1000011,1,2,4,1,2,16,10,21,9
8577,0,20,102202200,10000110000001,0,2,2,8,10,9,8,21,22
4289,1,25,12212212,1000011000001,2,4,5,10,12,5,14,11,26
8579,0,25,102202202,10000110000011,2,4,4,10,12,11,10,0,24
2145,2,25,2221110,100001100001,0,0,3,0,0,3,17,6,28
8581,0,25,102202211,10000110000101,1,1,6,1,1,13,12,2,26
4291,1,25,12212221,1000011000011,1,1,0,1,1,7,16,13,28
8583,0,25,102202220,10000110000111,0,3,1,3,3,15,14,4,28
1073,3,5,1110202,10000110001,2,3,2,6,7,2,9,15,0
8585,0,61,102202222,10000110001001,2,0,3,5,5,0,16,6,1
4293,1,5,12220000,1000011000101,0,3,2,3,3,9,18,15,1
8587,0,44,102210001,10000110001011,1,2,5,7,7,2,18,8,3
2147,2,5,2221112,100001100011,2,2,5,2,2,5,0,8,1
8589,0,5,102210010,10000110001101,0,4,0,9,9,4,1,10,5
4295,1,25,12220002,1000011000111,2,0,4,5,5,11,1,17,3
8591,0,25,102210012,10000110001111,2,1,2,0,11,6,3,12,7
537,4,5,201220,1000011001,0,2,5,9,4,10,5,8,15
8593,0,5,102210021,10000110010001,1,3,4,2,0,8,5,14,9
4297,1,5,12220011,1000011001001,1,2,6,7,7,13,3,19,5
8595,0,5,102210100,10000110010011,0,0,6,4,2,10,7,16,11
2149,2,5,2221121,100001100101,1,4,0,4,4,7,2,10,3
8597,0,5,102210102,10000110010101,2,2,1,6,4,12,9,18,13
4299,1,20,12220020,1000011001011,0,4,1,9,9,15,5,21,7
8599,0,20,102210111,10000110010111,1,4,3,8,6,14,11,20,15
1075,3,5,1110211,10000110011,1,0,4,8,9,4,11,17,2
8601,0,20,102210120,10000110011001,0,1,5,10,8,16,13,22,17
4301,1,5,12220022,1000011001101,2,1,3,0,11,0,7,0,9
8603,0,61,102210122,10000110011011,2,3,0,1,10,1,15,1,19
2151,2,37,2221200,100001100111,0,1,2,6,6,9,4,12,5
8605,0,37,102210201,10000110011101,1,0,2,3,12,3,17,3,21
4303,1,37,12220101,1000011001111,1,3,5,2,0,2,9,2,11
8607,0,61,102210210,10000110011111,0,2,4,5,1,5,0,5,23
269,5,8,100222,100001101,2,4,3,5,9,14,3,16,8
8609,0,61,102210212,10000110100001,2,4,6,7,3,7,2,7,25
4305,1,25,12220110,1000011010001,0,0,0,4,2,4,11,4,13
8611,0,25,102210221,10000110100011,1,1,1,9,5,9,4,9,27
2153,2,25,2221202,100001101001,2,3,4,8,8,11,6,14,7
8613,0,25,102211000,10000110100101,0,3,3,0,7,11,6,11,0
4307,1,25,12220112,1000011010011,2,2,2,6,4,6,13,6,15
8615,0,25,102211002,10000110100111,2,0,5,2,9,13,8,13,2
1077,3,8,1110220,10000110101,0,2,6,10,11,6,13,19,4
8617,0,61,102211011,10000110101001,1,2,0,4,11,15,10,15,4
4309,1,8,12220121,1000011010101,1,4,4,8,6,8,15,8,17
8619,0,49,102211020,10000110101011,0,4,2,6,0,0,12,17,6
2155,2,61,2221211,100001101011,1,0,6,10,10,13,8,16,9
8621,0,61,102211022,10000110101101,2,1,4,8,2,2,14,19,8
4311,1,61,12220200,1000011010111,0,1,6,10,8,10,17,10,19
8623,0,25,102211101,10000110101111,1,3,6,10,4,4,16,21,10
539,4,15,201222,1000011011,2,4,0,0,6,12,7,10,17
8625,0,15,102211110,10000110110001,0,0,1,1,6,6,18,0,12
4313,1,15,12220202,1000011011001,2,3,1,1,10,12,0,12,21
8627,0,15,102211112,10000110110011,2,2,3,3,8,8,1,2,14
2157,2,15,2221220,100001101101,0,2,1,1,12,15,10,18,11
8629,0,15,102211121,10000110110101,1,4,5,5,10,10,3,4,16
4315,1,44,12220211,1000011011011,1,0,3,3,12,14,2,14,23
8631,0,44,102211200,10000110110111,0,1,0,7,12,12,5,6,18
1079,3,15,1110222,10000110111,2,4,1,1,0,8,15,21,6
8633,0,15,102211202,10000110111001,2,3,2,9,1,14,7,8,20
4317,1,15,12220220,1000011011101,0,2,5,5,1,16,4,16,25
8635,0,61,102211211,10000110111011,1,0,4,0,3,16,9,10,22
2159,2,44,2221222,100001101111,2,4,3,3,1,0,12,20,13
8637,0,44,102211220,10000110111101,0,2,6,2,5,1,11,12,24
4319,1,44,12220222,1000011011111,2,4,0,7,3,1,6,18,27
8639,0,37,102211222,10000110111111,2,4,1,4,7,3,13,14,26
135,6,13,12000,10000111,0,0,2,3,5,16,2,20,19
8641,0,61,102212001,10000111000001,1,1,3,6,9,5,15,16,28
4321,1,61,12221001,1000011100001,1,1,2,9,5,3,8,20,0
8643,0,61,102212010,10000111000011,0,3,5,8,11,7,17,18,1
2161,2,8,2222001,100001110001,1,1,5,5,3,2,14,22,15
8645,0,8,102212012,10000111000101,2,0,0,10,0,9,0,20,3
4323,1,8,12221010,1000011100011,0,3,4,0,7,5,10,22,2
8647,0,15,102212021,10000111000111,1,2,2,1,2,11,2,22,5
1081,3,49,1111001,10000111001,1,1,3,3,2,10,17,0,8
8649,0,15,102212100,10000111001001,0,4,4,3,4,13,4,1,7
4325,1,49,12221012,1000011100101,2,0,6,2,9,7,12,1,4
8651,0,15,102212102,10000111001011,2,1,6,5,6,15,6,3,9
2163,2,49,2222010,100001110011,0,3,0,7,5,4,16,1,17
8653,0,49,102212111,10000111001101,1,3,1,7,8,0,8,5,11
4327,1,61,12221021,1000011100111,1,2,1,4,11,9,14,3,6
8655,0,61,102212120,10000111001111,0,0,3,9,10,2,10,7,13
541,4,13,202001,1000011101,1,1,2,2,8,14,9,12,19
8657,0,49,102212122,10000111010001,2,2,5,0,12,4,12,9,15
4329,1,15,12221100,1000011101001,0,4,3,6,0,11,16,5,8
8659,0,15,102212201,10000111010011,1,4,0,2,1,6,14,11,17
2165,2,13,2222012,100001110101,2,0,2,9,7,6,18,3,19
8661,0,13,102212210,10000111010101,0,1,2,4,3,8,16,13,19
4331,1,44,12221102,1000011101011,2,1,5,8,2,13,18,7,10
8663,0,44,102212212,10000111010111,2,3,4,6,5,10,18,15,21
1083,3,49,1111010,10000111011,0,3,5,5,4,12,0,2,10
8665,0,49,102212221,10000111011001,1,0,6,8,7,12,1,17,23
4333,1,49,12221111,1000011101101,1,3,0,10,4,15,1,9,12
8667,0,44,102220000,10000111011011,0,2,1,10,9,14,3,19,25
2167,2,49,2222021,100001110111,1,2,4,0,9,8,1,5,21
8669,0,49,102220002,10000111011101,2,4,3,1,11,16,5,21,27
4335,1,20,12221120,1000011101111,0,0,2,1,6,0,3,11,14
8671,0,20,102220011,10000111011111,1,1,5,3,0,1,7,0,0
271,5,13,101001,100001111,1,1,5,7,11,16,5,18,10
8673,0,49,102220020,10000111100001,0,3,0,5,2,3,9,2,2
4337,1,13,12221122,1000011110001,2,2,4,3,8,2,5,13,16
8675,0,13,102220022,10000111100011,2,0,2,7,4,5,11,4,4
2169,2,25,2222100,100001111001,0,4,6,2,11,10,3,7,23
8677,0,25,102220101,10000111100101,1,2,4,9,6,7,13,6,6
4339,1,25,12221201,1000011110011,1,4,6,5,10,4,7,15,18
8679,0,61,102220110,10000111100111,0,4,6,0,8,9,15,8,8
1085,3,13,1111012,10000111101,2,0,0,7,6,14,2,4,12
8681,0,25,102220112,10000111101001,2,1,1,2,10,11,17,10,10
4341,1,13,12221210,1000011110101,0,1,1,7,12,6,9,17,20
8683,0,37,102220121,10000111101011,1,3,3,4,12,13,0,12,12
2171,2,15,2222102,100001111011,2,1,1,4,0,12,5,9,25
8685,0,15,102220200,10000111101101,0,0,5,6,1,15,2,14,14
4343,1,15,12221212,1000011110111,2,3,3,9,1,8,11,19,22
8687,0,37,102220202,10000111101111,2,2,0,8,3,0,4,16,16
543,4,49,202010,1000011111,0,3,4,4,10,16,11,14,21
8689,0,13,102220211,10000111110001,1,4,2,10,5,2,6,18,18
4345,1,15,12221221,1000011111001,1,0,5,0,3,10,13,21,24
8691,0,15,102220220,10000111110011,0,1,4,1,7,4,8,20,20
2173,2,49,2222111,100001111101,1,3,3,6,2,14,7,11,27
8693,0,49,102220222,10000111110101,2,3,6,3,9,6,10,22,22
4347,1,66,12222000,1000011111011,0,2,0,2,5,12,15,0,26
8695,0,66,102221001,10000111110111,1,0,1,5,11,8,12,1,24
1087,3,49,1111021,10000111111,1,2,2,9,8,16,4,6,14
8697,0,73,102221010,10000111111001,0,2,3,7,0,10,14,3,26
4349,1,49,12222002,1000011111101,2,4,2,4,7,14,17,2,28
8699,0,73,102221012,10000111111011,2,4,5,9,2,12,16,5,28
2175,2,25,2222120,100001111111,0,0,5,8,4,16,9,13,0
8701,0,25,102221021,10000111111101,1,1,0,0,4,14,18,7,1
4351,1,25,12222011,1000011111111,1,1,4,6,9,16,0,4,1
8703,0,37,102221100,10000111111111,0,3,2,2,6,16,1,9,3
17,9,3,122,10001,2,2,3,6,4,0,17,17,17
8705,0,61,102221102,10001000000001,2,0,4,4,8,1,3,11,5
4353,1,49,12222020,1000100000001,0,3,6,8,11,1,2,6,3
8707,0,49,102221111,10001000000011,1,2,6,6,10,3,5,13,7
2177,2,49,2222122,100010000001,2,2,0,10,6,1,11,15,2
8709,0,49,102221120,10001000000101,0,4,1,8,12,5,7,15,9
4355,1,49,12222022,1000100000011,2,0,1,10,0,3,4,8,5
8711,0,37,102221122,10001000000111,2,1,3,10,1,7,9,17,11
1089,3,13,1111100,10001000001,0,4,4,0,10,1,6,8,16
8713,0,49,102221201,10001000001001,1,3,5,1,3,9,11,19,13
4357,1,13,12222101,1000100000101,1,2,3,1,2,5,6,10,7
8715,0,49,102221210,10001000001011,0,0,0,3,5,11,13,21,15
2179,2,13,2222201,100010000011,1,4,2,1,8,3,13,17,4
8717,0,13,102221212,10001000001101,2,2,2,5,7,13,15,0,17
4359,1,61,12222110,1000100000111,0,4,5,3,4,7,8,12,9
8719,0,61,102221221,10001000001111,1,4,4,7,9,15,17,2,19
545,4,13,202012,1000100001,2,0,6,6,12,1,13,16,23
8721,0,13,102222000,10001000010001,0,1,6,9,11,0,0,4,21
4361,1,49,12222112,1000100001001,2,1,0,5,6,9,10,14,11
8723,0,49,102222002,10001000010011,2,3,1,0,0,2,2,6,23
2181,2,13,2222210,100010000101,0,1,4,3,10,5,15,19,6
8725,0,13,102222011,10001000010101,1,0,3,2,2,4,4,8,25
4363,1,49,12222121,1000100001011,1,3,2,7,8,11,12,16,13
8727,0,49,102222020,10001000010111,0,2,5,4,4,6,6,10,27
1091,3,13,1111102,10001000011,2,1,6,2,12,3,8,10,18
8729,0,49,102222022,10001000011001,2,4,0,6,6,8,8,12,0
4365,1,13,12222200,1000100001101,0,0,4,9,10,13,14,18,15
8731,0,44,102222101,10001000011011,1,1,2,8,8,10,10,14,2
2183,2,49,2222212,100010000111,2,3,6,5,12,7,17,21,8
8733,0,49,102222110,10001000011101,0,3,4,10,10,12,12,16,4
4367,1,49,12222202,1000100001111,2,2,6,0,12,15,16,20,17
8735,0,49,102222112,10001000011111,2,0,6,1,12,14,14,18,6
273,5,8,101010,100010001,0,3,0,9,0,1,7,20,12
8737,0,49,102222121,10001000100001,1,2,1,3,1,16,16,20,8
4369,1,13,12222211,1000100010001,1,4,1,2,1,0,18,22,19
8739,0,13,102222200,10001000100011,0,4,3,5,3,1,18,22,10
2185,2,37,2222221,100010001001,1,0,1,7,1,9,0,0,10
8741,0,37,102222202,10001000100101,2,1,5,7,5,3,1,1,12
4371,1,37,12222220,1000100010011,0,1,3,4,3,2,1,1,21
8743,0,37,102222211,10001000100111,1,3,0,9,7,5,3,3,14
1093,3,8,1111111,10001000101,1,3,1,4,1,5,10,12,20
8745,0,15,102222220,10001000101001,0,0,2,0,9,7,5,5,16
4373,1,8,12222222,1000100010101,2,3,5,6,5,4,3,3,23
8747,0,13,102222222,10001000101011,2,2,4,2,11,9,7,7,18
2187,2,25,10000000,100010001011,0,2,3,9,3,11,2,2,12
8749,0,25,110000001,10001000101101,1,4,6,4,0,11,9,9,20
4375,1,25,20000001,1000100010111,1,0,0,8,7,6,5,5,25
8751,0,15,110000010,10001000101111,0,1,1,6,2,13,11,11,22
547,4,8,202021,1000100011,1,2,1,8,1,3,15,18,25
8753,0,25,110000012,10001000110001,2,3,3,8,4,15,13,13,24
4377,1,25,20000010,1000100011001,0,2,2,10,9,8,7,7,27
8755,0,25,110000021,10001000110011,1,0,5,10,6,0,15,15,26
2189,2,8,10000002,100010001101,2,4,5,0,5,13,4,4,14
8757,0,8,110000100,10001000110101,0,2,0,1,8,2,17,17,28
4379,1,78,20000012,1000100011011,2,4,4,1,11,10,9,9,0
8759,0,78,110000102,10001000110111,2,4,2,3,10,4,0,19,1
1095,3,25,1111120,10001000111,0,0,3,6,3,7,12,14,22
8761,0,20,110000111,10001000111001,1,1,4,5,12,6,2,21,3
4381,1,25,20000021,1000100011101,1,1,6,3,0,12,11,11,2
8763,0,13,110000120,10001000111011,0,3,6,7,1,8,4,0,5
2191,2,25,10000011,100010001111,1,1,0,2,7,15,6,6,16
8765,0,25,110000122,10001000111101,2,0,1,9,3,10,6,2,7
4383,1,25,20000100,1000100011111,0,3,1,5,2,14,13,13,4
8767,0,25,110000201,10001000111111,1,2,3,0,5,12,8,4,9
137,6,32,12002,10001001,2,2,4,5,7,1,4,22,21
8769,0,49,110000210,10001001000001,0,4,5,2,7,14,10,6,11
4385,1,49,20000102,1000100100001,2,0,3,7,4,16,15,15,6
8771,0,49,110000212,10001001000011,2,1,0,4,9,16,12,8,13
2193,2,49,10000020,100010010001,0,3,2,4,9,0,8,8,18
8773,0,49,110000221,10001001000101,1,3,2,6,11,1,14,10,15
4387,1,49,20000111,1000100100011,1,2,5,9,6,1,17,17,8
8775,0,49,110001000,10001001000111,0,0,4,8,0,3,16,12,17
1097,3,49,1111122,10001001001,2,2,5,8,5,9,14,16,24
8777,0,49,110001002,10001001001001,2,2,6,10,2,5,18,14,19
4389,1,49,20000120,1000100100101,0,4,0,0,8,3,0,19,10
8779,0,49,110001011,10001001001011,1,4,1,1,4,7,1,16,21
2195,2,49,10000022,100010010011,2,0,4,6,11,2,10,10,20
8781,0,49,110001020,10001001001101,0,1,3,3,6,9,3,18,23
4391,1,61,20000122,1000100100111,2,1,2,2,10,5,2,21,12
8783,0,61,110001022,10001001001111,2,3,5,5,8,11,5,20,25
549,4,32,202100,1000100101,0,4,3,10,3,5,17,20,27
8785,0,49,110001101,10001001010001,1,0,0,7,10,13,7,22,27
4393,1,49,20000201,1000100101001,1,3,4,4,12,7,4,0,14
8787,0,49,110001110,10001001010011,0,2,2,9,12,15,9,1,0
2197,2,32,10000101,100010010101,1,2,6,8,0,4,12,12,22
8789,0,32,110001112,10001001010101,2,4,4,0,1,0,11,3,2
4395,1,44,20000210,1000100101011,0,0,6,6,1,9,6,2,16
8791,0,44,110001121,10001001010111,1,1,6,2,3,2,13,5,4
1099,3,8,1111201,10001001011,1,4,0,10,7,11,16,18,26
8793,0,44,110001200,10001001011001,0,3,1,4,5,4,15,7,6
4397,1,8,20000212,1000100101101,2,2,1,8,3,11,8,4,18
8795,0,44,110001202,10001001011011,2,0,3,6,7,6,17,9,8
2199,2,8,10000110,100010010111,0,4,1,10,2,6,14,14,24
8797,0,8,110001211,10001001011101,1,2,5,8,9,8,0,11,10
4399,1,34,20000221,1000100101111,1,4,3,10,5,13,10,6,20
8799,0,34,110001220,10001001011111,0,4,0,10,11,10,2,13,12
275,5,32,101012,100010011,2,0,2,0,2,3,9,22,14
8801,0,25,110001222,10001001100001,2,1,2,1,0,12,4,15,14
4401,1,49,20001000,1000100110001,0,1,5,1,7,15,12,8,22
8803,0,49,110002001,10001001100011,1,3,4,3,2,14,6,17,16
2201,2,49,10000112,100010011001,2,1,3,1,4,8,16,16,26
8805,0,49,110002010,10001001100101,0,0,6,5,4,16,8,19,18
4403,1,49,20001002,1000100110011,2,3,0,3,9,0,14,10,24
8807,0,25,110002012,10001001100111,2,2,1,7,6,1,10,21,20
1101,3,32,1111210,10001001101,0,1,2,1,9,13,18,20,28
8809,0,25,110002021,10001001101001,1,4,3,9,8,3,12,0,22
4405,1,32,20001011,1000100110101,1,0,2,5,11,2,16,12,26
8811,0,15,110002100,10001001101011,0,1,5,0,10,5,14,2,24
2203,2,15,10000121,100010011011,1,3,5,3,6,10,18,18,28
8813,0,15,110002102,10001001101101,2,3,0,2,12,7,16,4,26
4407,1,15,20001020,1000100110111,0,2,4,7,0,4,18,14,28
8815,0,15,110002111,10001001101111,1,0,2,4,1,9,18,6,28
551,4,13,202102,1000100111,2,1,5,1,5,7,0,22,0
8817,0,32,110002120,10001001110001,0,2,4,6,3,11,1,8,1
4409,1,25,20001022,1000100111001,2,4,6,9,2,6,1,16,1
8819,0,25,110002122,10001001110011,2,4,6,8,5,13,3,10,3
2205,2,13,10000200,100010011101,0,0,0,5,8,12,1,20,1
8821,0,13,110002201,10001001110101,1,1,1,10,7,15,5,12,5
4411,1,13,20001101,1000100111011,1,1,1,0,4,8,3,18,3
8823,0,13,110002210,10001001110111,0,3,3,1,9,0,7,14,7
1103,3,13,1111212,10001001111,2,3,4,3,11,15,1,22,1
8825,0,49,110002212,10001001111001,2,0,5,3,11,2,9,16,9
4413,1,13,20001110,1000100111101,0,3,3,2,6,10,5,20,5
8827,0,42,110002221,10001001111011,1,2,0,5,0,4,11,18,11
2207,2,61,10000202,100010011111,2,2,2,7,10,14,3,22,3
8829,0,61,110010000,10001001111101,0,4,2,7,2,6,13,20,13
4415,1,61,20001112,1000100111111,2,0,5,4,8,12,7,22,7
8831,0,42,110010002,10001001111111,2,1,4,9,4,8,15,22,15
69,7,3,2120,1000101,0,4,6,3,4,1,12,0,11
8833,0,25,110010011,10001010000001,1,3,6,0,6,10,17,1,17
4417,1,32,20001121,1000101000001,1,2,0,6,10,14,9,1,9
8835,0,32,110010020,10001010000011,0,0,1,2,8,12,0,3,19
2209,2,25,10000211,100010100001,1,4,4,9,12,16,5,1,5
8837,0,25,110010022,10001010000101,2,2,3,4,10,14,2,5,21
4419,1,25,20001200,1000101000011,0,4,2,8,12,16,11,3,11
8839,0,25,110010101,10001010000111,1,4,5,6,12,16,4,7,23
1105,3,32,1111221,10001010001,1,0,6,5,0,0,3,1,3
8841,0,49,110010110,10001010001001,0,1,0,8,1,1,6,9,25
4421,1,32,20001202,1000101000101,2,1,4,10,1,1,13,5,13
8843,0,25,110010112,10001010001011,2,3,2,10,3,3,8,11,27
2211,2,32,10000220,100010100011,0,1,6,0,1,1,7,3,7
8845,0,32,110010121,10001010001101,1,0,4,1,5,5,10,13,0
4423,1,25,20001211,1000101000111,1,3,6,1,3,3,15,7,15
8847,0,25,110010200,10001010001111,0,2,6,3,7,7,12,15,2
553,4,49,202111,1000101001,1,3,0,3,7,9,2,1,2
8849,0,13,110010202,10001010010001,2,4,1,5,9,9,14,17,4
4425,1,13,20001220,1000101001001,0,0,1,3,5,5,17,9,17
8851,0,13,110010211,10001010010011,1,1,3,7,11,11,16,19,6
2213,2,49,10000222,100010100101,2,3,1,2,3,3,9,5,9
8853,0,49,110010220,10001010010101,0,3,5,9,0,13,18,21,8
4427,1,32,20001222,1000101001011,2,2,3,5,7,7,0,11,19
8855,0,32,110010222,10001010010111,2,0,0,0,2,15,1,0,10
1107,3,49,1112000,10001010011,0,2,1,7,2,2,5,3,5
8857,0,37,110011001,10001010011001,1,2,2,2,4,0,3,2,12
4429,1,49,20002001,1000101001101,1,4,5,7,9,9,2,13,21
8859,0,25,110011010,10001010011011,0,4,4,4,6,2,5,4,14
2215,2,42,10001001,100010100111,1,0,3,4,5,5,11,7,11
8861,0,42,110011012,10001010011101,2,1,6,6,8,4,7,6,16
4431,1,42,20002010,1000101001111,0,1,0,9,11,11,4,15,23
8863,0,25,110011021,10001010011111,1,3,1,8,10,6,9,8,18
277,5,3,101021,100010101,1,2,4,2,4,5,11,1,16
8865,0,61,110011100,10001010100001,0,0,3,10,12,8,11,10,20
4433,1,49,20002012,1000101010001,2,3,2,0,0,13,6,17,25
8867,0,49,110011102,10001010100011,2,2,5,1,1,10,13,12,22
2217,2,25,10001010,100010101001,0,2,5,6,7,7,13,9,13
8869,0,25,110011111,10001010100101,1,4,0,3,3,12,15,14,24
4435,1,25,20002021,1000101010011,1,0,4,2,2,15,8,19,27
8871,0,25,110011120,10001010100111,0,1,2,5,5,14,17,16,26
1109,3,3,1112002,10001010101,2,4,3,9,4,4,7,5,7
8873,0,61,110011122,10001010101001,2,3,4,7,7,16,0,18,28
4437,1,3,20002100,1000101010101,0,2,6,4,4,0,10,21,0
8875,0,32,110011201,10001010101011,1,0,6,9,9,1,2,20,1
2219,2,32,10001012,100010101011,2,4,0,8,9,9,15,11,15
8877,0,32,110011210,10001010101101,0,2,1,0,11,3,4,22,3
4439,1,32,20002102,1000101010111,2,4,1,6,6,2,12,0,2
8879,0,61,110011212,10001010101111,2,4,3,2,0,5,6,1,5
555,4,8,202120,1000101011,0,0,2,5,9,11,4,3,4
8881,0,66,110011221,10001010110001,1,1,5,4,2,7,8,3,7
