# Odd core environment

This is a list of the first 10000 integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of oc.
- `base3` and `base2` representations of the oc are given.
- residues of oc modulo a set of small primes then follow (`m3`, `m5`, etc)

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29
2691,1,40,10200200,101010000011,0,1,3,7,0,5,12,0,23
5383,0,23,21101101,1010100000111,1,3,0,4,1,11,6,1,18
673,3,21,220221,1010100001,1,3,1,2,10,10,8,6,6
5385,0,52,21101110,1010100001001,0,0,2,6,3,13,8,3,20
2693,1,21,10200202,101010000101,2,3,5,9,2,7,14,2,25
5387,0,52,21101112,1010100001011,2,2,4,8,5,15,10,5,22
1347,2,21,1211220,10101000011,0,2,3,5,8,4,17,13,13
5389,0,21,21101121,1010100001101,1,4,6,10,7,0,12,7,24
2695,1,6,10200211,101010000111,1,0,0,0,4,9,16,4,27
5391,0,6,21101200,1010100001111,0,1,1,1,9,2,14,9,26
337,4,40,110111,101010001,1,2,1,7,12,14,14,15,18
5393,0,21,21101202,1010100010001,2,3,3,3,11,4,16,11,28
2697,1,57,10200220,101010001001,0,2,2,2,6,11,18,6,0
5395,0,57,21101211,1010100010011,1,0,5,5,0,6,18,13,1
1349,2,40,1211222,10101000101,2,4,5,7,10,6,0,15,15
5397,0,40,21101220,1010100010101,0,2,0,7,2,8,1,15,3
2699,1,21,10200222,101010001011,2,4,4,4,8,13,1,8,2
5399,0,21,21101222,1010100010111,2,4,2,9,4,10,3,17,5
675,3,40,221000,1010100011,0,0,3,4,12,12,10,8,8
5401,0,57,21102001,1010100011001,1,1,4,0,6,12,5,19,7
2701,1,40,10201001,101010001101,1,1,6,6,10,15,3,10,4
5403,0,23,21102010,1010100011011,0,3,6,2,8,14,7,21,9
1351,2,57,1212001,10101000111,1,1,0,9,12,8,2,17,17
5405,0,57,21102012,1010100011101,2,0,1,4,10,16,9,0,11
2703,1,57,10201010,101010001111,0,3,1,8,12,0,5,12,6
5407,0,21,21102021,1010100011111,1,2,3,6,12,1,11,2,13
169,5,16,20021,10101001,1,4,1,4,0,16,17,8,24
5409,0,40,21102100,1010100100001,0,4,5,8,1,3,13,4,15
2705,1,11,10201012,101010010001,2,0,3,10,1,2,7,14,8
5411,0,11,21102102,1010100100011,2,1,0,10,3,5,15,6,17
1353,2,11,1212010,10101001001,0,3,2,0,1,10,4,19,19
5413,0,11,21102111,1010100100101,1,3,2,1,5,7,17,8,19
2707,1,11,10201021,101010010011,1,2,5,1,3,4,9,16,10
5415,0,11,21102120,1010100100111,0,0,4,3,7,9,0,10,21
677,3,16,221002,1010100101,2,2,5,6,1,14,12,10,10
5417,0,21,21102122,1010100101001,2,2,6,5,9,11,2,12,23
2709,1,16,10201100,101010010101,0,4,0,3,5,6,11,18,12
5419,0,11,21102201,1010100101011,1,4,1,7,11,13,4,14,25
1355,2,40,1212012,10101001011,2,0,4,2,3,12,6,21,21
5421,0,40,21102210,1010100101101,0,1,3,9,0,15,6,16,27
2711,1,40,10201102,101010010111,2,1,2,5,7,8,13,20,14
5423,0,21,21102212,1010100101111,2,3,5,0,2,0,8,18,0
339,4,16,110120,101010011,0,4,3,9,1,16,16,17,20
5425,0,57,21102221,1010100110001,1,0,0,2,4,2,10,20,2
2713,1,57,10201111,101010011001,1,3,4,7,9,10,15,22,16
5427,0,57,21110000,1010100110011,0,2,2,4,6,4,12,22,4
1357,2,16,1212021,10101001101,1,2,6,4,5,14,8,0,23
5429,0,16,21110002,1010100110101,2,4,4,6,8,6,14,1,6
2715,1,33,10201120,101010011011,0,0,6,9,11,12,17,1,18
5431,0,33,21110011,1010100110111,1,1,6,8,10,8,16,3,8
679,3,21,221011,1010100111,1,4,0,8,3,16,14,12,12
5433,0,57,21110020,1010100111001,0,3,1,10,12,10,18,5,10
2717,1,21,10201122,101010011101,2,2,1,0,0,14,0,3,20
5435,0,40,21110022,1010100111011,2,0,3,1,1,12,1,7,12
1359,2,21,1212100,10101001111,0,4,1,6,7,16,10,2,25
5437,0,21,21110101,1010100111101,1,2,5,3,3,14,3,9,14
2719,1,21,10201201,101010011111,1,4,3,2,2,16,2,5,22
5439,0,21,21110110,1010100111111,0,4,0,5,5,16,5,11,16
85,6,1,10011,1010101,1,0,1,8,7,0,9,16,27
5441,0,16,21110112,1010101000001,2,1,2,7,7,1,7,13,18
2721,1,21,10201210,101010100001,0,1,5,4,4,1,4,7,24
5443,0,21,21110121,1010101000011,1,3,4,9,9,3,9,15,20
1361,2,16,1212102,10101010001,2,1,3,8,9,1,12,4,27
5445,0,16,21110200,1010101000101,0,0,6,0,11,5,11,17,22
2723,1,16,10201212,101010100011,2,3,0,6,6,3,6,9,26
5447,0,33,21110202,1010101000111,2,2,1,2,0,7,13,19,24
681,3,21,221020,1010101001,0,1,2,10,5,1,16,14,14
5449,0,57,21110211,1010101001001,1,4,3,4,2,9,15,21,26
2725,1,21,10201221,101010100101,1,0,2,8,8,5,8,11,28
5451,0,16,21110220,1010101001011,0,1,5,6,4,11,17,0,28
1363,2,21,1212111,10101010011,1,3,5,10,11,3,14,6,0
5453,0,21,21110222,1010101001101,2,3,0,8,6,13,0,2,1
2727,1,45,10202000,101010100111,0,2,4,10,10,7,10,13,1
5455,0,45,21111001,1010101001111,1,0,2,10,8,15,2,4,3
341,4,1,110122,101010101,2,1,5,0,3,1,18,19,22
5457,0,21,21111010,1010101010001,0,2,4,1,10,0,4,6,5
2729,1,57,10202002,101010101001,2,4,6,1,12,9,12,15,3
5459,0,57,21111012,1010101010011,2,4,6,3,12,2,6,8,7
1365,2,1,1212120,10101010101,0,0,0,1,0,5,16,8,2
5461,0,1,21111021,1010101010101,1,1,1,5,1,4,8,10,9
2731,1,40,10202011,101010101011,1,1,1,3,1,11,14,17,5
5463,0,40,21111100,1010101010111,0,3,3,7,3,6,10,12,11
683,3,11,221022,1010101011,2,3,4,1,7,3,18,16,16
5465,0,57,21111102,1010101011001,2,0,5,9,5,8,12,14,13
2733,1,11,10202020,101010101101,0,3,3,5,3,13,16,19,7
5467,0,40,21111111,1010101011011,1,2,0,0,7,10,14,16,15
1367,2,11,1212122,10101010111,2,2,2,3,2,7,18,10,4
5469,0,11,21111120,1010101011101,0,4,2,2,9,12,16,18,17
2735,1,57,10202022,101010101111,2,0,5,7,5,15,18,21,9
5471,0,57,21111122,1010101011111,2,1,4,4,11,14,18,20,19
171,5,45,20100,10101011,0,1,3,6,2,1,0,10,26
5473,0,57,21111201,1010101100001,1,3,6,6,0,16,1,22,21
2737,1,11,10202101,101010110001,1,2,0,9,7,0,1,0,11
5475,0,11,21111210,1010101100011,0,0,1,8,2,1,3,1,23
1369,2,11,1212201,10101011001,1,4,4,5,4,9,1,12,6
5477,0,11,21111212,1010101100101,2,2,3,10,4,3,5,3,25
2739,1,11,10202110,101010110011,0,4,2,0,9,2,3,2,13
5479,0,69,21111221,1010101100111,1,4,5,1,6,5,7,5,27
685,3,45,221101,1010101101,1,0,6,3,9,5,1,18,18
5481,0,11,21112000,1010101101001,0,1,0,3,8,7,9,7,0
2741,1,45,10202112,101010110101,2,1,4,2,11,4,5,4,15
5483,0,40,21112002,1010101101011,2,3,2,5,10,9,11,9,2
1371,2,40,1212210,10101011011,0,1,6,7,6,11,3,14,8
5485,0,40,21112011,1010101101101,1,0,4,7,12,11,13,11,4
2743,1,40,10202121,101010110111,1,3,6,4,0,6,7,6,17
5487,0,16,21112020,1010101101111,0,2,6,9,1,13,15,13,6
343,4,45,110201,101010111,1,3,0,2,5,3,1,21,24
5489,0,45,21112022,1010101110001,2,4,1,0,3,15,17,15,8
2745,1,11,10202200,101010111001,0,0,1,6,2,8,9,8,19
5491,0,11,21112101,1010101110011,1,1,3,2,5,0,0,17,10
1373,2,45,1212212,10101011101,2,3,1,9,8,13,5,16,10
5493,0,45,21112110,1010101110101,0,3,5,4,7,2,2,19,12
2747,1,21,10202202,101010111011,2,2,3,8,4,10,11,10,21
5495,0,21,21112112,1010101110111,2,0,0,6,9,4,4,21,14
687,3,11,221110,1010101111,0,2,1,5,11,7,3,20,20
5497,0,33,21112121,1010101111001,1,2,2,8,11,6,6,0,16
2749,1,11,10202211,101010111101,1,4,5,10,6,12,13,12,23
5499,0,21,21112200,1010101111011,0,4,4,10,0,8,8,2,18
1375,2,11,1212221,10101011111,1,0,3,0,10,15,7,18,12
5501,0,11,21112202,1010101111101,2,1,6,1,2,10,10,4,20
2751,1,62,10202220,101010111111,0,1,0,1,8,14,15,14,25
5503,0,62,21112211,1010101111111,1,3,1,3,4,12,12,6,22
43,7,9,1121,101011,1,3,1,10,4,9,5,20,14
5505,0,69,21112220,1010110000001,0,0,3,5,6,14,14,8,24
2753,1,45,10202222,101011000001,2,3,2,3,10,16,17,16,27
5507,0,45,21112222,1010110000011,2,2,5,7,8,16,16,10,26
1377,2,57,1220000,10101100001,0,2,5,2,12,0,9,20,14
5509,0,57,21120001,1010110000101,1,4,0,9,10,1,18,12,28
2755,1,57,10210001,101011000011,1,0,4,5,12,1,0,18,0
5511,0,45,21120010,1010110000111,0,1,2,0,12,3,1,14,1
689,3,45,221112,1010110001,2,4,3,7,0,9,5,22,22
5513,0,33,21120012,1010110001001,2,3,4,2,1,5,3,16,3
2757,1,45,10210010,101011000101,0,2,6,7,1,3,2,20,2
5515,0,57,21120021,1010110001011,1,0,6,4,3,7,5,18,5
1379,2,45,1220002,10101100011,2,4,0,4,1,2,11,22,16
5517,0,45,21120100,1010110001101,0,2,1,6,5,9,7,20,7
2759,1,57,10210012,101011000111,2,4,1,9,3,5,4,22,4
5519,0,57,21120102,1010110001111,2,4,3,8,7,11,9,22,9
345,4,45,110210,101011001,0,0,2,4,7,5,3,0,26
5521,0,45,21120111,1010110010001,1,1,5,10,9,13,11,1,11
2761,1,45,10210021,101011001001,1,1,3,0,5,7,6,1,6
5523,0,45,21120120,1010110010011,0,3,0,1,11,15,13,3,13
1381,2,45,1220011,10101100101,1,1,2,6,3,4,13,1,18
5525,0,45,21120122,1010110010101,2,0,2,3,0,0,15,5,15
2763,1,11,10210100,101011001011,0,3,5,2,7,9,8,3,8
5527,0,11,21120201,1010110010111,1,2,4,5,2,2,17,7,17
691,3,45,221121,1010110011,1,1,5,9,2,11,7,1,24
5529,0,11,21120210,1010110011001,0,4,6,7,4,4,0,9,19
2765,1,45,10210102,101011001101,2,0,0,4,9,11,10,5,10
5531,0,11,21120212,1010110011011,2,1,1,9,6,6,2,11,21
1383,2,33,1220020,10101100111,0,3,4,8,5,6,15,3,20
5533,0,33,21120221,1010110011101,1,3,3,0,8,8,4,13,23
2767,1,33,10210111,101011001111,1,2,2,6,11,13,12,7,12
5535,0,45,21121000,1010110011111,0,0,5,2,10,10,6,15,25
173,5,9,20102,10101101,2,3,5,8,4,3,2,12,28
5537,0,21,21121002,1010110100001,2,2,0,4,12,12,8,17,27
2769,1,21,10210120,101011010001,0,4,4,8,0,15,14,9,14
5539,0,21,21121011,1010110100011,1,4,2,6,1,14,10,19,0
1385,2,21,1220022,10101101001,2,0,6,10,7,8,17,5,22
5541,0,21,21121020,1010110100101,0,1,4,8,3,16,12,21,2
2771,1,21,10210122,101011010011,2,1,6,10,2,0,16,11,16
5543,0,74,21121022,1010110100111,2,3,6,10,5,1,14,0,4
693,3,9,221200,1010110101,0,3,0,0,4,13,9,3,26
5545,0,16,21121101,1010110101001,1,0,1,1,7,3,16,2,6
2773,1,9,10210201,101011010101,1,3,1,1,4,2,18,13,18
5547,0,16,21121110,1010110101011,0,2,3,3,9,5,18,4,8
1387,2,21,1220101,10101101011,1,2,1,1,9,10,0,7,24
5549,0,21,21121112,1010110101101,2,4,5,5,11,7,1,6,10
2775,1,21,10210210,101011010111,0,0,3,3,6,4,1,15,20
5551,0,21,21121121,1010110101111,1,1,0,7,0,9,3,8,12
347,4,45,110212,101011011,2,2,4,6,9,7,5,2,28
5553,0,45,21121200,1010110110001,0,3,2,9,2,11,5,10,14
2777,1,45,10210212,101011011001,2,2,5,5,8,6,3,17,22
5555,0,45,21121202,1010110110011,2,0,4,0,4,13,7,12,16
1389,2,45,1220110,10101101101,0,4,3,3,11,12,2,9,26
5557,0,45,21121211,1010110110101,1,2,6,2,6,15,9,14,18
2779,1,57,10210221,101011011011,1,4,0,7,10,8,5,19,24
5559,0,57,21121220,1010110110111,0,4,1,4,8,0,11,16,20
695,3,45,221202,1010110111,2,0,2,2,6,15,11,5,28
5561,0,45,21121222,1010110111001,2,1,3,6,10,2,13,18,22
2781,1,45,10211000,101011011101,0,1,2,9,12,10,7,21,26
5563,0,40,21122001,1010110111011,1,3,5,8,12,4,15,20,24
1391,2,40,1220112,10101101111,2,1,5,5,0,14,4,11,28
5565,0,40,21122010,1010110111101,0,0,0,10,1,6,17,22,26
2783,1,40,10211002,101011011111,2,3,4,0,1,12,9,0,28
5567,0,86,21122012,1010110111111,2,2,2,1,3,8,0,1,28
87,6,9,10020,1010111,0,2,3,10,9,2,11,18,0
5569,0,45,21122021,1010111000001,1,4,4,3,5,10,2,3,1
2785,1,21,10211011,101011100001,1,0,6,2,3,14,11,2,1
5571,0,21,21122100,1010111000011,0,1,6,5,7,12,4,5,3
1393,2,9,1220121,10101110001,1,3,0,7,2,16,6,13,1
5573,0,9,21122102,1010111000101,2,3,1,7,9,14,6,7,5
2787,1,9,10211020,101011100011,0,2,1,4,5,16,13,4,3
5575,0,21,21122111,1010111000111,1,0,3,9,11,16,8,9,7
697,3,45,221211,1010111001,1,2,4,4,8,0,13,7,1
5577,0,11,21122120,1010111001001,0,2,5,0,0,1,10,11,9
2789,1,45,10211022,101011100101,2,4,3,6,7,1,15,6,5
5579,0,11,21122122,1010111001011,2,4,0,2,2,3,12,13,11
1395,2,45,1220200,10101110011,0,0,2,9,4,1,8,15,3
5581,0,45,21122201,1010111001101,1,1,2,4,4,5,14,15,13
2791,1,21,10211101,101011100111,1,1,5,8,9,3,17,8,7
5583,0,21,21122210,1010111001111,0,3,4,6,6,7,16,17,15
349,4,9,110221,101011101,1,4,6,8,11,9,7,4,1
5585,0,45,21122212,1010111010001,2,0,6,8,8,9,18,19,17
2793,1,38,10211110,101011101001,0,3,0,10,11,5,0,10,9
5587,0,38,21122221,1010111010011,1,2,1,10,10,11,1,21,19
1397,2,9,1220202,10101110101,2,2,4,0,6,3,10,17,5
5589,0,9,21200000,1010111010101,0,4,3,1,12,13,3,0,21
2795,1,21,10211112,101011101011,2,0,2,1,0,7,2,12,11
5591,0,21,21200002,1010111010111,2,1,5,3,1,15,5,2,23
699,3,21,221220,1010111011,0,4,6,6,10,2,15,9,3
5593,0,21,21200011,1010111011001,1,3,0,5,3,0,7,4,25
2797,1,21,10211121,101011101101,1,2,4,3,2,9,4,14,13
5595,0,45,21200020,1010111011011,0,0,2,7,5,2,9,6,27
1399,2,21,1220211,10101110111,1,4,6,2,8,5,12,19,7
5597,0,21,21200022,1010111011101,2,2,4,9,7,4,11,8,0
2799,1,21,10211200,101011101111,0,4,6,5,4,11,6,16,15
5599,0,21,21200101,1010111011111,1,4,6,0,9,6,13,10,2
175,5,28,20111,10101111,1,0,0,10,6,5,4,14,1
5601,0,21,21200110,1010111100001,0,1,1,2,11,8,15,12,4
2801,1,9,10211202,101011110001,2,1,1,7,6,13,8,18,17
5603,0,9,21200112,1010111100011,2,3,3,4,0,10,17,14,6
1401,2,33,1220220,10101111001,0,1,1,4,10,7,14,21,9
5605,0,33,21200121,1010111100101,1,0,5,6,2,12,0,16,8
2803,1,33,10211211,101011110011,1,3,3,9,8,15,10,20,19
5607,0,21,21200200,1010111100111,0,2,0,8,4,14,2,18,10
701,3,28,221222,1010111101,2,1,1,8,12,4,17,11,5
5609,0,38,21200202,1010111101001,2,4,2,10,6,16,4,20,12
2805,1,28,10211220,101011110101,0,0,5,0,10,0,12,22,21
5611,0,57,21200211,1010111101011,1,1,4,1,8,1,6,22,14
1403,2,45,1220222,10101111011,2,3,3,6,12,9,16,0,11
5613,0,45,21200220,1010111101101,0,3,6,3,10,3,8,1,16
2807,1,45,10211222,101011110111,2,2,0,2,12,2,14,1,23
5615,0,21,21200222,1010111101111,2,0,1,5,12,5,10,3,18
351,4,28,111000,101011111,0,1,1,10,0,11,9,6,3
5617,0,28,21201001,1010111110001,1,2,3,7,1,7,12,5,20
2809,1,57,10212001,101011111001,1,4,2,4,1,4,16,3,25
5619,0,57,21201010,1010111110011,0,4,5,9,3,9,14,7,22
1405,2,28,1221001,10101111101,1,0,5,8,1,11,18,2,13
5621,0,28,21201012,1010111110101,2,1,0,0,5,11,16,9,24
2811,1,18,10212010,101011111011,0,1,4,6,3,6,18,5,27
5623,0,18,21201021,1010111110111,1,3,2,2,7,13,18,11,26
703,3,62,222001,1010111111,1,3,3,10,1,6,0,13,7
5625,0,57,21201100,1010111111001,0,0,4,4,9,15,1,13,28
2813,1,62,10212012,101011111101,2,3,6,8,5,8,1,7,0
5627,0,18,21201102,1010111111011,2,2,6,6,11,0,3,15,1
1407,2,62,1221010,10101111111,0,2,0,10,3,13,1,4,15
5629,0,62,21201111,1010111111101,1,4,1,8,0,2,5,17,3
2815,1,57,10212021,101011111111,1,0,1,10,7,10,3,9,2
5631,0,57,21201120,1010111111111,0,1,3,10,2,4,7,19,5
11,9,4,102,1011,2,1,4,0,11,11,11,11,11
5633,0,18,21201122,1011000000001,2,3,5,1,4,6,9,21,7
2817,1,28,10212100,101100000001,0,2,3,1,9,12,5,11,4
5635,0,28,21201201,1011000000011,1,0,0,3,6,8,11,0,9
1409,2,28,1221012,10110000001,2,4,2,1,5,15,3,6,17
5637,0,28,21201210,1011000000101,0,2,2,5,8,10,13,2,11
2819,1,28,10212102,101100000011,2,4,5,3,11,14,7,13,6
5639,0,28,21201212,1011000000111,2,4,4,7,10,12,15,4,13
705,3,9,222010,1011000001,0,0,5,1,3,8,2,15,9
5641,0,11,21201221,1011000001001,1,1,6,9,12,14,17,6,15
2821,1,9,10212111,101100000101,1,1,0,5,0,16,9,15,8
5643,0,28,21202000,1011000001011,0,3,1,0,1,16,0,8,17
1411,2,9,1221021,10110000011,1,1,4,3,7,0,5,8,19
5645,0,9,21202002,1011000001101,2,0,3,2,3,1,2,10,19
2823,1,18,10212120,101100000111,0,3,2,7,2,1,11,17,10
5647,0,18,21202011,1011000001111,1,2,5,4,5,3,4,12,21
353,4,45,111002,101100001,2,3,3,1,2,13,11,8,5
5649,0,9,21202020,1011000010001,0,4,0,6,7,5,6,14,23
2825,1,28,10212122,101100001001,2,0,4,9,4,3,13,19,12
5651,0,28,21202022,1011000010011,2,1,2,8,9,7,8,16,25
1413,2,45,1221100,10110000101,0,3,6,5,9,2,7,10,21
5653,0,45,21202101,1011000010101,1,3,4,10,11,9,10,18,27
2827,1,38,10212201,101100001011,1,2,6,0,6,5,15,21,14
5655,0,38,21202110,1011000010111,0,0,6,1,0,11,12,20,0
707,3,45,222012,1011000011,2,2,0,3,5,10,4,17,11
5657,0,38,21202112,1011000011001,2,2,1,3,2,13,14,22,2
2829,1,45,10212210,101100001101,0,4,1,2,8,7,17,0,16
5659,0,21,21202121,1011000011011,1,4,3,5,4,15,16,1,4
1415,2,9,1221102,10110000111,2,0,1,7,11,4,9,12,23
5661,0,9,21202200,1011000011101,0,1,5,7,6,0,18,3,6
2831,1,9,10212212,101100001111,2,1,3,4,10,9,0,2,18
5663,0,28,21202202,1011000011111,2,3,0,9,8,2,1,5,8
177,5,9,20120,10110001,0,2,2,1,8,7,6,16,3
5665,0,45,21202211,1011000100001,1,0,2,0,10,4,3,7,10
2833,1,45,10212221,101100010001,1,3,5,6,12,11,2,4,20
5667,0,45,21202220,1011000100011,0,2,4,2,12,6,5,9,12
1417,2,26,1221111,10110001001,1,2,3,9,0,6,11,14,25
5669,0,26,21202222,1011000100101,2,4,6,4,1,8,7,11,14
2835,1,26,10220000,101100010011,0,0,0,8,1,13,4,6,22
5671,0,26,21210001,1011000100111,1,1,1,6,3,10,9,13,16
709,3,9,222021,1011000101,1,4,2,5,7,12,6,19,13
5673,0,74,21210010,1011000101001,0,3,3,8,5,12,11,15,18
2837,1,9,10220002,101100010101,2,2,2,10,3,15,6,8,24
5675,0,45,21210012,1011000101011,2,0,5,10,7,14,13,17,20
1419,2,45,1221120,10110001011,0,4,5,0,2,8,13,16,27
5677,0,45,21210021,1011000101101,1,2,0,1,9,16,15,19,22
2839,1,45,10220011,101100010111,1,4,4,1,5,0,8,10,26
5679,0,57,21210100,1011000101111,0,4,2,3,11,1,17,21,24
355,4,9,111011,101100011,1,0,5,3,4,15,13,10,7
5681,0,26,21210102,1011000110001,2,1,4,5,0,3,0,0,26
2841,1,26,10220020,101100011001,0,1,6,3,7,2,10,12,28
5683,0,26,21210111,1011000110011,1,3,6,7,2,5,2,2,28
1421,2,9,1221122,10110001101,2,1,0,2,4,10,15,18,0
5685,0,9,21210120,1011000110101,0,0,1,9,4,7,4,4,1
2843,1,62,10220022,101100011011,2,3,1,5,9,4,12,14,1
5687,0,62,21210122,1011000110111,2,2,3,0,6,9,6,6,3
711,3,21,222100,1011000111,0,1,4,7,9,14,8,21,15
5689,0,45,21210201,1011000111001,1,4,5,2,8,11,8,8,5
2845,1,21,10220101,101100011101,1,0,3,7,11,6,14,16,3
5691,0,62,21210210,1011000111011,0,1,0,4,10,13,10,10,7
1423,2,21,1221201,10110001111,1,3,2,4,6,12,17,20,2
5693,0,21,21210212,1011000111101,2,3,2,6,12,15,12,12,9
2847,1,62,10220110,101100011111,0,2,5,9,0,8,16,18,5
5695,0,62,21210221,1011000111111,1,0,4,8,1,0,14,14,11
89,6,9,10022,1011001,2,4,5,1,11,4,13,20,2
5697,0,21,21211000,1011001000001,0,2,6,10,3,2,16,16,13
2849,1,21,10220112,101100100001,2,4,0,0,2,10,18,20,7
5699,0,21,21211002,1011001000011,2,4,1,1,5,4,18,18,15
1425,2,6,1221210,10110010001,0,0,4,6,8,14,0,22,4
5701,0,6,21211011,1011001000101,1,1,3,3,7,6,1,20,17
2851,1,6,10220121,101100100011,1,1,2,2,4,12,1,22,9
5703,0,16,21211020,1011001000111,0,3,5,5,9,8,3,22,19
713,3,6,222102,1011001001,2,3,6,9,11,16,10,0,17
5705,0,26,21211022,1011001001001,2,0,0,7,11,10,5,1,21
2853,1,6,10220200,101100100101,0,3,4,4,6,14,3,1,11
5707,0,6,21211101,1011001001011,1,2,2,9,0,12,7,3,23
1427,2,6,1221212,10110010011,2,2,6,8,10,16,2,1,6
5709,0,6,21211110,1011001001101,0,4,4,0,2,14,9,5,25
2855,1,45,10220202,101100100111,2,0,6,6,8,16,5,3,13
5711,0,45,21211112,1011001001111,2,1,6,2,4,16,11,7,27
357,4,9,111020,101100101,0,2,0,5,6,0,15,12,9
5713,0,62,21211121,1011001010001,1,3,1,4,6,1,13,9,0
2857,1,62,10220211,101100101001,1,2,1,8,10,1,7,5,15
5715,0,62,21211200,1011001010011,0,0,3,6,8,3,15,11,2
1429,2,9,1221221,10110010101,1,4,1,10,12,1,4,3,8
5717,0,9,21211202,1011001010101,2,2,5,8,10,5,17,13,4
2859,1,26,10220220,101100101011,0,4,3,10,12,3,9,7,17
5719,0,26,21211211,1011001010111,1,4,0,10,12,7,0,15,6
715,3,6,222111,1011001011,1,0,1,0,0,1,12,2,19
5721,0,26,21211220,1011001011001,0,1,2,1,1,9,2,17,8
2861,1,6,10220222,101100101101,2,1,5,1,1,5,11,9,19
5723,0,62,21211222,1011001011011,2,3,4,3,3,11,4,19,10
1431,2,6,1222000,10110010111,0,1,3,1,1,3,6,5,10
5725,0,6,21212001,1011001011101,1,0,6,5,5,13,6,21,12
2863,1,26,10221001,101100101111,1,3,0,3,3,7,13,11,21
5727,0,26,21212010,1011001011111,0,2,1,7,7,15,8,0,14
179,5,9,20122,10110011,2,4,4,3,10,9,8,18,5
5729,0,6,21212012,1011001100001,2,4,3,9,9,0,10,2,16
2865,1,6,10221010,101100110001,0,0,2,5,5,9,15,13,23
5731,0,6,21212021,1011001100011,1,1,5,0,11,2,12,4,18
1433,2,6,1222002,10110011001,2,3,5,3,3,5,8,7,12
5733,0,6,21212100,1011001100101,0,3,0,2,0,4,14,6,20
2867,1,6,10221012,101100110011,2,2,4,7,7,11,17,15,25
5735,0,62,21212102,1011001100111,2,0,2,4,2,6,16,8,22
717,3,9,222120,1011001101,0,2,3,2,2,3,14,4,21
5737,0,38,21212111,1011001101001,1,2,4,6,4,8,18,10,24
2869,1,9,10221021,101100110101,1,4,6,9,9,13,0,17,27
5739,0,62,21212120,1011001101011,0,4,6,8,6,10,1,12,26
1435,2,26,1222011,10110011011,1,0,0,5,5,7,10,9,14
5741,0,26,21212122,1011001101101,2,1,1,10,8,12,3,14,28
2871,1,26,10221100,101100110111,0,1,1,0,11,15,2,19,0
5743,0,26,21212201,1011001101111,1,3,3,1,10,14,5,16,1
359,4,16,111022,101100111,2,4,2,7,8,2,17,14,11
5745,0,9,21212210,1011001110001,0,0,5,3,12,16,7,18,3
2873,1,62,10221102,101100111001,2,3,3,2,0,0,4,21,2
5747,0,62,21212212,1011001110011,2,2,0,5,1,1,9,20,5
1437,2,16,1222020,10110011101,0,2,2,7,7,9,12,11,16
5749,0,16,21212221,1011001110101,1,4,2,7,3,3,11,22,7
2875,1,16,10221111,101100111011,1,0,5,4,2,2,6,0,4
5751,0,16,21220000,1011001110111,0,1,4,9,5,5,13,1,9
719,3,16,222122,1011001111,2,4,5,4,4,5,16,6,23
5753,0,45,21220002,1011001111001,2,3,6,0,7,7,15,3,11
2877,1,16,10221120,101100111101,0,2,0,6,4,4,8,2,6
5755,0,16,21220011,1011001111011,1,0,1,2,9,9,17,5,13
1439,2,45,1222022,10110011111,2,4,4,9,9,11,14,13,18
5757,0,45,21220020,1011001111101,0,2,3,4,11,11,0,7,15
2879,1,45,10221122,101100111111,2,4,2,8,6,6,10,4,8
5759,0,38,21220022,1011001111111,2,4,5,6,0,13,2,9,17
45,7,4,1200,101101,0,0,3,1,6,11,7,22,16
5761,0,62,21220101,1011010000001,1,1,0,8,2,15,4,11,19
2881,1,9,10221201,101101000001,1,1,4,10,8,8,12,6,10
5763,0,9,21220110,1011010000011,0,3,2,10,4,0,6,13,21
1441,2,50,1222101,10110100001,1,1,6,0,11,13,16,15,20
5765,0,50,21220112,1011010000101,2,0,4,1,6,2,8,15,23
2883,1,50,10221210,101101000011,0,3,6,1,10,10,14,8,12
5767,0,16,21220121,1011010000111,1,2,6,3,8,4,10,17,25
721,3,14,222201,1011010001,1,1,0,6,6,7,18,8,25
5769,0,62,21220200,1011010001001,0,4,1,5,10,6,12,19,27
2885,1,14,10221212,101101000101,2,0,1,3,12,12,16,10,14
5771,0,50,21220202,1011010001011,2,1,3,7,12,8,14,21,0
1443,2,14,1222110,10110100011,0,3,1,2,0,15,18,17,22
5773,0,14,21220211,1011010001101,1,3,5,9,1,10,16,0,2
2887,1,45,10221221,101101000111,1,2,3,5,1,14,18,12,16
5775,0,45,21220220,1011010001111,0,0,0,0,3,12,18,2,4
361,4,14,111101,101101001,1,1,4,9,10,4,0,16,13
5777,0,50,21220222,1011010010001,2,2,2,2,5,14,1,4,6
2889,1,50,10222000,101101001001,0,4,5,7,3,16,1,14,18
5779,0,50,21221001,1011010010011,1,4,4,4,7,16,3,6,8
1445,2,14,1222112,10110100101,2,0,3,4,2,0,1,19,24
5781,0,14,21221010,1011010010101,0,1,6,6,9,1,5,8,10
2891,1,14,10222002,101101001011,2,1,0,9,5,1,3,16,20
5783,0,14,21221012,1011010010111,2,3,1,8,11,3,7,10,12
