# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance, for 10000 integers

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
oc(549-1),2,137,2,2,4,5,7,1,4,22,21,13
oc(549+1),1,275,2,0,2,0,2,3,9,22,14,27
oc(993-1),5,31,1,1,3,9,5,14,12,8,2,0
oc(993+1),1,497,2,2,0,2,3,4,3,14,4,1
oc(1007-1),1,503,2,3,6,8,9,10,9,20,10,7
oc(1007+1),4,63,0,3,0,8,11,12,6,17,5,1
oc(1051-1),1,525,0,0,0,8,5,15,12,19,3,29
oc(1051+1),2,263,2,3,4,10,3,8,16,10,2,15
oc(1101-1),2,275,2,0,2,0,2,3,9,22,14,27
oc(1101+1),1,551,2,1,5,1,5,7,0,22,0,24
oc(1105-1),4,69,0,4,6,3,4,1,12,0,11,7
oc(1105+1),1,553,1,3,0,3,7,9,2,1,2,26
oc(1115-1),1,557,2,2,4,7,11,13,6,5,6,30
oc(1115+1),2,279,0,4,6,4,6,7,13,3,18,0
oc(1987-1),1,993,0,3,6,3,5,7,5,4,7,1
oc(1987+1),2,497,2,2,0,2,3,4,3,14,4,1
oc(2015-1),1,1007,2,2,6,6,6,4,0,18,21,15
oc(2015+1),5,63,0,3,0,8,11,12,6,17,5,1
oc(2075-1),1,1037,2,2,1,3,10,0,11,2,22,14
oc(2075+1),2,519,0,4,1,2,12,9,6,13,26,23
oc(2103-1),1,1051,1,1,1,6,11,14,6,16,7,28
oc(2103+1),3,263,2,3,4,10,3,8,16,10,2,15
oc(2197-1),2,549,0,4,3,10,3,5,17,20,27,22
oc(2197+1),1,1099,1,4,0,10,7,11,16,18,26,14
oc(2211-1),1,1105,1,0,6,5,0,0,3,1,3,20
oc(2211+1),2,553,1,3,0,3,7,9,2,1,2,26
oc(2219-1),1,1109,2,4,3,9,4,4,7,5,7,24
oc(2219+1),2,555,0,0,2,5,9,11,4,3,4,28
oc(2231-1),1,1115,2,0,2,4,10,10,13,11,13,30
oc(2231+1),3,279,0,4,6,4,6,7,13,3,18,0
oc(3973-1),2,993,0,3,6,3,5,7,5,4,7,1
oc(3973+1),1,1987,1,2,6,7,11,15,11,9,15,3
oc(3979-1),1,1989,0,4,1,9,0,0,13,11,17,5
oc(3979+1),2,995,2,0,1,5,7,9,7,6,9,3
oc(4029-1),2,1007,2,2,6,6,6,4,0,18,21,15
oc(4029+1),1,2015,2,0,6,2,0,9,1,14,14,0
oc(4031-1),1,2015,2,0,6,2,0,9,1,14,14,0
oc(4031+1),6,63,0,3,0,8,11,12,6,17,5,1
oc(4073-1),3,509,2,4,5,3,2,16,15,3,16,13
oc(4073+1),1,2037,0,2,0,2,9,14,4,13,7,22
oc(4123-1),1,2061,0,1,3,4,7,4,9,14,2,15
oc(4123+1),2,1031,2,1,2,8,4,11,5,19,16,8
oc(4135-1),1,2067,0,2,2,10,0,10,15,20,8,21
oc(4135+1),3,517,1,2,6,0,10,7,4,11,24,21
oc(4137-1),3,517,1,2,6,0,10,7,4,11,24,21
oc(4137+1),1,2069,2,4,4,1,2,12,17,22,10,23
oc(4151-1),1,2075,2,0,3,7,8,1,4,5,16,29
oc(4151+1),3,519,0,4,1,2,12,9,6,13,26,23
oc(4205-1),2,1051,1,1,1,6,11,14,6,16,7,28
oc(4205+1),1,2103,0,3,3,2,10,12,13,10,15,26
oc(4405-1),2,1101,0,1,2,1,9,13,18,20,28,16
oc(4405+1),1,2203,1,3,5,3,6,10,18,18,28,2
oc(4417-1),6,69,0,4,6,3,4,1,12,0,11,7
oc(4417+1),1,2209,1,4,4,9,12,16,5,1,5,8
oc(4421-1),2,1105,1,0,6,5,0,0,3,1,3,20
oc(4421+1),1,2211,0,1,6,0,1,1,7,3,7,10
oc(4427-1),1,2213,2,3,1,2,3,3,9,5,9,12
oc(4427+1),2,1107,0,2,1,7,2,2,5,3,5,22
oc(4439-1),1,2219,2,4,0,8,9,9,15,11,15,18
oc(4439+1),3,555,0,0,2,5,9,11,4,3,4,28
oc(4443-1),1,2221,1,1,2,10,11,11,17,13,17,20
oc(4443+1),2,1111,1,1,5,0,6,6,9,7,9,26
oc(4455-1),1,2227,1,2,1,5,4,0,4,19,23,26
oc(4455+1),3,557,2,2,4,7,11,13,6,5,6,30
oc(4461-1),2,1115,2,0,2,4,10,10,13,11,13,30
oc(4461+1),1,2231,2,1,5,9,8,4,8,0,27,30
oc(4473-1),3,559,1,4,6,9,0,15,8,7,8,1
oc(4473+1),1,2237,2,2,4,4,1,10,14,6,4,5
oc(7949-1),2,1987,1,2,6,7,11,15,11,9,15,3
oc(7949+1),1,3975,0,0,6,4,10,14,4,19,2,7
oc(7953-1),4,497,2,2,0,2,3,4,3,14,4,1
oc(7953+1),1,3977,2,2,1,6,12,16,6,21,4,9
oc(7959-1),1,3979,1,4,3,8,1,1,8,0,6,11
oc(7959+1),3,995,2,0,1,5,7,9,7,6,9,3
oc(7967-1),1,3983,2,3,0,1,5,5,12,4,10,15
oc(7967+1),5,249,0,4,4,7,2,11,2,19,17,1
oc(8033-1),5,251,2,1,6,9,4,13,4,21,19,3
oc(8033+1),1,4017,0,2,6,2,0,5,8,15,15,18
oc(8041-1),3,1005,0,0,4,4,4,2,17,16,19,13
oc(8041+1),1,4021,1,1,3,6,4,9,12,19,19,22
oc(8061-1),2,2015,2,0,6,2,0,9,1,14,14,0
oc(8061+1),1,4031,2,1,6,5,1,2,3,6,0,1
oc(8063-1),1,4031,2,1,6,5,1,2,3,6,0,1
oc(8063+1),7,63,0,3,0,8,11,12,6,17,5,1
oc(8073-1),3,1009,1,4,1,8,8,6,2,20,23,17
oc(8073+1),1,4037,2,2,5,0,7,8,9,12,6,7
oc(8147-1),1,4073,2,3,6,3,4,10,7,2,13,12
oc(8147+1),2,2037,0,2,0,2,9,14,4,13,7,22
oc(8171-1),1,4085,2,0,4,4,3,5,0,14,25,24
oc(8171+1),2,2043,0,3,6,8,2,3,10,19,13,28
oc(8247-1),1,4123,1,3,0,9,2,9,0,6,5,0
oc(8247+1),3,1031,2,1,2,8,4,11,5,19,16,8
oc(8271-1),1,4135,1,0,5,10,1,4,12,18,17,12
oc(8271+1),4,517,1,2,6,0,10,7,4,11,24,21
oc(8275-1),1,4137,0,2,0,1,3,6,14,20,19,14
oc(8275+1),2,2069,2,4,4,1,2,12,17,22,10,23
oc(8283-1),1,4141,1,1,4,5,7,10,18,1,23,18
oc(8283+1),2,2071,1,1,6,3,4,14,0,1,12,25
oc(8295-1),1,4147,1,2,3,0,0,16,5,7,0,24
oc(8295+1),3,1037,2,2,1,3,10,0,11,2,22,14
oc(8301-1),2,2075,2,0,3,7,8,1,4,5,16,29
oc(8301+1),1,4151,2,1,0,4,4,3,9,11,4,28
oc(8413-1),2,2103,0,3,3,2,10,12,13,10,15,26
oc(8413+1),1,4207,1,2,0,5,8,8,8,21,2,22
oc(8431-1),1,4215,0,0,1,2,3,16,16,6,10,30
oc(8431+1),4,527,2,2,2,10,7,0,14,21,5,0
oc(8789-1),2,2197,1,2,6,8,0,4,12,12,22,27
oc(8789+1),1,4395,0,0,6,6,1,9,6,2,16,24
oc(8817-1),4,551,2,1,5,1,5,7,0,22,0,24
oc(8817+1),1,4409,2,4,6,9,2,6,1,16,1,7
oc(8835-1),1,4417,1,2,0,6,10,14,9,1,9,15
oc(8835+1),2,2209,1,4,4,9,12,16,5,1,5,8
oc(8845-1),2,2211,0,1,6,0,1,1,7,3,7,10
oc(8845+1),1,4423,1,3,6,1,3,3,15,7,15,21
oc(8855-1),1,4427,2,2,3,5,7,7,0,11,19,25
oc(8855+1),3,1107,0,2,1,7,2,2,5,3,5,22
oc(8875-1),1,4437,0,2,6,4,4,0,10,21,0,4
oc(8875+1),2,2219,2,4,0,8,9,9,15,11,15,18
oc(8877-1),2,2219,2,4,0,8,9,9,15,11,15,18
oc(8877+1),1,4439,2,4,1,6,6,2,12,0,2,6
oc(8887-1),1,4443,0,3,5,10,10,6,16,4,6,10
oc(8887+1),3,1111,1,1,5,0,6,6,9,7,9,26
oc(8903-1),1,4451,2,1,6,7,5,14,5,12,14,18
oc(8903+1),3,1113,0,3,0,2,8,8,11,9,11,28
oc(8905-1),3,1113,0,3,0,2,8,8,11,9,11,28
oc(8905+1),1,4453,1,3,1,9,7,16,7,14,16,20
oc(8907-1),1,4453,1,3,1,9,7,16,7,14,16,20
oc(8907+1),2,2227,1,2,1,5,4,0,4,19,23,26
oc(8911-1),1,4455,0,0,3,0,9,1,9,16,18,22
oc(8911+1),4,557,2,2,4,7,11,13,6,5,6,30
oc(8925-1),2,2231,2,1,5,9,8,4,8,0,27,30
oc(8925+1),1,4463,2,3,4,8,4,9,17,1,26,30
oc(8929-1),5,279,0,4,6,4,6,7,13,3,18,0
oc(8929+1),1,4465,1,0,6,10,6,11,0,3,28,1
oc(8937-1),3,1117,1,2,4,6,12,12,15,13,15,1
oc(8937+1),1,4469,2,4,3,3,10,15,4,7,3,5
oc(8947-1),1,4473,0,3,0,7,1,2,8,11,7,9
oc(8947+1),2,2237,2,2,4,4,1,10,14,6,4,5
oc(8955-1),1,4477,1,2,4,0,5,6,12,15,11,13
oc(8955+1),2,2239,1,4,6,6,3,12,16,8,6,7
oc(9081-1),3,1135,1,0,1,2,4,13,14,8,4,19
oc(9081+1),1,4541,2,1,5,9,4,2,0,10,17,15
oc(9855-1),1,4927,1,2,6,10,0,14,6,5,26,29
oc(9855+1),7,77,2,2,0,0,12,9,1,8,19,15
oc(9865-1),3,1233,0,3,1,1,11,9,17,14,15,24
oc(9865+1),1,4933,1,3,5,5,6,3,12,11,3,4
oc(9899-1),1,4949,2,4,0,10,9,2,9,4,19,20
oc(9899+1),2,2475,0,0,4,0,5,10,5,14,10,26

# dist 31:
oc(103-1),1,51,0,1,2,7,12,0,13,5,22,20
oc(103+1),3,13,1,3,6,2,0,13,13,13,13,13
oc(207-1),1,103,1,3,5,4,12,1,8,11,16,10
oc(207+1),4,13,1,3,6,2,0,13,13,13,13,13
oc(413-1),2,103,1,3,5,4,12,1,8,11,16,10
oc(413+1),1,207,0,2,4,9,12,3,17,0,4,21
oc(745-1),3,93,0,3,2,5,2,8,17,1,6,0
oc(745+1),1,373,1,3,2,10,9,16,12,5,25,1
oc(829-1),2,207,0,2,4,9,12,3,17,0,4,21
oc(829+1),1,415,1,0,2,8,12,7,16,1,9,12
oc(1491-1),1,745,1,0,3,8,4,14,4,9,20,1
oc(1491+1),2,373,1,3,2,10,9,16,12,5,25,1
oc(1511-1),1,755,2,0,6,7,1,7,14,19,1,11
oc(1511+1),3,189,0,4,0,2,7,2,18,5,15,3
oc(1577-1),3,197,2,2,1,10,2,10,7,13,23,11
oc(1577+1),1,789,0,4,5,8,9,7,10,7,6,14
oc(1653-1),2,413,2,3,0,6,10,5,14,22,7,10
oc(1653+1),1,827,2,2,1,2,8,11,10,22,15,21
oc(1673-1),3,209,2,4,6,0,1,5,0,2,6,23
oc(1673+1),1,837,0,2,4,1,5,4,1,9,25,0
oc(2981-1),2,745,1,0,3,8,4,14,4,9,20,1
oc(2981+1),1,1491,0,1,0,6,9,12,9,19,12,3
oc(3015-1),1,1507,1,2,2,0,12,11,6,12,28,19
oc(3015+1),3,377,2,2,6,3,0,3,16,9,0,5
oc(3023-1),1,1511,2,1,6,4,3,15,10,16,3,23
oc(3023+1),4,189,0,4,0,2,7,2,18,5,15,3
oc(3055-1),1,1527,0,2,1,9,6,14,7,9,19,8
oc(3055+1),4,191,2,1,2,4,9,4,1,7,17,5
oc(3103-1),1,1551,0,1,4,0,4,4,12,10,14,1
oc(3103+1),5,97,1,2,6,9,6,12,2,5,10,4
oc(3113-1),3,389,2,4,4,4,12,15,9,21,12,17
oc(3113+1),1,1557,0,2,3,6,10,10,18,16,20,7
oc(3155-1),1,1577,2,2,2,4,4,13,0,13,11,27
oc(3155+1),2,789,0,4,5,8,9,7,10,7,6,14
oc(3313-1),4,207,0,2,4,9,12,3,17,0,4,21
oc(3313+1),1,1657,1,2,5,7,6,8,4,1,4,14
oc(3317-1),2,829,1,4,3,4,10,13,12,1,17,23
oc(3317+1),1,1659,0,4,0,9,8,10,6,3,6,16
oc(3329-1),8,13,1,3,6,2,0,13,13,13,13,13
oc(3329+1),1,1665,0,0,6,4,1,16,12,9,12,22
oc(3339-1),1,1669,1,4,3,8,5,3,16,13,16,26
oc(3339+1),2,835,1,0,2,10,3,2,18,7,23,29
oc(3347-1),1,1673,2,3,0,1,9,7,1,17,20,30
oc(3347+1),2,837,0,2,4,1,5,4,1,9,25,0
oc(3355-1),1,1677,0,2,4,5,0,11,5,21,24,3
oc(3355+1),2,839,2,4,6,3,7,6,3,11,27,2
oc(5965-1),2,1491,0,1,0,6,9,12,9,19,12,3
oc(5965+1),1,2983,1,3,1,2,6,8,0,16,25,7
oc(5969-1),4,373,1,3,2,10,9,16,12,5,25,1
oc(5969+1),1,2985,0,0,3,4,8,10,2,18,27,9
oc(5985-1),5,187,1,2,5,0,5,0,16,3,13,1
oc(5985+1),1,2993,2,3,4,1,3,1,10,3,6,17
oc(5991-1),1,2995,1,0,6,3,5,3,12,5,8,19
oc(5991+1),3,749,2,4,0,1,8,1,8,13,24,5
oc(6009-1),3,751,1,1,2,3,10,3,10,15,26,7
oc(6009+1),1,3005,2,0,2,2,2,13,3,15,18,29
oc(6025-1),3,753,0,3,4,5,12,5,12,17,28,9
oc(6025+1),1,3013,1,3,3,10,10,4,11,0,26,6
oc(6031-1),1,3015,0,0,5,1,12,6,13,2,28,8
oc(6031+1),4,377,2,2,6,3,0,3,16,9,0,5
oc(6045-1),2,1511,2,1,6,4,3,15,10,16,3,23
oc(6045+1),1,3023,2,3,6,9,7,14,2,10,7,16
oc(6047-1),1,3023,2,3,6,9,7,14,2,10,7,16
oc(6047+1),5,189,0,4,0,2,7,2,18,5,15,3
oc(6055-1),1,3027,0,2,3,2,11,1,6,14,11,20
oc(6055+1),3,757,1,2,1,9,3,9,16,21,3,13
oc(6111-1),1,3055,1,0,3,8,0,12,15,19,10,17
oc(6111+1),5,191,2,1,2,4,9,4,1,7,17,5
oc(6153-1),3,769,1,4,6,10,2,4,9,10,15,25
oc(6153+1),1,3077,2,2,4,8,9,0,18,18,3,8
oc(6185-1),3,773,2,3,3,3,6,8,13,14,19,29
oc(6185+1),1,3093,0,3,6,2,12,16,15,11,19,24
oc(6203-1),1,3101,2,1,0,10,7,7,4,19,27,1
oc(6203+1),2,1551,0,1,4,0,4,4,12,10,14,1
oc(6207-1),1,3103,1,3,2,1,9,9,6,21,0,3
oc(6207+1),6,97,1,2,6,9,6,12,2,5,10,4
oc(6227-1),1,3113,2,3,5,0,6,2,16,8,10,13
oc(6227+1),2,1557,0,2,3,6,10,10,18,16,20,7
oc(6309-1),2,1577,2,2,2,4,4,13,0,13,11,27
oc(6309+1),1,3155,2,0,5,9,9,10,1,4,23,24
oc(6613-1),2,1653,0,3,1,3,2,4,0,20,0,10
oc(6613+1),1,3307,1,2,3,7,5,9,1,18,1,21
oc(6627-1),1,3313,1,3,2,2,11,15,7,1,7,27
oc(6627+1),2,1657,1,2,5,7,6,8,4,1,4,14
oc(6641-1),4,415,1,0,2,8,12,7,16,1,9,12
oc(6641+1),1,3321,0,1,3,10,6,6,15,9,15,4
oc(6659-1),1,3329,2,4,4,7,1,14,4,17,23,12
oc(6659+1),2,1665,0,0,6,4,1,16,12,9,12,22
oc(6665-1),3,833,2,3,0,8,1,0,16,5,21,27
oc(6665+1),1,3333,0,3,1,0,5,1,8,21,27,16
oc(6679-1),1,3339,0,4,0,6,11,7,14,4,4,22
oc(6679+1),3,835,1,0,2,10,3,2,18,7,23,29
oc(6681-1),3,835,1,0,2,10,3,2,18,7,23,29
oc(6681+1),1,3341,2,1,2,8,0,9,16,6,6,24
oc(6683-1),1,3341,2,1,2,8,0,9,16,6,6,24
oc(6683+1),2,1671,0,1,5,10,7,5,18,15,18,28
oc(6693-1),2,1673,2,3,0,1,9,7,1,17,20,30
oc(6693+1),1,3347,2,2,1,3,6,15,3,12,12,30
oc(6697-1),3,837,0,2,4,1,5,4,1,9,25,0
oc(6697+1),1,3349,1,4,3,5,8,0,5,14,14,1
oc(6703-1),1,3351,0,1,5,7,10,2,7,16,16,3
oc(6703+1),4,419,2,4,6,1,3,11,1,5,13,16
oc(6711-1),1,3355,1,0,2,0,1,6,11,20,20,7
oc(6711+1),3,839,2,4,6,3,7,6,3,11,27,2
oc(6811-1),1,3405,0,0,3,6,12,5,4,1,12,26
oc(6811+1),2,1703,2,3,2,9,0,3,12,1,21,29
oc(7399-1),1,3699,0,4,3,3,7,10,13,19,16,10
oc(7399+1),3,925,1,0,1,1,2,7,13,5,26,26

# dist 30:
oc(155-1),1,77,2,2,0,0,12,9,1,8,19,15
oc(155+1),2,39,0,4,4,6,0,5,1,16,10,8
oc(311-1),1,155,2,0,1,1,12,2,3,17,10,0
oc(311+1),3,39,0,4,4,6,0,5,1,16,10,8
oc(559-1),1,279,0,4,6,4,6,7,13,3,18,0
oc(559+1),4,35,2,0,0,2,9,1,16,12,6,4
oc(621-1),2,155,2,0,1,1,12,2,3,17,10,0
oc(621+1),1,311,2,1,3,3,12,5,7,12,21,1
oc(1119-1),1,559,1,4,6,9,0,15,8,7,8,1
oc(1119+1),5,35,2,0,0,2,9,1,16,12,6,4
oc(1183-1),1,591,0,1,3,8,6,13,2,16,11,2
oc(1183+1),5,37,1,2,2,4,11,3,18,14,8,6
oc(1245-1),2,311,2,1,3,3,12,5,7,12,21,1
oc(1245+1),1,623,2,3,0,7,12,11,15,2,14,3
oc(1255-1),1,627,0,2,4,0,3,15,0,6,18,7
oc(1255+1),3,157,1,2,3,3,1,4,5,19,12,2
oc(2237-1),2,559,1,4,6,9,0,15,8,7,8,1
oc(2237+1),1,1119,0,4,6,8,1,14,17,15,17,3
oc(2267-1),1,1133,2,3,6,0,2,11,12,6,2,17
oc(2267+1),2,567,0,2,0,6,8,6,16,15,16,9
oc(2335-1),1,1167,0,2,5,1,10,11,8,17,7,20
oc(2335+1),5,73,1,3,3,7,8,5,16,4,15,11
oc(2367-1),1,1183,1,3,0,6,0,10,5,10,23,5
oc(2367+1),6,37,1,2,2,4,11,3,18,14,8,6
oc(2485-1),2,621,0,1,5,5,10,9,13,0,12,1
oc(2485+1),1,1243,1,3,4,0,8,2,8,1,25,3
oc(2497-1),6,39,0,4,4,6,0,5,1,16,10,8
oc(2497+1),1,1249,1,4,3,6,1,8,14,7,2,9
oc(2505-1),3,313,1,3,5,5,1,7,9,14,23,3
oc(2505+1),1,1253,2,3,0,10,5,12,18,11,6,13
oc(2511-1),1,1255,1,0,2,1,7,14,1,13,8,15
oc(2511+1),4,157,1,2,3,3,1,4,5,19,12,2
oc(4477-1),2,1119,0,4,6,8,1,14,17,15,17,3
oc(4477+1),1,2239,1,4,6,6,3,12,16,8,6,7
oc(4489-1),3,561,0,1,1,0,2,0,10,9,10,3
oc(4489+1),1,2245,1,0,5,1,9,1,3,14,12,13
oc(4507-1),1,2253,0,3,6,9,4,9,11,22,20,21
oc(4507+1),2,1127,2,2,0,5,9,5,6,0,25,11
oc(4519-1),1,2259,0,4,5,4,10,15,17,5,26,27
oc(4519+1),3,565,1,0,5,4,6,4,14,13,14,7
oc(4523-1),1,2261,2,1,0,6,12,0,0,7,28,29
oc(4523+1),2,1131,0,1,4,9,0,9,10,4,0,15
oc(4535-1),1,2267,2,2,6,1,5,6,6,13,5,4
oc(4535+1),3,567,0,2,0,6,8,6,16,15,16,9
oc(4583-1),1,2291,2,1,2,3,3,13,11,14,0,28
oc(4583+1),3,573,0,3,6,1,1,12,3,21,22,15
oc(4615-1),1,2307,0,2,4,8,6,12,8,7,16,13
oc(4615+1),3,577,1,2,3,5,5,16,7,2,26,19
oc(4635-1),1,2317,1,2,0,7,3,5,18,17,26,23
oc(4635+1),2,1159,1,4,4,4,2,3,0,9,28,12
oc(4639-1),1,2319,0,4,2,9,5,7,1,19,28,25
oc(4639+1),5,145,1,0,5,2,2,9,12,7,0,21
oc(4655-1),1,2327,2,2,3,6,0,15,9,4,7,2
oc(4655+1),4,291,0,1,4,5,5,2,6,15,1,12
oc(4671-1),1,2335,1,0,4,3,8,6,17,12,15,10
oc(4671+1),6,73,1,3,3,7,8,5,16,4,15,11
oc(4733-1),2,1183,1,3,0,6,0,10,5,10,23,5
oc(4733+1),1,2367,0,2,1,2,1,4,11,21,18,11
oc(4863-1),1,2431,1,1,2,0,0,0,18,16,24,13
oc(4863+1),8,19,1,4,5,8,6,2,0,19,19,19
oc(4977-1),4,311,2,1,3,3,12,5,7,12,21,1
oc(4977+1),1,2489,2,4,4,3,6,7,0,5,24,9
oc(4981-1),2,1245,0,0,6,2,10,4,10,3,27,5
oc(4981+1),1,2491,1,1,6,5,8,9,2,7,26,11
oc(4995-1),1,2497,1,2,5,0,1,15,8,13,3,17
oc(4995+1),2,1249,1,4,3,6,1,8,14,7,2,9
oc(4999-1),1,2499,0,4,0,2,3,0,10,15,5,19
oc(4999+1),3,625,1,0,2,9,1,13,17,4,16,5
oc(5009-1),4,313,1,3,5,5,1,7,9,14,23,3
oc(5009+1),1,2505,0,0,6,8,9,6,16,21,11,25
oc(5011-1),1,2505,0,0,6,8,9,6,16,21,11,25
oc(5011+1),2,1253,2,3,0,10,5,12,18,11,6,13
oc(5021-1),2,1255,1,0,2,1,7,14,1,13,8,15
oc(5021+1),1,2511,0,1,5,3,2,12,3,4,17,0
oc(5023-1),1,2511,0,1,5,3,2,12,3,4,17,0
oc(5023+1),5,157,1,2,3,3,1,4,5,19,12,2
oc(5033-1),3,629,2,4,6,2,5,0,2,8,20,9
oc(5033+1),1,2517,0,2,4,9,8,1,9,10,23,6
oc(5151-1),1,2575,1,0,6,1,1,8,10,22,23,2
oc(5151+1),5,161,2,1,0,7,5,8,9,0,16,6
oc(8949-1),2,2237,2,2,4,4,1,10,14,6,4,5
oc(8949+1),1,4475,2,0,2,9,3,4,10,13,9,11
oc(8979-1),1,4489,1,4,2,1,4,1,5,4,23,25
oc(8979+1),2,2245,1,0,5,1,9,1,3,14,12,13
oc(8987-1),1,4493,2,3,6,5,8,5,9,8,27,29
oc(8987+1),2,2247,0,2,0,3,11,3,5,16,14,15
oc(9015-1),1,4507,1,2,6,8,9,2,4,22,12,12
oc(9015+1),3,1127,2,2,0,5,9,5,6,0,25,11
oc(9039-1),1,4519,1,4,4,9,8,14,16,11,24,24
oc(9039+1),4,565,1,0,5,4,6,4,14,13,14,7
oc(9047-1),1,4523,2,3,1,2,12,1,1,15,28,28
oc(9047+1),3,1131,0,1,4,9,0,9,10,4,0,15
oc(9051-1),1,4525,1,0,3,4,1,3,3,17,1,30
oc(9051+1),2,2263,1,3,2,8,1,2,2,9,1,0
oc(9063-1),1,4531,1,1,2,10,7,9,9,0,7,5
oc(9063+1),3,1133,2,3,6,0,2,11,12,6,2,17
oc(9069-1),2,2267,2,2,6,1,5,6,6,13,5,4
oc(9069+1),1,4535,2,0,6,3,11,13,13,4,11,9
oc(9071-1),1,4535,2,0,6,3,11,13,13,4,11,9
oc(9071+1),4,567,0,2,0,6,8,6,16,15,16,9
oc(9083-1),1,4541,2,1,5,9,4,2,0,10,17,15
oc(9083+1),2,2271,0,1,3,5,9,10,10,17,9,8
oc(9151-1),1,4575,0,0,4,10,12,2,15,21,22,18
oc(9151+1),6,143,2,3,3,0,0,7,10,5,27,19
oc(9167-1),1,4583,2,3,5,7,7,10,4,6,1,26
oc(9167+1),4,573,0,3,6,1,1,12,3,21,22,15
oc(9193-1),3,1149,0,4,1,5,5,10,9,22,18,2
oc(9193+1),1,4597,1,2,5,10,8,7,18,20,15,9
oc(9231-1),1,4615,1,0,2,6,0,8,17,15,4,27
oc(9231+1),4,577,1,2,3,5,5,16,7,2,26,19
oc(9243-1),1,4621,1,1,1,1,6,14,4,21,10,2
oc(9243+1),2,2311,1,1,1,1,10,16,12,11,20,17
oc(9271-1),1,4635,0,0,1,4,7,11,18,12,24,16
oc(9271+1),3,1159,1,4,4,4,2,3,0,9,28,12
oc(9279-1),1,4639,1,4,5,8,11,15,3,16,28,20
oc(9279+1),6,145,1,0,5,2,2,9,12,7,0,21
oc(9289-1),3,1161,0,1,6,6,4,5,2,11,1,14
oc(9289+1),1,4645,1,0,4,3,4,4,9,22,5,26
oc(9305-1),3,1163,2,3,1,8,6,7,4,13,3,16
oc(9305+1),1,4653,0,3,5,0,12,12,17,7,13,3
oc(9307-1),1,4653,0,3,5,0,12,12,17,7,13,3
oc(9307+1),2,2327,2,2,3,6,0,15,9,4,7,2
oc(9311-1),1,4655,2,0,0,2,1,14,0,9,15,5
oc(9311+1),5,291,0,1,4,5,5,2,6,15,1,12
oc(9319-1),1,4659,0,4,4,6,5,1,4,13,19,9
oc(9319+1),3,1165,1,0,3,10,8,9,6,15,5,18
oc(9327-1),1,4663,1,3,1,10,9,5,8,17,23,13
oc(9327+1),4,583,1,3,2,0,11,5,13,8,3,25
oc(9341-1),2,2335,1,0,4,3,8,6,17,12,15,10
oc(9341+1),1,4671,0,1,2,7,4,13,16,2,2,21
oc(9469-1),2,2367,0,2,1,2,1,4,11,21,18,11
oc(9469+1),1,4735,1,0,3,5,3,9,4,20,8,23
oc(9727-1),1,4863,0,3,5,1,1,1,18,10,20,27
oc(9727+1),9,19,1,4,5,8,6,2,0,19,19,19
oc(9941-1),2,2485,1,0,0,10,2,3,15,1,20,5
oc(9941+1),1,4971,0,1,1,10,5,7,12,3,12,11
oc(9955-1),1,4977,0,2,0,5,11,13,18,9,18,17
oc(9955+1),2,2489,2,4,4,3,6,7,0,5,24,9
oc(9969-1),4,623,2,3,0,7,12,11,15,2,14,3
oc(9969+1),1,4985,2,0,1,2,6,4,7,17,26,25
oc(9985-1),8,39,0,4,4,6,0,5,1,16,10,8
oc(9985+1),1,4993,1,3,2,10,1,12,15,2,5,2
oc(9989-1),2,2497,1,2,5,0,1,15,8,13,3,17
oc(9989+1),1,4995,0,0,4,1,3,14,17,4,7,4
oc(9999-1),1,4999,1,4,1,5,7,1,2,8,11,8
oc(9999+1),4,625,1,0,2,9,1,13,17,4,16,5

# dist 29:
oc(233-1),3,29,2,4,1,7,3,12,10,6,0,29
oc(233+1),1,117,0,2,5,7,0,15,3,2,1,24
oc(467-1),1,233,2,3,2,2,12,12,5,3,1,16
oc(467+1),2,117,0,2,5,7,0,15,3,2,1,24
oc(839-1),1,419,2,4,6,1,3,11,1,5,13,16
oc(839+1),3,105,0,0,0,6,1,3,10,13,18,12
oc(933-1),2,233,2,3,2,2,12,12,5,3,1,16
oc(933+1),1,467,2,2,5,5,12,8,11,7,3,2
oc(939-1),1,469,1,4,0,7,1,10,13,9,5,4
oc(939+1),2,235,1,0,4,4,1,14,7,5,3,18
oc(1679-1),1,839,2,4,6,3,7,6,3,11,27,2
oc(1679+1),4,105,0,0,0,6,1,3,10,13,18,12
oc(1775-1),1,887,2,2,5,7,3,3,13,13,17,19
oc(1775+1),4,111,0,1,6,1,7,9,16,19,24,18
oc(1869-1),2,467,2,2,5,5,12,8,11,7,3,2
oc(1869+1),1,935,2,0,4,0,12,0,4,15,7,5
oc(1873-1),4,117,0,2,5,7,0,15,3,2,1,24
oc(1873+1),1,937,1,2,6,2,1,2,6,17,9,7
oc(1879-1),1,939,0,4,1,4,3,4,8,19,11,9
oc(1879+1),3,235,1,0,4,4,1,14,7,5,3,18
oc(1883-1),1,941,2,1,3,6,5,6,10,21,13,11
oc(1883+1),2,471,0,1,2,9,3,12,15,11,7,6
oc(3357-1),2,839,2,4,6,3,7,6,3,11,27,2
oc(3357+1),1,1679,2,4,6,7,2,13,7,0,26,5
oc(3367-1),1,1683,0,3,3,0,6,0,11,4,1,9
