# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance, for 10000 integers

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
oc(4479-1),1,2239,1,4,6,6,3,12,16,8,6,7
oc(4479+1),7,35,2,0,0,2,9,1,16,12,6,4
oc(4509-1),2,1127,2,2,0,5,9,5,6,0,25,11
oc(4509+1),1,2255,2,0,1,0,6,11,13,1,22,23
oc(4545-1),6,71,2,1,1,5,6,3,14,2,13,9
oc(4545+1),1,2273,2,3,5,7,11,12,12,19,11,10
oc(4547-1),1,2273,2,3,5,7,11,12,12,19,11,10
oc(4547+1),2,1137,0,2,3,4,6,15,16,10,6,21
oc(8265-1),3,1033,1,3,4,10,6,13,7,21,18,10
oc(8265+1),1,4133,2,3,3,8,12,2,10,16,15,10
oc(8359-1),1,4179,0,4,0,10,6,14,18,16,3,25
oc(8359+1),3,1045,1,0,2,0,5,8,0,10,1,22
oc(8487-1),1,4243,1,3,1,8,5,10,6,11,9,27
oc(8487+1),3,1061,2,1,4,5,8,7,16,3,17,7
oc(8619-1),1,4309,1,4,4,8,6,8,15,8,17,0
oc(8619+1),2,2155,1,0,6,10,10,13,8,16,9,16
oc(8653-1),2,2163,0,3,0,7,5,4,16,1,17,24
oc(8653+1),1,4327,1,2,1,4,11,9,14,3,6,18
oc(8657-1),4,541,1,1,2,2,8,14,9,12,19,14
oc(8657+1),1,4329,0,4,3,6,0,11,16,5,8,20
oc(8665-1),3,1083,0,3,5,5,4,12,0,2,10,29
oc(8665+1),1,4333,1,3,0,10,4,15,1,9,12,24
oc(8669-1),2,2167,1,2,4,0,9,8,1,5,21,28
oc(8669+1),1,4335,0,0,2,1,6,0,3,11,14,26
oc(8673-1),5,271,1,1,5,7,11,16,5,18,10,23
oc(8673+1),1,4337,2,2,4,3,8,2,5,13,16,28
oc(8693-1),2,2173,1,3,3,6,2,14,7,11,27,3
oc(8693+1),1,4347,0,2,0,2,5,12,15,0,26,7
oc(8707-1),1,4353,0,3,6,8,11,1,2,6,3,13
oc(8707+1),2,2177,2,2,0,10,6,1,11,15,2,7
oc(8709-1),2,2177,2,2,0,10,6,1,11,15,2,7
oc(8709+1),1,4355,2,0,1,10,0,3,4,8,5,15
oc(8713-1),3,1089,0,4,4,0,10,1,6,8,16,4
oc(8713+1),1,4357,1,2,3,1,2,5,6,10,7,17
oc(8715-1),1,4357,1,2,3,1,2,5,6,10,7,17
oc(8715+1),2,2179,1,4,2,1,8,3,13,17,4,9
oc(8723-1),1,4361,2,1,0,5,6,9,10,14,11,21
oc(8723+1),2,2181,0,1,4,3,10,5,15,19,6,11
oc(8727-1),1,4363,1,3,2,7,8,11,12,16,13,23
oc(8727+1),3,1091,2,1,6,2,12,3,8,10,18,6
oc(8729-1),3,1091,2,1,6,2,12,3,8,10,18,6
oc(8729+1),1,4365,0,0,4,9,10,13,14,18,15,25
oc(8733-1),2,2183,2,3,6,5,12,7,17,21,8,13
oc(8733+1),1,4367,2,2,6,0,12,15,16,20,17,27
oc(8735-1),1,4367,2,2,6,0,12,15,16,20,17,27
oc(8735+1),5,273,0,3,0,9,0,1,7,20,12,25
oc(8737-1),5,273,0,3,0,9,0,1,7,20,12,25
oc(8737+1),1,4369,1,4,1,2,1,0,18,22,19,29
oc(8769-1),6,137,2,2,4,5,7,1,4,22,21,13
oc(8769+1),1,4385,2,0,3,7,4,16,15,15,6,14
oc(8771-1),1,4385,2,0,3,7,4,16,15,15,6,14
oc(8771+1),2,2193,0,3,2,4,9,0,8,8,18,23
oc(8773-1),2,2193,0,3,2,4,9,0,8,8,18,23
oc(8773+1),1,4387,1,2,5,9,6,1,17,17,8,16
oc(8775-1),1,4387,1,2,5,9,6,1,17,17,8,16
oc(8775+1),3,1097,2,2,5,8,5,9,14,16,24,12
oc(8777-1),3,1097,2,2,5,8,5,9,14,16,24,12
oc(8777+1),1,4389,0,4,0,0,8,3,0,19,10,18
oc(8779-1),1,4389,0,4,0,0,8,3,0,19,10,18
oc(8779+1),2,2195,2,0,4,6,11,2,10,10,20,25
oc(8781-1),2,2195,2,0,4,6,11,2,10,10,20,25
oc(8781+1),1,4391,2,1,2,2,10,5,2,21,12,20
oc(8785-1),4,549,0,4,3,10,3,5,17,20,27,22
oc(8785+1),1,4393,1,3,4,4,12,7,4,0,14,22
oc(8787-1),1,4393,1,3,4,4,12,7,4,0,14,22
oc(8787+1),2,2197,1,2,6,8,0,4,12,12,22,27
oc(8803-1),1,4401,0,1,5,1,7,15,12,8,22,30
oc(8803+1),2,2201,2,1,3,1,4,8,16,16,26,0
oc(8805-1),2,2201,2,1,3,1,4,8,16,16,26,0
oc(8805+1),1,4403,2,3,0,3,9,0,14,10,24,1
oc(8825-1),3,1103,2,3,4,3,11,15,1,22,1,18
oc(8825+1),1,4413,0,3,3,2,6,10,5,20,5,11
oc(8841-1),3,1105,1,0,6,5,0,0,3,1,3,20
oc(8841+1),1,4421,2,1,4,10,1,1,13,5,13,19
oc(8853-1),2,2213,2,3,1,2,3,3,9,5,9,12
oc(8853+1),1,4427,2,2,3,5,7,7,0,11,19,25
oc(8867-1),1,4433,2,3,2,0,0,13,6,17,25,0
oc(8867+1),2,2217,0,2,5,6,7,7,13,9,13,16
oc(8901-1),2,2225,2,0,6,3,2,15,2,17,21,24
oc(8901+1),1,4451,2,1,6,7,5,14,5,12,14,18
oc(8909-1),2,2227,1,2,1,5,4,0,4,19,23,26
oc(8909+1),1,4455,0,0,3,0,9,1,9,16,18,22
oc(8921-1),3,1115,2,0,2,4,10,10,13,11,13,30
oc(8921+1),1,4461,0,1,2,6,2,7,15,22,24,28
oc(8933-1),2,2233,1,3,0,0,10,6,10,2,0,1
oc(8933+1),1,4467,0,2,1,1,8,13,2,5,1,3
oc(8951-1),1,4475,2,0,2,9,3,4,10,13,9,11
oc(8951+1),3,1119,0,4,6,8,1,14,17,15,17,3
oc(8953-1),3,1119,0,4,6,8,1,14,17,15,17,3
oc(8953+1),1,4477,1,2,4,0,5,6,12,15,11,13
oc(8957-1),2,2239,1,4,6,6,3,12,16,8,6,7
oc(8957+1),1,4479,0,4,6,2,7,8,14,17,13,15
oc(8967-1),1,4483,1,3,3,6,11,12,18,21,17,19
oc(8967+1),3,1121,2,1,1,10,3,16,0,17,19,5
oc(8971-1),1,4485,0,0,5,8,0,14,1,0,19,21
oc(8971+1),2,2243,2,3,3,10,7,16,1,12,10,11
oc(8991-1),1,4495,1,0,1,7,10,7,11,10,0,0
oc(8991+1),5,281,2,1,1,6,8,9,15,5,20,2
oc(9001-1),3,1125,0,0,5,3,7,3,4,21,23,9
oc(9001+1),1,4501,1,1,0,2,3,13,17,16,6,6
oc(9021-1),2,2255,2,0,1,0,6,11,13,1,22,23
oc(9021+1),1,4511,2,1,3,1,0,6,8,3,16,16
oc(9089-1),7,71,2,1,1,5,6,3,14,2,13,9
oc(9089+1),1,4545,0,0,2,2,8,6,4,14,21,19
oc(9091-1),1,4545,0,0,2,2,8,6,4,14,21,19
oc(9091+1),2,2273,2,3,5,7,11,12,12,19,11,10
oc(9093-1),2,2273,2,3,5,7,11,12,12,19,11,10
oc(9093+1),1,4547,2,2,4,4,10,8,6,16,23,21
oc(9095-1),1,4547,2,2,4,4,10,8,6,16,23,21
oc(9095+1),3,1137,0,2,3,4,6,15,16,10,6,21
oc(9263-1),1,4631,2,1,4,0,3,7,14,8,20,12
oc(9263+1),4,579,0,4,5,7,7,1,9,4,28,21

# dist 48:
oc(411-1),1,205,1,0,2,7,10,1,15,21,2,19
oc(411+1),2,103,1,3,5,4,12,1,8,11,16,10
oc(415-1),1,207,0,2,4,9,12,3,17,0,4,21
oc(415+1),5,13,1,3,6,2,0,13,13,13,13,13
oc(417-1),5,13,1,3,6,2,0,13,13,13,13,13
oc(417+1),1,209,2,4,6,0,1,5,0,2,6,23
oc(811-1),1,405,0,0,6,9,2,14,6,14,28,2
oc(811+1),2,203,2,3,0,5,8,16,13,19,0,17
oc(815-1),1,407,2,2,1,0,4,16,8,16,1,4
oc(815+1),4,51,0,1,2,7,12,0,13,5,22,20
oc(823-1),1,411,0,1,5,4,8,3,12,20,5,8
oc(823+1),3,103,1,3,5,4,12,1,8,11,16,10
oc(825-1),3,103,1,3,5,4,12,1,8,11,16,10
oc(825+1),1,413,2,3,0,6,10,5,14,22,7,10
oc(831-1),1,415,1,0,2,8,12,7,16,1,9,12
oc(831+1),6,13,1,3,6,2,0,13,13,13,13,13
oc(835-1),1,417,0,2,4,10,1,9,18,3,11,14
oc(835+1),2,209,2,4,6,0,1,5,0,2,6,23
oc(1623-1),1,811,1,1,6,8,5,12,13,6,28,5
oc(1623+1),3,203,2,3,0,5,8,16,13,19,0,17
oc(1625-1),3,203,2,3,0,5,8,16,13,19,0,17
oc(1625+1),1,813,0,3,1,10,7,14,15,8,1,7
oc(1631-1),1,815,2,0,3,1,9,16,17,10,3,9
oc(1631+1),5,51,0,1,2,7,12,0,13,5,22,20
oc(1633-1),5,51,0,1,2,7,12,0,13,5,22,20
oc(1633+1),1,817,1,2,5,3,11,1,0,12,5,11
oc(1645-1),2,411,0,1,5,4,8,3,12,20,5,8
oc(1645+1),1,823,1,3,4,9,4,7,6,18,11,17
oc(1647-1),1,823,1,3,4,9,4,7,6,18,11,17
oc(1647+1),4,103,1,3,5,4,12,1,8,11,16,10
oc(1651-1),1,825,0,0,6,0,6,9,8,20,13,19
oc(1651+1),2,413,2,3,0,6,10,5,14,22,7,10
oc(1661-1),2,415,1,0,2,8,12,7,16,1,9,12
oc(1661+1),1,831,0,1,5,6,12,15,14,3,19,25
oc(1669-1),2,417,0,2,4,10,1,9,18,3,11,14
oc(1669+1),1,835,1,0,2,10,3,2,18,7,23,29
oc(1675-1),1,837,0,2,4,1,5,4,1,9,25,0
oc(1675+1),2,419,2,4,6,1,3,11,1,5,13,16
oc(1691-1),1,845,2,0,5,9,0,12,9,17,4,8
oc(1691+1),2,423,0,3,3,5,7,15,5,9,17,20
oc(1705-1),3,213,0,3,3,4,5,9,4,6,10,27
oc(1705+1),1,853,1,3,6,6,8,3,17,2,12,16
oc(3099-1),1,1549,1,4,2,9,2,2,10,8,12,30
oc(3099+1),2,775,1,0,5,5,8,10,15,16,21,0
oc(3245-1),2,811,1,1,6,8,5,12,13,6,28,5
oc(3245+1),1,1623,0,3,6,6,11,8,8,13,28,11
oc(3249-1),4,203,2,3,0,5,8,16,13,19,0,17
oc(3249+1),1,1625,2,0,1,8,0,10,10,15,1,13
oc(3251-1),1,1625,2,0,1,8,0,10,10,15,1,13
oc(3251+1),2,813,0,3,1,10,7,14,15,8,1,7
oc(3261-1),2,815,2,0,3,1,9,16,17,10,3,9
oc(3261+1),1,1631,2,1,0,3,6,16,16,21,7,19
oc(3265-1),6,51,0,1,2,7,12,0,13,5,22,20
oc(3265+1),1,1633,1,3,2,5,8,1,18,0,9,21
oc(3267-1),1,1633,1,3,2,5,8,1,18,0,9,21
oc(3267+1),2,817,1,2,5,3,11,1,0,12,5,11
oc(3271-1),1,1635,0,0,4,7,10,3,1,2,11,23
oc(3271+1),3,409,1,4,3,2,6,1,10,18,3,6
oc(3273-1),3,409,1,4,3,2,6,1,10,18,3,6
oc(3273+1),1,1637,2,2,6,9,12,5,3,4,13,25
oc(3275-1),1,1637,2,2,6,9,12,5,3,4,13,25
oc(3275+1),2,819,0,4,0,5,0,3,2,14,7,13
oc(3289-1),3,411,0,1,5,4,8,3,12,20,5,8
oc(3289+1),1,1645,1,0,0,6,7,13,11,12,21,2
oc(3291-1),1,1645,1,0,0,6,7,13,11,12,21,2
oc(3291+1),2,823,1,3,4,9,4,7,6,18,11,17
oc(3293-1),2,823,1,3,4,9,4,7,6,18,11,17
oc(3293+1),1,1647,0,2,2,8,9,15,13,14,23,4
oc(3295-1),1,1647,0,2,2,8,9,15,13,14,23,4
oc(3295+1),5,103,1,3,5,4,12,1,8,11,16,10
oc(3301-1),2,825,0,0,6,0,6,9,8,20,13,19
oc(3301+1),1,1651,1,1,6,1,0,2,17,18,27,8
oc(3325-1),2,831,0,1,5,6,12,15,14,3,19,25
oc(3325+1),1,1663,1,3,4,2,12,14,10,7,10,20
oc(3341-1),2,835,1,0,2,10,3,2,18,7,23,29
oc(3341+1),1,1671,0,1,5,10,7,5,18,15,18,28
oc(3345-1),4,209,2,4,6,0,1,5,0,2,6,23
oc(3345+1),1,1673,2,3,0,1,9,7,1,17,20,30
oc(3351-1),1,1675,1,0,2,3,11,9,3,19,22,1
oc(3351+1),3,419,2,4,6,1,3,11,1,5,13,16
oc(3359-1),1,1679,2,4,6,7,2,13,7,0,26,5
oc(3359+1),5,105,0,0,0,6,1,3,10,13,18,12
oc(3375-1),1,1687,1,2,0,4,10,4,15,8,5,13
oc(3375+1),4,211,1,1,1,2,3,7,2,4,8,25
oc(3383-1),1,1691,2,1,4,8,1,8,0,12,9,17
oc(3383+1),3,423,0,3,3,5,7,15,5,9,17,20
oc(3409-1),4,213,0,3,3,4,5,9,4,6,10,27
oc(3409+1),1,1705,1,0,4,0,2,5,14,3,23,0
oc(3411-1),1,1705,1,0,4,0,2,5,14,3,23,0
oc(3411+1),2,853,1,3,6,6,8,3,17,2,12,16
oc(6199-1),1,3099,0,4,5,8,5,5,2,17,25,30
oc(6199+1),3,775,1,0,5,5,8,10,15,16,21,0
oc(6493-1),2,1623,0,3,6,6,11,8,8,13,28,11
oc(6493+1),1,3247,1,2,6,2,10,0,17,4,28,23
oc(6499-1),1,3249,0,4,1,4,12,2,0,6,1,25
oc(6499+1),2,1625,2,0,1,8,0,10,10,15,1,13
oc(6501-1),2,1625,2,0,1,8,0,10,10,15,1,13
oc(6501+1),1,3251,2,1,3,6,1,4,2,8,3,27
oc(6505-1),3,813,0,3,1,10,7,14,15,8,1,7
oc(6505+1),1,3253,1,3,5,8,3,6,4,10,5,29
oc(6525-1),2,1631,2,1,0,3,6,16,16,21,7,19
oc(6525+1),1,3263,2,3,1,7,0,16,14,20,15,8
oc(6531-1),1,3265,1,0,3,9,2,1,16,22,17,10
oc(6531+1),2,1633,1,3,2,5,8,1,18,0,9,21
oc(6533-1),2,1633,1,3,2,5,8,1,18,0,9,21
oc(6533+1),1,3267,0,2,5,0,4,3,18,1,19,12
oc(6535-1),1,3267,0,2,5,0,4,3,18,1,19,12
oc(6535+1),3,817,1,2,5,3,11,1,0,12,5,11
oc(6543-1),1,3271,1,1,2,4,8,7,3,5,23,16
oc(6543+1),4,409,1,4,3,2,6,1,10,18,3,6
oc(6545-1),4,409,1,4,3,2,6,1,10,18,3,6
oc(6545+1),1,3273,0,3,4,6,10,9,5,7,25,18
oc(6547-1),1,3273,0,3,4,6,10,9,5,7,25,18
oc(6547+1),2,1637,2,2,6,9,12,5,3,4,13,25
oc(6551-1),1,3275,2,0,6,8,12,11,7,9,27,20
oc(6551+1),3,819,0,4,0,5,0,3,2,14,7,13
oc(6553-1),3,819,0,4,0,5,0,3,2,14,7,13
oc(6553+1),1,3277,1,2,1,10,1,13,9,11,0,22
oc(6577-1),4,411,0,1,5,4,8,3,12,20,5,8
oc(6577+1),1,3289,1,4,6,0,0,8,2,0,12,3
oc(6579-1),1,3289,1,4,6,0,0,8,2,0,12,3
oc(6579+1),2,1645,1,0,0,6,7,13,11,12,21,2
oc(6581-1),2,1645,1,0,0,6,7,13,11,12,21,2
oc(6581+1),1,3291,0,1,1,2,2,10,4,2,14,5
oc(6583-1),1,3291,0,1,1,2,2,10,4,2,14,5
oc(6583+1),3,823,1,3,4,9,4,7,6,18,11,17
oc(6585-1),3,823,1,3,4,9,4,7,6,18,11,17
oc(6585+1),1,3293,2,3,3,4,4,12,6,4,16,7
oc(6589-1),2,1647,0,2,2,8,9,15,13,14,23,4
oc(6589+1),1,3295,1,0,5,6,6,14,8,6,18,9
oc(6605-1),2,1651,1,1,6,1,0,2,17,18,27,8
oc(6605+1),1,3303,0,3,6,3,1,5,16,14,26,17
oc(6609-1),4,413,2,3,0,6,10,5,14,22,7,10
oc(6609+1),1,3305,2,0,1,5,3,7,18,16,28,19
oc(6619-1),1,3309,0,4,5,9,7,11,3,20,3,23
oc(6619+1),2,1655,2,0,3,5,4,6,2,22,2,12
oc(6631-1),1,3315,0,0,4,4,0,0,9,3,9,29
oc(6631+1),3,829,1,4,3,4,10,13,12,1,17,23
oc(6645-1),2,1661,2,1,2,0,10,12,8,5,8,18
oc(6645+1),1,3323,2,3,5,1,8,8,17,11,17,6
oc(6677-1),2,1669,1,4,3,8,5,3,16,13,16,26
oc(6677+1),1,3339,0,4,0,6,11,7,14,4,4,22
oc(6691-1),1,3345,0,0,6,1,4,13,1,10,10,28
oc(6691+1),2,1673,2,3,0,1,9,7,1,17,20,30
oc(6699-1),1,3349,1,4,3,5,8,0,5,14,14,1
oc(6699+1),2,1675,1,0,2,3,11,9,3,19,22,1
oc(6701-1),2,1675,1,0,2,3,11,9,3,19,22,1
oc(6701+1),1,3351,0,1,5,7,10,2,7,16,16,3
oc(6713-1),3,839,2,4,6,3,7,6,3,11,27,2
oc(6713+1),1,3357,0,2,4,2,3,8,13,22,22,9
oc(6715-1),1,3357,0,2,4,2,3,8,13,22,22,9
oc(6715+1),2,1679,2,4,6,7,2,13,7,0,26,5
oc(6719-1),1,3359,2,4,6,4,5,10,15,1,24,11
oc(6719+1),6,105,0,0,0,6,1,3,10,13,18,12
oc(6729-1),3,841,1,1,1,5,9,8,5,13,0,4
oc(6729+1),1,3365,2,0,5,10,11,16,2,7,1,17
oc(6751-1),1,3375,0,0,1,9,8,9,12,17,11,27
oc(6751+1),5,211,1,1,1,2,3,7,2,4,8,25
oc(6765-1),2,1691,2,1,4,8,1,8,0,12,9,17
oc(6765+1),1,3383,2,3,2,6,3,0,1,2,19,4
oc(6817-1),5,213,0,3,3,4,5,9,4,6,10,27
oc(6817+1),1,3409,1,4,0,10,3,9,8,5,16,30
oc(6819-1),1,3409,1,4,0,10,3,9,8,5,16,30
oc(6819+1),2,1705,1,0,4,0,2,5,14,3,23,0
oc(6821-1),2,1705,1,0,4,0,2,5,14,3,23,0
oc(6821+1),1,3411,0,1,2,1,5,11,10,7,18,1
oc(6843-1),1,3421,1,1,5,0,2,4,1,17,28,11
oc(6843+1),2,1711,1,1,3,6,8,11,1,9,0,6

# dist 47:
oc(313-1),3,39,0,4,4,6,0,5,1,16,10,8
oc(313+1),1,157,1,2,3,3,1,4,5,19,12,2
oc(609-1),5,19,1,4,5,8,6,2,0,19,19,19
oc(609+1),1,305,2,0,4,8,6,16,1,6,15,26
oc(617-1),3,77,2,2,0,0,12,9,1,8,19,15
oc(617+1),1,309,0,4,1,1,10,3,5,10,19,30
oc(619-1),1,309,0,4,1,1,10,3,5,10,19,30
oc(619+1),2,155,2,0,1,1,12,2,3,17,10,0
oc(623-1),1,311,2,1,3,3,12,5,7,12,21,1
oc(623+1),4,39,0,4,4,6,0,5,1,16,10,8
oc(627-1),1,313,1,3,5,5,1,7,9,14,23,3
oc(627+1),2,157,1,2,3,3,1,4,5,19,12,2
oc(639-1),1,319,1,4,4,0,7,13,15,20,0,9
oc(639+1),7,5,2,0,5,5,5,5,5,5,5,5
oc(1217-1),6,19,1,4,5,8,6,2,0,19,19,19
oc(1217+1),1,609,0,4,0,4,11,14,1,11,0,20
oc(1219-1),1,609,0,4,0,4,11,14,1,11,0,20
oc(1219+1),2,305,2,0,4,8,6,16,1,6,15,26
oc(1223-1),1,611,2,1,2,6,0,16,3,13,2,22
oc(1223+1),3,153,0,3,6,10,10,0,1,15,8,29
oc(1225-1),3,153,0,3,6,10,10,0,1,15,8,29
oc(1225+1),1,613,1,3,4,8,2,1,5,15,4,24
oc(1227-1),1,613,1,3,4,8,2,1,5,15,4,24
oc(1227+1),2,307,1,2,6,10,8,1,3,8,17,28
oc(1233-1),4,77,2,2,0,0,12,9,1,8,19,15
oc(1233+1),1,617,2,2,1,1,6,5,9,19,8,28
oc(1235-1),1,617,2,2,1,1,6,5,9,19,8,28
oc(1235+1),2,309,0,4,1,1,10,3,5,10,19,30
oc(1239-1),1,619,1,4,3,3,8,7,11,21,10,30
oc(1239+1),3,155,2,0,1,1,12,2,3,17,10,0
oc(1247-1),1,623,2,3,0,7,12,11,15,2,14,3
oc(1247+1),5,39,0,4,4,6,0,5,1,16,10,8
oc(1253-1),2,313,1,3,5,5,1,7,9,14,23,3
oc(1253+1),1,627,0,2,4,0,3,15,0,6,18,7
oc(1279-1),1,639,0,4,2,1,2,10,12,18,1,19
oc(1279+1),8,5,2,0,5,5,5,5,5,5,5,5
oc(2435-1),1,1217,2,2,6,7,8,10,1,21,28,8
oc(2435+1),2,609,0,4,0,4,11,14,1,11,0,20
oc(2437-1),2,609,0,4,0,4,11,14,1,11,0,20
oc(2437+1),1,1219,1,4,1,9,10,12,3,0,1,10
oc(2439-1),1,1219,1,4,1,9,10,12,3,0,1,10
oc(2439+1),3,305,2,0,4,8,6,16,1,6,15,26
oc(2447-1),1,1223,2,3,5,2,1,16,7,4,5,14
oc(2447+1),4,153,0,3,6,10,10,0,1,15,8,29
oc(2449-1),4,153,0,3,6,10,10,0,1,15,8,29
oc(2449+1),1,1225,1,0,0,4,3,1,9,6,7,16
oc(2451-1),1,1225,1,0,0,4,3,1,9,6,7,16
oc(2451+1),2,613,1,3,4,8,2,1,5,15,4,24
oc(2455-1),1,1227,0,2,2,6,5,3,11,8,9,18
oc(2455+1),3,307,1,2,6,10,8,1,3,8,17,28
oc(2457-1),3,307,1,2,6,10,8,1,3,8,17,28
oc(2457+1),1,1229,2,4,4,8,7,5,13,10,11,20
oc(2467-1),1,1233,0,3,1,1,11,9,17,14,15,24
oc(2467+1),2,617,2,2,1,1,6,5,9,19,8,28
oc(2469-1),2,617,2,2,1,1,6,5,9,19,8,28
oc(2469+1),1,1235,2,0,3,3,0,11,0,16,17,26
oc(2471-1),1,1235,2,0,3,3,0,11,0,16,17,26
oc(2471+1),3,309,0,4,1,1,10,3,5,10,19,30
oc(2477-1),2,619,1,4,3,3,8,7,11,21,10,30
oc(2477+1),1,1239,0,4,0,7,4,15,4,20,21,30
oc(2493-1),2,623,2,3,0,7,12,11,15,2,14,3
oc(2493+1),1,1247,2,2,1,4,12,6,12,5,0,7
oc(2509-1),2,627,0,2,4,0,3,15,0,6,18,7
oc(2509+1),1,1255,1,0,2,1,7,14,1,13,8,15
oc(2513-1),4,157,1,2,3,3,1,4,5,19,12,2
oc(2513+1),1,1257,0,2,4,3,9,16,3,15,10,17
oc(2523-1),1,1261,1,1,1,7,0,3,7,19,14,21
oc(2523+1),2,631,1,1,1,4,7,2,4,10,22,11
oc(2537-1),3,317,2,2,2,9,5,11,13,18,27,7
oc(2537+1),1,1269,0,4,2,4,8,11,15,4,22,29
oc(2557-1),2,639,0,4,2,1,2,10,12,18,1,19
oc(2557+1),1,1279,1,4,5,3,5,4,6,14,3,8
oc(4649-1),3,581,2,1,0,9,9,3,11,6,1,23
oc(4649+1),1,2325,0,0,1,4,11,13,7,2,5,0
oc(4665-1),3,583,1,3,2,0,11,5,13,8,3,25
oc(4665+1),1,2333,2,3,2,1,6,4,15,10,13,8
oc(4869-1),2,1217,2,2,6,7,8,10,1,21,28,8
oc(4869+1),1,2435,2,0,6,4,4,4,3,20,28,17
oc(4877-1),2,1219,1,4,1,9,10,12,3,0,1,10
oc(4877+1),1,2439,0,4,3,8,8,8,7,1,3,21
oc(4879-1),1,2439,0,4,3,8,8,8,7,1,3,21
oc(4879+1),4,305,2,0,4,8,6,16,1,6,15,26
oc(4881-1),4,305,2,0,4,8,6,16,1,6,15,26
oc(4881+1),1,2441,2,1,5,10,10,10,9,3,5,23
oc(4893-1),2,1223,2,3,5,2,1,16,7,4,5,14
oc(4893+1),1,2447,2,2,4,5,3,16,15,9,11,29
oc(4899-1),1,2449,1,4,6,7,5,1,17,11,13,0
oc(4899+1),2,1225,1,0,0,4,3,1,9,6,7,16
oc(4901-1),2,1225,1,0,0,4,3,1,9,6,7,16
oc(4901+1),1,2451,0,1,1,9,7,3,0,13,15,2
oc(4907-1),1,2453,2,3,3,0,9,5,2,15,17,4
oc(4907+1),2,1227,0,2,2,6,5,3,11,8,9,18
oc(4909-1),2,1227,0,2,2,6,5,3,11,8,9,18
oc(4909+1),1,2455,1,0,5,2,11,7,4,17,19,6
oc(4913-1),4,307,1,2,6,10,8,1,3,8,17,28
oc(4913+1),1,2457,0,2,0,4,0,9,6,19,21,8
oc(4915-1),1,2457,0,2,0,4,0,9,6,19,21,8
oc(4915+1),2,1229,2,4,4,8,7,5,13,10,11,20
oc(4933-1),2,1233,0,3,1,1,11,9,17,14,15,24
oc(4933+1),1,2467,1,2,3,3,10,2,16,6,2,18
oc(4937-1),3,617,2,2,1,1,6,5,9,19,8,28
oc(4937+1),1,2469,0,4,5,5,12,4,18,8,4,20
oc(4939-1),1,2469,0,4,5,5,12,4,18,8,4,20
oc(4939+1),2,1235,2,0,3,3,0,11,0,16,17,26
oc(4941-1),2,1235,2,0,3,3,0,11,0,16,17,26
oc(4941+1),1,2471,2,1,0,7,1,6,1,10,6,22
oc(4943-1),1,2471,2,1,0,7,1,6,1,10,6,22
oc(4943+1),4,309,0,4,1,1,10,3,5,10,19,30
oc(4957-1),2,1239,0,4,0,7,4,15,4,20,21,30
oc(4957+1),1,2479,1,4,1,4,9,14,9,18,14,30
oc(4989-1),2,1247,2,2,1,4,12,6,12,5,0,7
oc(4989+1),1,2495,2,0,3,9,12,13,6,11,1,15
oc(5013-1),2,1253,2,3,0,10,5,12,18,11,6,13
oc(5013+1),1,2507,2,2,1,10,11,8,18,0,13,27
oc(5027-1),1,2513,2,3,0,5,4,14,5,6,19,2
oc(5027+1),2,1257,0,2,4,3,9,16,3,15,10,17
oc(5035-1),1,2517,0,2,4,9,8,1,9,10,23,6
oc(5035+1),2,1259,2,4,6,5,11,1,5,17,12,19
oc(5039-1),1,2519,2,4,6,0,10,3,11,12,25,8
oc(5039+1),4,315,0,0,0,7,3,9,11,16,25,5
oc(5047-1),1,2523,0,3,3,4,1,7,15,16,0,12
oc(5047+1),3,631,1,1,1,4,7,2,4,10,22,11
oc(5063-1),1,2531,2,1,4,1,9,15,4,1,8,20
oc(5063+1),3,633,0,3,3,6,9,4,6,12,24,13
oc(5075-1),1,2537,2,2,3,7,2,4,10,7,14,26
oc(5075+1),2,1269,0,4,2,4,8,11,15,4,22,29
oc(5113-1),3,639,0,4,2,1,2,10,12,18,1,19
oc(5113+1),1,2557,1,2,2,5,9,7,11,4,5,15
oc(5117-1),2,1279,1,4,5,3,5,4,6,14,3,8
oc(5117+1),1,2559,0,4,4,7,11,9,13,6,7,17
oc(5211-1),1,2605,1,0,1,9,5,4,2,6,24,1
oc(5211+1),2,1303,1,3,1,5,3,11,11,15,27,1
oc(9299-1),1,4649,2,4,1,7,8,8,13,3,9,30
oc(9299+1),2,2325,0,0,1,4,11,13,7,2,5,0
oc(9331-1),1,4665,0,0,3,1,11,7,10,19,25,15
oc(9331+1),2,2333,2,3,2,1,6,4,15,10,13,8
oc(9583-1),1,4791,0,1,3,6,7,14,3,7,6,17
oc(9583+1),4,599,2,4,4,5,1,4,10,1,19,10
oc(9639-1),1,4819,1,4,3,1,9,8,12,12,5,14
oc(9639+1),3,1205,2,0,1,6,9,15,8,9,16,27
oc(9697-1),5,303,0,3,2,6,4,14,18,4,13,24
oc(9697+1),1,4849,1,4,5,9,0,4,4,19,6,13
oc(9703-1),1,4851,0,1,0,0,2,6,6,21,8,15
oc(9703+1),3,1213,1,3,2,3,4,6,16,17,24,4
oc(9741-1),2,2435,2,0,6,4,4,4,3,20,28,17
oc(9741+1),1,4871,2,1,6,9,9,9,7,18,28,4
oc(9745-1),4,609,0,4,0,4,11,14,1,11,0,20
