# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29
oc(1643-1),1,821,2,1,2,7,2,5,4,16,9
oc(1643+1),2,411,0,1,5,4,8,3,12,20,5
oc(1657-1),3,207,0,2,4,9,12,3,17,0,4
oc(1657+1),1,829,1,4,3,4,10,13,12,1,17
oc(1663-1),1,831,0,1,5,6,12,15,14,3,19
oc(1663+1),7,13,1,3,6,2,0,13,13,13,13
oc(1781-1),2,445,1,0,4,5,3,3,8,8,10
oc(1781+1),1,891,0,1,2,0,7,7,17,17,21
oc(3191-1),1,1595,2,0,6,0,9,14,18,8,0
oc(3191+1),3,399,0,4,0,3,9,8,0,8,22
oc(3195-1),1,1597,1,2,1,2,11,16,1,10,2
oc(3195+1),2,799,1,4,1,7,6,0,1,17,16
oc(3197-1),2,799,1,4,1,7,6,0,1,17,16
oc(3197+1),1,1599,0,4,3,4,0,1,3,12,4
oc(3209-1),3,401,2,1,2,5,11,10,2,10,24
oc(3209+1),1,1605,0,0,2,10,6,7,9,18,10
oc(3217-1),4,201,0,1,5,3,6,14,11,17,27
oc(3217+1),1,1609,1,4,6,3,10,11,13,22,14
oc(3219-1),1,1609,1,4,6,3,10,11,13,22,14
oc(3219+1),2,805,1,0,0,2,12,6,7,0,22
oc(3229-1),2,807,0,2,2,4,1,8,9,2,24
oc(3229+1),1,1615,1,0,5,9,3,0,0,5,20
oc(3255-1),1,1627,1,2,3,10,2,12,12,17,3
oc(3255+1),3,407,2,2,1,0,4,16,8,16,1
oc(3263-1),1,1631,2,1,0,3,6,16,16,21,7
oc(3263+1),6,51,0,1,2,7,12,0,13,5,22
oc(3281-1),4,205,1,0,2,7,10,1,15,21,2
oc(3281+1),1,1641,0,1,3,2,3,9,7,8,17
oc(3283-1),1,1641,0,1,3,2,3,9,7,8,17
oc(3283+1),2,821,2,1,2,7,2,5,4,16,9
oc(3287-1),1,1643,2,3,5,4,5,11,9,10,19
oc(3287+1),3,411,0,1,5,4,8,3,12,20,5
oc(3303-1),1,1651,1,1,6,1,0,2,17,18,27
oc(3303+1),3,413,2,3,0,6,10,5,14,22,7
oc(3307-1),1,1653,0,3,1,3,2,4,0,20,0
oc(3307+1),2,827,2,2,1,2,8,11,10,22,15
oc(3315-1),1,1657,1,2,5,7,6,8,4,1,4
oc(3315+1),2,829,1,4,3,4,10,13,12,1,17
oc(3327-1),1,1663,1,3,4,2,12,14,10,7,10
oc(3327+1),8,13,1,3,6,2,0,13,13,13,13
oc(3371-1),1,1685,2,0,5,2,8,2,13,6,3
oc(3371+1),2,843,0,3,3,7,11,10,7,15,2
oc(3569-1),4,223,1,3,6,3,2,2,14,16,20
oc(3569+1),1,1785,0,0,0,3,4,0,18,14,16
oc(3573-1),2,893,2,3,4,2,9,9,0,19,23
oc(3573+1),1,1787,2,2,2,5,6,2,1,16,18
oc(3577-1),3,447,0,2,6,7,5,5,10,10,12
oc(3577+1),1,1789,1,4,4,7,8,4,3,18,20
oc(3579-1),1,1789,1,4,4,7,8,4,3,18,20
oc(3579+1),2,895,1,0,6,4,11,11,2,21,25
oc(3585-1),9,7,1,2,0,7,7,7,7,7,7
oc(3585+1),1,1793,2,3,1,0,12,8,7,22,24
oc(3951-1),1,1975,1,0,1,6,12,3,18,20,3
oc(3951+1),4,247,1,2,2,5,0,9,0,17,15

# dist 23:
oc(167-1),1,83,2,3,6,6,5,15,7,14,25
oc(167+1),3,21,0,1,0,10,8,4,2,21,21
oc(335-1),1,167,2,2,6,2,11,14,15,6,22
oc(335+1),4,21,0,1,0,10,8,4,2,21,21
oc(603-1),1,301,1,1,0,4,2,12,16,2,11
oc(603+1),2,151,1,1,4,8,8,15,18,13,6
oc(615-1),1,307,1,2,6,10,8,1,3,8,17
oc(615+1),3,77,2,2,0,0,12,9,1,8,19
oc(669-1),2,167,2,2,6,2,11,14,15,6,22
oc(669+1),1,335,2,0,6,5,10,12,12,13,16
oc(1199-1),1,599,2,4,4,5,1,4,10,1,19
oc(1199+1),4,75,0,0,5,9,10,7,18,6,17
oc(1207-1),1,603,0,3,1,9,5,8,14,5,23
oc(1207+1),3,151,1,1,4,8,8,15,18,13,6
oc(1211-1),1,605,2,0,3,0,7,10,16,7,25
oc(1211+1),2,303,0,3,2,6,4,14,18,4,13
oc(1231-1),1,615,0,0,6,10,4,3,7,17,6
oc(1231+1),4,77,2,2,0,0,12,9,1,8,19
oc(1243-1),1,621,0,1,5,5,10,9,13,0,12
oc(1243+1),2,311,2,1,3,3,12,5,7,12,21
oc(1341-1),2,335,2,0,6,5,10,12,12,13,16
oc(1341+1),1,671,2,1,6,0,8,8,6,4,4
oc(2393-1),3,299,2,4,5,2,0,10,14,0,9
oc(2393+1),1,1197,0,2,0,9,1,7,0,1,8
oc(2399-1),1,1199,2,4,2,0,3,9,2,3,10
oc(2399+1),5,75,0,0,5,9,10,7,18,6,17
oc(2407-1),1,1203,0,3,6,4,7,13,6,7,14
oc(2407+1),3,301,1,1,0,4,2,12,16,2,11
oc(2413-1),2,603,0,3,1,9,5,8,14,5,23
oc(2413+1),1,1207,1,2,3,8,11,0,10,11,18
oc(2423-1),1,1211,2,1,0,1,2,4,14,15,22
oc(2423+1),3,303,0,3,2,6,4,14,18,4,13
oc(2441-1),3,305,2,0,4,8,6,16,1,6,15
oc(2441+1),1,1221,0,1,3,0,12,14,5,2,3
oc(2461-1),2,615,0,0,6,10,4,3,7,17,6
oc(2461+1),1,1231,1,1,6,10,9,7,15,12,13
oc(2465-1),5,77,2,2,0,0,12,9,1,8,19
oc(2465+1),1,1233,0,3,1,1,11,9,17,14,15
oc(2475-1),1,1237,1,2,5,5,2,13,2,18,19
oc(2475+1),2,619,1,4,3,3,8,7,11,21,10
oc(2487-1),1,1243,1,3,4,0,8,2,8,1,25
oc(2487+1),3,311,2,1,3,3,12,5,7,12,21
oc(2495-1),1,1247,2,2,1,4,12,6,12,5,0
oc(2495+1),6,39,0,4,4,6,0,5,1,16,10
oc(2529-1),5,79,1,4,2,2,1,11,3,10,21
oc(2529+1),1,1265,2,0,5,0,4,7,11,0,18
oc(2677-1),2,669,0,4,4,9,6,6,4,2,2
oc(2677+1),1,1339,1,4,2,8,0,13,9,5,5
oc(2683-1),1,1341,0,1,4,10,2,15,11,7,7
oc(2683+1),2,671,2,1,6,0,8,8,6,4,4
oc(2689-1),7,21,0,1,0,10,8,4,2,21,21
oc(2689+1),1,1345,1,0,1,3,6,2,15,11,11
oc(4785-1),4,299,2,4,5,2,0,10,14,0,9
oc(4785+1),1,2393,2,3,6,6,1,13,18,1,15
oc(4787-1),1,2393,2,3,6,6,1,13,18,1,15
oc(4787+1),2,1197,0,2,0,9,1,7,0,1,8
oc(4793-1),3,599,2,4,4,5,1,4,10,1,19
oc(4793+1),1,2397,0,2,3,10,5,0,3,5,19
oc(4797-1),2,1199,2,4,2,0,3,9,2,3,10
oc(4797+1),1,2399,2,4,5,1,7,2,5,7,21
oc(4815-1),1,2407,1,2,6,9,2,10,13,15,0
oc(4815+1),4,301,1,1,0,4,2,12,16,2,11
oc(4829-1),2,1207,1,2,3,8,11,0,10,11,18
oc(4829+1),1,2415,0,0,0,6,10,1,2,0,8
oc(4833-1),5,151,1,1,4,8,8,15,18,13,6
oc(4833+1),1,2417,2,2,2,8,12,3,4,2,10
oc(4845-1),2,1211,2,1,0,1,2,4,14,15,22
oc(4845+1),1,2423,2,3,1,3,5,9,10,8,16
oc(4883-1),1,2441,2,1,5,10,10,10,9,3,5
oc(4883+1),2,1221,0,1,3,0,12,14,5,2,3
oc(4895-1),1,2447,2,2,4,5,3,16,15,9,11
oc(4895+1),5,153,0,3,6,10,10,0,1,15,8
oc(4921-1),3,615,0,0,6,10,4,3,7,17,6
oc(4921+1),1,2461,1,1,4,8,4,13,10,0,25
oc(4923-1),1,2461,1,1,4,8,4,13,10,0,25
oc(4923+1),2,1231,1,1,6,10,9,7,15,12,13
oc(4925-1),2,1231,1,1,6,10,9,7,15,12,13
oc(4925+1),1,2463,0,3,6,10,6,15,12,2,27
oc(4931-1),1,2465,2,0,1,1,8,0,14,4,0
oc(4931+1),2,1233,0,3,1,1,11,9,17,14,15
oc(4951-1),1,2475,0,0,4,0,5,10,5,14,10
oc(4951+1),3,619,1,4,3,3,8,7,11,21,10
oc(4955-1),1,2477,2,2,6,2,7,12,7,16,12
oc(4955+1),2,1239,0,4,0,7,4,15,4,20,21
oc(4961-1),5,155,2,0,1,1,12,2,3,17,10
oc(4961+1),1,2481,0,1,3,6,11,16,11,20,16
oc(4969-1),3,621,0,1,5,5,10,9,13,0,12
oc(4969+1),1,2485,1,0,0,10,2,3,15,1,20
oc(4971-1),1,2485,1,0,0,10,2,3,15,1,20
oc(4971+1),2,1243,1,3,4,0,8,2,8,1,25
oc(4973-1),2,1243,1,3,4,0,8,2,8,1,25
oc(4973+1),1,2487,0,2,2,1,4,5,17,3,22
oc(4975-1),1,2487,0,2,2,1,4,5,17,3,22
oc(4975+1),4,311,2,1,3,3,12,5,7,12,21
oc(4991-1),1,2495,2,0,3,9,12,13,6,11,1
oc(4991+1),7,39,0,4,4,6,0,5,1,16,10

# dist 22:
oc(251-1),1,125,2,0,6,4,8,6,11,10,9
oc(251+1),2,63,0,3,0,8,11,12,6,17,5
oc(503-1),1,251,2,1,6,9,4,13,4,21,19
oc(503+1),3,63,0,3,0,8,11,12,6,17,5
oc(897-1),7,7,1,2,0,7,7,7,7,7,7
oc(897+1),1,449,2,4,1,9,7,7,12,12,14
oc(905-1),3,113,2,3,1,3,9,11,18,21,26
oc(905+1),1,453,0,3,5,2,11,11,16,16,18
oc(923-1),1,461,2,1,6,10,6,2,5,1,26
oc(923+1),2,231,0,1,0,0,10,10,3,1,28
oc(1005-1),2,251,2,1,6,9,4,13,4,21,19
oc(1005+1),1,503,2,3,6,8,9,10,9,20,10
oc(1795-1),1,897,0,2,1,6,0,13,4,0,27
oc(1795+1),2,449,2,4,1,9,7,7,12,12,14
oc(1799-1),1,899,2,4,3,8,2,15,6,2,0
oc(1799+1),3,225,0,0,1,5,4,4,16,18,22
oc(1811-1),1,905,2,0,2,3,8,4,12,8,6
oc(1811+1),2,453,0,3,5,2,11,11,16,16,18
oc(1817-1),3,227,2,2,3,7,6,6,18,20,24
oc(1817+1),1,909,0,4,6,7,12,8,16,12,10
oc(1831-1),1,915,0,0,5,2,5,14,3,18,16
oc(1831+1),3,229,1,4,5,9,8,8,1,22,26
oc(1847-1),1,923,2,3,6,10,0,5,11,3,24
oc(1847+1),3,231,0,1,0,0,10,10,3,1,28
oc(1849-1),3,231,0,1,0,0,10,10,3,1,28
oc(1849+1),1,925,1,0,1,1,2,7,13,5,26
oc(1863-1),1,931,1,1,0,7,8,13,0,11,3
oc(1863+1),3,233,2,3,2,2,12,12,5,3,1
oc(1865-1),3,233,2,3,2,2,12,12,5,3,1
oc(1865+1),1,933,0,3,2,9,10,15,2,13,5
oc(1897-1),3,237,0,2,6,6,3,16,9,7,5
oc(1897+1),1,949,1,4,4,3,0,14,18,6,21
oc(1899-1),1,949,1,4,4,3,0,14,18,6,21
oc(1899+1),2,475,1,0,6,2,7,16,0,15,11
oc(2013-1),2,503,2,3,6,8,9,10,9,20,10
oc(2013+1),1,1007,2,2,6,6,6,4,0,18,21
oc(2017-1),5,63,0,3,0,8,11,12,6,17,5
oc(2017+1),1,1009,1,4,1,8,8,6,2,20,23
oc(3589-1),2,897,0,2,1,6,0,13,4,0,27
oc(3589+1),1,1795,1,0,3,2,1,10,9,1,26
oc(3595-1),1,1797,0,2,5,4,3,12,11,3,28
oc(3595+1),2,899,2,4,3,8,2,15,6,2,0
oc(3599-1),1,1799,2,4,0,6,5,14,13,5,1
oc(3599+1),4,225,0,0,1,5,4,4,16,18,22
oc(3611-1),1,1805,2,0,6,1,11,3,0,11,7
oc(3611+1),2,903,0,3,0,1,6,2,10,6,4
oc(3615-1),1,1807,1,2,1,3,0,5,2,13,9
oc(3615+1),5,113,2,3,1,3,9,11,18,21,26
oc(3621-1),2,905,2,0,2,3,8,4,12,8,6
oc(3621+1),1,1811,2,1,5,7,4,9,6,17,13
oc(3625-1),3,453,0,3,5,2,11,11,16,16,18
oc(3625+1),1,1813,1,3,0,9,6,11,8,19,15
oc(3633-1),4,227,2,2,3,7,6,6,18,20,24
oc(3633+1),1,1817,2,2,4,2,10,15,12,0,19
oc(3635-1),1,1817,2,2,4,2,10,15,12,0,19
oc(3635+1),2,909,0,4,6,7,12,8,16,12,10
oc(3663-1),1,1831,1,1,4,5,11,12,7,14,4
oc(3663+1),4,229,1,4,5,9,8,8,1,22,26
oc(3691-1),1,1845,0,0,4,8,12,9,2,5,18
oc(3691+1),2,923,2,3,6,10,0,5,11,3,24
oc(3693-1),2,923,2,3,6,10,0,5,11,3,24
oc(3693+1),1,1847,2,2,6,10,1,11,4,7,20
oc(3699-1),1,1849,1,4,1,1,3,13,6,9,22
oc(3699+1),2,925,1,0,1,1,2,7,13,5,26
oc(3713-1),7,29,2,4,1,7,3,12,10,6,0
oc(3713+1),1,1857,0,2,2,9,11,4,14,17,1
oc(3721-1),3,465,0,0,3,3,10,6,9,5,1
oc(3721+1),1,1861,1,1,6,2,2,8,18,21,5
oc(3727-1),1,1863,0,3,1,4,4,10,1,0,7
oc(3727+1),4,233,2,3,2,2,12,12,5,3,1
oc(3729-1),4,233,2,3,2,2,12,12,5,3,1
oc(3729+1),1,1865,2,0,3,6,6,12,3,2,9
oc(3731-1),1,1865,2,0,3,6,6,12,3,2,9
oc(3731+1),2,933,0,3,2,9,10,15,2,13,5
oc(3743-1),1,1871,2,1,2,1,12,1,9,8,15
oc(3743+1),5,117,0,2,5,7,0,15,3,2,1
oc(3793-1),4,237,0,2,6,6,3,16,9,7,5
oc(3793+1),1,1897,1,2,0,5,12,10,16,11,12
oc(3795-1),1,1897,1,2,0,5,12,10,16,11,12
oc(3795+1),2,949,1,4,4,3,0,14,18,6,21
oc(3799-1),1,1899,0,4,2,7,1,12,18,13,14
oc(3799+1),3,475,1,0,6,2,7,16,0,15,11
oc(4021-1),2,1005,0,0,4,4,4,2,17,16,19
oc(4021+1),1,2011,1,1,2,9,9,5,16,10,10
oc(4025-1),3,503,2,3,6,8,9,10,9,20,10
oc(4025+1),1,2013,0,3,4,0,11,7,18,12,12
oc(4027-1),1,2013,0,3,4,0,11,7,18,12,12
oc(4027+1),2,1007,2,2,6,6,6,4,0,18,21
oc(4033-1),6,63,0,3,0,8,11,12,6,17,5
oc(4033+1),1,2017,1,2,1,4,2,11,3,16,16
oc(4035-1),1,2017,1,2,1,4,2,11,3,16,16
oc(4035+1),2,1009,1,4,1,8,8,6,2,20,23
oc(4449-1),5,139,1,4,6,7,9,3,6,1,23
oc(4449+1),1,2225,2,0,6,3,2,15,2,17,21

# dist 21:
oc(377-1),3,47,2,2,5,3,8,13,9,1,18
oc(377+1),1,189,0,4,0,2,7,2,18,5,15
oc(673-1),5,21,0,1,0,10,8,4,2,21,21
oc(673+1),1,337,1,2,1,7,12,14,14,15,18
oc(679-1),1,339,0,4,3,9,1,16,16,17,20
oc(679+1),3,85,1,0,1,8,7,0,9,16,27
oc(681-1),3,85,1,0,1,8,7,0,9,16,27
oc(681+1),1,341,2,1,5,0,3,1,18,19,22
oc(699-1),1,349,1,4,6,8,11,9,7,4,1
oc(699+1),2,175,1,0,0,10,6,5,4,14,1
oc(711-1),1,355,1,0,5,3,4,15,13,10,7
oc(711+1),3,89,2,4,5,1,11,4,13,20,2
oc(755-1),1,377,2,2,6,3,0,3,16,9,0
oc(755+1),2,189,0,4,0,2,7,2,18,5,15
oc(1347-1),1,673,1,3,1,2,10,10,8,6,6
oc(1347+1),2,337,1,2,1,7,12,14,14,15,18
oc(1359-1),1,679,1,4,0,8,3,16,14,12,12
oc(1359+1),4,85,1,0,1,8,7,0,9,16,27
oc(1363-1),1,681,0,1,2,10,5,1,16,14,14
oc(1363+1),2,341,2,1,5,0,3,1,18,19,22
oc(1385-1),3,173,2,3,5,8,4,3,2,12,28
oc(1385+1),1,693,0,3,0,0,4,13,9,3,26
oc(1387-1),1,693,0,3,0,0,4,13,9,3,26
oc(1387+1),2,347,2,2,4,6,9,7,5,2,28
oc(1399-1),1,699,0,4,6,6,10,2,15,9,3
oc(1399+1),3,175,1,0,0,10,6,5,4,14,1
oc(1423-1),1,711,0,1,4,7,9,14,8,21,15
oc(1423+1),4,89,2,4,5,1,11,4,13,20,2
oc(1509-1),2,377,2,2,6,3,0,3,16,9,0
oc(1509+1),1,755,2,0,6,7,1,7,14,19,1
oc(1513-1),3,189,0,4,0,2,7,2,18,5,15
oc(1513+1),1,757,1,2,1,9,3,9,16,21,3
oc(2693-1),2,673,1,3,1,2,10,10,8,6,6
oc(2693+1),1,1347,0,2,3,5,8,4,17,13,13
oc(2699-1),1,1349,2,4,5,7,10,6,0,15,15
oc(2699+1),2,675,0,0,3,4,12,12,10,8,8
oc(2717-1),2,679,1,4,0,8,3,16,14,12,12
oc(2717+1),1,1359,0,4,1,6,7,16,10,2,25
oc(2719-1),1,1359,0,4,1,6,7,16,10,2,25
oc(2719+1),5,85,1,0,1,8,7,0,9,16,27
oc(2721-1),5,85,1,0,1,8,7,0,9,16,27
oc(2721+1),1,1361,2,1,3,8,9,1,12,4,27
oc(2725-1),2,681,0,1,2,10,5,1,16,14,14
oc(2725+1),1,1363,1,3,5,10,11,3,14,6,0
oc(2747-1),1,1373,2,3,1,9,8,13,5,16,10
oc(2747+1),2,687,0,2,1,5,11,7,3,20,20
oc(2769-1),4,173,2,3,5,8,4,3,2,12,28
oc(2769+1),1,1385,2,0,6,10,7,8,17,5,22
oc(2771-1),1,1385,2,0,6,10,7,8,17,5,22
oc(2771+1),2,693,0,3,0,0,4,13,9,3,26
oc(2775-1),1,1387,1,2,1,1,9,10,0,7,24
oc(2775+1),3,347,2,2,4,6,9,7,5,2,28
oc(2785-1),5,87,0,2,3,10,9,2,11,18,0
oc(2785+1),1,1393,1,3,0,7,2,16,6,13,1
oc(2791-1),1,1395,0,0,2,9,4,1,8,15,3
oc(2791+1),3,349,1,4,6,8,11,9,7,4,1
oc(2795-1),1,1397,2,2,4,0,6,3,10,17,5
oc(2795+1),2,699,0,4,6,6,10,2,15,9,3
oc(2797-1),2,699,0,4,6,6,10,2,15,9,3
oc(2797+1),1,1399,1,4,6,2,8,5,12,19,7
oc(2799-1),1,1399,1,4,6,2,8,5,12,19,7
oc(2799+1),4,175,1,0,0,10,6,5,4,14,1
oc(2845-1),2,711,0,1,4,7,9,14,8,21,15
oc(2845+1),1,1423,1,3,2,4,6,12,17,20,2
oc(2849-1),5,89,2,4,5,1,11,4,13,20,2
oc(2849+1),1,1425,0,0,4,6,8,14,0,22,4
oc(3019-1),1,1509,0,4,4,2,1,13,8,14,1
oc(3019+1),2,755,2,0,6,7,1,7,14,19,1
oc(3021-1),2,755,2,0,6,7,1,7,14,19,1
oc(3021+1),1,1511,2,1,6,4,3,15,10,16,3
oc(3025-1),4,189,0,4,0,2,7,2,18,5,15
oc(3025+1),1,1513,1,3,1,6,5,0,12,18,5
oc(3027-1),1,1513,1,3,1,6,5,0,12,18,5
oc(3027+1),2,757,1,2,1,9,3,9,16,21,3
oc(3337-1),3,417,0,2,4,10,1,9,18,3,11
oc(3337+1),1,1669,1,4,3,8,5,3,16,13,16

# dist 20:
oc(283-1),1,141,0,1,1,9,11,5,8,3,25
oc(283+1),2,71,2,1,1,5,6,3,14,2,13
oc(505-1),3,63,0,3,0,8,11,12,6,17,5
oc(505+1),1,253,1,3,1,0,6,15,6,0,21
oc(511-1),1,255,0,0,3,2,8,0,8,2,23
oc(511+1),9,1,1,1,1,1,1,1,1,1,1
oc(519-1),1,259,1,4,0,6,12,4,12,6,27
oc(519+1),3,65,2,0,2,10,0,14,8,19,7
oc(567-1),1,283,1,3,3,8,10,11,17,7,22
oc(567+1),3,71,2,1,1,5,6,3,14,2,13
oc(1011-1),1,505,1,0,1,10,11,12,11,22,12
oc(1011+1),2,253,1,3,1,0,6,15,6,0,21
oc(1019-1),1,509,2,4,5,3,2,16,15,3,16
oc(1019+1),2,255,0,0,3,2,8,0,8,2,23
oc(1023-1),1,511,1,1,0,5,4,1,17,5,18
oc(1023+1),10,1,1,1,1,1,1,1,1,1,1
oc(1039-1),1,519,0,4,1,2,12,9,6,13,26
oc(1039+1),4,65,2,0,2,10,0,14,8,19,7
oc(1049-1),3,131,2,1,5,10,1,12,17,16,15
oc(1049+1),1,525,0,0,0,8,5,15,12,19,3
oc(1067-1),1,533,2,3,1,5,0,6,1,4,11
oc(1067+1),2,267,0,2,1,3,7,12,1,14,6
oc(1133-1),2,283,1,3,3,8,10,11,17,7,22
oc(1133+1),1,567,0,2,0,6,8,6,16,15,16
oc(1135-1),1,567,0,2,0,6,8,6,16,15,16
oc(1135+1),4,71,2,1,1,5,6,3,14,2,13
oc(2021-1),2,505,1,0,1,10,11,12,11,22,12
oc(2021+1),1,1011,0,1,3,10,10,8,4,22,25
oc(2031-1),1,1015,1,0,0,3,1,12,8,3,0
oc(2031+1),4,127,1,2,1,6,10,8,13,12,11
oc(2039-1),1,1019,2,4,4,7,5,16,12,7,4
oc(2039+1),3,255,0,0,3,2,8,0,8,2,23
oc(2041-1),3,255,0,0,3,2,8,0,8,2,23
oc(2041+1),1,1021,1,1,6,9,7,1,14,9,6
oc(2045-1),2,511,1,1,0,5,4,1,17,5,18
oc(2045+1),1,1023,0,3,1,0,9,3,16,11,8
oc(2077-1),2,519,0,4,1,2,12,9,6,13,26
oc(2077+1),1,1039,1,4,3,5,12,2,13,4,24
oc(2081-1),5,65,2,0,2,10,0,14,8,19,7
oc(2081+1),1,1041,0,1,5,7,1,4,15,6,26
oc(2089-1),3,261,0,1,2,8,1,6,14,8,0
oc(2089+1),1,1045,1,0,2,0,5,8,0,10,1
oc(2097-1),4,131,2,1,5,10,1,12,17,16,15
oc(2097+1),1,1049,2,4,6,4,9,12,4,14,5
oc(2099-1),1,1049,2,4,6,4,9,12,4,14,5
oc(2099+1),2,525,0,0,0,8,5,15,12,19,3
oc(2135-1),1,1067,2,2,3,0,1,13,3,9,23
oc(2135+1),3,267,0,2,1,3,7,12,1,14,6
oc(2137-1),3,267,0,2,1,3,7,12,1,14,6
oc(2137+1),1,1069,1,4,5,2,3,15,5,11,25
oc(2265-1),3,283,1,3,3,8,10,11,17,7,22
oc(2265+1),1,1133,2,3,6,0,2,11,12,6,2
oc(2269-1),2,567,0,2,0,6,8,6,16,15,16
oc(2269+1),1,1135,1,0,1,2,4,13,14,8,4
oc(2271-1),1,1135,1,0,1,2,4,13,14,8,4
oc(2271+1),5,71,2,1,1,5,6,3,14,2,13
oc(2503-1),1,1251,0,1,5,8,3,10,16,9,4
oc(2503+1),3,313,1,3,5,5,1,7,9,14,23
oc(4045-1),2,1011,0,1,3,10,10,8,4,22,25
oc(4045+1),1,2023,1,3,0,10,8,0,9,22,22
oc(4049-1),4,253,1,3,1,0,6,15,6,0,21
oc(4049+1),1,2025,0,0,2,1,10,2,11,1,24
oc(4059-1),1,2029,1,4,6,5,1,6,15,5,28
oc(4059+1),2,1015,1,0,0,3,1,12,8,3,0
oc(4063-1),1,2031,0,1,1,7,3,8,17,7,1
oc(4063+1),5,127,1,2,1,6,10,8,13,12,11
oc(4077-1),2,1019,2,4,4,7,5,16,12,7,4
oc(4077+1),1,2039,2,4,2,4,11,16,6,15,9
oc(4079-1),1,2039,2,4,2,4,11,16,6,15,9
oc(4079+1),4,255,0,0,3,2,8,0,8,2,23
oc(4083-1),1,2041,1,1,4,6,0,1,8,17,11
oc(4083+1),2,1021,1,1,6,9,7,1,14,9,6
oc(4089-1),3,511,1,1,0,5,4,1,17,5,18
oc(4089+1),1,2045,2,0,1,10,4,5,12,21,15
oc(4093-1),2,1023,0,3,1,0,9,3,16,11,8
oc(4093+1),1,2047,1,2,3,1,6,7,14,0,17
oc(4121-1),3,515,2,0,4,9,8,5,2,9,22
oc(4121+1),1,2061,0,1,3,4,7,4,9,14,2
oc(4143-1),1,2071,1,1,6,3,4,14,0,1,12
oc(4143+1),4,259,1,4,0,6,12,4,12,6,27
oc(4153-1),3,519,0,4,1,2,12,9,6,13,26
oc(4153+1),1,2077,1,2,5,9,10,3,6,7,18
oc(4155-1),1,2077,1,2,5,9,10,3,6,7,18
oc(4155+1),2,1039,1,4,3,5,12,2,13,4,24
oc(4157-1),2,1039,1,4,3,5,12,2,13,4,24
oc(4157+1),1,2079,0,4,0,0,12,5,8,9,20
oc(4161-1),6,65,2,0,2,10,0,14,8,19,7
oc(4161+1),1,2081,2,1,2,2,1,7,10,11,22
oc(4163-1),1,2081,2,1,2,2,1,7,10,11,22
oc(4163+1),2,1041,0,1,5,7,1,4,15,6,26
oc(4179-1),1,2089,1,4,3,10,9,15,18,19,1
oc(4179+1),2,1045,1,0,2,0,5,8,0,10,1
oc(4187-1),1,2093,2,3,0,3,0,2,3,0,5
oc(4187+1),2,1047,0,2,4,2,7,10,2,12,3
oc(4193-1),5,131,2,1,5,10,1,12,17,16,15
oc(4193+1),1,2097,0,2,4,7,4,6,7,4,9
oc(4195-1),1,2097,0,2,4,7,4,6,7,4,9
oc(4195+1),2,1049,2,4,6,4,9,12,4,14,5
oc(4197-1),2,1049,2,4,6,4,9,12,4,14,5
oc(4197+1),1,2099,2,4,6,9,6,8,9,6,11
oc(4199-1),1,2099,2,4,6,9,6,8,9,6,11
oc(4199+1),3,525,0,0,0,8,5,15,12,19,3
oc(4201-1),3,525,0,0,0,8,5,15,12,19,3
oc(4201+1),1,2101,1,1,1,0,8,10,11,8,13
oc(4203-1),1,2101,1,1,1,0,8,10,11,8,13
oc(4203+1),2,1051,1,1,1,6,11,14,6,16,7
oc(4269-1),2,1067,2,2,3,0,1,13,3,9,23
oc(4269+1),1,2135,2,0,0,1,3,10,7,19,18
oc(4273-1),4,267,0,2,1,3,7,12,1,14,6
oc(4273+1),1,2137,1,2,2,3,5,12,9,21,20
oc(4275-1),1,2137,1,2,2,3,5,12,9,21,20
oc(4275+1),2,1069,1,4,5,2,3,15,5,11,25
oc(4299-1),1,2149,1,4,0,4,4,7,2,10,3
oc(4299+1),2,1075,1,0,4,8,9,4,11,17,2
oc(4335-1),1,2167,1,2,4,0,9,8,1,5,21
oc(4335+1),4,271,1,1,5,7,11,16,5,18,10
oc(4529-1),4,283,1,3,3,8,10,11,17,7,22
oc(4529+1),1,2265,0,0,4,10,3,4,4,11,3
oc(4531-1),1,2265,0,0,4,10,3,4,4,11,3
oc(4531+1),2,1133,2,3,6,0,2,11,12,6,2
oc(4533-1),2,1133,2,3,6,0,2,11,12,6,2
oc(4533+1),1,2267,2,2,6,1,5,6,6,13,5
oc(4537-1),3,567,0,2,0,6,8,6,16,15,16
oc(4537+1),1,2269,1,4,1,3,7,8,8,15,7
oc(4541-1),2,1135,1,0,1,2,4,13,14,8,4
oc(4541+1),1,2271,0,1,3,5,9,10,10,17,9

# dist 19:
oc(379-1),1,189,0,4,0,2,7,2,18,5,15
oc(379+1),2,95,2,0,4,7,4,10,0,3,8
oc(393-1),3,49,1,4,0,5,10,15,11,3,20
oc(393+1),1,197,2,2,1,10,2,10,7,13,23
oc(425-1),3,53,2,3,4,9,1,2,15,7,24
oc(425+1),1,213,0,3,3,4,5,9,4,6,10
oc(759-1),1,379,1,4,1,5,2,5,18,11,2
oc(759+1),3,95,2,0,4,7,4,10,0,3,8
oc(767-1),1,383,2,3,5,9,6,9,3,15,6
oc(767+1),8,3,0,3,3,3,3,3,3,3,3
oc(779-1),1,389,2,4,4,4,12,15,9,21,12
oc(779+1),2,195,0,0,6,8,0,8,5,11,21
