# Odd core "extended family" distance groups

The numbers here are grouped by their odd-to-odd Collatz stopping distance.
Every n is represented by a group of 7 lines that forms a small tree.
The "children" of n are defined as the 2-adic odd cores of the even neighbors, n-1 and n+1.
They have their own children in turn, and for every n this small hierarchy is shown.
When reading the tables, n is the center row in each group of seven lines.

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71

# Distance 65:

849,0,19,1011110,1101010001,0,4,2,2,4,16,13,21,8,12,35,29,32,3,1,23,56,45,68 # 849 -> 637
53,3,2,1222,110101,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53 # oc(oc(849+1)-1)
425,1,19,120202,110101001,2,0,5,7,9,0,7,11,19,22,18,15,38,2,1,12,59,23,70 # oc(849+1)
213,1,2,21220,11010101,0,3,3,4,5,9,4,6,10,27,28,8,41,25,1,36,30,12,0 # oc(oc(849+1)+1)

53,3,2,1222,110101,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53 # oc(oc(851-1)-1)
425,1,19,120202,110101001,2,0,5,7,9,0,7,11,19,22,18,15,38,2,1,12,59,23,70 # oc(851-1)
213,1,2,21220,11010101,0,3,3,4,5,9,4,6,10,27,28,8,41,25,1,36,30,12,0 # oc(oc(851-1)+1)
851,0,19,1011112,1101010011,2,1,4,4,6,1,15,0,10,14,0,31,34,5,3,25,58,47,70 # 851 -> 1277
53,2,2,1222,110101,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53 # oc(oc(851+1)-1)
213,2,2,21220,11010101,0,3,3,4,5,9,4,6,10,27,28,8,41,25,1,36,30,12,0 # oc(851+1)
107,1,36,10222,1101011,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36 # oc(oc(851+1)+1)


# Distance 18:

39,1,11,1110,100111,0,4,4,6,0,5,1,16,10,8,2,39,39,39,39,39,39,39,39 # oc(oc(159-1)-1)
79,1,11,2221,1001111,1,4,2,2,1,11,3,10,21,17,5,38,36,32,26,20,18,12,8 # oc(159-1)
5,4,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(159-1)+1)
159,0,18,12220,10011111,0,4,5,5,3,6,7,21,14,4,11,36,30,18,0,41,37,25,17 # 159 -> 239
1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(159+1)-1)
5,5,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(159+1)
3,1,2,10,11,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 # oc(oc(159+1)+1)

73,1,42,2201,1001001,1,3,3,7,8,5,16,4,15,11,36,32,30,26,20,14,12,6,2 # oc(oc(295-1)-1)
147,1,42,12110,10010011,0,2,0,4,4,11,14,9,2,23,36,24,18,6,41,29,25,13,5 # oc(295-1)
37,2,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37 # oc(oc(295-1)+1)
295,0,18,101221,100100111,1,0,1,9,9,6,10,19,5,16,36,8,37,13,30,0,51,27,11 # 295 -> 443
9,2,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 # oc(oc(295+1)-1)
37,3,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37 # oc(295+1)
19,1,6,201,10011,1,4,5,8,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19 # oc(oc(295+1)+1)

79,1,11,2221,1001111,1,4,2,2,1,11,3,10,21,17,5,38,36,32,26,20,18,12,8 # oc(oc(319-1)-1)
159,1,18,12220,10011111,0,4,5,5,3,6,7,21,14,4,11,36,30,18,0,41,37,25,17 # oc(319-1)
5,5,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(319-1)+1)
319,0,18,102211,100111111,1,4,4,0,7,13,15,20,0,9,23,32,18,37,1,24,14,51,35 # 319 -> 479
1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(319+1)-1)
5,6,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(319+1)
3,1,2,10,11,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 # oc(oc(319+1)+1)

35,1,3,1022,100011,2,0,0,2,9,1,16,12,6,4,35,35,35,35,35,35,35,35,35 # oc(oc(569-1)-1)
71,3,37,2122,1000111,2,1,1,5,6,3,14,2,13,9,34,30,28,24,18,12,10,4,0 # oc(569-1)
9,3,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 # oc(oc(569-1)+1)
569,0,18,210002,1000111001,2,4,2,8,10,8,18,17,18,11,14,36,10,5,39,38,20,33,1 # 569 -> 427
71,2,37,2122,1000111,2,1,1,5,6,3,14,2,13,9,34,30,28,24,18,12,10,4,0 # oc(oc(569+1)-1)
285,1,37,101120,100011101,0,0,5,10,12,13,0,9,24,6,26,39,27,3,20,49,41,17,1 # oc(569+1)
143,1,37,12022,10001111,2,3,3,0,0,7,10,5,27,19,32,20,14,2,37,25,21,9,1 # oc(oc(569+1)+1)

9,3,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 # oc(oc(585-1)-1)
73,3,42,2201,1001001,1,3,3,7,8,5,16,4,15,11,36,32,30,26,20,14,12,6,2 # oc(585-1)
37,1,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37 # oc(oc(585-1)+1)
585,0,18,210200,1001001001,0,0,4,2,0,7,15,10,5,27,30,11,26,21,2,54,36,49,17 # 585 -> 439
73,2,42,2201,1001001,1,3,3,7,8,5,16,4,15,11,36,32,30,26,20,14,12,6,2 # oc(oc(585+1)-1)
293,1,42,101212,100100101,2,3,6,7,7,4,8,17,3,14,34,6,35,11,28,57,49,25,9 # oc(585+1)
147,1,42,12110,10010011,0,2,0,4,4,11,14,9,2,23,36,24,18,6,41,29,25,13,5 # oc(oc(585+1)+1)

147,1,42,12110,10010011,0,2,0,4,4,11,14,9,2,23,36,24,18,6,41,29,25,13,5 # oc(oc(591-1)-1)
295,1,18,101221,100100111,1,0,1,9,9,6,10,19,5,16,36,8,37,13,30,0,51,27,11 # oc(591-1)
37,3,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37 # oc(oc(591-1)+1)
591,0,18,210220,1001001111,0,1,3,8,6,13,2,16,11,2,36,17,32,27,8,1,42,55,23 # 591 -> 887
9,2,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 # oc(oc(591+1)-1)
37,4,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37 # oc(591+1)
19,1,6,201,10011,1,4,5,8,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19 # oc(oc(591+1)+1)

37,1,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37 # oc(oc(601-1)-1)
75,3,3,2210,1001011,0,0,5,9,10,7,18,6,17,13,1,34,32,28,22,16,14,8,4 # oc(601-1)
19,2,6,201,10011,1,4,5,8,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19 # oc(oc(601-1)+1)
601,0,18,211021,1001011001,1,1,6,7,3,6,12,3,21,12,9,27,42,37,18,11,52,65,33 # 601 -> 451
75,2,3,2210,1001011,0,0,5,9,10,7,18,6,17,13,1,34,32,28,22,16,14,8,4 # oc(oc(601+1)-1)
301,1,3,102011,100101101,1,1,0,4,2,12,16,2,11,22,5,14,0,19,36,6,57,33,17 # oc(601+1)
151,1,3,12121,10010111,1,1,4,8,8,15,18,13,6,27,3,28,22,10,45,33,29,17,9 # oc(oc(601+1)+1)

79,1,11,2221,1001111,1,4,2,2,1,11,3,10,21,17,5,38,36,32,26,20,18,12,8 # oc(oc(637-1)-1)
159,2,18,12220,10011111,0,4,5,5,3,6,7,21,14,4,11,36,30,18,0,41,37,25,17 # oc(637-1)
5,5,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(637-1)+1)
637,0,18,212121,1001111101,1,2,0,10,0,8,10,16,28,17,8,22,35,26,1,47,27,34,69 # 637 -> 239
159,1,18,12220,10011111,0,4,5,5,3,6,7,21,14,4,11,36,30,18,0,41,37,25,17 # oc(oc(637+1)-1)
319,1,18,102211,100111111,1,4,4,0,7,13,15,20,0,9,23,32,18,37,1,24,14,51,35 # oc(637+1)
5,6,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(637+1)+1)


# Distance 17:

27,2,41,1000,11011,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27 # oc(oc(219-1)-1)
109,1,41,11001,1101101,1,4,4,10,5,7,14,17,22,16,35,27,23,15,3,50,48,42,38 # oc(219-1)
55,1,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # oc(oc(219-1)+1)
219,0,17,22010,11011011,0,4,2,10,11,15,10,12,16,2,34,14,4,31,7,42,36,18,6 # 219 -> 329
27,1,41,1000,11011,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27 # oc(oc(219+1)-1)
55,2,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # oc(219+1)
7,3,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(219+1)+1)

3,1,2,10,11,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 # oc(oc(225-1)-1)
7,5,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(225-1)
1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(225-1)+1)
225,0,17,22100,11100001,0,0,1,5,4,4,16,18,22,8,3,20,10,37,13,48,42,24,12 # 225 -> 169
7,4,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(225+1)-1)
113,1,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42 # oc(225+1)
57,1,10,2010,111001,0,2,1,2,5,6,0,11,28,26,20,16,14,10,4,57,57,57,57 # oc(oc(225+1)+1)

59,1,10,2012,111011,2,4,3,4,7,8,2,13,1,28,22,18,16,12,6,0,59,59,59 # oc(oc(239-1)-1)
119,1,10,11102,1110111,2,4,0,9,2,0,5,4,3,26,8,37,33,25,13,1,58,52,48 # oc(239-1)
15,3,5,120,1111,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15 # oc(oc(239-1)+1)
239,0,17,22212,11101111,2,4,1,8,5,1,11,9,7,22,17,34,24,4,27,3,56,38,26 # 239 -> 359
7,1,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(239+1)-1)
15,4,5,120,1111,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15 # oc(239+1)
1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(239+1)+1)

53,2,2,1222,110101,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53 # oc(oc(427-1)-1)
213,1,2,21220,11010101,0,3,3,4,5,9,4,6,10,27,28,8,41,25,1,36,30,12,0 # oc(427-1)
107,1,36,10222,1101011,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36 # oc(oc(427-1)+1)
427,0,17,120211,110101011,1,2,0,9,11,2,9,13,21,24,20,17,40,4,3,14,0,25,1 # 427 -> 641
53,1,2,1222,110101,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53 # oc(oc(427+1)-1)
107,2,36,10222,1101011,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36 # oc(427+1)
27,2,41,1000,11011,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27 # oc(oc(427+1)+1)

109,1,41,11001,1101101,1,4,4,10,5,7,14,17,22,16,35,27,23,15,3,50,48,42,38 # oc(oc(439-1)-1)
219,1,17,22010,11011011,0,4,2,10,11,15,10,12,16,2,34,14,4,31,7,42,36,18,6 # oc(439-1)
55,2,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # oc(oc(439-1)+1)
439,0,17,121021,110110111,1,4,5,10,10,14,2,2,4,5,32,29,9,16,15,26,12,37,13 # 439 -> 659
27,1,41,1000,11011,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27 # oc(oc(439+1)-1)
55,3,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # oc(439+1)
7,3,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(439+1)+1)

55,2,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # oc(oc(443-1)-1)
221,1,41,22012,11011101,2,1,4,1,0,0,12,14,18,4,36,16,6,33,9,44,38,20,8 # oc(443-1)
111,1,24,11010,1101111,0,1,6,1,7,9,16,19,24,18,0,29,25,17,5,52,50,44,40 # oc(oc(443-1)+1)
443,0,17,121102,110111011,2,3,2,3,1,1,6,6,8,9,36,33,13,20,19,30,16,41,17 # 443 -> 665
55,1,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # oc(oc(443+1)-1)
111,2,24,11010,1101111,0,1,6,1,7,9,16,19,24,18,0,29,25,17,5,52,50,44,40 # oc(443+1)
7,4,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(443+1)+1)

7,5,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(451-1)-1)
225,1,17,22100,11100001,0,0,1,5,4,4,16,18,22,8,3,20,10,37,13,48,42,24,12 # oc(451-1)
113,1,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42 # oc(oc(451-1)+1)
451,0,17,121201,111000011,1,1,3,0,9,9,14,14,16,17,7,0,21,28,27,38,24,49,25 # 451 -> 677
7,4,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(451+1)-1)
113,2,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42 # oc(451+1)
57,1,10,2010,111001,0,2,1,2,5,6,0,11,28,26,20,16,14,10,4,57,57,57,57 # oc(oc(451+1)+1)

119,1,10,11102,1110111,2,4,0,9,2,0,5,4,3,26,8,37,33,25,13,1,58,52,48 # oc(oc(479-1)-1)
239,1,17,22212,11101111,2,4,1,8,5,1,11,9,7,22,17,34,24,4,27,3,56,38,26 # oc(479-1)
15,4,5,120,1111,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15 # oc(oc(479-1)+1)
479,0,17,122202,111011111,2,4,3,6,11,3,4,19,15,14,35,28,6,9,2,7,52,10,53 # 479 -> 719
7,1,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(479+1)-1)
15,5,5,120,1111,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15 # oc(479+1)
1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(479+1)+1)

213,1,2,21220,11010101,0,3,3,4,5,9,4,6,10,27,28,8,41,25,1,36,30,12,0 # oc(oc(855-1)-1)
427,1,17,120211,110101011,1,2,0,9,11,2,9,13,21,24,20,17,40,4,3,14,0,25,1 # oc(855-1)
107,2,36,10222,1101011,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36 # oc(oc(855-1)+1)
855,0,17,1011200,1101010111,0,0,1,8,10,5,0,4,14,18,4,35,38,9,7,29,1,51,3 # 855 -> 1283
53,1,2,1222,110101,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53 # oc(oc(855+1)-1)
107,3,36,10222,1101011,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36 # oc(855+1)
27,2,41,1000,11011,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27 # oc(oc(855+1)+1)

109,1,41,11001,1101101,1,4,4,10,5,7,14,17,22,16,35,27,23,15,3,50,48,42,38 # oc(oc(877-1)-1)
219,2,17,22010,11011011,0,4,2,10,11,15,10,12,16,2,34,14,4,31,7,42,36,18,6 # oc(877-1)
55,2,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # oc(oc(877-1)+1)
877,0,17,1012111,1101101101,1,2,2,8,6,10,3,3,7,9,26,16,17,31,29,51,23,6,25 # 877 -> 329
219,1,17,22010,11011011,0,4,2,10,11,15,10,12,16,2,34,14,4,31,7,42,36,18,6 # oc(oc(877+1)-1)
439,1,17,121021,110110111,1,4,5,10,10,14,2,2,4,5,32,29,9,16,15,26,12,37,13 # oc(877+1)
55,3,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # oc(oc(877+1)+1)

221,1,41,22012,11011101,2,1,4,1,0,0,12,14,18,4,36,16,6,33,9,44,38,20,8 # oc(oc(887-1)-1)
443,1,17,121102,110111011,2,3,2,3,1,1,6,6,8,9,36,33,13,20,19,30,16,41,17 # oc(887-1)
111,2,24,11010,1101111,0,1,6,1,7,9,16,19,24,18,0,29,25,17,5,52,50,44,40 # oc(oc(887-1)+1)
887,0,17,1012212,1101110111,2,2,5,7,3,3,13,13,17,19,36,26,27,41,39,2,33,16,35 # 887 -> 1331
55,1,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # oc(oc(887+1)-1)
111,3,24,11010,1101111,0,1,6,1,7,9,16,19,24,18,0,29,25,17,5,52,50,44,40 # oc(887+1)
7,4,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(887+1)+1)

7,5,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(901-1)-1)
225,2,17,22100,11100001,0,0,1,5,4,4,16,18,22,8,3,20,10,37,13,48,42,24,12 # oc(901-1)
113,1,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42 # oc(oc(901-1)+1)
901,0,17,1020101,1110000101,1,1,5,10,4,0,8,4,2,2,13,40,41,8,0,16,47,30,49 # 901 -> 169
225,1,17,22100,11100001,0,0,1,5,4,4,16,18,22,8,3,20,10,37,13,48,42,24,12 # oc(oc(901+1)-1)
451,1,17,121201,111000011,1,1,3,0,9,9,14,14,16,17,7,0,21,28,27,38,24,49,25 # oc(901+1)
113,2,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42 # oc(oc(901+1)+1)

113,2,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42 # oc(oc(907-1)-1)
453,1,2,121210,111000101,0,3,5,2,11,11,16,16,18,19,9,2,23,30,29,40,26,51,27 # oc(907-1)
227,1,2,22102,11100011,2,2,3,7,6,6,18,20,24,10,5,22,12,39,15,50,44,26,14 # oc(oc(907-1)+1)
907,0,17,1020121,1110001011,1,2,4,5,10,6,14,10,8,8,19,5,4,14,6,22,53,36,55 # 907 -> 1361
113,1,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42 # oc(oc(907+1)-1)
227,2,2,22102,11100011,2,2,3,7,6,6,18,20,24,10,5,22,12,39,15,50,44,26,14 # oc(907+1)
57,2,10,2010,111001,0,2,1,2,5,6,0,11,28,26,20,16,14,10,4,57,57,57,57 # oc(oc(907+1)+1)

119,1,10,11102,1110111,2,4,0,9,2,0,5,4,3,26,8,37,33,25,13,1,58,52,48 # oc(oc(957-1)-1)
239,2,17,22212,11101111,2,4,1,8,5,1,11,9,7,22,17,34,24,4,27,3,56,38,26 # oc(957-1)
15,4,5,120,1111,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15 # oc(oc(957-1)+1)
957,0,17,1022110,1110111101,0,2,5,0,8,5,7,14,0,27,32,14,11,17,3,13,42,19,34 # 957 -> 359
239,1,17,22212,11101111,2,4,1,8,5,1,11,9,7,22,17,34,24,4,27,3,56,38,26 # oc(oc(957+1)-1)
479,1,17,122202,111011111,2,4,3,6,11,3,4,19,15,14,35,28,6,9,2,7,52,10,53 # oc(957+1)
15,5,5,120,1111,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15 # oc(oc(957+1)+1)


# Distance 16:

5,2,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(169-1)-1)
21,3,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21 # oc(169-1)
11,1,4,102,1011,2,1,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11 # oc(oc(169-1)+1)
169,0,16,20021,10101001,1,4,1,4,0,16,17,8,24,14,21,5,40,28,10,51,47,35,27 # 169 -> 127
21,2,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21 # oc(oc(169+1)-1)
85,1,1,10011,1010101,1,0,1,8,7,0,9,16,27,23,11,3,42,38,32,26,24,18,14 # oc(169+1)
43,1,9,1121,101011,1,3,1,10,4,9,5,20,14,12,6,2,0,43,43,43,43,43,43 # oc(oc(169+1)+1)

5,3,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(329-1)-1)
41,3,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41 # oc(329-1)
21,1,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21 # oc(oc(329-1)+1)
329,0,16,110012,101001001,2,4,0,10,4,6,6,7,10,19,33,1,28,0,11,34,24,61,45 # 329 -> 247
41,2,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41 # oc(oc(329+1)-1)
165,1,40,20010,10100101,0,0,4,0,9,12,13,4,20,10,17,1,36,24,6,47,43,31,23 # oc(329+1)
83,1,40,10002,1010011,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12 # oc(oc(329+1)+1)

21,3,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21 # oc(oc(339-1)-1)
169,1,16,20021,10101001,1,4,1,4,0,16,17,8,24,14,21,5,40,28,10,51,47,35,27 # oc(339-1)
85,1,1,10011,1010101,1,0,1,8,7,0,9,16,27,23,11,3,42,38,32,26,24,18,14 # oc(oc(339-1)+1)
339,0,16,110120,101010011,0,4,3,9,1,16,16,17,20,29,6,11,38,10,21,44,34,4,55 # 339 -> 509
21,2,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21 # oc(oc(339+1)-1)
85,2,1,10011,1010101,1,0,1,8,7,0,9,16,27,23,11,3,42,38,32,26,24,18,14 # oc(339+1)
43,1,9,1121,101011,1,3,1,10,4,9,5,20,14,12,6,2,0,43,43,43,43,43,43 # oc(oc(339+1)+1)

89,1,9,10022,1011001,2,4,5,1,11,4,13,20,2,27,15,7,3,42,36,30,28,22,18 # oc(oc(359-1)-1)
179,1,9,20122,10110011,2,4,4,3,10,9,8,18,5,24,31,15,7,38,20,2,57,45,37 # oc(359-1)
45,2,4,1200,101101,0,0,3,1,6,11,7,22,16,14,8,4,2,45,45,45,45,45,45 # oc(oc(359-1)+1)
359,0,16,111022,101100111,2,4,2,7,8,2,17,14,11,18,26,31,15,30,41,5,54,24,4 # 359 -> 539
11,2,4,102,1011,2,1,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11 # oc(oc(359+1)-1)
45,3,4,1200,101101,0,0,3,1,6,11,7,22,16,14,8,4,2,45,45,45,45,45,45 # oc(359+1)
23,1,4,212,10111,2,3,2,1,10,6,4,0,23,23,23,23,23,23,23,23,23,23,23 # oc(oc(359+1)+1)

1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(641-1)-1)
5,7,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(641-1)
3,1,2,10,11,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 # oc(oc(641-1)+1)
641,0,16,212202,1010000001,2,1,4,3,4,12,14,20,3,21,12,26,39,30,5,51,31,38,2 # 641 -> 481
5,6,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(641+1)-1)
321,1,6,102220,101000001,0,1,6,2,9,15,17,22,2,11,25,34,20,39,3,26,16,53,37 # oc(641+1)
161,1,35,12222,10100001,2,1,0,7,5,8,9,0,16,6,13,38,32,20,2,43,39,27,19 # oc(oc(641+1)+1)

5,3,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(657-1)-1)
41,4,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41 # oc(657-1)
21,1,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21 # oc(oc(657-1)+1)
657,0,16,220100,1010010001,0,2,6,8,7,11,11,13,19,6,28,1,12,46,21,8,47,54,18 # 657 -> 493
41,3,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41 # oc(oc(657+1)-1)
329,1,16,110012,101001001,2,4,0,10,4,6,6,7,10,19,33,1,28,0,11,34,24,61,45 # oc(657+1)
165,1,40,20010,10100101,0,0,4,0,9,12,13,4,20,10,17,1,36,24,6,47,43,31,23 # oc(oc(657+1)+1)

41,3,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41 # oc(oc(659-1)-1)
329,1,16,110012,101001001,2,4,0,10,4,6,6,7,10,19,33,1,28,0,11,34,24,61,45 # oc(659-1)
165,1,40,20010,10100101,0,0,4,0,9,12,13,4,20,10,17,1,36,24,6,47,43,31,23 # oc(oc(659-1)+1)
659,0,16,220102,1010010011,2,4,1,10,9,13,13,15,21,8,30,3,14,1,23,10,49,56,20 # 659 -> 989
41,2,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41 # oc(oc(659+1)-1)
165,2,40,20010,10100101,0,0,4,0,9,12,13,4,20,10,17,1,36,24,6,47,43,31,23 # oc(659+1)
83,1,40,10002,1010011,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12 # oc(oc(659+1)+1)

41,1,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41 # oc(oc(665-1)-1)
83,3,40,10002,1010011,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12 # oc(665-1)
21,2,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21 # oc(oc(665-1)+1)
665,0,16,220122,1010011001,2,0,0,5,2,2,0,21,27,14,36,9,20,7,29,16,55,62,26 # 665 -> 499
