n,k,oc,m3,m5,m7,m11,m13,m17
2222,1,1111,1,1,5,0,6,6
2223,0,2223,0,3,4,1,0,13
2224,4,139,1,4,6,7,9,3
2225,0,2225,2,0,6,3,2,15
2226,1,1113,0,3,0,2,8,8
2227,0,2227,1,2,1,5,4,0
2228,2,557,2,2,4,7,11,13
2229,0,2229,0,4,3,7,6,2
2230,1,1115,2,0,2,4,10,10
2231,0,2231,2,1,5,9,8,4
2232,3,279,0,4,6,4,6,7
2233,0,2233,1,3,0,0,10,6
2234,1,1117,1,2,4,6,12,12
2235,0,2235,0,0,2,2,12,8
2236,2,559,1,4,6,9,0,15
2237,0,2237,2,2,4,4,1,10
2238,1,1119,0,4,6,8,1,14
2239,0,2239,1,4,6,6,3,12
2240,6,35,2,0,0,2,9,1
2241,0,2241,0,1,1,8,5,14
2242,1,1121,2,1,1,10,3,16
2243,0,2243,2,3,3,10,7,16
2244,2,561,0,1,1,0,2,0
2245,0,2245,1,0,5,1,9,1
2246,1,1123,1,3,3,1,5,1
2247,0,2247,0,2,0,3,11,3
2248,3,281,2,1,1,6,8,9
2249,0,2249,2,4,2,5,0,5
2250,1,1125,0,0,5,3,7,3
2251,0,2251,1,1,4,7,2,7
2252,2,563,2,3,3,2,4,2
2253,0,2253,0,3,6,9,4,9
2254,1,1127,2,2,0,5,9,5
2255,0,2255,2,0,1,0,6,11
2256,4,141,0,1,1,9,11,5
2257,0,2257,1,2,3,2,8,13
2258,1,1129,1,4,2,7,11,7
2259,0,2259,0,4,5,4,10,15
2260,2,565,1,0,5,4,6,4
2261,0,2261,2,1,0,6,12,0
2262,1,1131,0,1,4,9,0,9
2263,0,2263,1,3,2,8,1,2
2264,3,283,1,3,3,8,10,11
2265,0,2265,0,0,4,10,3,4
2266,1,1133,2,3,6,0,2,11
2267,0,2267,2,2,6,1,5,6
2268,2,567,0,2,0,6,8,6
2269,0,2269,1,4,1,3,7,8
2270,1,1135,1,0,1,2,4,13
2271,0,2271,0,1,3,5,9,10
2272,5,71,2,1,1,5,6,3
2273,0,2273,2,3,5,7,11,12
2274,1,1137,0,2,3,4,6,15
2275,0,2275,1,0,0,9,0,14
2276,2,569,2,4,2,8,10,8
2277,0,2277,0,2,2,0,2,16
2278,1,1139,2,4,5,6,8,0
2279,0,2279,2,4,4,2,4,1
2280,3,285,0,0,5,10,12,13
2281,0,2281,1,1,6,4,6,3
2282,1,1141,1,1,0,8,10,2
2283,0,2283,0,3,1,6,8,5
2284,2,571,1,1,4,10,12,10
2285,0,2285,2,0,3,8,10,7
2286,1,1143,0,3,2,10,12,4
2287,0,2287,1,2,5,10,12,9
2288,4,143,2,3,3,0,0,7
2289,0,2289,0,4,0,1,1,11
2290,1,1145,2,0,4,1,1,6
2291,0,2291,2,1,2,3,3,13
2292,2,573,0,3,6,1,1,12
2293,0,2293,1,3,4,5,5,15
2294,1,1147,1,2,6,3,3,8
2295,0,2295,0,0,6,7,7,0
2296,3,287,2,2,0,1,1,15
2297,0,2297,2,2,1,9,9,2
2298,1,1149,0,4,1,5,5,10
2299,0,2299,1,4,3,0,11,4
2300,2,575,2,0,1,3,3,14
2301,0,2301,0,1,5,2,0,6
2302,1,1151,2,1,3,7,7,12
2303,0,2303,2,3,0,4,2,8
2304,8,9,0,4,2,9,9,9
2305,0,2305,1,0,2,6,4,10
2306,1,1153,1,3,5,9,9,14
2307,0,2307,0,2,4,8,6,12
2308,2,577,1,2,3,5,5,16
2309,0,2309,2,4,6,10,8,14
2310,1,1155,0,0,0,0,11,16
2311,0,2311,1,1,1,1,10,16
2312,3,289,1,4,2,3,3,0
2313,0,2313,0,3,3,3,12,1
2314,1,1157,2,2,2,2,0,1
2315,0,2315,2,0,5,5,1,3
2316,2,579,0,4,5,7,7,1
2317,0,2317,1,2,0,7,3,5
2318,1,1159,1,4,4,4,2,3
2319,0,2319,0,4,2,9,5,7
2320,4,145,1,0,5,2,2,9
2321,0,2321,2,1,4,0,7,9
2322,1,1161,0,1,6,6,4,5
2323,0,2323,1,3,6,2,9,11
2324,2,581,2,1,0,9,9,3
2325,0,2325,0,0,1,4,11,13
2326,1,1163,2,3,1,8,6,7
2327,0,2327,2,2,3,6,0,15
2328,3,291,0,1,4,5,5,2
2329,0,2329,1,4,5,8,2,0
2330,1,1165,1,0,3,10,8,9
2331,0,2331,0,1,0,10,4,2
2332,2,583,1,3,2,0,11,5
2333,0,2333,2,3,2,1,6,4
2334,1,1167,0,2,5,1,10,11
2335,0,2335,1,0,4,3,8,6
2336,5,73,1,3,3,7,8,5
2337,0,2337,0,2,6,5,10,8
2338,1,1169,2,4,0,3,12,13
2339,0,2339,2,4,1,7,12,10
2340,2,585,0,0,4,2,0,7
2341,0,2341,1,1,3,9,1,12
2342,1,1171,1,1,2,5,1,15
2343,0,2343,0,3,5,0,3,14
2344,3,293,2,3,6,7,7,4
2345,0,2345,2,0,0,2,5,16
2346,1,1173,0,3,4,7,3,0
2347,0,2347,1,2,2,4,7,1
2348,2,587,2,2,6,4,2,9
2349,0,2349,0,4,4,6,9,3
2350,1,1175,2,0,6,9,5,2
2351,0,2351,2,1,6,8,11,5
2352,4,147,0,2,0,4,4,11
2353,0,2353,1,3,1,10,0,7
2354,1,1177,1,2,1,0,7,4
2355,0,2355,0,0,3,1,2,9
2356,2,589,1,4,1,6,4,11
2357,0,2357,2,2,5,3,4,11
2358,1,1179,0,4,3,2,9,6
2359,0,2359,1,4,0,5,6,13
2360,3,295,1,0,1,9,9,6
2361,0,2361,0,1,2,7,8,15
2362,1,1181,2,1,5,4,11,8
2363,0,2363,2,3,4,9,10,0
2364,2,591,0,1,3,8,6,13
2365,0,2365,1,0,6,0,12,2
2366,1,1183,1,3,0,6,0,10
2367,0,2367,0,2,1,2,1,4
2368,6,37,1,2,2,4,11,3
2369,0,2369,2,4,3,4,3,6
2370,1,1185,0,0,2,8,2,12
2371,0,2371,1,1,5,6,5,8
2372,2,593,2,3,5,10,8,15
2373,0,2373,0,3,0,8,7,10
2374,1,1187,2,2,4,10,4,14
2375,0,2375,2,0,2,10,9,12
2376,3,297,0,2,3,0,11,8
2377,0,2377,1,2,4,1,11,14
2378,1,1189,1,4,6,1,6,16
2379,0,2379,0,4,6,3,0,16
2380,2,595,1,0,0,1,10,0
2381,0,2381,2,1,1,5,2,1
2382,1,1191,0,1,1,3,8,1
2383,0,2383,1,3,3,7,4,3
2384,4,149,2,4,2,6,6,13
2385,0,2385,0,0,5,9,6,5
2386,1,1193,2,3,3,5,10,3
2387,0,2387,2,2,0,0,8,7
2388,2,597,0,2,2,3,12,2
2389,0,2389,1,4,2,2,10,9
2390,1,1195,1,0,5,7,12,5
2391,0,2391,0,1,4,4,12,11
2392,3,299,2,4,5,2,0,10
2393,0,2393,2,3,6,6,1,13
2394,1,1197,0,2,0,9,1,7
2395,0,2395,1,0,1,8,3,15
2396,2,599,2,4,4,5,1,4
2397,0,2397,0,2,3,10,5,0
2398,1,1199,2,4,2,0,3,9
2399,0,2399,2,4,5,1,7,2
2400,5,75,0,0,5,9,10,7
2401,0,2401,1,1,0,3,9,4
2402,1,1201,1,1,4,2,5,11
2403,0,2403,0,3,2,5,11,6
2404,2,601,1,1,6,7,3,6
2405,0,2405,2,0,4,7,0,8
2406,1,1203,0,3,6,4,7,13
2407,0,2407,1,2,6,9,2,10
2408,3,301,1,1,0,4,2,12
2409,0,2409,0,4,1,0,4,12
2410,1,1205,2,0,1,6,9,15
2411,0,2411,2,1,3,2,6,14
2412,2,603,0,3,1,9,5,8
2413,0,2413,1,3,5,4,8,16
2414,1,1207,1,2,3,8,11,0
2415,0,2415,0,0,0,6,10,1
2416,4,151,1,1,4,8,8,15
2417,0,2417,2,2,2,8,12,3
2418,1,1209,0,4,5,10,0,2
2419,0,2419,1,4,4,10,1,5
2420,2,605,2,0,3,0,7,10
2421,0,2421,0,1,6,1,3,7
2422,1,1211,2,1,0,1,2,4
2423,0,2423,2,3,1,3,5,9
2424,3,303,0,3,2,6,4,14
2425,0,2425,1,0,3,5,7,11
2426,1,1213,1,3,2,3,4,6
2427,0,2427,0,2,5,7,9,13
2428,2,607,1,2,5,2,9,12
2429,0,2429,2,4,0,9,11,15
2430,1,1215,0,0,4,5,6,8
2431,0,2431,1,1,2,0,0,0
2432,7,19,1,4,5,8,6,2
2433,0,2433,0,3,4,2,2,2
2434,1,1217,2,2,6,7,8,10
2435,0,2435,2,0,6,4,4,4
2436,2,609,0,4,0,4,11,14
2437,0,2437,1,2,1,6,6,6
2438,1,1219,1,4,1,9,10,12
2439,0,2439,0,4,3,8,8,8
2440,3,305,2,0,4,8,6,16
2441,0,2441,2,1,5,10,10,10
2442,1,1221,0,1,3,0,12,14
2443,0,2443,1,3,0,1,12,12
2444,2,611,2,1,2,6,0,16
2445,0,2445,0,0,2,3,1,14
2446,1,1223,2,3,5,2,1,16
2447,0,2447,2,2,4,5,3,16
2448,4,153,0,3,6,10,10,0
2449,0,2449,1,4,6,7,5,1
2450,1,1225,1,0,0,4,3,1
2451,0,2451,0,1,1,9,7,3
2452,2,613,1,3,4,8,2,1
2453,0,2453,2,3,3,0,9,5
2454,1,1227,0,2,2,6,5,3
2455,0,2455,1,0,5,2,11,7
2456,3,307,1,2,6,10,8,1
2457,0,2457,0,2,0,4,0,9
2458,1,1229,2,4,4,8,7,5
2459,0,2459,2,4,2,6,2,11
2460,2,615,0,0,6,10,4,3
2461,0,2461,1,1,4,8,4,13
2462,1,1231,1,1,6,10,9,7
2463,0,2463,0,3,6,10,6,15
2464,5,77,2,2,0,0,12,9
2465,0,2465,2,0,1,1,8,0
2466,1,1233,0,3,1,1,11,9
2467,0,2467,1,2,3,3,10,2
2468,2,617,2,2,1,1,6,5
2469,0,2469,0,4,5,5,12,4
2470,1,1235,2,0,3,3,0,11
2471,0,2471,2,1,0,7,1,6
2472,3,309,0,4,1,1,10,3
2473,0,2473,1,3,2,9,3,8
2474,1,1237,1,2,5,5,2,13
2475,0,2475,0,0,4,0,5,10
2476,2,619,1,4,3,3,8,7
2477,0,2477,2,2,6,2,7,12
2478,1,1239,0,4,0,7,4,15
2479,0,2479,1,4,1,4,9,14
2480,4,155,2,0,1,1,12,2
2481,0,2481,0,1,3,6,11,16
2482,1,1241,2,1,2,9,6,0
2483,0,2483,2,3,5,8,0,1
2484,2,621,0,1,5,5,10,9
2485,0,2485,1,0,0,10,2,3
2486,1,1243,1,3,4,0,8,2
2487,0,2487,0,2,2,1,4,5
2488,3,311,2,1,3,3,12,5
2489,0,2489,2,4,4,3,6,7
2490,1,1245,0,0,6,2,10,4
2491,0,2491,1,1,6,5,8,9
2492,2,623,2,3,0,7,12,11
2493,0,2493,0,3,1,7,10,11
2494,1,1247,2,2,1,4,12,6
2495,0,2495,2,0,3,9,12,13
2496,6,39,0,4,4,6,0,5
2497,0,2497,1,2,5,0,1,15
2498,1,1249,1,4,3,6,1,8
2499,0,2499,0,4,0,2,3,0
2500,2,625,1,0,2,9,1,13
2501,0,2501,2,1,2,4,5,2
2502,1,1251,0,1,5,8,3,10
2503,0,2503,1,3,4,6,7,4
2504,3,313,1,3,5,5,1,7
2505,0,2505,0,0,6,8,9,6
2506,1,1253,2,3,0,10,5,12
2507,0,2507,2,2,1,10,11,8
2508,2,627,0,2,4,0,3,15
2509,0,2509,1,4,3,1,0,10
2510,1,1255,1,0,2,1,7,14
2511,0,2511,0,1,5,3,2,12
2512,4,157,1,2,3,3,1,4
2513,0,2513,2,3,0,5,4,14
2514,1,1257,0,2,4,3,9,16
2515,0,2515,1,0,2,7,6,16
2516,2,629,2,4,6,2,5,0
2517,0,2517,0,2,4,9,8,1
2518,1,1259,2,4,6,5,11,1
2519,0,2519,2,4,6,0,10,3
2520,3,315,0,0,0,7,3,9
2521,0,2521,1,1,1,2,12,5
2522,1,1261,1,1,1,7,0,3
2523,0,2523,0,3,3,4,1,7
2524,2,631,1,1,1,4,7,2
2525,0,2525,2,0,5,6,3,9
2526,1,1263,0,3,3,9,2,5
2527,0,2527,1,2,0,8,5,11
2528,5,79,1,4,2,2,1,11
2529,0,2529,0,4,2,10,7,13
2530,1,1265,2,0,5,0,4,7
2531,0,2531,2,1,4,1,9,15
2532,2,633,0,3,3,6,9,4
2533,0,2533,1,3,6,3,11,0
2534,1,1267,1,2,0,2,6,9
2535,0,2535,0,0,1,5,0,2
2536,3,317,2,2,2,9,5,11
2537,0,2537,2,2,3,7,2,4
2538,1,1269,0,4,2,4,8,11
2539,0,2539,1,4,5,9,4,6
2540,2,635,2,0,5,8,11,6
2541,0,2541,0,1,0,0,6,8
2542,1,1271,2,1,4,6,10,13
2543,0,2543,2,3,2,2,8,10
2544,4,159,0,4,5,5,3,6
2545,0,2545,1,0,4,4,10,12
2546,1,1273,1,3,6,8,12,15
2547,0,2547,0,2,6,6,12,14
2548,2,637,1,2,0,10,0,8
2549,0,2549,2,4,1,8,1,16
2550,1,1275,0,0,1,10,1,0
2551,0,2551,1,1,3,10,3,1
2552,3,319,1,4,4,0,7,13
2553,0,2553,0,3,5,1,5,3
2554,1,1277,2,2,3,1,3,2
2555,0,2555,2,0,0,3,7,5
2556,2,639,0,4,2,1,2,10
2557,0,2557,1,2,2,5,9,7
2558,1,1279,1,4,5,3,5,4
2559,0,2559,0,4,4,7,11,9
2560,9,5,2,0,5,5,5,5
2561,0,2561,2,1,6,9,0,11
2562,1,1281,0,1,0,5,7,6
2563,0,2563,1,3,1,0,2,13
2564,2,641,2,1,4,3,4,12
2565,0,2565,0,0,3,2,4,15
2566,1,1283,2,3,2,7,9,8
2567,0,2567,2,2,5,4,6,0
2568,3,321,0,1,6,2,9,15
2569,0,2569,1,4,0,6,8,2
2570,1,1285,1,0,4,9,11,10
2571,0,2571,0,1,2,8,10,4
2572,2,643,1,3,6,5,6,14
2573,0,2573,2,3,4,10,12,6
2574,1,1287,0,2,6,0,0,12
2575,0,2575,1,0,6,1,1,8
2576,4,161,2,1,0,7,5,8
2577,0,2577,0,2,1,3,3,10
2578,1,1289,2,4,1,2,2,14
2579,0,2579,2,4,3,5,5,12
2580,2,645,0,0,1,7,8,16
2581,0,2581,1,1,5,7,7,14
2582,1,1291,1,1,3,4,4,16
2583,0,2583,0,3,0,9,9,16
2584,3,323,2,3,1,4,11,0
2585,0,2585,2,0,2,0,11,1
2586,1,1293,0,3,5,6,6,1
2587,0,2587,1,2,4,2,0,3
2588,2,647,2,2,3,9,10,1
2589,0,2589,0,4,6,4,2,5
2590,1,1295,2,0,0,8,8,3
2591,0,2591,2,1,1,6,4,7
2592,5,81,0,1,4,4,3,13
2593,0,2593,1,3,3,8,6,9
2594,1,1297,1,2,2,10,10,5
2595,0,2595,0,0,5,10,8,11
2596,2,649,1,4,5,0,12,3
2597,0,2597,2,2,0,1,10,13
2598,1,1299,0,4,4,1,12,7
2599,0,2599,1,4,2,3,12,15
2600,3,325,1,0,3,6,0,2
2601,0,2601,0,1,4,5,1,0
2602,1,1301,2,1,6,3,1,9
2603,0,2603,2,3,6,7,3,2
2604,2,651,0,1,0,2,1,5
2605,0,2605,1,0,1,9,5,4
2606,1,1303,1,3,1,5,3,11
2607,0,2607,0,2,3,0,7,6
2608,4,163,1,3,2,9,7,10
2609,0,2609,2,4,5,2,9,8
2610,1,1305,0,0,3,7,5,13
2611,0,2611,1,1,0,4,11,10
2612,2,653,2,3,2,4,3,7
2613,0,2613,0,3,2,6,0,12
2614,1,1307,2,2,5,9,7,15
2615,0,2615,2,0,4,8,2,14
2616,3,327,0,2,5,8,2,4
2617,0,2617,1,2,6,10,4,16
2618,1,1309,1,4,0,0,9,0
2619,0,2619,0,4,1,1,6,1
2620,2,655,1,0,4,6,5,9
2621,0,2621,2,1,3,3,8,3
2622,1,1311,0,1,2,2,11,2
2623,0,2623,1,3,5,5,10,5
2624,6,41,2,1,6,8,2,7
2625,0,2625,0,0,0,7,12,7
2626,1,1313,2,3,4,4,0,4
2627,0,2627,2,2,2,9,1,9
2628,2,657,0,2,6,8,7,11
2629,0,2629,1,4,4,0,3,11
2630,1,1315,1,0,6,6,2,6
2631,0,2631,0,1,6,2,5,13
2632,3,329,2,4,0,10,4,6
2633,0,2633,2,3,1,4,7,15
2634,1,1317,0,2,1,8,4,8
2635,0,2635,1,0,3,6,9,0
2636,2,659,2,4,1,10,9,13
2637,0,2637,0,2,5,8,11,2
2638,1,1319,2,4,3,10,6,10
2639,0,2639,2,4,0,10,0,4
2640,4,165,0,0,4,0,9,12
2641,0,2641,1,1,2,1,2,6
2642,1,1321,1,1,5,1,8,12
2643,0,2643,0,3,4,3,4,8
2644,2,661,1,1,3,1,11,15
2645,0,2645,2,0,6,5,6,10
2646,1,1323,0,3,0,3,10,14
2647,0,2647,1,2,1,7,8,12
2648,3,331,1,1,2,1,6,8
2649,0,2649,0,4,3,9,10,14
2650,1,1325,2,0,2,5,12,16
2651,0,2651,2,1,5,0,12,16
2652,2,663,0,3,5,3,0,0
2653,0,2653,1,3,0,2,1,1
2654,1,1327,1,2,4,7,1,1
2655,0,2655,0,0,2,4,3,3
2656,5,83,2,3,6,6,5,15
2657,0,2657,2,2,4,6,5,5
2658,1,1329,0,4,6,9,3,3
2659,0,2659,1,4,6,8,7,7
2660,2,665,2,0,0,5,2,2
2661,0,2661,0,1,1,10,9,9
2662,1,1331,2,1,1,0,5,5
2663,0,2663,2,3,3,1,11,11
2664,3,333,0,3,4,3,8,10
2665,0,2665,1,0,5,3,0,13
2666,1,1333,1,3,3,2,7,7
2667,0,2667,0,2,0,5,2,15
2668,2,667,1,2,2,7,4,4
2669,0,2669,2,4,2,7,4,0
2670,1,1335,0,0,5,4,9,9
2671,0,2671,1,1,4,9,6,2
2672,4,167,2,2,6,2,11,14
2673,0,2673,0,3,6,0,8,4
2674,1,1337,2,2,0,6,11,11
2675,0,2675,2,0,1,2,10,6
2676,2,669,0,4,4,9,6,6
2677,0,2677,1,2,3,4,12,8
2678,1,1339,1,4,2,8,0,13
2679,0,2679,0,4,5,6,1,10
2680,3,335,2,0,6,5,10,12
2681,0,2681,2,1,0,8,3,12
2682,1,1341,0,1,4,10,2,15
2683,0,2683,1,3,2,10,5,14
2684,2,671,2,1,6,0,8,8
2685,0,2685,0,0,4,1,7,16
2686,1,1343,2,3,6,1,4,0
2687,0,2687,2,2,6,3,9,1
2688,7,21,0,1,0,10,8,4
2689,0,2689,1,4,1,5,11,3
2690,1,1345,1,0,1,3,6,2
2691,0,2691,0,1,3,7,0,5
2692,2,673,1,3,1,2,10,10
2693,0,2693,2,3,5,9,2,7
2694,1,1347,0,2,3,5,8,4
2695,0,2695,1,0,0,0,4,9
2696,3,337,1,2,1,7,12,14
2697,0,2697,0,2,2,2,6,11
2698,1,1349,2,4,5,7,10,6
2699,0,2699,2,4,4,4,8,13
2700,2,675,0,0,3,4,12,12
2701,0,2701,1,1,6,6,10,15
2702,1,1351,1,1,0,9,12,8
2703,0,2703,0,3,1,8,12,0
2704,4,169,1,4,1,4,0,16
2705,0,2705,2,0,3,10,1,2
2706,1,1353,0,3,2,0,1,10
2707,0,2707,1,2,5,1,3,4
2708,2,677,2,2,5,6,1,14
2709,0,2709,0,4,0,3,5,6
2710,1,1355,2,0,4,2,3,12
2711,0,2711,2,1,2,5,7,8
2712,3,339,0,4,3,9,1,16
2713,0,2713,1,3,4,7,9,10
2714,1,1357,1,2,6,4,5,14
2715,0,2715,0,0,6,9,11,12
2716,2,679,1,4,0,8,3,16
2717,0,2717,2,2,1,0,0,14
2718,1,1359,0,4,1,6,7,16
2719,0,2719,1,4,3,2,2,16
2720,5,85,1,0,1,8,7,0
2721,0,2721,0,1,5,4,4,1
2722,1,1361,2,1,3,8,9,1
2723,0,2723,2,3,0,6,6,3
2724,2,681,0,1,2,10,5,1
2725,0,2725,1,0,2,8,8,5
2726,1,1363,1,3,5,10,11,3
2727,0,2727,0,2,4,10,10,7
2728,3,341,2,1,5,0,3,1
2729,0,2729,2,4,6,1,12,9
2730,1,1365,0,0,0,1,0,5
2731,0,2731,1,1,1,3,1,11
2732,2,683,2,3,4,1,7,3
2733,0,2733,0,3,3,5,3,13
2734,1,1367,2,2,2,3,2,7
2735,0,2735,2,0,5,7,5,15
2736,4,171,0,1,3,6,2,1
2737,0,2737,1,2,0,9,7,0
2738,1,1369,1,4,4,5,4,9
2739,0,2739,0,4,2,0,9,2
2740,2,685,1,0,6,3,9,5
2741,0,2741,2,1,4,2,11,4
2742,1,1371,0,1,6,7,6,11
2743,0,2743,1,3,6,4,0,6
2744,3,343,1,3,0,2,5,3
2745,0,2745,0,0,1,6,2,8
2746,1,1373,2,3,1,9,8,13
2747,0,2747,2,2,3,8,4,10
2748,2,687,0,2,1,5,11,7
2749,0,2749,1,4,5,10,6,12
2750,1,1375,1,0,3,0,10,15
2751,0,2751,0,1,0,1,8,14
2752,6,43,1,3,1,10,4,9
2753,0,2753,2,3,2,3,10,16
2754,1,1377,0,2,5,2,12,0
2755,0,2755,1,0,4,5,12,1
2756,2,689,2,4,3,7,0,9
2757,0,2757,0,2,6,7,1,3
2758,1,1379,2,4,0,4,1,2
2759,0,2759,2,4,1,9,3,5
2760,3,345,0,0,2,4,7,5
2761,0,2761,1,1,3,0,5,7
2762,1,1381,1,1,2,6,3,4
2763,0,2763,0,3,5,2,7,9
2764,2,691,1,1,5,9,2,11
2765,0,2765,2,0,0,4,9,11
2766,1,1383,0,3,4,8,5,6
2767,0,2767,1,2,2,6,11,13
2768,4,173,2,3,5,8,4,3
2769,0,2769,0,4,4,8,0,15
2770,1,1385,2,0,6,10,7,8
2771,0,2771,2,1,6,10,2,0
2772,2,693,0,3,0,0,4,13
2773,0,2773,1,3,1,1,4,2
2774,1,1387,1,2,1,1,9,10
2775,0,2775,0,0,3,3,6,4
2776,3,347,2,2,4,6,9,7
2777,0,2777,2,2,5,5,8,6
2778,1,1389,0,4,3,3,11,12
2779,0,2779,1,4,0,7,10,8
2780,2,695,2,0,2,2,6,15
2781,0,2781,0,1,2,9,12,10
2782,1,1391,2,1,5,5,0,14
2783,0,2783,2,3,4,0,1,12
2784,5,87,0,2,3,10,9,2
2785,0,2785,1,0,6,2,3,14
2786,1,1393,1,3,0,7,2,16
2787,0,2787,0,2,1,4,5,16
2788,2,697,1,2,4,4,8,0
2789,0,2789,2,4,3,6,7,1
2790,1,1395,0,0,2,9,4,1
2791,0,2791,1,1,5,8,9,3
2792,3,349,1,4,6,8,11,9
2793,0,2793,0,3,0,10,11,5
2794,1,1397,2,2,4,0,6,3
2795,0,2795,2,0,2,1,0,7
2796,2,699,0,4,6,6,10,2
2797,0,2797,1,2,4,3,2,9
2798,1,1399,1,4,6,2,8,5
2799,0,2799,0,4,6,5,4,11
2800,4,175,1,0,0,10,6,5
2801,0,2801,2,1,1,7,6,13
2802,1,1401,0,1,1,4,10,7
2803,0,2803,1,3,3,9,8,15
2804,2,701,2,1,1,8,12,4
2805,0,2805,0,0,5,0,10,0
2806,1,1403,2,3,3,6,12,9
2807,0,2807,2,2,0,2,12,2
2808,3,351,0,1,1,10,0,11
2809,0,2809,1,4,2,4,1,4
2810,1,1405,1,0,5,8,1,11
2811,0,2811,0,1,4,6,3,6
2812,2,703,1,3,3,10,1,6
2813,0,2813,2,3,6,8,5,8
2814,1,1407,0,2,0,10,3,13
2815,0,2815,1,0,1,10,7,10
2816,8,11,2,1,4,0,11,11
2817,0,2817,0,2,3,1,9,12
2818,1,1409,2,4,2,1,5,15
2819,0,2819,2,4,5,3,11,14
2820,2,705,0,0,5,1,3,8
2821,0,2821,1,1,0,5,0,16
2822,1,1411,1,1,4,3,7,0
2823,0,2823,0,3,2,7,2,1
2824,3,353,2,3,3,1,2,13
2825,0,2825,2,0,4,9,4,3
2826,1,1413,0,3,6,5,9,2
2827,0,2827,1,2,6,0,6,5
2828,2,707,2,2,0,3,5,10
2829,0,2829,0,4,1,2,8,7
2830,1,1415,2,0,1,7,11,4
2831,0,2831,2,1,3,4,10,9
2832,4,177,0,2,2,1,8,7
2833,0,2833,1,3,5,6,12,11
2834,1,1417,1,2,3,9,0,6
2835,0,2835,0,0,0,8,1,13
2836,2,709,1,4,2,5,7,12
2837,0,2837,2,2,2,10,3,15
2838,1,1419,0,4,5,0,2,8
2839,0,2839,1,4,4,1,5,0
2840,3,355,1,0,5,3,4,15
2841,0,2841,0,1,6,3,7,2
2842,1,1421,2,1,0,2,4,10
2843,0,2843,2,3,1,5,9,4
2844,2,711,0,1,4,7,9,14
2845,0,2845,1,0,3,7,11,6
2846,1,1423,1,3,2,4,6,12
2847,0,2847,0,2,5,9,0,8
2848,5,89,2,4,5,1,11,4
2849,0,2849,2,4,0,0,2,10
2850,1,1425,0,0,4,6,8,14
2851,0,2851,1,1,2,2,4,12
2852,2,713,2,3,6,9,11,16
2853,0,2853,0,3,4,4,6,14
2854,1,1427,2,2,6,8,10,16
2855,0,2855,2,0,6,6,8,16
2856,3,357,0,2,0,5,6,0
2857,0,2857,1,2,1,8,10,1
2858,1,1429,1,4,1,10,12,1
2859,0,2859,0,4,3,10,12,3
2860,2,715,1,0,1,0,0,1
2861,0,2861,2,1,5,1,1,5
2862,1,1431,0,1,3,1,1,3
2863,0,2863,1,3,0,3,3,7
2864,4,179,2,4,4,3,10,9
2865,0,2865,0,0,2,5,5,9
2866,1,1433,2,3,5,3,3,5
2867,0,2867,2,2,4,7,7,11
2868,2,717,0,2,3,2,2,3
2869,0,2869,1,4,6,9,9,13
2870,1,1435,1,0,0,5,5,7
2871,0,2871,0,1,1,0,11,15
2872,3,359,2,4,2,7,8,2
2873,0,2873,2,3,3,2,0,0
2874,1,1437,0,2,2,7,7,9
2875,0,2875,1,0,5,4,2,2
2876,2,719,2,4,5,4,4,5
2877,0,2877,0,2,0,6,4,4
2878,1,1439,2,4,4,9,9,11
2879,0,2879,2,4,2,8,6,6
2880,6,45,0,0,3,1,6,11
2881,0,2881,1,1,4,10,8,8
2882,1,1441,1,1,6,0,11,13
2883,0,2883,0,3,6,1,10,10
2884,2,721,1,1,0,6,6,7
2885,0,2885,2,0,1,3,12,12
2886,1,1443,0,3,1,2,0,15
2887,0,2887,1,2,3,5,1,14
2888,3,361,1,1,4,9,10,4
2889,0,2889,0,4,5,7,3,16
2890,1,1445,2,0,3,4,2,0
2891,0,2891,2,1,0,9,5,1
2892,2,723,0,3,2,8,8,9
2893,0,2893,1,3,2,0,7,3
2894,1,1447,1,2,5,6,4,2
2895,0,2895,0,0,4,2,9,5
2896,4,181,1,1,6,5,12,11
2897,0,2897,2,2,6,4,11,7
2898,1,1449,0,4,0,8,6,4
2899,0,2899,1,4,1,6,0,9
2900,2,725,2,0,4,10,10,11
2901,0,2901,0,1,3,8,2,11
2902,1,1451,2,1,2,10,8,6
2903,0,2903,2,3,5,10,4,13
2904,3,363,0,3,6,0,12,6
2905,0,2905,1,0,0,1,6,15
2906,1,1453,1,3,4,1,10,8
2907,0,2907,0,2,2,3,8,0
2908,2,727,1,2,6,1,12,13
2909,0,2909,2,4,4,5,10,2
2910,1,1455,0,0,6,3,12,10
2911,0,2911,1,1,6,7,12,4
2912,5,91,1,1,0,3,0,6
2913,0,2913,0,3,1,9,1,6
2914,1,1457,2,2,1,5,1,12
2915,0,2915,2,0,3,0,3,8
2916,2,729,0,4,1,3,1,15
2917,0,2917,1,2,5,2,5,10
2918,1,1459,1,4,3,7,3,14
2919,0,2919,0,4,0,4,7,12
2920,3,365,2,0,1,2,1,8
2921,0,2921,2,1,2,6,9,14
2922,1,1461,0,1,5,9,5,16
2923,0,2923,1,3,4,8,11,16
2924,2,731,2,1,3,5,3,0
2925,0,2925,0,0,6,10,0,1
2926,1,1463,2,3,0,0,7,1
2927,0,2927,2,2,1,1,2,3
2928,4,183,0,3,1,7,1,13
