n,k,oc,m3,m5,m7,m11,m13,m17
2929,0,2929,1,4,3,3,4,5
2930,1,1465,1,0,2,2,9,3
2931,0,2931,0,1,5,5,6,7
2932,2,733,1,3,5,7,5,2
2933,0,2933,2,3,0,7,8,9
2934,1,1467,0,2,4,4,11,5
2935,0,2935,1,0,2,9,10,11
2936,3,367,1,2,3,4,3,10
2937,0,2937,0,2,4,0,12,13
2938,1,1469,2,4,6,6,0,7
2939,0,2939,2,4,6,2,1,15
2940,2,735,0,0,0,9,7,4
2941,0,2941,1,1,1,4,3,0
2942,1,1471,1,1,1,8,2,9
2943,0,2943,0,3,3,6,5,2
2944,7,23,2,3,2,1,10,6
2945,0,2945,2,0,5,8,7,4
2946,1,1473,0,3,3,10,4,11
2947,0,2947,1,2,0,10,9,6
2948,2,737,2,2,2,0,9,6
2949,0,2949,0,4,2,1,11,8
2950,1,1475,2,0,5,1,6,13
2951,0,2951,2,1,4,3,0,10
2952,3,369,0,4,5,6,5,12
2953,0,2953,1,3,6,5,2,12
2954,1,1477,1,2,0,3,8,15
2955,0,2955,0,0,1,7,4,14
2956,2,739,1,4,4,2,11,8
2957,0,2957,2,2,3,9,6,16
2958,1,1479,0,4,2,5,10,0
2959,0,2959,1,4,5,0,8,1
2960,4,185,2,0,3,9,3,15
2961,0,2961,0,1,0,2,10,3
2962,1,1481,2,1,4,7,12,2
2963,0,2963,2,3,2,4,12,5
2964,2,741,0,1,6,4,0,10
2965,0,2965,1,0,4,6,1,7
2966,1,1483,1,3,6,9,1,4
2967,0,2967,0,2,6,8,3,9
2968,3,371,2,1,0,8,7,14
2969,0,2969,2,4,1,10,5,11
2970,1,1485,0,0,1,0,3,6
2971,0,2971,1,1,3,1,7,13
2972,2,743,2,3,1,6,2,12
2973,0,2973,0,3,5,3,9,15
2974,1,1487,2,2,3,2,5,8
2975,0,2975,2,0,0,5,11,0
2976,5,93,0,3,2,5,2,8
2977,0,2977,1,2,2,7,0,2
2978,1,1489,1,4,5,4,7,10
2979,0,2979,0,4,4,9,2,4
2980,2,745,1,0,3,8,4,14
2981,0,2981,2,1,6,0,4,6
2982,1,1491,0,1,0,6,9,12
2983,0,2983,1,3,1,2,6,8
2984,3,373,1,3,2,10,9,16
2985,0,2985,0,0,3,4,8,10
2986,1,1493,2,3,2,8,11,14
2987,0,2987,2,2,5,6,10,12
2988,2,747,0,2,5,10,6,16
2989,0,2989,1,4,0,8,12,14
2990,1,1495,1,0,4,10,0,16
2991,0,2991,0,1,2,10,1,16
2992,4,187,1,2,5,0,5,0
2993,0,2993,2,3,4,1,3,1
2994,1,1497,0,2,6,1,2,1
2995,0,2995,1,0,6,3,5,3
2996,2,749,2,4,0,1,8,1
2997,0,2997,0,2,1,5,7,5
2998,1,1499,2,4,1,3,4,3
2999,0,2999,2,4,3,7,9,7
3000,3,375,0,0,4,1,11,1
3001,0,3001,1,1,5,9,11,9
3002,1,1501,1,1,3,5,6,5
3003,0,3003,0,3,0,0,0,11
3004,2,751,1,1,2,3,10,3
3005,0,3005,2,0,2,2,2,13
3006,1,1503,0,3,5,7,8,7
3007,0,3007,1,2,4,4,4,15
3008,6,47,2,2,5,3,8,13
3009,0,3009,0,4,6,6,6,0
3010,1,1505,2,0,0,9,10,9
3011,0,3011,2,1,1,8,8,2
3012,2,753,0,3,4,5,12,5
3013,0,3013,1,3,3,10,10,4
3014,1,1507,1,2,2,0,12,11
3015,0,3015,0,0,5,1,12,6
3016,3,377,2,2,6,3,0,3
3017,0,3017,2,2,0,3,1,8
3018,1,1509,0,4,4,2,1,13
3019,0,3019,1,4,2,5,3,10
3020,2,755,2,0,6,7,1,7
3021,0,3021,0,1,4,7,5,12
3022,1,1511,2,1,6,4,3,15
3023,0,3023,2,3,6,9,7,14
3024,4,189,0,4,0,2,7,2
3025,0,3025,1,0,1,0,9,16
3026,1,1513,1,3,1,6,5,0
3027,0,3027,0,2,3,2,11,1
3028,2,757,1,2,1,9,3,9
3029,0,3029,2,4,5,4,0,3
3030,1,1515,0,0,3,8,7,2
3031,0,3031,1,1,0,6,2,5
3032,3,379,1,4,1,5,2,5
3033,0,3033,0,3,2,8,4,7
3034,1,1517,2,2,5,10,9,4
3035,0,3035,2,0,4,10,6,9
3036,2,759,0,4,3,0,5,11
3037,0,3037,1,2,6,1,8,11
3038,1,1519,1,4,0,1,11,6
3039,0,3039,0,4,1,3,10,13
3040,5,95,2,0,4,7,4,10
3041,0,3041,2,1,3,5,12,15
3042,1,1521,0,1,2,3,0,8
3043,0,3043,1,3,5,7,1,0
3044,2,761,2,1,5,2,7,13
3045,0,3045,0,0,0,9,3,2
3046,1,1523,2,3,4,5,2,10
3047,0,3047,2,2,2,0,5,4
3048,3,381,0,1,3,7,4,7
3049,0,3049,1,4,4,2,7,6
3050,1,1525,1,0,6,7,4,12
3051,0,3051,0,1,6,4,9,8
3052,2,763,1,3,0,4,9,15
3053,0,3053,2,3,1,6,11,10
3054,1,1527,0,2,1,9,6,14
3055,0,3055,1,0,3,8,0,12
3056,4,191,2,1,2,4,9,4
3057,0,3057,0,2,5,10,2,14
3058,1,1529,2,4,3,0,8,16
3059,0,3059,2,4,0,1,4,16
3060,2,765,0,0,2,6,11,0
3061,0,3061,1,1,2,3,6,1
3062,1,1531,1,1,5,2,10,1
3063,0,3063,0,3,4,5,8,3
3064,3,383,2,3,5,9,6,9
3065,0,3065,2,0,6,7,10,5
3066,1,1533,0,3,0,4,12,3
3067,0,3067,1,2,1,9,12,7
3068,2,767,2,2,4,8,0,2
3069,0,3069,0,4,3,0,1,9
3070,1,1535,2,0,2,6,1,5
3071,0,3071,2,1,5,2,3,11
3072,10,3,0,3,3,3,3,3
3073,0,3073,1,3,0,4,5,13
3074,1,1537,1,2,4,8,3,7
3075,0,3075,0,0,2,6,7,15
3076,2,769,1,4,6,10,2,4
3077,0,3077,2,2,4,8,9,0
3078,1,1539,0,4,6,10,5,9
3079,0,3079,1,4,6,10,11,2
3080,3,385,1,0,0,0,8,11
3081,0,3081,0,1,1,1,0,4
3082,1,1541,2,1,1,1,7,11
3083,0,3083,2,3,3,3,2,6
3084,2,771,0,1,1,1,4,6
3085,0,3085,1,0,5,5,4,8
3086,1,1543,1,3,3,3,9,13
3087,0,3087,0,2,0,7,6,10
3088,4,193,1,3,4,6,11,6
3089,0,3089,2,4,2,9,8,12
3090,1,1545,0,0,5,5,11,15
3091,0,3091,1,1,4,0,10,14
3092,2,773,2,3,3,3,6,8
3093,0,3093,0,3,6,2,12,16
3094,1,1547,2,2,0,7,0,0
3095,0,3095,2,0,1,4,1,1
3096,3,387,0,2,2,2,10,13
3097,0,3097,1,2,3,6,3,3
3098,1,1549,1,4,2,9,2,2
3099,0,3099,0,4,5,8,5,5
3100,2,775,1,0,5,5,8,10
3101,0,3101,2,1,0,10,7,7
3102,1,1551,0,1,4,0,4,4
3103,0,3103,1,3,2,1,9,9
3104,5,97,1,2,6,9,6,12
3105,0,3105,0,0,4,3,11,11
3106,1,1553,2,3,6,2,6,6
3107,0,3107,2,2,6,5,0,13
3108,2,777,0,2,0,7,10,12
3109,0,3109,1,4,1,7,2,15
3110,1,1555,1,0,1,4,8,8
3111,0,3111,0,1,3,9,4,0
3112,3,389,2,4,4,4,12,15
3113,0,3113,2,3,5,0,6,2
3114,1,1557,0,2,3,6,10,10
3115,0,3115,1,0,0,2,8,4
3116,2,779,2,4,2,9,12,14
3117,0,3117,0,2,2,4,10,6
3118,1,1559,2,4,5,8,12,12
3119,0,3119,2,4,4,6,12,8
3120,4,195,0,0,6,8,0,8
3121,0,3121,1,1,6,8,1,10
3122,1,1561,1,1,0,10,1,14
3123,0,3123,0,3,1,10,3,12
3124,2,781,1,1,4,0,1,16
3125,0,3125,2,0,3,1,5,14
3126,1,1563,0,3,2,1,3,16
3127,0,3127,1,2,5,3,7,16
3128,3,391,1,1,6,6,1,0
3129,0,3129,0,4,0,5,9,1
3130,1,1565,2,0,4,3,5,1
3131,0,3131,2,1,2,7,11,3
3132,2,783,0,3,6,2,3,1
3133,0,3133,1,3,4,9,0,5
3134,1,1567,1,2,6,5,7,3
3135,0,3135,0,0,6,0,2,7
3136,6,49,1,4,0,5,10,15
3137,0,3137,2,2,1,2,4,9
3138,1,1569,0,4,1,7,9,5
3139,0,3139,1,4,3,4,6,11
3140,2,785,2,0,1,4,5,3
3141,0,3141,0,1,5,6,8,13
3142,1,1571,2,1,3,9,11,7
3143,0,3143,2,3,0,8,10,15
3144,3,393,0,3,1,8,3,2
3145,0,3145,1,0,2,10,12,0
3146,1,1573,1,3,5,0,0,9
3147,0,3147,0,2,4,1,1,2
3148,2,787,1,2,3,6,7,5
3149,0,3149,2,4,6,3,3,4
3150,1,1575,0,0,0,2,2,11
3151,0,3151,1,1,1,5,5,6
3152,4,197,2,2,1,10,2,10
3153,0,3153,0,3,3,7,7,8
3154,1,1577,2,2,2,4,4,13
3155,0,3155,2,0,5,9,9,10
3156,2,789,0,4,5,8,9,7
3157,0,3157,1,2,0,0,11,12
3158,1,1579,1,4,4,6,6,15
3159,0,3159,0,4,2,2,0,14
3160,3,395,2,0,3,10,5,4
3161,0,3161,2,1,4,4,2,16
3162,1,1581,0,1,6,8,8,0
3163,0,3163,1,3,6,6,4,1
3164,2,791,2,1,0,10,11,9
3165,0,3165,0,0,1,8,6,3
3166,1,1583,2,3,1,10,10,2
3167,0,3167,2,2,3,10,8,5
3168,5,99,0,4,1,0,8,14
3169,0,3169,1,4,5,1,10,7
3170,1,1585,1,0,3,1,12,4
3171,0,3171,0,1,0,3,12,9
3172,2,793,1,3,2,1,0,11
3173,0,3173,2,3,2,5,1,11
3174,1,1587,0,2,5,3,1,6
3175,0,3175,1,0,4,7,3,13
3176,3,397,1,2,5,1,7,6
3177,0,3177,0,2,6,9,5,15
3178,1,1589,2,4,0,5,3,8
3179,0,3179,2,4,1,0,7,0
3180,2,795,0,0,4,3,2,13
3181,0,3181,1,1,3,2,9,2
3182,1,1591,1,1,2,7,5,10
3183,0,3183,0,3,5,4,11,4
3184,4,199,1,4,3,1,4,12
3185,0,3185,2,0,0,6,0,6
3186,1,1593,0,3,4,9,7,12
3187,0,3187,1,2,2,8,2,8
3188,2,797,2,2,6,5,4,15
3189,0,3189,0,4,4,10,4,10
3190,1,1595,2,0,6,0,9,14
3191,0,3191,2,1,6,1,6,12
3192,3,399,0,4,0,3,9,8
3193,0,3193,1,3,1,3,8,14
3194,1,1597,1,2,1,2,11,16
3195,0,3195,0,0,3,5,10,16
3196,2,799,1,4,1,7,6,0
3197,0,3197,2,2,5,7,12,1
3198,1,1599,0,4,3,4,0,1
3199,0,3199,1,4,0,9,1,3
3200,7,25,1,0,4,3,12,8
3201,0,3201,0,1,2,0,3,5
3202,1,1601,2,1,5,6,2,3
3203,0,3203,2,3,4,2,5,7
3204,2,801,0,1,3,9,8,2
3205,0,3205,1,0,6,4,7,9
3206,1,1603,1,3,0,8,4,5
3207,0,3207,0,2,1,6,9,11
3208,3,401,2,1,2,5,11,10
3209,0,3209,2,4,3,8,11,13
3210,1,1605,0,0,2,10,6,7
3211,0,3211,1,1,5,10,0,15
3212,2,803,2,3,5,0,10,4
3213,0,3213,0,3,0,1,2,0
3214,1,1607,2,2,4,1,8,9
3215,0,3215,2,0,2,3,4,2
3216,4,201,0,1,5,3,6,14
3217,0,3217,1,2,4,5,6,4
3218,1,1609,1,4,6,3,10,11
3219,0,3219,0,4,6,7,8,6
3220,2,805,1,0,0,2,12,6
3221,0,3221,2,1,1,9,10,8
3222,1,1611,0,1,1,5,12,13
3223,0,3223,1,3,3,0,12,10
3224,3,403,1,3,4,7,0,12
3225,0,3225,0,0,5,2,1,12
3226,1,1613,2,3,3,7,1,15
3227,0,3227,2,2,0,4,3,14
3228,2,807,0,2,2,4,1,8
3229,0,3229,1,4,2,6,5,16
3230,1,1615,1,0,5,9,3,0
3231,0,3231,0,1,4,8,7,1
3232,5,101,2,1,3,2,10,16
3233,0,3233,2,3,6,10,9,3
3234,1,1617,0,2,0,0,5,2
3235,0,3235,1,0,1,1,11,5
3236,2,809,2,4,4,6,3,10
3237,0,3237,0,2,3,3,0,7
3238,1,1619,2,4,2,2,7,4
3239,0,3239,2,4,5,5,2,9
3240,3,405,0,0,6,9,2,14
3241,0,3241,1,1,0,7,4,11
3242,1,1621,1,1,4,4,9,6
3243,0,3243,0,3,2,9,6,13
3244,2,811,1,1,6,8,5,12
3245,0,3245,2,0,4,0,8,15
3246,1,1623,0,3,6,6,11,8
3247,0,3247,1,2,6,2,10,0
3248,4,203,2,3,0,5,8,16
3249,0,3249,0,4,1,4,12,2
3250,1,1625,2,0,1,8,0,10
3251,0,3251,2,1,3,6,1,4
3252,2,813,0,3,1,10,7,14
3253,0,3253,1,3,5,8,3,6
3254,1,1627,1,2,3,10,2,12
3255,0,3255,0,0,0,10,5,8
3256,3,407,2,2,1,0,4,16
3257,0,3257,2,2,2,1,7,10
3258,1,1629,0,4,5,1,4,14
3259,0,3259,1,4,4,3,9,12
3260,2,815,2,0,3,1,9,16
3261,0,3261,0,1,6,5,11,14
3262,1,1631,2,1,0,3,6,16
3263,0,3263,2,3,1,7,0,16
3264,6,51,0,1,2,7,12,0
3265,0,3265,1,0,3,9,2,1
3266,1,1633,1,3,2,5,8,1
3267,0,3267,0,2,5,0,4,3
3268,2,817,1,2,5,3,11,1
3269,0,3269,2,4,0,2,6,5
3270,1,1635,0,0,4,7,10,3
3271,0,3271,1,1,2,4,8,7
3272,3,409,1,4,3,2,6,1
3273,0,3273,0,3,4,6,10,9
3274,1,1637,2,2,6,9,12,5
3275,0,3275,2,0,6,8,12,11
3276,2,819,0,4,0,5,0,3
3277,0,3277,1,2,1,10,1,13
3278,1,1639,1,4,1,0,1,7
3279,0,3279,0,4,3,1,3,15
3280,4,205,1,0,2,7,10,1
3281,0,3281,2,1,5,3,5,0
3282,1,1641,0,1,3,2,3,9
3283,0,3283,1,3,0,5,7,2
3284,2,821,2,1,2,7,2,5
3285,0,3285,0,0,2,7,9,4
3286,1,1643,2,3,5,4,5,11
3287,0,3287,2,2,4,9,11,6
3288,3,411,0,1,5,4,8,3
3289,0,3289,1,4,6,0,0,8
3290,1,1645,1,0,0,6,7,13
3291,0,3291,0,1,1,2,2,10
3292,2,823,1,3,4,9,4,7
3293,0,3293,2,3,3,4,4,12
3294,1,1647,0,2,2,8,9,15
3295,0,3295,1,0,5,6,6,14
3296,5,103,1,3,5,4,12,1
3297,0,3297,0,2,0,8,8,16
3298,1,1649,2,4,4,10,11,0
3299,0,3299,2,4,2,10,10,1
3300,2,825,0,0,6,0,6,9
3301,0,3301,1,1,4,1,12,3
3302,1,1651,1,1,6,1,0,2
3303,0,3303,0,3,6,3,1,5
3304,3,413,2,3,0,6,10,5
3305,0,3305,2,0,1,5,3,7
3306,1,1653,0,3,1,3,2,4
3307,0,3307,1,2,3,7,5,9
3308,2,827,2,2,1,2,8,11
3309,0,3309,0,4,5,9,7,11
3310,1,1655,2,0,3,5,4,6
3311,0,3311,2,1,0,0,9,13
3312,4,207,0,2,4,9,12,3
3313,0,3313,1,3,2,2,11,15
3314,1,1657,1,2,5,7,6,8
3315,0,3315,0,0,4,4,0,0
3316,2,829,1,4,3,4,10,13
3317,0,3317,2,2,6,6,2,2
3318,1,1659,0,4,0,9,8,10
3319,0,3319,1,4,1,8,4,4
3320,3,415,1,0,2,8,12,7
3321,0,3321,0,1,3,10,6,6
3322,1,1661,2,1,2,0,10,12
3323,0,3323,2,3,5,1,8,8
3324,2,831,0,1,5,6,12,15
3325,0,3325,1,0,0,3,10,10
3326,1,1663,1,3,4,2,12,14
3327,0,3327,0,2,2,5,12,12
3328,8,13,1,3,6,2,0,13
3329,0,3329,2,4,4,7,1,14
3330,1,1665,0,0,6,4,1,16
3331,0,3331,1,1,6,9,3,16
3332,2,833,2,3,0,8,1,0
3333,0,3333,0,3,1,0,5,1
3334,1,1667,2,2,1,6,3,1
3335,0,3335,2,0,3,2,7,3
3336,3,417,0,2,4,10,1,9
3337,0,3337,1,2,5,4,9,5
3338,1,1669,1,4,3,8,5,3
3339,0,3339,0,4,0,6,11,7
3340,2,835,1,0,2,10,3,2
3341,0,3341,2,1,2,8,0,9
3342,1,1671,0,1,5,10,7,5
3343,0,3343,1,3,4,10,2,11
3344,4,209,2,4,6,0,1,5
3345,0,3345,0,0,6,1,4,13
3346,1,1673,2,3,0,1,9,7
3347,0,3347,2,2,1,3,6,15
3348,2,837,0,2,4,1,5,4
3349,0,3349,1,4,3,5,8,0
3350,1,1675,1,0,2,3,11,9
3351,0,3351,0,1,5,7,10,2
3352,3,419,2,4,6,1,3,11
3353,0,3353,2,3,0,9,12,4
3354,1,1677,0,2,4,5,0,11
3355,0,3355,1,0,2,0,1,6
3356,2,839,2,4,6,3,7,6
3357,0,3357,0,2,4,2,3,8
3358,1,1679,2,4,6,7,2,13
3359,0,3359,2,4,6,4,5,10
3360,5,105,0,0,0,6,1,3
3361,0,3361,1,1,1,6,7,12
3362,1,1681,1,1,1,9,4,15
3363,0,3363,0,3,3,8,9,14
3364,2,841,1,1,1,5,9,8
3365,0,3365,2,0,5,10,11,16
3366,1,1683,0,3,3,0,6,0
3367,0,3367,1,2,0,1,0,1
3368,3,421,1,1,1,3,5,13
3369,0,3369,0,4,2,3,2,3
3370,1,1685,2,0,5,2,8,2
3371,0,3371,2,1,4,5,4,5
3372,2,843,0,3,3,7,11,10
3373,0,3373,1,3,6,7,6,7
3374,1,1687,1,2,0,4,10,4
3375,0,3375,0,0,1,9,8,9
3376,4,211,1,1,1,2,3,7
3377,0,3377,2,2,3,0,10,11
3378,1,1689,0,4,2,6,12,6
3379,0,3379,1,4,5,2,12,13
3380,2,845,2,0,5,9,0,12
3381,0,3381,0,1,0,4,1,15
3382,1,1691,2,1,4,8,1,8
3383,0,3383,2,3,2,6,3,0
3384,3,423,0,3,3,5,7,15
3385,0,3385,1,0,4,8,5,2
3386,1,1693,1,3,6,10,3,10
3387,0,3387,0,2,6,10,7,4
3388,2,847,1,2,0,0,2,14
3389,0,3389,2,4,1,1,9,6
3390,1,1695,0,0,1,1,5,12
3391,0,3391,1,1,3,3,11,8
3392,6,53,2,3,4,9,1,2
3393,0,3393,0,3,5,5,0,10
3394,1,1697,2,2,3,3,7,14
3395,0,3395,2,0,0,7,2,12
3396,2,849,0,4,2,2,4,16
3397,0,3397,1,2,2,9,4,14
3398,1,1699,1,4,5,5,9,16
3399,0,3399,0,4,4,0,6,16
3400,3,425,2,0,5,7,9,0
3401,0,3401,2,1,6,2,8,1
3402,1,1701,0,1,0,7,11,1
3403,0,3403,1,3,1,4,10,3
3404,2,851,2,1,4,4,6,1
3405,0,3405,0,0,3,6,12,5
3406,1,1703,2,3,2,9,0,3
3407,0,3407,2,2,5,8,1,7
3408,4,213,0,3,3,4,5,9
3409,0,3409,1,4,0,10,3,9
3410,1,1705,1,0,4,0,2,5
3411,0,3411,0,1,2,1,5,11
3412,2,853,1,3,6,6,8,3
3413,0,3413,2,3,4,3,7,13
3414,1,1707,0,2,6,2,4,7
3415,0,3415,1,0,6,5,9,15
3416,3,427,1,2,0,9,11,2
3417,0,3417,0,2,1,7,11,0
3418,1,1709,2,4,1,4,6,9
3419,0,3419,2,4,3,9,0,2
3420,2,855,0,0,1,8,10,5
3421,0,3421,1,1,5,0,2,4
3422,1,1711,1,1,3,6,8,11
3423,0,3423,0,3,0,2,4,6
3424,5,107,2,2,2,8,3,5
3425,0,3425,2,0,2,4,6,8
3426,1,1713,0,3,5,8,10,13
3427,0,3427,1,2,4,6,8,10
3428,2,857,2,2,3,10,12,7
3429,0,3429,0,4,6,8,10,12
3430,1,1715,2,0,0,10,12,15
3431,0,3431,2,1,1,10,12,14
3432,3,429,0,4,2,0,0,4
3433,0,3433,1,3,3,1,1,16
3434,1,1717,1,2,2,1,1,0
3435,0,3435,0,0,5,3,3,1
3436,2,859,1,4,5,1,1,9
3437,0,3437,2,2,0,5,5,3
3438,1,1719,0,4,4,3,3,2
3439,0,3439,1,4,2,7,7,5
3440,4,215,2,0,5,6,7,11
3441,0,3441,0,1,4,9,9,7
3442,1,1721,2,1,6,5,5,4
3443,0,3443,2,3,6,0,11,9
3444,2,861,0,1,0,3,3,11
3445,0,3445,1,0,1,2,0,11
3446,1,1723,1,3,1,7,7,6
3447,0,3447,0,2,3,4,2,13
3448,3,431,2,1,4,2,2,6
3449,0,3449,2,4,5,6,4,15
3450,1,1725,0,0,3,9,9,8
3451,0,3451,1,1,0,8,6,0
3452,2,863,2,3,2,5,5,13
3453,0,3453,0,3,2,10,8,2
3454,1,1727,2,2,5,0,11,10
3455,0,3455,2,0,4,1,10,4
3456,7,27,0,2,6,5,1,10
3457,0,3457,1,2,6,3,12,6
3458,1,1729,1,4,0,2,0,12
3459,0,3459,0,4,1,5,1,8
3460,2,865,1,0,4,7,7,15
3461,0,3461,2,1,3,7,3,10
3462,1,1731,0,1,2,4,2,14
3463,0,3463,1,3,5,9,5,12
3464,3,433,1,3,6,4,4,8
3465,0,3465,0,0,0,0,7,14
3466,1,1733,2,3,4,6,4,16
3467,0,3467,2,2,2,2,9,16
3468,2,867,0,2,6,9,9,0
3469,0,3469,1,4,4,4,11,1
3470,1,1735,1,0,6,8,6,1
3471,0,3471,0,1,6,6,0,3
3472,4,217,1,2,0,8,9,13
3473,0,3473,2,3,1,8,2,5
3474,1,1737,0,2,1,10,8,3
3475,0,3475,1,0,3,10,4,7
3476,2,869,2,4,1,0,11,2
3477,0,3477,0,2,5,1,6,9
3478,1,1739,2,4,3,1,10,5
3479,0,3479,2,4,0,3,8,11
3480,3,435,0,0,1,6,6,10
3481,0,3481,1,1,2,5,10,13
3482,1,1741,1,1,5,3,12,7
3483,0,3483,0,3,4,7,12,15
3484,2,871,1,1,3,2,0,4
3485,0,3485,2,0,6,9,1,0
3486,1,1743,0,3,0,5,1,9
3487,0,3487,1,2,1,0,3,2
3488,5,109,1,4,4,10,5,7
3489,0,3489,0,4,3,2,5,4
3490,1,1745,2,0,2,7,3,11
3491,0,3491,2,1,5,4,7,6
3492,2,873,0,3,5,4,2,6
3493,0,3493,1,3,0,6,9,8
3494,1,1747,1,2,4,9,5,13
3495,0,3495,0,0,2,8,11,10
3496,3,437,2,2,3,8,8,12
3497,0,3497,2,2,4,10,0,12
3498,1,1749,0,4,6,0,7,15
3499,0,3499,1,4,6,1,2,14
3500,2,875,2,0,0,6,4,8
3501,0,3501,0,1,1,3,4,16
3502,1,1751,2,1,1,2,9,0
3503,0,3503,2,3,3,5,6,1
3504,4,219,0,4,2,10,11,15
3505,0,3505,1,0,5,7,8,3
3506,1,1753,1,3,3,4,11,2
3507,0,3507,0,2,0,9,10,5
3508,2,877,1,2,2,8,6,10
3509,0,3509,2,4,2,0,12,7
3510,1,1755,0,0,5,6,0,4
3511,0,3511,1,1,4,2,1,9
3512,3,439,1,4,5,10,10,14
3513,0,3513,0,3,6,4,3,11
3514,1,1757,2,2,0,8,2,6
3515,0,3515,2,0,1,6,5,13
3516,2,879,0,4,4,10,8,12
3517,0,3517,1,2,3,8,7,15
3518,1,1759,1,4,2,10,4,8
3519,0,3519,0,4,5,10,9,0
3520,6,55,1,0,6,0,3,4
3521,0,3521,2,1,0,1,11,2
3522,1,1761,0,1,4,1,6,10
3523,0,3523,1,3,2,3,0,4
3524,2,881,2,1,6,1,10,14
3525,0,3525,0,0,4,5,2,6
3526,1,1763,2,3,6,3,8,12
3527,0,3527,2,2,6,7,4,8
3528,3,441,0,1,0,1,12,16
3529,0,3529,1,4,1,9,6,10
3530,1,1765,1,0,1,5,10,14
3531,0,3531,0,1,3,0,8,12
3532,2,883,1,3,1,3,12,16
3533,0,3533,2,3,5,2,10,14
3534,1,1767,0,2,3,7,12,16
3535,0,3535,1,0,0,4,12,16
3536,4,221,2,1,4,1,0,0
3537,0,3537,0,2,2,6,1,1
3538,1,1769,2,4,5,9,1,1
3539,0,3539,2,4,4,8,3,3
3540,2,885,0,0,3,5,1,1
3541,0,3541,1,1,6,10,5,5
3542,1,1771,1,1,0,0,3,3
3543,0,3543,0,3,1,1,7,7
3544,3,443,2,3,2,3,1,1
3545,0,3545,2,0,3,3,9,9
3546,1,1773,0,3,2,2,5,5
3547,0,3547,1,2,5,5,11,11
3548,2,887,2,2,5,7,3,3
3549,0,3549,0,4,0,7,0,13
3550,1,1775,2,0,4,4,7,7
3551,0,3551,2,1,2,9,2,15
3552,5,111,0,1,6,1,7,9
3553,0,3553,1,3,4,0,4,0
3554,1,1777,1,2,6,6,9,9
3555,0,3555,0,0,6,2,6,2
3556,2,889,1,4,0,9,5,5
3557,0,3557,2,2,1,4,8,4
3558,1,1779,0,4,1,8,11,11
3559,0,3559,1,4,3,6,10,6
3560,3,445,1,0,4,5,3,3
3561,0,3561,0,1,5,8,12,8
3562,1,1781,2,1,3,10,0,13
3563,0,3563,2,3,0,10,1,10
3564,2,891,0,1,2,0,7,7
3565,0,3565,1,0,2,1,3,12
3566,1,1783,1,3,5,1,2,15
3567,0,3567,0,2,4,3,5,14
3568,4,223,1,3,6,3,2,2
3569,0,3569,2,4,6,5,7,16
3570,1,1785,0,0,0,3,4,0
3571,0,3571,1,1,1,7,9,1
3572,2,893,2,3,4,2,9,9
3573,0,3573,0,3,3,9,11,3
3574,1,1787,2,2,2,5,6,2
3575,0,3575,2,0,5,0,0,5
3576,3,447,0,2,6,7,5,5
3577,0,3577,1,2,0,2,2,7
3578,1,1789,1,4,4,7,8,4
3579,0,3579,0,4,2,4,4,9
3580,2,895,1,0,6,4,11,11
3581,0,3581,2,1,4,6,6,11
3582,1,1791,0,1,6,9,10,6
3583,0,3583,1,3,6,8,8,13
3584,9,7,1,2,0,7,7,7
3585,0,3585,0,0,1,10,10,15
3586,1,1793,2,3,1,0,12,8
3587,0,3587,2,2,3,1,12,0
3588,2,897,0,2,1,6,0,13
3589,0,3589,1,4,5,3,1,2
3590,1,1795,1,0,3,2,1,10
3591,0,3591,0,1,0,5,3,4
3592,3,449,2,4,1,9,7,7
3593,0,3593,2,3,2,7,5,6
3594,1,1797,0,2,5,4,3,12
3595,0,3595,1,0,4,9,7,8
3596,2,899,2,4,3,8,2,15
3597,0,3597,0,2,6,0,9,10
3598,1,1799,2,4,0,6,5,14
3599,0,3599,2,4,1,2,11,12
3600,4,225,0,0,1,5,4,4
3601,0,3601,1,1,3,4,0,14
3602,1,1801,1,1,2,8,7,16
3603,0,3603,0,3,5,6,2,16
3604,2,901,1,1,5,10,4,0
3605,0,3605,2,0,0,8,4,1
3606,1,1803,0,3,4,10,9,1
3607,0,3607,1,2,2,10,6,3
3608,3,451,1,1,3,0,9,9
3609,0,3609,0,4,4,1,8,5
3610,1,1805,2,0,6,1,11,3
3611,0,3611,2,1,6,3,10,7
3612,2,903,0,3,0,1,6,2
3613,0,3613,1,3,1,5,12,9
3614,1,1807,1,2,1,3,0,5
3615,0,3615,0,0,3,7,1,11
3616,5,113,2,3,1,3,9,11
3617,0,3617,2,2,5,9,3,13
3618,1,1809,0,4,3,5,2,7
3619,0,3619,1,4,0,0,5,15
3620,2,905,2,0,2,3,8,4
3621,0,3621,0,1,2,2,7,0
3622,1,1811,2,1,5,7,4,9
3623,0,3623,2,3,4,4,9,2
3624,3,453,0,3,5,2,11,11
3625,0,3625,1,0,6,6,11,4
3626,1,1813,1,3,0,9,6,11
3627,0,3627,0,2,1,8,0,6
3628,2,907,1,2,4,5,10,6
3629,0,3629,2,4,3,10,2,8
3630,1,1815,0,0,2,0,8,13
3631,0,3631,1,1,5,1,4,10
3632,4,227,2,2,3,7,6,6
3633,0,3633,0,3,0,3,6,12
3634,1,1817,2,2,4,2,10,15
3635,0,3635,2,0,2,5,8,14
