# `dist`      the number of odd-to-odd Collatz for n steps to reach 1
# `n`         a positive odd integer
# `factors`   the prime factors of n
# `ocldist`   the Collatz odd-to-odd distance of the odd core of n-1
# `nl`        the odd core valuation of the even number n-1 to the left of odd n
# `ofactorsl` the odd prime factors of n-1
# `ocrdist`   the Collatz odd-to-odd distance of the odd core of n+1
# `nr`        the odd core valuation of the even number n+1 to the right of odd n
# `ofactorsr` the odd prime factors of n+1
# `tcn`       the nearest "ternary core", among (0, 1, 2), after dividing out powers of three
# `base2`     the binary representation of n
# `base3`     the ternary representation of n
# `base5`     the base-5 representation of n
# `base7`     the base-7 representation of n
# `m*`        the prime residues of n modulo a set of primes
# `pre_total` the total number of preimages of n under the odd-to-odd Collatz map

dist,     n, factors,       ocldist,        nl, ofactorsl,    ocrdist,        nr, ofactorsr,      tcn,           base2,      base3,   base5,  base7, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, m37, m41, pre_total
   8,  4625, {5 37},              8,   (289 4), {17},              37,  (2313 1), {3 257},        514,   1001000010001,   20100022,  122000,  16325, 2,  0,  5,  5,   10,  1,   8,   2,   14,  6,   0,   33,         10
  42,  4807, {11 19 23},         18,  (2403 1), {3 89},            18,   (601 3), {601},          178,   1001011000111,   20121001,  123212,  20005, 1,  2,  5,  0,   10,  13,  0,   0,   22,  2,   34,  10,         10
  23,  4951, {4951},             23,  (2475 1), {3 5 11},          47,   (619 3), {619},          550,   1001101010111,   20210101,  124301,  20302, 1,  1,  2,  1,   11,  4,   11,  6,   21,  22,  30,  31,         10
  16,  5177, {31 167},           11,   (647 3), {647},             11,  (2589 1), {3 863},       1726,   1010000111001,   21002202,  131202,  21044, 2,  2,  4,  7,   3,   9,   9,   2,   15,  0,   34,  11,         10
  40,  5179, {5179},             11,  (2589 1), {3 863},           11,  (1295 2), {5 7 37},      1726,   1010000111011,   21002211,  131204,  21046, 1,  4,  6,  9,   5,   11,  11,  4,   17,  2,   36,  13,         10
  23,  5365, {5 29 37},          23,  (1341 2), {3 149},           23,  (2683 1), {2683},         596,   1010011110101,   21100201,  132430,  21433, 1,  0,  3,  8,   9,   10,  7,   6,   0,   2,   0,   35,         10
  33,  5513, {37 149},           45,   (689 3), {13 53},           45,  (2757 1), {3 919},       1838,   1010110001001,   21120012,  134023,  22034, 2,  3,  4,  2,   1,   5,   3,   16,  3,   26,  0,   19,         10
   9,  5861, {5861},              9,  (1465 2), {5 293},            9,  (2931 1), {3 977},       1954,   1011011100101,   22001002,  141421,  23042, 2,  1,  2,  9,   11,  13,  9,   19,  3,   2,   15,  39,         10
  14,  5987, {5987},             14,  (2993 1), {41 73},           14,  (1497 2), {3 499},       1996,   1011101100011,   22012202,  142422,  23312, 2,  2,  2,  3,   7,   3,   2,   7,   13,  4,   30,  1,          10
  16,  6331, {13 487},           26,  (3165 1), {3 5 211},         60,  (1583 2), {1583},        2110,   1100010111011,   22200111,  200311,  24313, 1,  1,  3,  6,   0,   7,   4,   6,   9,   7,   4,   17,         10
  55,  6335, {5 7 181},          60,  (3167 1), {3167},             7,    (99 6), {3 11},         704,   1100010111111,   22200122,  200320,  24320, 2,  0,  0,  10,  4,   11,  8,   10,  13,  11,  8,   21,         10
  43,  6389, {6389},             43,  (1597 2), {1597},            24,  (3195 1), {3 5 71},       710,   1100011110101,   22202122,  201024,  24425, 2,  4,  5,  9,   6,   14,  5,   18,  9,   3,   25,  34,         10
  24,  6419, {7 131},            24,  (3209 1), {3209},             4,  (1605 2), {3 5 107},     2140,   1100100010011,   22210202,  201134,  24500, 2,  4,  0,  6,   10,  10,  16,  2,   10,  2,   18,  23,         10
  53,  6925, {5 277},            53,  (1731 2), {3 577},           36,  (3463 1), {3463},        2308,   1101100001101,  100111111,  210200,  26122, 1,  0,  2,  6,   9,   6,   9,   2,   23,  12,  6,   37,         10
  26,  7049, {7 19 53},          41,   (881 3), {881},             41,  (3525 1), {3 5 47},      2350,   1101110001001,  100200002,  211144,  26360, 2,  4,  0,  9,   3,   11,  0,   11,  2,   12,  19,  38,         10
  22,  7181, {43 167},           22,  (1795 2), {5 359},           53,  (3591 1), {3 7 19},       266,   1110000001101,  100211222,  212211,  26636, 2,  1,  6,  9,   5,   7,   18,  5,   18,  20,  3,   6,          10
  58,  7411, {7411},             58,  (3705 1), {3 5 13 19},       46,  (1853 2), {17 109},      2470,   1110011110011,  101011111,  214121,  30415, 1,  1,  5,  8,   1,   16,  1,   5,   16,  2,   11,  31,         10
  22,  7433, {7433},             46,   (929 3), {929},             46,  (3717 1), {3 7 59},       826,   1110100001001,  101012022,  214213,  30446, 2,  3,  6,  8,   10,  4,   4,   4,   9,   24,  33,  12,         10
  10,  7651, {7 1093},           10,  (3825 1), {3 5 17},          27,  (1913 2), {1913},         850,   1110111100011,  101111101,  221101,  31210, 1,  1,  0,  6,   7,   1,   13,  15,  24,  25,  29,  25,         10
  17,  7667, {11 17 41},         17,  (3833 1), {3833},            17,  (1917 2), {3 71},         284,   1110111110011,  101111222,  221132,  31232, 2,  2,  2,  0,   10,  0,   10,  8,   11,  10,  8,   0,          10
  27,  7735, {5 7 13 17},        27,  (3867 1), {3 1289},          51,   (967 3), {967},         2578,   1111000110111,  101121111,  221420,  31360, 1,  0,  0,  2,   0,   0,   2,   7,   21,  16,  2,   27,         10
  20,  8399, {37 227},           20,  (4199 1), {13 17 19},         8,   (525 4), {3 5 7},       2800,  10000011001111,  102112002,  232044,  33326, 2,  4,  6,  6,   1,   1,   1,   4,   18,  29,  0,   35,         10
  20,  9073, {43 211},           20,   (567 4), {3 7},             20,  (4537 1), {13 349},       112,  10001101110001,  110110001,  242243,  35311, 1,  3,  1,  9,   12,  12,  10,  11,  25,  21,  8,   12,         10
  37,  9173, {9173},             37,  (2293 2), {2293},            42,  (4587 1), {3 11 139},    3058,  10001111010101,  110120202,  243143,  35513, 2,  3,  3,  10,  8,   10,  15,  19,  9,   28,  34,  30,         10
   8,  9335, {5 1867},            8,  (4667 1), {13 359},           8,  (1167 3), {3 389},       3112,  10010001110111,  110210202,  244320,  36134, 2,  0,  4,  7,   1,   2,   6,   20,  26,  4,   11,  28,         10
  13,  9359, {7 191},            13,  (4679 1), {4679},            18,   (585 4), {3 5 13},      1040,  10010010001111,  110211122,  244414,  36200, 2,  4,  0,  9,   12,  9,   11,  21,  21,  28,  35,  11,         10
  42,  9607, {13 739},           59,  (4803 1), {3 1601},          18,  (1201 3), {1201},        3202,  10010110000111,  111011211,  301412,  40003, 1,  2,  3,  4,   0,   2,   12,  16,  8,   28,  24,  13,         10
  18,   295, {5 59},             42,   (147 1), {3 7},              6,    (37 3), {37},            98,       100100111,     101221,    2140,    601, 1,  0,  1,  9,   9,   6,   10,  19,  5,   16,  36,  8,          11
   4,   401, {401},               7,    (25 4), {5},                4,   (201 1), {3 67},         134,       110010001,     112212,    3101,   1112, 2,  1,  2,  5,   11,  10,  2,   10,  24,  29,  31,  32,         11
  17,   439, {439},              17,   (219 1), {3 73},            41,    (55 3), {5 11},         146,       110110111,     121021,    3224,   1165, 1,  4,  5,  10,  10,  14,  2,   2,   4,   5,   32,  29,         11
  19,   851, {23 37},            19,   (425 1), {5 17},             2,   (213 2), {3 71},         284,      1101010011,    1011112,   11401,   2324, 2,  1,  4,  4,   6,   1,   15,  0,   10,  14,  0,   31,         11
  34,   895, {5 179},            34,   (447 1), {3 149},            5,     (7 7), {7},            298,      1101111111,    1020011,   12040,   2416, 1,  0,  6,  4,   11,  11,  2,   21,  25,  27,  7,   34,         11
  32,  1007, {19 53},            22,   (503 1), {503},             39,    (63 4), {3 7},          112,      1111101111,    1101022,   13012,   2636, 2,  2,  6,  6,   6,   4,   0,   18,  21,  15,  8,   23,         11
  20,  1135, {5 227},            20,   (567 1), {3 7},             37,    (71 4), {71},            14,     10001101111,    1120001,   14020,   3211, 1,  0,  1,  2,   4,   13,  14,  8,   4,   19,  25,  28,         11
  19,  1603, {7 229},            19,   (801 1), {3 89},             4,   (401 2), {401},          178,     11001000011,    2012101,   22403,   4450, 1,  3,  0,  8,   4,   5,   7,   16,  8,   22,  12,  4,          11
  34,  1955, {5 17 23},          34,   (977 1), {977},             15,   (489 2), {3 163},        652,     11110100011,    2200102,   30310,   5462, 2,  0,  2,  8,   5,   0,   17,  0,   12,  2,   31,  28,         11
  39,  2033, {19 107},           15,   (127 4), {127},             56,  (1017 1), {3 113},        226,     11111110001,    2210022,   31113,   5633, 2,  3,  3,  9,   5,   10,  0,   9,   3,   18,  35,  24,         11
  61,  2111, {2111},             61,  (1055 1), {5 211},            8,    (33 6), {3 11},         704,    100000111111,    2220012,   31421,   6104, 2,  1,  4,  10,  5,   3,   2,   18,  23,  3,   2,   20,         11
  20,  2135, {5 7 61},           20,  (1067 1), {11 97},            5,   (267 3), {3 89},         712,    100001010111,    2221002,   32020,   6140, 2,  0,  0,  1,   3,   10,  7,   19,  18,  27,  26,  3,          11
  16,  2657, {2657},             40,    (83 5), {83},              16,  (1329 1), {3 443},        886,    101001100001,   10122102,   41112,  10514, 2,  2,  4,  6,   5,   5,   16,  12,  18,  22,  30,  33,         11
  21,  2771, {17 163},           21,  (1385 1), {5 277},            9,   (693 2), {3 7 11},       308,    101011010011,   10210122,   42041,  11036, 2,  1,  6,  10,  2,   0,   16,  11,  16,  12,  33,  24,         11
  50,  3005, {5 601},            50,   (751 2), {751},             50,  (1503 1), {3 167},        334,    101110111101,   11010022,   44010,  11522, 2,  0,  2,  2,   2,   13,  3,   15,  18,  29,  8,   12,         11
  38,  3131, {31 101},           43,  (1565 1), {5 313},           43,   (783 2), {3 29},         116,    110000111011,   11021222,  100011,  12062, 2,  1,  2,  7,   11,  3,   15,  3,   28,  0,   23,  15,         11
  24,  3197, {23 139},           24,   (799 2), {17 47},           24,  (1599 1), {3 13 41},     1066,    110001111101,   11101102,  100242,  12215, 2,  2,  5,  7,   12,  1,   5,   0,   7,   4,   15,  40,         11
  14,  3257, {3257},             12,   (407 3), {11 37},           12,  (1629 1), {3 181},        362,    110010111001,   11110122,  101012,  12332, 2,  2,  2,  1,   7,   10,  8,   14,  9,   2,   1,   18,         11
  41,  3323, {3323},             48,  (1661 1), {11 151},          48,   (831 2), {3 277},       1108,    110011111011,   11120002,  101243,  12455, 2,  3,  5,  1,   8,   8,   17,  11,  17,  6,   30,  2,          11
   9,  3377, {11 307},           12,   (211 4), {211},              9,  (1689 1), {3 563},       1126,    110100110001,   11122002,  102002,  12563, 2,  2,  3,  0,   10,  11,  14,  19,  13,  29,  10,  15,         11
  17,  3455, {5 691},            17,  (1727 1), {11 157},          41,    (27 7), {3},            128,    110101111111,   11201222,  102310,  13034, 2,  0,  4,  1,   10,  4,   16,  5,   4,   14,  14,  11,         11
   7,  3469, {3469},              7,   (867 2), {3 17},            36,  (1735 1), {5 347},       1156,    110110001101,   11202111,  102334,  13054, 1,  4,  4,  4,   11,  1,   11,  19,  18,  28,  28,  25,         11
  63,  3815, {5 7 109},           7,  (1907 1), {1907},            10,   (477 3), {3 53},         424,    111011100111,   12020022,  110230,  14060, 2,  0,  0,  9,   6,   7,   15,  20,  16,  2,   4,   2,          11
  15,  3883, {11 353},           34,  (1941 1), {3 647},           10,   (971 2), {971},         1294,    111100101011,   12022211,  111013,  14215, 1,  3,  5,  0,   9,   7,   7,   19,  26,  8,   35,  29,         11
  10,  3949, {11 359},           10,   (987 2), {3 7 47},          10,  (1975 1), {5 79},        1316,    111101101101,   12102021,  111244,  14341, 1,  4,  1,  0,   10,  5,   16,  16,  5,   12,  27,  13,         11
  56,  4075, {5 163},            15,  (2037 1), {3 7 97},          20,  (1019 2), {1019},        1358,    111111101011,   12120221,  112300,  14611, 1,  0,  1,  5,   6,   12,  9,   4,   15,  14,  5,   16,         11
  32,  4135, {5 827},            56,  (2067 1), {3 13 53},         44,   (517 3), {11 47},       1378,   1000000100111,   12200011,  113020,  15025, 1,  0,  5,  10,  1,   4,   12,  18,  17,  12,  28,  35,         11
  37,  4303, {13 331},           37,  (2151 1), {3 239},            8,   (269 4), {269},          478,   1000011001111,   12220101,  114203,  15355, 1,  3,  5,  2,   0,   2,   9,   2,   11,  25,  11,  39,         11
  10,  4517, {4517},             10,  (1129 2), {1129},            10,  (2259 1), {3 251},        502,   1000110100101,   20012022,  121032,  16112, 2,  2,  2,  7,   6,   12,  14,  9,   22,  22,  3,   7,          11
  52,  5129, {23 223},           16,   (641 3), {641},             16,  (2565 1), {3 5 19},       190,   1010000001001,   21000222,  131004,  20645, 2,  4,  5,  3,   7,   12,  18,  0,   25,  14,  23,  4,          11
  25,  5287, {17 311},           35,  (2643 1), {3 881},           40,   (661 3), {661},         1762,   1010010100111,   21020211,  132122,  21262, 1,  2,  2,  7,   9,   0,   5,   20,  9,   17,  33,  39,         11
  40,  5483, {5483},             45,  (2741 1), {2741},            40,  (1371 2), {3 457},       1828,   1010101101011,   21112002,  133413,  21662, 2,  3,  2,  5,   10,  9,   11,  9,   2,   27,  7,   30,         11
  45,  5525, {5 13 17},          45,  (1381 2), {1381},            11,  (2763 1), {3 307},        614,   1010110010101,   21120122,  134100,  22052, 2,  0,  2,  3,   0,   0,   15,  5,   15,  7,   12,  31,         11
  21,  5575, {5 223},             9,  (2787 1), {3 929},           45,   (697 3), {17 41},       1858,   1010111000111,   21122111,  134300,  22153, 1,  0,  3,  9,   11,  16,  8,   9,   7,   26,  25,  40,         11
  11,  5579, {7 797},            45,  (2789 1), {2789},            45,  (1395 2), {3 5 31},       620,   1010111001011,   21122122,  134304,  22160, 2,  4,  0,  2,   2,   3,   12,  13,  11,  30,  29,  3,          11
  50,  5815, {5 1163},           50,  (2907 1), {3 17 19},         14,   (727 3), {727},          646,   1011010110111,   21222101,  141230,  22645, 1,  0,  5,  7,   4,   1,   1,   19,  15,  18,  6,   34,         11
  19,  6119, {29 211},           19,  (3059 1), {7 19 23},         14,   (765 3), {3 5 17},       680,   1011111100111,   22101122,  143434,  23561, 2,  4,  1,  3,   9,   16,  1,   1,   0,   12,  14,  10,         11
  43,  6473, {6473},             14,   (809 3), {809},             14,  (3237 1), {3 13 83},     2158,   1100101001001,   22212202,  201343,  24605, 2,  3,  5,  5,   12,  13,  13,  10,  6,   25,  35,  36,         11
  12,  6749, {17 397},           12,  (1687 2), {7 241},           48,  (3375 1), {3 5},          250,   1101001011101,  100020222,  203444,  25451, 2,  4,  1,  6,   2,   0,   4,   10,  21,  22,  15,  25,         11
  19,  6797, {7 971},            19,  (1699 2), {1699},            41,  (3399 1), {3 11 103},    2266,   1101010001101,  100022202,  204142,  25550, 2,  2,  0,  10,  11,  14,  14,  12,  11,  8,   26,  32,         11
  19,  6805, {5 1361},           19,  (1701 2), {3 7},             19,  (3403 1), {41 83},         28,   1101010010101,  100100001,  204210,  25561, 1,  0,  1,  7,   6,   5,   3,   20,  19,  16,  34,  40,         11
  41,  7211, {7211},             17,  (3605 1), {5 7 103},         12,  (1803 2), {3 601},       2404,   1110000101011,  100220002,  212321,  30011, 2,  1,  1,  6,   9,   3,   10,  12,  19,  19,  33,  36,         11
  22,  7427, {7 1061},           22,  (3713 1), {47 79},           10,  (1857 2), {3 619},       2476,   1110100000011,  101012002,  214202,  30440, 2,  2,  0,  2,   4,   15,  17,  21,  3,   18,  27,  6,          11
  37,  8381, {17 29},            37,  (2095 2), {5 419},           37,  (4191 1), {3 11 127},    2794,  10000010111101,  102111102,  232011,  33302, 2,  1,  2,  10,  9,   0,   2,   9,   0,   11,  19,  17,         11
  25,  8839, {8839},             25,  (4419 1), {3 491},           32,  (1105 3), {5 13 17},      982,  10001010000111,  110010101,  240324,  34525, 1,  4,  5,  6,   12,  16,  4,   7,   23,  4,   33,  24,         11
  13,  8981, {7 1283},           13,  (2245 2), {5 449},           66,  (4491 1), {3 499},        998,  10001100010101,  110022122,  241411,  35120, 2,  1,  0,  5,   11,  5,   13,  11,  20,  22,  27,  2,          11
  54,  9503, {13 17 43},         59,  (4751 1), {4751},            25,   (297 5), {3 11},         352,  10010100011111,  111000222,  301003,  36464, 2,  3,  4,  10,  0,   0,   3,   4,   20,  17,  31,  32,         11
  23,  9629, {9629},             23,  (2407 2), {29 83},           23,  (4815 1), {3 5 107},     1070,  10010110011101,  111012122,  302004,  40034, 2,  4,  4,  4,   9,   7,   15,  15,  1,   19,  9,   35,         11
  10,   473, {11 43},            10,    (59 3), {59},              10,   (237 1), {3 79},         158,       111011001,     122112,    3343,   1244, 2,  3,  4,  0,   5,   14,  17,  13,  9,   8,   29,  22,         12
  15,   509, {509},              15,   (127 2), {127},             15,   (255 1), {3 5 17},       170,       111111101,     200212,    4014,   1325, 2,  4,  5,  3,   2,   16,  15,  3,   16,  13,  28,  17,         12
  13,   563, {563},              13,   (281 1), {281},              3,   (141 2), {3 47},         188,      1000110011,     202212,    4223,   1433, 2,  3,  3,  2,   4,   2,   12,  11,  12,  5,   8,   30,         12
  31,   829, {829},              31,   (207 2), {3 23},            48,   (415 1), {5 83},          92,      1100111101,    1010201,   11304,   2263, 1,  4,  3,  4,   10,  13,  12,  1,   17,  23,  15,  9,          12
  10,  1027, {13 79},            10,   (513 1), {3 19},            44,   (257 2), {257},           38,     10000000011,    1102001,   13102,   2665, 1,  2,  5,  4,   0,   7,   1,   15,  12,  4,   28,  2,          12
  54,  1153, {1153},              6,     (9 7), {3},                8,   (577 1), {577},          128,     10010000001,    1120201,   14103,   3235, 1,  3,  5,  9,   9,   14,  13,  3,   22,  6,   6,   5,          12
  21,  1385, {5 277},             9,   (173 3), {173},              9,   (693 1), {3 7 11},       154,     10101101001,    1220022,   21020,   4016, 2,  0,  6,  10,  7,   8,   17,  5,   22,  21,  16,  32,         12
  17,  1723, {1723},             36,   (861 1), {3 7 41},          12,   (431 2), {431},          574,     11010111011,    2100211,   23343,   5011, 1,  3,  1,  7,   7,   6,   13,  21,  12,  18,  21,  1,          12
  15,  1925, {5 7 11},           15,   (481 2), {13 37},           15,   (963 1), {3 107},        214,     11110000101,    2122022,   30200,   5420, 2,  0,  0,  0,   1,   4,   6,   16,  11,  3,   1,   39,         12
  51,  1949, {1949},             51,   (487 2), {487},             51,   (975 1), {3 5 13},       650,     11110011101,    2200012,   30244,   5453, 2,  4,  3,  2,   12,  11,  11,  17,  6,   27,  25,  22,         12
  34,  1981, {7 283},            34,   (495 2), {3 5 11},          34,   (991 1), {991},          220,     11110111101,    2201101,   30411,   5530, 1,  1,  0,  1,   5,   9,   5,   3,   9,   28,  20,  13,         12
  15,  1993, {1993},             15,   (249 3), {3 83},            15,   (997 1), {997},          664,     11111001001,    2201211,   30433,   5545, 1,  3,  5,  2,   4,   4,   17,  15,  21,  9,   32,  25,         12
   8,  2117, {29 73},             8,   (529 2), {23},               8,  (1059 1), {3 353},        706,    100001000101,    2220102,   31432,   6113, 2,  2,  3,  5,   11,  9,   8,   1,   0,   9,   8,   26,         12
  44,  2159, {17 127},           15,  (1079 1), {13 83},           13,   (135 4), {3 5},           80,    100001101111,    2221222,   32114,   6203, 2,  4,  3,  3,   1,   0,   12,  20,  13,  20,  13,  27,         12
  42,  2357, {2357},             42,   (589 2), {19 31},           18,  (1179 1), {3 131},        262,    100100110101,   10020022,   33412,   6605, 2,  2,  5,  3,   4,   11,  1,   11,  8,   1,   26,  20,         12
  15,  2377, {2377},             25,   (297 3), {3 11},            25,  (1189 1), {29 41},         88,    100101001001,   10021001,   34002,   6634, 1,  2,  4,  1,   11,  14,  2,   8,   28,  21,  9,   40,         12
  13,  2443, {7 349},            11,  (1221 1), {3 11 37},         11,   (611 2), {13 47},        814,    100110001011,   10100111,   34233,  10060, 1,  3,  0,  1,   12,  12,  11,  5,   7,   25,  1,   24,         12
   8,  2533, {17 149},            8,   (633 2), {3 211},            8,  (1267 1), {7 181},        844,    100111100101,   10110211,   40113,  10246, 1,  3,  6,  3,   11,  0,   6,   3,   10,  22,  17,  32,         12
  40,  2783, {11 23},            40,  (1391 1), {13 107},           9,    (87 5), {3 29},         928,    101011011111,   10211002,   42113,  11054, 2,  3,  4,  0,   1,   12,  9,   0,   28,  24,  8,   36,         12
  45,  2807, {7 401},            45,  (1403 1), {23 61},           28,   (351 3), {3 13},         104,    101011110111,   10211222,   42212,  11120, 2,  2,  0,  2,   12,  2,   14,  1,   23,  17,  32,  19,         12
  14,  2891, {7 59},             14,  (1445 1), {5 17},            14,   (723 2), {3 241},        964,    101101001011,   10222002,   43031,  11300, 2,  1,  0,  9,   5,   1,   3,   16,  20,  8,   5,   21,         12
  31,  3113, {11 283},           43,   (389 3), {389},             43,  (1557 1), {3 173},        346,    110000101001,   11021022,   44423,  12035, 2,  3,  5,  0,   6,   2,   16,  8,   10,  13,  5,   38,         12
  53,  3467, {3467},              7,  (1733 1), {1733},             7,   (867 2), {3 17},        1156,    110110001011,   11202102,  102332,  13052, 2,  2,  2,  2,   9,   16,  9,   17,  16,  26,  26,  23,         12
  58,  3647, {7 521},            58,  (1823 1), {1823},            10,    (57 6), {3 19},        1216,    111000111111,   12000002,  104042,  13430, 2,  2,  0,  6,   7,   9,   18,  13,  22,  20,  21,  39,         12
  51,  3847, {3847},             15,  (1923 1), {3 641},           15,   (481 3), {13 37},       1282,    111100000111,   12021111,  110342,  14134, 1,  2,  4,  8,   12,  5,   9,   6,   19,  3,   36,  34,         12
  20,  4157, {4157},             20,  (1039 2), {1039},            15,  (2079 1), {3 7 11},       154,   1000000111101,   12200222,  113112,  15056, 2,  2,  6,  10,  10,  9,   15,  17,  10,  3,   13,  16,         12
  25,  4295, {5 859},             5,  (2147 1), {19 113},           5,   (537 3), {3 179},       1432,   1000011000111,   12220002,  114140,  15344, 2,  0,  4,  5,   5,   11,  1,   17,  3,   17,  3,   31,         12
  20,  4541, {19 239},           20,  (1135 2), {5 227},           20,  (2271 1), {3 757},       1514,   1000110111101,   20020012,  121131,  16145, 2,  1,  5,  9,   4,   2,   0,   10,  17,  15,  27,  31,         12
  37,  4697, {7 11 61},          42,   (587 3), {587},             42,  (2349 1), {3 29},          58,   1001001011001,   20102222,  122242,  16460, 2,  2,  0,  0,   4,   5,   4,   5,   28,  16,  35,  23,         12
  42,  4855, {5 971},            42,  (2427 1), {3 809},           13,   (607 3), {607},         1618,   1001011110111,   20122211,  123410,  20104, 1,  0,  4,  4,   6,   10,  10,  2,   12,  19,  8,   17,         12
  23,  4961, {11 41},            30,   (155 5), {5 31},            11,  (2481 1), {3 827},       1654,   1001101100001,   20210202,  124321,  20315, 2,  1,  5,  0,   8,   14,  2,   16,  2,   1,   3,   0,          12
  40,  4985, {5 997},            47,   (623 3), {7 89},            47,  (2493 1), {3 277},        554,   1001101111001,   20211122,  124420,  20351, 2,  0,  1,  2,   6,   4,   7,   17,  26,  25,  27,  24,         12
  11,  5015, {5 17 59},          11,  (2507 1), {23 109},          47,   (627 3), {3 11 19},     1672,   1001110010111,   20212202,  130030,  20423, 2,  0,  3,  10,  10,  0,   18,  1,   27,  24,  20,  13,         12
  16,  5183, {71 73},            16,  (2591 1), {2591},             6,    (81 6), {3},             64,   1010000111111,   21002222,  131213,  21053, 2,  3,  3,  2,   9,   15,  15,  8,   21,  6,   3,   17,         12
  62,  5723, {59 97},             6,  (2861 1), {2861},             6,  (1431 2), {3 53},         212,   1011001011011,   21211222,  140343,  22454, 2,  3,  4,  3,   3,   11,  4,   19,  10,  19,  25,  24,         12
  36,  6455, {5 1291},           36,  (3227 1), {7 461},           24,   (807 3), {3 269},       2152,   1100100110111,   22212002,  201310,  24551, 2,  0,  1,  9,   7,   12,  14,  15,  17,  7,   17,  18,         12
  39,  7769, {17 457},           10,   (971 3), {971},             10,  (3885 1), {3 5 7 37},    2590,   1111001011001,  101122202,  222034,  31436, 2,  4,  6,  3,   8,   0,   17,  18,  26,  19,  36,  20,         12
  39,  8113, {7 19 61},          10,   (507 4), {3 13},            39,  (4057 1), {4057},        2704,   1111110110001,  102010111,  224423,  32440, 1,  3,  0,  6,   1,   4,   0,   17,  22,  22,  10,  36,         12
  39,  8225, {5 7 47},           44,   (257 5), {257},             10,  (4113 1), {3 457},        914,  10000000100001,  102021122,  230400,  32660, 2,  0,  0,  8,   9,   14,  17,  14,  18,  10,  11,  25,         12
  10,  8369, {8369},             44,   (523 4), {523},             10,  (4185 1), {3 5 31},       310,  10000010110001,  102110222,  231434,  33254, 2,  4,  4,  9,   10,  5,   9,   20,  17,  30,  7,   5,          12
  49,  8723, {11 13 61},         49,  (4361 1), {7 89},            13,  (2181 2), {3 727},       2908,  10001000010011,  102222002,  234343,  34301, 2,  3,  1,  0,   0,   2,   2,   6,   23,  12,  28,  31,         12
  18,  9179, {67 137},           18,  (4589 1), {13 353},          18,  (2295 2), {3 5 17},       340,  10001111011011,  110120222,  243204,  35522, 2,  4,  2,  5,   1,   16,  2,   2,   15,  3,   3,   36,         12
  15,  9497, {9497},             25,  (1187 3), {1187},            25,  (4749 1), {3 1583},      3166,  10010100011001,  111000202,  300442,  36455, 2,  2,  5,  4,   7,   11,  16,  21,  14,  11,  25,  26,         12
   9,   349, {349},               9,    (87 2), {3 29},            28,   (175 1), {5 7},          116,       101011101,     110221,    2344,   1006, 1,  4,  6,  8,   11,  9,   7,   4,   1,   8,   16,  21,         13
   9,   385, {5 7 11},            2,     (3 7), {3},               43,   (193 1), {193},          128,       110000001,     112021,    3020,   1060, 1,  0,  0,  0,   8,   11,  5,   17,  8,   13,  15,  16,         13
   9,   761, {761},              38,    (95 3), {5 19},            38,   (381 1), {3 127},        254,      1011111001,    1001012,   11021,   2135, 2,  1,  5,  2,   7,   13,  1,   2,   7,   17,  21,  23,         13
   7,   869, {11 79},             7,   (217 2), {7 31},             7,   (435 1), {3 5 29},       290,      1101100101,    1012012,   11434,   2351, 2,  4,  1,  0,   11,  2,   14,  18,  28,  1,   18,  8,          13
  22,   905, {5 181},             2,   (113 3), {113},              2,   (453 1), {3 151},        302,      1110001001,    1020112,   12110,   2432, 2,  0,  2,  3,   8,   4,   12,  8,   6,   6,   17,  3,          13
  18,  1169, {7 167},            42,    (73 4), {73},              18,   (585 1), {3 5 13},       130,     10010010001,    1121022,   14134,   3260, 2,  4,  0,  3,   12,  13,  10,  19,  9,   22,  22,  21,         13
  23,  1207, {17 71},            23,   (603 1), {3 67},             3,   (151 3), {151},          134,     10010110111,    1122201,   14312,   3343, 1,  2,  3,  8,   11,  0,   10,  11,  18,  29,  23,  18,         13
  16,  1315, {5 263},            16,   (657 1), {3 73},            16,   (329 2), {7 47},         146,     10100100011,    1210201,   20230,   3556, 1,  0,  6,  6,   2,   6,   4,   4,   10,  13,  20,  3,          13
   9,  1481, {1481},             14,   (185 3), {5 37},            14,   (741 1), {3 13 19},      494,     10111001001,    2000212,   21411,   4214, 2,  1,  4,  7,   12,  2,   18,  9,   2,   24,  1,   5,          13
  31,  1511, {1511},             21,   (755 1), {5 151},           38,   (189 3), {3 7},           56,     10111100111,    2001222,   22021,   4256, 2,  1,  6,  4,   3,   15,  10,  16,  3,   23,  31,  35,         13
  38,  1525, {5 61},             38,   (381 2), {3 127},           55,   (763 1), {7 109},        508,     10111110101,    2002111,   22100,   4306, 1,  0,  6,  7,   4,   12,  5,   7,   17,  6,   8,   8,          13
  10,  2063, {2063},             10,  (1031 1), {1031},            44,   (129 4), {3 43},         688,    100000001111,    2211102,   31223,   6005, 2,  3,  5,  6,   9,   6,   11,  16,  4,   17,  28,  13,         13
  61,  2143, {2143},             61,  (1071 1), {3 7 17},           8,    (67 5), {67},           238,    100001011111,    2221101,   32033,   6151, 1,  3,  1,  9,   11,  1,   15,  4,   26,  4,   34,  11,         13
  30,  2335, {5 467},             8,  (1167 1), {3 389},           42,    (73 5), {73},           778,    100100011111,   10012111,   33320,   6544, 1,  0,  4,  3,   8,   6,   17,  12,  15,  10,  4,   39,         13
