# `dist`      the number of odd-to-odd Collatz for n steps to reach 1
# `n`         a positive odd integer
# `factors`   the prime factors of n
# `ocldist`   the Collatz odd-to-odd distance of the odd core of n-1
# `nl`        the odd core valuation of the even number n-1 to the left of odd n
# `ofactorsl` the odd prime factors of n-1
# `ocrdist`   the Collatz odd-to-odd distance of the odd core of n+1
# `nr`        the odd core valuation of the even number n+1 to the right of odd n
# `ofactorsr` the odd prime factors of n+1
# `tcn`       the nearest "ternary core", among (0, 1, 2), after dividing out powers of three
# `base2`     the binary representation of n
# `base3`     the ternary representation of n
# `base5`     the base-5 representation of n
# `base7`     the base-7 representation of n
# `m*`        the prime residues of n modulo a set of primes
# `pre_total` the total number of preimages of n under the odd-to-odd Collatz map

dist,     n, factors,       ocldist,        nl, ofactorsl,    ocrdist,        nr, ofactorsr,      tcn,           base2,      base3,   base5,  base7, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, m37, m41, pre_total
  16,  2629, {11 239},           16,   (657 2), {3 73},            16,  (1315 1), {5 263},        292,    101001000101,   10121101,   41004,  10444, 1,  4,  4,  0,   3,   11,  7,   7,   19,  25,  2,   5,          13
  21,  2797, {2797},             21,   (699 2), {3 233},           21,  (1399 1), {1399},         932,    101011101101,   10211121,   42142,  11104, 1,  2,  4,  3,   2,   9,   4,   14,  13,  7,   22,  9,          13
  33,  2933, {7 419},            33,   (733 2), {733},             50,  (1467 1), {3 163},        326,    101101110101,   11000122,   43213,  11360, 2,  3,  0,  7,   8,   9,   7,   12,  4,   19,  10,  22,         13
  60,  3167, {3167},             60,  (1583 1), {1583},             7,    (99 5), {3 11},         352,    110001011111,   11100022,  100132,  12143, 2,  2,  3,  10,  8,   5,   13,  16,  6,   5,   22,  10,         13
  19,  3203, {3203},             19,  (1601 1), {1601},            19,   (801 2), {3 89},         356,    110010000011,   11101122,  100303,  12224, 2,  3,  4,  2,   5,   7,   11,  6,   13,  10,  21,  5,          13
  24,  3287, {19 173},           24,  (1643 1), {31 53},           48,   (411 3), {3 137},       1096,    110011010111,   11111202,  101122,  12404, 2,  2,  4,  9,   11,  6,   0,   21,  10,  1,   31,  7,          13
  36,  3523, {13 271},           36,  (1761 1), {3 587},           41,   (881 2), {881},         1174,    110111000011,   11211111,  103043,  13162, 1,  3,  2,  3,   0,   4,   8,   4,   14,  20,  8,   38,         13
  22,  3721, {61},               10,   (465 3), {3 5 31},          10,  (1861 1), {1861},        1240,    111010001001,   12002211,  104341,  13564, 1,  1,  4,  3,   3,   15,  16,  18,  9,   1,   21,  31,         13
  39,  3739, {3739},             29,  (1869 1), {3 7 89},          46,   (935 2), {5 11 17},     1246,    111010011011,   12010111,  104424,  13621, 1,  4,  1,  10,  8,   16,  15,  13,  27,  19,  2,   8,          13
  34,  3935, {5 787},            34,  (1967 1), {7 281},           15,   (123 5), {3 41},        1312,    111101011111,   12101202,  111220,  14321, 2,  0,  1,  8,   9,   8,   2,   2,   20,  29,  13,  40,         13
   5,  4043, {13 311},           20,  (2021 1), {43 47},           20,  (1011 2), {3 337},       1348,    111111001011,   12112202,  112133,  14534, 2,  3,  4,  6,   0,   14,  15,  18,  12,  13,  10,  25,         13
  39,  4175, {5 167},            39,  (2087 1), {2087},             8,   (261 4), {3 29},         464,   1000001001111,   12201122,  113200,  15113, 2,  0,  3,  6,   2,   10,  14,  12,  28,  21,  31,  34,         13
  44,  4211, {4211},             44,  (2105 1), {5 421},           27,  (1053 2), {3 13},          52,   1000001110011,   12202222,  113321,  15164, 2,  1,  4,  9,   12,  12,  12,  2,   6,   26,  30,  29,         13
  13,  4337, {4337},             13,   (271 4), {271},             25,  (2169 1), {3 241},        482,   1000011110001,   12221122,  114322,  15434, 2,  2,  4,  3,   8,   2,   5,   13,  16,  28,  8,   32,         13
  52,  5201, {7 743},             6,   (325 4), {5 13},            64,  (2601 1), {3 17},         578,   1010001010001,   21010122,  131301,  21110, 2,  1,  0,  9,   1,   16,  14,  3,   10,  24,  21,  35,         13
  28,  5327, {7 761},            28,  (2663 1), {2663},            40,   (333 4), {3 37},         592,   1010011001111,   21022022,  132302,  21350, 2,  2,  0,  3,   10,  6,   7,   14,  20,  26,  36,  38,         13
  13,  5339, {19 281},           52,  (2669 1), {17 157},          52,  (1335 2), {3 5 89},      1780,   1010011011011,   21022202,  132324,  21365, 2,  4,  5,  4,   9,   1,   0,   3,   3,   7,   11,  9,          13
  57,  5471, {5471},             57,  (2735 1), {5 547},           45,   (171 5), {3 19},         608,   1010101011111,   21111122,  133341,  21644, 2,  1,  4,  4,   11,  14,  18,  20,  19,  15,  32,  18,         13
  14,  5825, {5 233},            33,    (91 6), {7 13},            38,  (2913 1), {3 971},       1942,   1011011000001,   21222202,  141300,  22661, 2,  0,  1,  6,   1,   11,  11,  6,   25,  28,  16,  3,          13
  38,  5827, {5827},             38,  (2913 1), {3 971},            9,  (1457 2), {31 47},       1942,   1011011000011,   21222211,  141302,  22663, 1,  2,  3,  8,   3,   13,  13,  8,   27,  30,  18,  5,          13
  50,  5933, {17 349},           50,  (1483 2), {1483},            50,  (2967 1), {3 23 43},     1978,   1011100101101,   22010202,  142213,  23204, 2,  3,  4,  4,   5,   0,   5,   22,  17,  12,  13,  29,         13
  38,  6169, {31 199},            9,   (771 3), {3 257},            9,  (3085 1), {5 617},       2056,   1100000011001,   22110111,  144134,  23662, 1,  4,  2,  9,   7,   15,  13,  5,   21,  0,   27,  19,         13
   9,  6277, {6277},              9,  (1569 2), {3 523},            9,  (3139 1), {43 73},       2092,   1100010000101,   22121111,  200102,  24205, 1,  2,  5,  7,   11,  4,   7,   21,  13,  15,  24,  4,          13
  24,  6443, {17 379},            4,  (3221 1), {3221},             4,  (1611 2), {3 179},        716,   1100100101011,   22211122,  201233,  24533, 2,  3,  3,  8,   8,   0,   2,   3,   5,   26,  5,   6,          13
  14,  7123, {17 419},           14,  (3561 1), {3 1187},          24,  (1781 2), {13 137},      2374,   1101111010011,  100202211,  211443,  26524, 1,  3,  4,  6,   12,  0,   17,  16,  18,  24,  19,  30,         13
  10,  7523, {7523},             10,  (3761 1), {3761},            10,  (1881 2), {3 11 19},      836,   1110101100011,  101022122,  220043,  30635, 2,  3,  5,  10,  9,   9,   18,  2,   12,  21,  12,  20,         13
  15,  7775, {5 311},            15,  (3887 1), {13 23},           34,   (243 5), {3},             32,   1111001011111,  101122222,  222100,  31445, 2,  0,  5,  9,   1,   6,   4,   1,   3,   25,  5,   26,         13
  24,  7931, {7 11 103},         34,  (3965 1), {5 13 61},         15,  (1983 2), {3 661},       2644,   1111011111011,  101212202,  223211,  32060, 2,  1,  0,  0,   1,   9,   8,   19,  14,  26,  13,  18,         13
  61,  8585, {5 17 101},          5,  (1073 3), {29 37},            5,  (4293 1), {3 53},         106,  10000110001001,  102202222,  233320,  34013, 2,  0,  3,  5,   5,   0,   16,  6,   1,   29,  1,   16,         13
  35,  9683, {23 421},           35,  (4841 1), {47 103},           3,  (2421 2), {3 269},       1076,  10010111010011,  111021122,  302213,  40142, 2,  3,  2,  3,   11,  10,  12,  0,   26,  11,  26,  7,          13
  52,  9919, {7 13 109},         13,  (4959 1), {3 19 29},         30,   (155 6), {5 31},        1102,  10011010111111,  111121101,  304134,  40630, 1,  4,  0,  8,   0,   8,   1,   6,   1,   30,  3,   38,         13
   5,   241, {241},               5,    (15 4), {3 5},             34,   (121 1), {11},            80,        11110001,      22221,    1431,    463, 1,  1,  3,  10,  7,   3,   13,  11,  9,   24,  19,  36,         14
  47,   617, {617},               6,    (77 3), {7 11},             6,   (309 1), {3 103},        206,      1001101001,     211212,    4432,   1541, 2,  2,  1,  1,   6,   5,   9,   19,  8,   28,  25,  2,          14
  20,  1039, {1039},             20,   (519 1), {3 173},            8,    (65 4), {5 13},         346,     10000001111,    1102111,   13124,   3013, 1,  4,  3,  5,   12,  2,   13,  4,   24,  16,  3,   14,         14
  18,  1277, {1277},             18,   (319 2), {11 29},           47,   (639 1), {3 71},         142,     10011111101,    1202022,   20102,   3503, 2,  2,  3,  1,   3,   2,   4,   12,  1,   6,   19,  6,          14
   9,  1415, {5 283},            45,   (707 1), {7 101},            9,   (177 3), {3 59},         472,     10110000111,    1221102,   21130,   4061, 2,  0,  1,  7,   11,  4,   9,   12,  23,  20,  9,   21,         14
  31,  1577, {19 83},             7,   (197 3), {197},              7,   (789 1), {3 263},        526,     11000101001,    2011102,   22302,   4412, 2,  2,  2,  4,   4,   13,  0,   13,  11,  27,  23,  19,         14
  26,  1585, {5 317},             7,    (99 4), {3 11},            26,   (793 1), {13 61},        176,     11000110001,    2011201,   22320,   4423, 1,  0,  3,  1,   12,  4,   8,   21,  19,  4,   31,  27,         14
   5,  2009, {7 41},             22,   (251 3), {251},             22,  (1005 1), {3 5 67},       670,     11111011001,    2202102,   31014,   5600, 2,  4,  0,  7,   7,   3,   14,  8,   8,   25,  11,  0,          14
  56,  2027, {2027},             39,  (1013 1), {1013},            10,   (507 2), {3 13},         676,     11111101011,    2210002,   31102,   5624, 2,  2,  4,  3,   12,  4,   13,  3,   26,  12,  29,  18,         14
   8,  2189, {11 199},            8,   (547 2), {547},             25,  (1095 1), {3 5 73},       730,    100010001101,   10000002,   32224,   6245, 2,  4,  5,  0,   5,   13,  4,   4,   14,  19,  6,   16,         14
  18,  2359, {7 337},            18,  (1179 1), {3 131},           18,   (295 3), {5 59},         262,    100100110111,   10020101,   33414,   6610, 1,  4,  0,  5,   6,   13,  3,   13,  10,  3,   28,  22,         14
  21,  2747, {41 67},            45,  (1373 1), {1373},            11,   (687 2), {3 229},        916,    101010111011,   10202202,   41442,  11003, 2,  2,  3,  8,   4,   10,  11,  10,  21,  19,  9,   0,          14
  45,  2765, {5 7 79},           45,   (691 2), {691},             33,  (1383 1), {3 461},        922,    101011001101,   10210102,   42030,  11030, 2,  0,  0,  4,   9,   11,  10,  5,   10,  6,   27,  18,         14
   9,  2963, {2963},              9,  (1481 1), {1481},            14,   (741 2), {3 13 19},      988,    101110010011,   11001202,   43323,  11432, 2,  3,  2,  4,   12,  5,   18,  19,  5,   18,  3,   11,         14
  60,  3233, {53 61},             7,   (101 5), {101},             14,  (1617 1), {3 7 11},      1078,    110010100001,   11102202,  100413,  12266, 2,  3,  6,  10,  9,   3,   3,   13,  14,  9,   14,  35,         14
  43,  3239, {41 79},            14,  (1619 1), {1619},             7,   (405 3), {3 5},           40,    110010100111,   11102222,  100424,  12305, 2,  4,  5,  5,   2,   9,   9,   19,  20,  15,  20,  0,          14
  12,  3253, {3253},             12,   (813 2), {3 271},           24,  (1627 1), {1627},        1084,    110010110101,   11110111,  101003,  12325, 1,  3,  5,  8,   3,   6,   4,   10,  5,   29,  34,  14,         14
  53,  3449, {3449},             12,   (431 3), {431},             12,  (1725 1), {3 5 23},      1150,    110101111001,   11201202,  102244,  13025, 2,  4,  5,  6,   4,   15,  10,  22,  27,  8,   8,   5,          14
  51,  3901, {47 83},            51,   (975 2), {3 5 13},          63,  (1951 1), {1951},        1300,    111100111101,   12100111,  111101,  14242, 1,  1,  2,  7,   1,   8,   6,   14,  15,  26,  16,  6,          14
  15,  3989, {3989},             15,   (997 2), {997},             15,  (1995 1), {3 5 7 19},    1330,    111110010101,   12110202,  111424,  14426, 2,  4,  6,  7,   11,  11,  18,  10,  16,  21,  30,  12,         14
  13,  4369, {17 257},            8,   (273 4), {3 7 13},          37,  (2185 1), {5 19 23},     1456,   1000100010001,   12222211,  114434,  15511, 1,  4,  1,  2,   1,   0,   18,  22,  19,  29,  3,   23,         14
  49,  4475, {5 179},            30,  (2237 1), {2237},            30,  (1119 2), {3 373},       1492,   1000101111011,   20010202,  120400,  16022, 2,  0,  2,  9,   3,   4,   10,  13,  9,   11,  35,  6,          14
  59,  4751, {4751},             59,  (2375 1), {5 19},            25,   (297 4), {3 11},         176,   1001010001111,   20111222,  123001,  16565, 2,  1,  5,  10,  6,   8,   1,   13,  24,  8,   15,  36,         14
  18,  4805, {5 31},             18,  (1201 2), {1201},            18,  (2403 1), {3 89},         178,   1001011000101,   20120222,  123210,  20003, 2,  0,  3,  9,   8,   11,  17,  21,  20,  0,   32,  8,          14
  23,  4931, {4931},             23,  (2465 1), {5 17 29},         47,  (1233 2), {3 137},        548,   1001101000011,   20202122,  124211,  20243, 2,  1,  3,  3,   4,   1,   10,  9,   1,   2,   10,  11,         14
  52,  5123, {47 109},           52,  (2561 1), {13 197},          16,  (1281 2), {3 7 61},      1708,   1010000000011,   21000202,  130443,  20636, 2,  3,  6,  8,   1,   6,   12,  17,  19,  8,   17,  39,         14
  33,  5903, {5903},             33,  (2951 1), {13 227},           4,   (369 4), {3 41},         656,   1011100001111,   22002122,  142103,  23132, 2,  3,  2,  7,   1,   4,   13,  15,  16,  13,  20,  40,         14
   4,  6065, {5 1213},           19,   (379 4), {379},              4,  (3033 1), {3 337},        674,   1011110110001,   22022122,  143230,  23453, 2,  0,  3,  4,   7,   13,  4,   16,  4,   20,  34,  38,         14
  38,  6085, {5 1217},           38,  (1521 2), {3 13},            38,  (3043 1), {17 179},       676,   1011111000101,   22100101,  143320,  23512, 1,  0,  2,  2,   1,   16,  5,   13,  24,  9,   17,  17,         14
  31,  6203, {6203},             55,  (3101 1), {7 443},           55,  (1551 2), {3 11 47},     2068,   1100000111011,   22111202,  144303,  24041, 2,  3,  1,  10,  2,   15,  9,   16,  26,  3,   24,  12,         14
  38,  6263, {6263},             38,  (3131 1), {31 101},          43,   (783 3), {3 29},         232,   1100001110111,   22120222,  200023,  24155, 2,  3,  5,  4,   10,  7,   12,  7,   28,  1,   10,  31,         14
  43,  6317, {6317},             43,  (1579 2), {1579},            43,  (3159 1), {3 13},          26,   1100010101101,   22122222,  200232,  24263, 2,  2,  3,  3,   12,  10,  9,   15,  24,  24,  27,  3,          14
  43,  6401, {37 173},            7,    (25 8), {5},               60,  (3201 1), {3 11 97},     2134,   1100100000001,   22210002,  201101,  24443, 2,  1,  3,  10,  5,   9,   17,  7,   21,  15,  0,   5,          14
  60,  6439, {47 137},           24,  (3219 1), {3 29 37},          4,   (805 3), {5 7 23},      2146,   1100100100111,   22211111,  201224,  24526, 1,  4,  6,  4,   4,   13,  17,  22,  1,   22,  1,   2,          14
  41,  7283, {7283},             41,  (3641 1), {11 331},          12,  (1821 2), {3 607},       2428,   1110001110011,  100222202,  213113,  30143, 2,  3,  3,  1,   3,   7,   6,   15,  4,   29,  31,  26,         14
  44,  7945, {5 7 227},          32,   (993 3), {3 331},           32,  (3973 1), {29 137},      2648,   1111100001001,  101220021,  223240,  32110, 1,  0,  0,  3,   2,   6,   3,   10,  28,  9,   27,  32,         14
  27,  7991, {61 131},           27,  (3995 1), {5 17 47},         15,   (999 3), {3 37},         296,   1111100110111,  101221222,  223431,  32204, 2,  1,  4,  5,   9,   1,   11,  10,  16,  24,  36,  37,         14
  12,  8009, {8009},             51,  (1001 3), {7 11 13},         51,  (4005 1), {3 5 89},       890,   1111101001001,  101222122,  224014,  32231, 2,  4,  1,  1,   1,   2,   10,  5,   5,   11,  17,  14,         14
  56,  8207, {29 283},           56,  (4103 1), {11 373},          10,   (513 4), {3 19},         304,  10000000001111,  102020222,  230312,  32633, 2,  2,  3,  1,   4,   13,  18,  19,  0,   23,  30,  7,          14
  37,  8741, {8741},             37,  (2185 2), {5 19 23},         37,  (4371 1), {3 31 47},     2914,  10001000100101,  102222202,  234431,  34325, 2,  1,  5,  7,   5,   3,   1,   1,   12,  30,  9,   8,          14
  22,  8923, {8923},             32,  (4461 1), {3 1487},          32,  (2231 2), {23 97},       2974,  10001011011011,  110020111,  241143,  35005, 1,  3,  5,  2,   5,   15,  12,  22,  20,  26,  6,   26,         14
  23,  9665, {5 1933},            3,   (151 6), {151},             23,  (4833 1), {3 179},        358,  10010111000001,  111020222,  302130,  40115, 2,  0,  5,  7,   6,   9,   13,  5,   8,   24,  8,   30,         14
  30,   559, {13 43},            13,   (279 1), {3 31},             3,    (35 4), {5 7},           62,      1000101111,     202201,    4214,   1426, 1,  4,  6,  9,   0,   15,  8,   7,   8,   1,   4,   26,         15
   8,   571, {571},              37,   (285 1), {3 5 19},          37,   (143 2), {11 13},        190,      1000111011,     210011,    4241,   1444, 1,  1,  4,  10,  12,  10,  1,   19,  20,  13,  16,  38,         15
  55,   775, {5 31},             43,   (387 1), {3 43},            43,    (97 3), {97},            86,      1100000111,    1001201,   11100,   2155, 1,  0,  5,  5,   8,   10,  15,  16,  21,  0,   35,  37,         15
  53,   865, {5 173},            41,    (27 5), {3},                7,   (433 1), {433},           32,      1101100001,    1012001,   11430,   2344, 1,  0,  4,  7,   7,   15,  10,  14,  24,  28,  14,  4,          15
