# Odd core environment

This is a list of integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- 'base3' and 'base2' representations of the odd core are given.
- residues of the odd core modulo a set of small primes follows (`m3`, `m5`, etc)

n,oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
1229,1229,0,11,1200112,10011001101,2,4,4,8,7,5,13,10,11,20,8,40,25,7,10,49,9,23,22,61
1230,615,1,23,211210,1001100111,0,0,6,10,4,3,7,17,6,26,23,0,13,4,32,25,5,12,47,31
1231,1231,0,23,1200121,10011001111,1,1,6,10,9,7,15,12,13,22,10,1,27,9,12,51,11,25,24,63
1232,77,4,6,2212,1001101,2,2,0,0,12,9,1,8,19,15,3,36,34,30,24,18,16,10,6,4
1233,1233,0,47,1200200,10011010001,0,3,1,1,11,9,17,14,15,24,12,3,29,11,14,53,13,27,26,65
1234,617,1,47,211212,1001101001,2,2,1,1,6,5,9,19,8,28,25,2,15,6,34,27,7,14,49,33
1235,1235,0,47,1200202,10011010011,2,0,3,3,0,11,0,16,17,26,14,5,31,13,16,55,15,29,28,67
1236,309,2,6,102110,100110101,0,4,1,1,10,3,5,10,19,30,13,22,8,27,44,14,4,41,25,17
1237,1237,0,6,1200211,10011010101,1,2,5,5,2,13,2,18,19,28,16,7,33,15,18,57,17,31,30,69
1238,619,1,47,211221,1001101011,1,4,3,3,8,7,11,21,10,30,27,4,17,8,36,29,9,16,51,35
1239,1239,0,47,1200220,10011010111,0,4,0,7,4,15,4,20,21,30,18,9,35,17,20,0,19,33,32,71
1240,155,3,30,12202,10011011,2,0,1,1,12,2,3,17,10,0,7,32,26,14,49,37,33,21,13,9
1241,1241,0,11,1200222,10011011001,2,1,2,9,6,0,6,22,23,1,20,11,37,19,22,2,21,35,34,0
1242,621,1,30,212000,1001101101,0,1,5,5,10,9,13,0,12,1,29,6,19,10,38,31,11,18,53,37
1243,1243,0,23,1201001,10011011011,1,3,4,0,8,2,8,1,25,3,22,13,39,21,24,4,23,37,36,2
1244,311,2,30,102112,100110111,2,1,3,3,12,5,7,12,21,1,15,24,10,29,46,16,6,43,27,19
1245,1245,0,30,1201010,10011011101,0,0,6,2,10,4,10,3,27,5,24,15,41,23,26,6,25,39,38,4
1246,623,1,47,212002,1001101111,2,3,0,7,12,11,15,2,14,3,31,8,21,12,40,33,13,20,55,39
1247,1247,0,47,1201012,10011011111,2,2,1,4,12,6,12,5,0,7,26,17,0,25,28,8,27,41,40,6
1248,39,5,11,1110,100111,0,4,4,6,0,5,1,16,10,8,2,39,39,39,39,39,39,39,39,39
1249,1249,0,64,1201021,10011100001,1,4,3,6,1,8,14,7,2,9,28,19,2,27,30,10,29,43,42,8
1250,625,1,6,212011,1001110001,1,0,2,9,1,13,17,4,16,5,33,10,23,14,42,35,15,22,57,41
1251,1251,0,6,1201100,10011100011,0,1,5,8,3,10,16,9,4,11,30,21,4,29,32,12,31,45,44,10
1252,313,2,47,102121,100111001,1,3,5,5,1,7,9,14,23,3,17,26,12,31,48,18,8,45,29,21
1253,1253,0,47,1201102,10011100101,2,3,0,10,5,12,18,11,6,13,32,23,6,31,34,14,33,47,46,12
1254,627,1,47,212020,1001110011,0,2,4,0,3,15,0,6,18,7,35,12,25,16,44,37,17,24,59,43
1255,1255,0,30,1201111,10011100111,1,0,2,1,7,14,1,13,8,15,34,25,8,33,36,16,35,49,48,14
1256,157,3,11,12211,10011101,1,2,3,3,1,4,5,19,12,2,9,34,28,16,51,39,35,23,15,11
1257,1257,0,11,1201120,10011101001,0,2,4,3,9,16,3,15,10,17,36,27,10,35,38,18,37,51,50,16
1258,629,1,11,212022,1001110101,2,4,6,2,5,0,2,8,20,9,0,14,27,18,46,39,19,26,61,45
1259,1259,0,28,1201122,10011101011,2,4,6,5,11,1,5,17,12,19,1,29,12,37,40,20,39,53,52,18
1260,315,2,11,102200,100111011,0,0,0,7,3,9,11,16,25,5,19,28,14,33,50,20,10,47,31,23
1261,1261,0,11,1201201,10011101101,1,1,1,7,0,3,7,19,14,21,3,31,14,39,42,22,41,55,54,20
1262,631,1,11,212101,1001110111,1,1,1,4,7,2,4,10,22,11,2,16,29,20,48,41,21,28,63,47
1263,1263,0,64,1201210,10011101111,0,3,3,9,2,5,9,21,16,23,5,33,16,41,44,24,43,57,56,22
1264,79,4,11,2221,1001111,1,4,2,2,1,11,3,10,21,17,5,38,36,32,26,20,18,12,8,6
1265,1265,0,11,1201212,10011110001,2,0,5,0,4,7,11,0,18,25,7,35,18,43,46,26,45,59,58,24
1266,633,1,8,212110,1001111001,0,3,3,6,9,4,6,12,24,13,4,18,31,22,50,43,23,30,65,49
1267,1267,0,8,1201221,10011110011,1,2,0,2,6,9,13,2,20,27,9,37,20,45,48,28,47,61,60,26
1268,317,2,11,102202,100111101,2,2,2,9,5,11,13,18,27,7,21,30,16,35,52,22,12,49,33,25
1269,1269,0,11,1202000,10011110101,0,4,2,4,8,11,15,4,22,29,11,39,22,0,50,30,49,63,62,28
1270,635,1,8,212112,1001111011,2,0,5,8,11,6,8,14,26,15,6,20,33,24,52,45,25,32,67,51
1271,1271,0,8,1202002,10011110111,2,1,4,6,10,13,17,6,24,0,13,0,24,2,52,32,51,65,64,30
1272,159,3,18,12220,10011111,0,4,5,5,3,6,7,21,14,4,11,36,30,18,0,41,37,25,17,13
1273,1273,0,8,1202011,10011111001,1,3,6,8,12,15,0,8,26,2,15,2,26,4,1,34,53,0,66,32
1274,637,1,18,212121,1001111101,1,2,0,10,0,8,10,16,28,17,8,22,35,26,1,47,27,34,69,53
1275,1275,0,28,1202020,10011111011,0,0,1,10,1,0,2,10,28,4,17,4,28,6,3,36,55,2,68,34
1276,319,2,18,102211,100111111,1,4,4,0,7,13,15,20,0,9,23,32,18,37,1,24,14,51,35,27
1277,1277,0,18,1202022,10011111101,2,2,3,1,3,2,4,12,1,6,19,6,30,8,5,38,57,4,70,36
1278,639,1,47,212200,1001111111,0,4,2,1,2,10,12,18,1,19,10,24,37,28,3,49,29,36,0,55
1279,1279,0,47,1202101,10011111111,1,4,5,3,5,4,6,14,3,8,21,8,32,10,7,40,59,6,1,38
1280,5,8,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1281,1281,0,16,1202110,10100000001,0,1,0,5,7,6,8,16,5,10,23,10,34,12,9,42,0,8,3,40
1282,641,1,16,212202,1010000001,2,1,4,3,4,12,14,20,3,21,12,26,39,30,5,51,31,38,2,57
1283,1283,0,16,1202112,10100000011,2,3,2,7,9,8,10,18,7,12,25,12,36,14,11,44,2,10,5,42
1284,321,2,6,102220,101000001,0,1,6,2,9,15,17,22,2,11,25,34,20,39,3,26,16,53,37,29
1285,1285,0,6,1202121,10100000101,1,0,4,9,11,10,12,20,9,14,27,14,38,16,13,46,4,12,7,44
1286,643,1,6,212211,1010000011,1,3,6,5,6,14,16,22,5,23,14,28,41,32,7,53,33,40,4,59
1287,1287,0,52,1202200,10100000111,0,2,6,0,0,12,14,22,11,16,29,16,40,18,15,48,6,14,9,46
1288,161,3,35,12222,10100001,2,1,0,7,5,8,9,0,16,6,13,38,32,20,2,43,39,27,19,15
1289,1289,0,52,1202202,10100001001,2,4,1,2,2,14,16,1,13,18,31,18,42,20,17,50,8,16,11,48
1290,645,1,35,212220,1010000101,0,0,1,7,8,16,18,1,7,25,16,30,0,34,9,55,35,42,6,61
1291,1291,0,16,1202211,10100001011,1,1,3,4,4,16,18,3,15,20,33,20,1,22,19,52,10,18,13,50
1292,323,2,35,102222,101000011,2,3,1,4,11,0,0,1,4,13,27,36,22,41,5,28,18,55,39,31
1293,1293,0,35,1202220,10100001101,0,3,5,6,6,1,1,5,17,22,35,22,3,24,21,54,12,20,15,52
1294,647,1,11,212222,1010000111,2,2,3,9,10,1,1,3,9,27,18,32,2,36,11,57,37,44,8,63
1295,1295,0,11,1202222,10100001111,2,0,0,8,8,3,3,7,19,24,0,24,5,26,23,56,14,22,17,54
1296,81,4,6,10000,1010001,0,1,4,4,3,13,5,12,23,19,7,40,38,34,28,22,20,14,10,8
1297,1297,0,35,1210001,10100010001,1,2,2,10,10,5,5,9,21,26,2,26,7,28,25,58,16,24,19,56
1298,649,1,52,220001,1010001001,1,4,5,0,12,3,3,5,11,29,20,34,4,38,13,0,39,46,10,65
1299,1299,0,52,1210010,10100010011,0,4,4,1,12,7,7,11,23,28,4,28,9,30,27,1,18,26,21,58
1300,325,2,6,110001,101000101,1,0,3,6,0,2,2,3,6,15,29,38,24,43,7,30,20,57,41,33
1301,1301,0,6,1210012,10100010101,2,1,6,3,1,9,9,13,25,30,6,30,11,32,29,3,20,28,23,60
1302,651,1,35,220010,1010001011,0,1,0,2,1,5,5,7,13,0,22,36,6,40,15,2,41,48,12,67
1303,1303,0,35,1210021,10100010111,1,3,1,5,3,11,11,15,27,1,8,32,13,34,31,5,22,30,25,62
1304,163,3,6,20001,10100011,1,3,2,9,7,10,11,2,18,8,15,40,34,22,4,45,41,29,21,17
1305,1305,0,16,1210100,10100011001,0,0,3,7,5,13,13,17,0,3,10,34,15,36,33,7,24,32,27,64
1306,653,1,6,220012,1010001101,2,3,2,4,3,7,7,9,15,2,24,38,8,42,17,4,43,50,14,69
1307,1307,0,64,1210102,10100011011,2,2,5,9,7,15,15,19,2,5,12,36,17,38,35,9,26,34,29,66
1308,327,2,52,110010,101000111,0,2,5,8,2,4,4,5,8,17,31,40,26,45,9,32,22,59,43,35
1309,1309,0,52,1210111,10100011101,1,4,0,0,9,0,17,21,4,7,14,38,19,40,37,11,28,36,31,68
1310,655,1,52,220021,1010001111,1,0,4,6,5,9,9,11,17,4,26,40,10,44,19,6,45,52,16,71
1311,1311,0,35,1210120,10100011111,0,1,2,2,11,2,0,0,6,9,16,40,21,42,39,13,30,38,33,70
1312,41,5,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41,41
1313,1313,0,6,1210122,10100100001,2,3,4,4,0,4,2,2,8,11,18,1,23,44,41,15,32,40,35,72
1314,657,1,16,220100,1010010001,0,2,6,8,7,11,11,13,19,6,28,1,12,46,21,8,47,54,18,0
1315,1315,0,16,1210201,10100100011,1,0,6,6,2,6,4,4,10,13,20,3,25,46,43,17,34,42,37,1
1316,329,2,16,110012,101001001,2,4,0,10,4,6,6,7,10,19,33,1,28,0,11,34,24,61,45,37
1317,1317,0,16,1210210,10100100101,0,2,1,8,4,8,6,6,12,15,22,5,27,1,45,19,36,44,39,3
1318,659,1,16,220102,1010010011,2,4,1,10,9,13,13,15,21,8,30,3,14,1,23,10,49,56,20,2
1319,1319,0,52,1210212,10100100111,2,4,3,10,6,10,8,8,14,17,24,7,29,3,47,21,38,46,41,5
1320,165,3,40,20010,10100101,0,0,4,0,9,12,13,4,20,10,17,1,36,24,6,47,43,31,23,19
1321,1321,0,35,1210221,10100101001,1,1,5,1,8,12,10,10,16,19,26,9,31,5,49,23,40,48,43,7
1322,661,1,40,220111,1010010101,1,1,3,1,11,15,15,17,23,10,32,5,16,3,25,12,51,58,22,4
1323,1323,0,16,1211000,10100101011,0,3,0,3,10,14,12,12,18,21,28,11,33,7,51,25,42,50,45,9
1324,331,2,6,110021,101001011,1,1,2,1,6,8,8,9,12,21,35,3,30,2,13,36,26,63,47,39
1325,1325,0,6,1211002,10100101101,2,0,2,5,12,16,14,14,20,23,30,13,35,9,0,27,44,52,47,11
1326,663,1,6,220120,1010010111,0,3,5,3,0,0,17,19,25,12,34,7,18,5,27,14,53,60,24,6
1327,1327,0,16,1211011,10100101111,1,2,4,7,1,1,16,16,22,25,32,15,37,11,2,29,46,54,49,13
1328,83,4,40,10002,1010011,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12,10
1329,1329,0,16,1211020,10100110001,0,4,6,9,3,3,18,18,24,27,34,17,39,13,4,31,48,56,51,15
1330,665,1,16,220122,1010011001,2,0,0,5,2,2,0,21,27,14,36,9,20,7,29,16,55,62,26,8
1331,1331,0,16,1211022,10100110011,2,1,1,0,5,5,1,20,26,29,36,19,41,15,6,33,50,58,53,17
1332,333,2,40,110100,101001101,0,3,4,3,8,10,10,11,14,23,0,5,32,4,15,38,28,65,49,41
1333,1333,0,40,1211101,10100110101,1,3,3,2,7,7,3,22,28,0,1,21,0,17,8,35,52,60,55,19
1334,667,1,52,220201,1010011011,1,2,2,7,4,4,2,0,0,16,1,11,22,9,31,18,57,64,28,10
1335,1335,0,52,1211110,10100110111,0,0,5,4,9,9,5,1,1,2,3,23,2,19,10,37,54,62,57,21
1336,167,3,23,20012,10100111,2,2,6,2,11,14,15,6,22,12,19,3,38,26,8,49,45,33,25,21
1337,1337,0,13,1211112,10100111001,2,2,0,6,11,11,7,3,3,4,5,25,4,21,12,39,56,64,59,23
1338,669,1,23,220210,1010011101,0,4,4,9,6,6,4,2,2,18,3,13,24,11,33,20,59,66,30,12
1339,1339,0,6,1211121,10100111011,1,4,2,8,0,13,9,5,5,6,7,27,6,23,14,41,58,66,61,25
1340,335,2,23,110102,101001111,2,0,6,5,10,12,12,13,16,25,2,7,34,6,17,40,30,0,51,43
1341,1341,0,23,1211200,10100111101,0,1,4,10,2,15,11,7,7,8,9,29,8,25,16,43,60,1,63,27
1342,671,1,33,220212,1010011111,2,1,6,0,8,8,6,4,4,20,5,15,26,13,35,22,0,1,32,14
1343,1343,0,33,1211202,10100111111,2,3,6,1,4,0,13,9,9,10,11,31,10,27,18,45,1,3,65,29
1344,21,6,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21,21
1345,1345,0,40,1211211,10101000001,1,0,1,3,6,2,15,11,11,12,13,33,12,29,20,47,3,5,67,31
1346,673,1,21,220221,1010100001,1,3,1,2,10,10,8,6,6,22,7,17,28,15,37,24,2,3,34,16
1347,1347,0,21,1211220,10101000011,0,2,3,5,8,4,17,13,13,14,15,35,14,31,22,49,5,7,69,33
1348,337,2,40,110111,101010001,1,2,1,7,12,14,14,15,18,27,4,9,36,8,19,42,32,2,53,45
1349,1349,0,40,1211222,10101000101,2,4,5,7,10,6,0,15,15,16,17,37,16,33,24,51,7,9,0,35
1350,675,1,40,221000,1010100011,0,0,3,4,12,12,10,8,8,24,9,19,30,17,39,26,4,5,36,18
1351,1351,0,57,1212001,10101000111,1,1,0,9,12,8,2,17,17,18,19,39,18,35,26,53,9,11,2,37
1352,169,3,16,20021,10101001,1,4,1,4,0,16,17,8,24,14,21,5,40,28,10,51,47,35,27,23
1353,1353,0,11,1212010,10101001001,0,3,2,0,1,10,4,19,19,20,21,0,20,37,28,55,11,13,4,39
1354,677,1,16,221002,1010100101,2,2,5,6,1,14,12,10,10,26,11,21,32,19,41,28,6,7,38,20
1355,1355,0,40,1212012,10101001011,2,0,4,2,3,12,6,21,21,22,23,2,22,39,30,57,13,15,6,41
1356,339,2,16,110120,101010011,0,4,3,9,1,16,16,17,20,29,6,11,38,10,21,44,34,4,55,47
1357,1357,0,16,1212021,10101001101,1,2,6,4,5,14,8,0,23,24,25,4,24,41,32,0,15,17,8,43
1358,679,1,21,221011,1010100111,1,4,0,8,3,16,14,12,12,28,13,23,34,21,43,30,8,9,40,22
1359,1359,0,21,1212100,10101001111,0,4,1,6,7,16,10,2,25,26,27,6,26,43,34,2,17,19,10,45
1360,85,4,1,10011,1010101,1,0,1,8,7,0,9,16,27,23,11,3,42,38,32,26,24,18,14,12
1361,1361,0,16,1212102,10101010001,2,1,3,8,9,1,12,4,27,28,29,8,28,45,36,4,19,21,12,47
1362,681,1,21,221020,1010101001,0,1,2,10,5,1,16,14,14,30,15,25,36,23,45,32,10,11,42,24
1363,1363,0,21,1212111,10101010011,1,3,5,10,11,3,14,6,0,30,31,10,30,0,38,6,21,23,14,49
1364,341,2,1,110122,101010101,2,1,5,0,3,1,18,19,22,0,8,13,40,12,23,46,36,6,57,49
1365,1365,0,1,1212120,10101010101,0,0,0,1,0,5,16,8,2,1,33,12,32,2,40,8,23,25,16,51
1366,683,1,11,221022,1010101011,2,3,4,1,7,3,18,16,16,1,17,27,38,25,47,34,12,13,44,26
1367,1367,0,11,1212122,10101010111,2,2,2,3,2,7,18,10,4,3,35,14,34,4,42,10,25,27,18,53
1368,171,3,45,20100,10101011,0,1,3,6,2,1,0,10,26,16,23,7,42,30,12,53,49,37,29,25
1369,1369,0,11,1212201,10101011001,1,4,4,5,4,9,1,12,6,5,0,16,36,6,44,12,27,29,20,55
1370,685,1,45,221101,1010101101,1,0,6,3,9,5,1,18,18,3,19,29,40,27,49,36,14,15,46,28
1371,1371,0,40,1212210,10101011011,0,1,6,7,6,11,3,14,8,7,2,18,38,8,46,14,29,31,22,57
1372,343,2,45,110201,101010111,1,3,0,2,5,3,1,21,24,2,10,15,42,14,25,48,38,8,59,51
1373,1373,0,45,1212212,10101011101,2,3,1,9,8,13,5,16,10,9,4,20,40,10,48,16,31,33,24,59
1374,687,1,11,221110,1010101111,0,2,1,5,11,7,3,20,20,5,21,31,42,29,51,38,16,17,48,30
1375,1375,0,11,1212221,10101011111,1,0,3,0,10,15,7,18,12,11,6,22,42,12,50,18,33,35,26,61
1376,43,5,9,1121,101011,1,3,1,10,4,9,5,20,14,12,6,2,0,43,43,43,43,43,43,43
1377,1377,0,57,1220000,10101100001,0,2,5,2,12,0,9,20,14,13,8,24,1,14,52,20,35,37,28,63
1378,689,1,45,221112,1010110001,2,4,3,7,0,9,5,22,22,7,23,33,1,31,0,40,18,19,50,32
1379,1379,0,45,1220002,10101100011,2,4,0,4,1,2,11,22,16,15,10,26,3,16,1,22,37,39,30,65
1380,345,2,45,110210,101011001,0,0,2,4,7,5,3,0,26,4,12,17,1,16,27,50,40,10,61,53
1381,1381,0,45,1220011,10101100101,1,1,2,6,3,4,13,1,18,17,12,28,5,18,3,24,39,41,32,67
1382,691,1,45,221121,1010110011,1,1,5,9,2,11,7,1,24,9,25,35,3,33,2,42,20,21,52,34
1383,1383,0,33,1220020,10101100111,0,3,4,8,5,6,15,3,20,19,14,30,7,20,5,26,41,43,34,69
1384,173,3,9,20102,10101101,2,3,5,8,4,3,2,12,28,18,25,9,1,32,14,55,51,39,31,27
1385,1385,0,21,1220022,10101101001,2,0,6,10,7,8,17,5,22,21,16,32,9,22,7,28,43,45,36,71
1386,693,1,9,221200,1010110101,0,3,0,0,4,13,9,3,26,11,27,37,5,35,4,44,22,23,54,36
1387,1387,0,21,1220101,10101101011,1,2,1,1,9,10,0,7,24,23,18,34,11,24,9,30,45,47,38,0
1388,347,2,45,110212,101011011,2,2,4,6,9,7,5,2,28,6,14,19,3,18,29,52,42,12,63,55
1389,1389,0,45,1220110,10101101101,0,4,3,3,11,12,2,9,26,25,20,36,13,26,11,32,47,49,40,2
1390,695,1,45,221202,1010110111,2,0,2,2,6,15,11,5,28,13,29,39,7,37,6,46,24,25,56,38
1391,1391,0,40,1220112,10101101111,2,1,5,5,0,14,4,11,28,27,22,38,15,28,13,34,49,51,42,4
1392,87,4,9,10020,1010111,0,2,3,10,9,2,11,18,0,25,13,5,1,40,34,28,26,20,16,14
1393,1393,0,9,1220121,10101110001,1,3,0,7,2,16,6,13,1,29,24,40,17,30,15,36,51,53,44,6
1394,697,1,45,221211,1010111001,1,2,4,4,8,0,13,7,1,15,31,0,9,39,8,48,26,27,58,40
1395,1395,0,45,1220200,10101110011,0,0,2,9,4,1,8,15,3,0,26,1,19,32,17,38,53,55,46,8
1396,349,2,9,110221,101011101,1,4,6,8,11,9,7,4,1,8,16,21,5,20,31,54,44,14,65,57
1397,1397,0,9,1220202,10101110101,2,2,4,0,6,3,10,17,5,2,28,3,21,34,19,40,55,57,48,10
1398,699,1,21,221220,1010111011,0,4,6,6,10,2,15,9,3,17,33,2,11,41,10,50,28,29,60,42
1399,1399,0,21,1220211,10101110111,1,4,6,2,8,5,12,19,7,4,30,5,23,36,21,42,57,59,50,12
1400,175,3,28,20111,10101111,1,0,0,10,6,5,4,14,1,20,27,11,3,34,16,57,53,41,33,29
1401,1401,0,33,1220220,10101111001,0,1,1,4,10,7,14,21,9,6,32,7,25,38,23,44,59,61,52,14
1402,701,1,28,221222,1010111101,2,1,1,8,12,4,17,11,5,19,35,4,13,43,12,52,30,31,62,44
1403,1403,0,45,1220222,10101111011,2,3,3,6,12,9,16,0,11,8,34,9,27,40,25,46,0,63,54,16
1404,351,2,28,111000,101011111,0,1,1,10,0,11,9,6,3,10,18,23,7,22,33,56,46,16,67,59
1405,1405,0,28,1221001,10101111101,1,0,5,8,1,11,18,2,13,10,36,11,29,42,27,48,2,65,56,18
1406,703,1,62,222001,1010111111,1,3,3,10,1,6,0,13,7,21,0,6,15,45,14,54,32,33,64,46
1407,1407,0,62,1221010,10101111111,0,2,0,10,3,13,1,4,15,12,1,13,31,44,29,50,4,0,58,20
1408,11,7,4,102,1011,2,1,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1409,1409,0,28,1221012,10110000001,2,4,2,1,5,15,3,6,17,14,3,15,33,46,31,52,6,2,60,22
1410,705,1,9,222010,1011000001,0,0,5,1,3,8,2,15,9,23,2,8,17,0,16,56,34,35,66,48
1411,1411,0,9,1221021,10110000011,1,1,4,3,7,0,5,8,19,16,5,17,35,1,33,54,8,4,62,24
1412,353,2,45,111002,101100001,2,3,3,1,2,13,11,8,5,12,20,25,9,24,35,58,48,18,69,61
1413,1413,0,45,1221100,10110000101,0,3,6,5,9,2,7,10,21,18,7,19,37,3,35,56,10,6,64,26
1414,707,1,45,222012,1011000011,2,2,0,3,5,10,4,17,11,25,4,10,19,2,18,58,36,37,68,50
1415,1415,0,9,1221102,10110000111,2,0,1,7,11,4,9,12,23,20,9,21,39,5,37,58,12,8,66,28
1416,177,3,9,20120,10110001,0,2,2,1,8,7,6,16,3,22,29,13,5,36,18,0,55,43,35,31
1417,1417,0,26,1221111,10110001001,1,2,3,9,0,6,11,14,25,22,11,23,41,7,39,1,14,10,68,30
1418,709,1,9,222021,1011000101,1,4,2,5,7,12,6,19,13,27,6,12,21,4,20,1,38,39,70,52
1419,1419,0,45,1221120,10110001011,0,4,5,0,2,8,13,16,27,24,13,25,0,9,41,3,16,12,70,32
1420,355,2,9,111011,101100011,1,0,5,3,4,15,13,10,7,14,22,27,11,26,37,1,50,20,0,63
1421,1421,0,9,1221122,10110001101,2,1,0,2,4,10,15,18,0,26,15,27,2,11,43,5,18,14,1,34
1422,711,1,21,222100,1011000111,0,1,4,7,9,14,8,21,15,29,8,14,23,6,22,3,40,41,1,54
1423,1423,0,21,1221201,10110001111,1,3,2,4,6,12,17,20,2,28,17,29,4,13,45,7,20,16,3,36
1424,89,4,9,10022,1011001,2,4,5,1,11,4,13,20,2,27,15,7,3,42,36,30,28,22,18,16
1425,1425,0,6,1221210,10110010001,0,0,4,6,8,14,0,22,4,30,19,31,6,15,47,9,22,18,5,38
1426,713,1,6,222102,1011001001,2,3,6,9,11,16,10,0,17,0,10,16,25,8,24,5,42,43,3,56
1427,1427,0,6,1221212,10110010011,2,2,6,8,10,16,2,1,6,1,21,33,8,17,49,11,24,20,7,40
1428,357,2,9,111020,101100101,0,2,0,5,6,0,15,12,9,16,24,29,13,28,39,3,52,22,2,65
1429,1429,0,9,1221221,10110010101,1,4,1,10,12,1,4,3,8,3,23,35,10,19,51,13,26,22,9,42
1430,715,1,6,222111,1011001011,1,0,1,0,0,1,12,2,19,2,12,18,27,10,26,7,44,45,5,58
1431,1431,0,6,1222000,10110010111,0,1,3,1,1,3,6,5,10,5,25,37,12,21,0,15,28,24,11,44
1432,179,3,9,20122,10110011,2,4,4,3,10,9,8,18,5,24,31,15,7,38,20,2,57,45,37,33
1433,1433,0,6,1222002,10110011001,2,3,5,3,3,5,8,7,12,7,27,39,14,23,2,17,30,26,13,46
1434,717,1,9,222120,1011001101,0,2,3,2,2,3,14,4,21,4,14,20,29,12,28,9,46,47,7,60
1435,1435,0,26,1222011,10110011011,1,0,0,5,5,7,10,9,14,9,29,0,16,25,4,19,32,28,15,48
1436,359,2,16,111022,101100111,2,4,2,7,8,2,17,14,11,18,26,31,15,30,41,5,54,24,4,67
1437,1437,0,16,1222020,10110011101,0,2,2,7,7,9,12,11,16,11,31,2,18,27,6,21,34,30,17,50
1438,719,1,16,222122,1011001111,2,4,5,4,4,5,16,6,23,6,16,22,31,14,30,11,48,49,9,62
1439,1439,0,45,1222022,10110011111,2,4,4,9,9,11,14,13,18,13,33,4,20,29,8,23,36,32,19,52
1440,45,5,4,1200,101101,0,0,3,1,6,11,7,22,16,14,8,4,2,45,45,45,45,45,45,45
1441,1441,0,50,1222101,10110100001,1,1,6,0,11,13,16,15,20,15,35,6,22,31,10,25,38,34,21,54
1442,721,1,14,222201,1011010001,1,1,0,6,6,7,18,8,25,8,18,24,33,16,32,13,50,51,11,64
1443,1443,0,14,1222110,10110100011,0,3,1,2,0,15,18,17,22,17,0,8,24,33,12,27,40,36,23,56
1444,361,2,14,111101,101101001,1,1,4,9,10,4,0,16,13,20,28,33,17,32,43,7,56,26,6,69
1445,1445,0,14,1222112,10110100101,2,0,3,4,2,0,1,19,24,19,2,10,26,35,14,29,42,38,25,58
1446,723,1,14,222210,1011010011,0,3,2,8,8,9,1,10,27,10,20,26,35,18,34,15,52,53,13,66
1447,1447,0,16,1222121,10110100111,1,2,5,6,4,2,3,21,26,21,4,12,28,37,16,31,44,40,27,60
1448,181,3,4,20201,10110101,1,1,6,5,12,11,10,20,7,26,33,17,9,40,22,4,59,47,39,35
1449,1449,0,50,1222200,10110101001,0,4,0,8,6,4,5,0,28,23,6,14,30,39,18,33,46,42,29,62
1450,725,1,4,222212,1011010101,2,0,4,10,10,11,3,12,0,12,22,28,37,20,36,17,54,55,15,68
1451,1451,0,50,1222202,10110101011,2,1,2,10,8,6,7,2,1,25,8,16,32,41,20,35,48,44,31,64
1452,363,2,14,111110,101101011,0,3,6,0,12,6,2,18,15,22,30,35,19,34,45,9,58,28,8,71
1453,1453,0,14,1222211,10110101101,1,3,4,1,10,8,9,4,3,27,10,18,34,43,22,37,50,46,33,66
1454,727,1,14,222221,1011010111,1,2,6,1,12,13,5,14,2,14,24,30,39,22,38,19,56,57,17,70
1455,1455,0,50,1222220,10110101111,0,0,6,3,12,10,11,6,5,29,12,20,36,45,24,39,52,48,35,68
1456,91,4,33,10101,1011011,1,1,0,3,0,6,15,22,4,29,17,9,5,44,38,32,30,24,20,18
1457,1457,0,9,1222222,10110110001,2,2,1,5,1,12,13,8,7,0,14,22,38,0,26,41,54,50,37,70
1458,729,1,9,1000000,1011011001,0,4,1,3,1,15,7,16,4,16,26,32,41,24,40,21,58,59,19,72
1459,1459,0,9,2000001,10110110011,1,4,3,7,3,14,15,10,9,2,16,24,40,2,28,43,56,52,39,72
1460,365,2,33,111112,101101101,2,0,1,2,1,8,4,20,17,24,32,37,21,36,47,11,60,30,10,0
1461,1461,0,33,2000010,10110110101,0,1,5,9,5,16,17,12,11,4,18,26,42,4,30,45,58,54,41,1
1462,731,1,50,1000002,1011011011,2,1,3,5,3,0,9,18,6,18,28,34,0,26,42,23,60,61,21,1
1463,1463,0,50,2000012,10110110111,2,3,0,0,7,1,0,14,13,6,20,28,1,6,32,47,60,56,43,3
1464,183,3,33,20210,10110111,0,3,1,7,1,13,12,22,9,28,35,19,11,42,24,6,0,49,41,37
1465,1465,0,9,2000021,10110111001,1,0,2,2,9,3,2,16,15,8,22,30,3,8,34,49,1,58,45,5
