n,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
8099,0,8099,2,4,0,3,0,7,5,3,8,8,33,22,15,15,43,16,47,59,5,69
8100,2,2025,0,0,2,1,10,2,11,1,24,10,27,16,4,4,11,19,12,15,37,54
8101,0,8101,1,1,2,5,2,9,7,5,10,10,35,24,17,17,45,18,49,61,7,71
8102,1,4051,1,1,5,3,8,5,4,3,20,21,18,33,9,9,23,39,25,31,4,36
8103,0,8103,0,3,4,7,4,11,9,7,12,12,0,26,19,19,47,20,51,63,9,0
8104,3,1013,2,3,5,1,12,10,6,1,27,21,14,29,24,26,6,10,37,8,19,64
8105,0,8105,2,0,6,9,6,13,11,9,14,14,2,28,21,21,49,22,53,65,11,2
8106,1,4053,0,3,0,5,10,7,6,5,22,23,20,35,11,11,25,41,27,33,6,38
8107,0,8107,1,2,1,0,8,15,13,11,16,16,4,30,23,23,51,24,55,0,13,4
8108,2,2027,2,2,4,3,12,4,13,3,26,12,29,18,6,6,13,21,14,17,39,56
8109,0,8109,0,4,3,2,10,0,15,13,18,18,6,32,25,25,0,26,57,2,15,6
8110,1,4055,2,0,2,7,12,9,8,7,24,25,22,37,13,13,27,43,29,35,8,40
8111,0,8111,2,1,5,4,12,2,17,15,20,20,8,34,27,27,2,28,59,4,17,8
8112,4,507,0,2,3,1,0,14,13,1,14,11,26,15,34,37,30,35,19,38,10,69
8113,0,8113,1,3,0,6,1,4,0,17,22,22,10,36,29,29,4,30,0,6,19,10
8114,1,4057,1,2,4,9,1,11,10,9,26,27,24,39,15,15,29,45,31,37,10,42
8115,0,8115,0,0,2,8,3,6,2,19,24,24,12,38,31,31,6,32,2,8,21,12
8116,2,2029,1,4,6,5,1,6,15,5,28,14,31,20,8,8,15,23,16,19,41,58
8117,0,8117,2,2,4,10,5,8,4,21,26,26,14,40,33,33,8,34,4,10,23,14
8118,1,4059,0,4,6,0,3,13,12,11,28,29,26,0,17,17,31,47,33,39,12,44
8119,0,8119,1,4,6,1,7,10,6,0,28,28,16,1,35,35,10,36,6,12,25,16
8120,3,1015,1,0,0,3,1,12,8,3,0,23,16,31,26,28,8,12,39,10,21,66
8121,0,8121,0,1,1,3,9,12,8,2,1,30,18,3,37,37,12,38,8,14,27,18
8122,1,4061,2,1,1,2,5,15,14,13,1,0,28,2,19,19,33,49,35,41,14,46
8123,0,8123,2,3,3,5,11,14,10,4,3,1,20,5,39,39,14,40,10,16,29,20
8124,2,2031,0,1,1,7,3,8,17,7,1,16,33,22,10,10,17,25,18,21,43,60
8125,0,8125,1,0,5,7,0,16,12,6,5,3,22,7,41,41,16,42,12,18,31,22
8126,1,4063,1,3,3,4,7,0,16,15,3,2,30,4,21,21,35,51,37,43,16,48
8127,0,8127,0,2,0,9,2,1,14,8,7,5,24,9,0,43,18,44,14,20,33,24
8128,6,127,1,2,1,6,10,8,13,12,11,3,16,4,41,33,21,9,5,60,56,54
8129,0,8129,2,4,2,0,4,3,16,10,9,7,26,11,2,45,20,46,16,22,35,26
8130,1,4065,0,0,5,6,9,2,18,17,5,4,32,6,23,23,37,53,39,45,18,50
8131,0,8131,1,1,4,2,6,5,18,12,11,9,28,13,4,0,22,48,18,24,37,28
8132,2,2033,2,3,3,9,5,10,0,9,3,18,35,24,12,12,19,27,20,23,45,62
8133,0,8133,0,3,6,4,8,7,1,14,13,11,30,15,6,2,24,50,20,26,39,30
8134,1,4067,2,2,0,8,11,4,1,19,7,6,34,8,25,25,39,55,41,47,20,52
8135,0,8135,2,0,1,6,10,9,3,16,15,13,32,17,8,4,26,52,22,28,41,32
8136,3,1017,0,2,2,5,3,14,10,5,2,25,18,33,28,30,10,14,41,12,23,68
8137,0,8137,1,2,3,8,12,11,5,18,17,15,34,19,10,6,28,54,24,30,43,34
8138,1,4069,1,4,2,10,0,6,3,21,9,8,36,10,27,27,41,57,43,49,22,54
8139,0,8139,0,4,5,10,1,13,7,20,19,17,36,21,12,8,30,56,26,32,45,36
8140,2,2035,1,0,5,0,7,12,2,11,5,20,0,26,14,14,21,29,22,25,47,64
8141,0,8141,2,1,0,1,3,15,9,22,21,19,1,23,14,10,32,58,28,34,47,38
8142,1,4071,0,1,4,1,2,8,5,0,11,10,1,12,29,29,43,0,45,51,24,56
8143,0,8143,1,3,2,3,5,0,11,1,23,21,3,25,16,12,34,1,30,36,49,40
8144,4,509,2,4,5,3,2,16,15,3,16,13,28,17,36,39,32,37,21,40,12,71
8145,0,8145,0,0,4,5,7,2,13,3,25,23,5,27,18,14,36,3,32,38,51,42
8146,1,4073,2,3,6,3,4,10,7,2,13,12,3,14,31,31,45,2,47,53,26,58
8147,0,8147,2,2,6,7,9,4,15,5,27,25,7,29,20,16,38,5,34,40,53,44
8148,2,2037,0,2,0,2,9,14,4,13,7,22,2,28,16,16,23,31,24,27,49,66
8149,0,8149,1,4,1,9,11,6,17,7,0,27,9,31,22,18,40,7,36,42,55,46
8150,1,4075,1,0,1,5,6,12,9,4,15,14,5,16,33,33,47,4,49,55,28,60
8151,0,8151,0,1,3,0,0,8,0,9,2,29,11,33,24,20,42,9,38,44,57,48
8152,3,1019,2,4,4,7,5,16,12,7,4,27,20,35,30,32,12,16,43,14,25,70
8153,0,8153,2,3,5,2,2,10,2,11,4,0,13,35,26,22,44,11,40,46,59,50
8154,1,4077,0,2,3,7,8,14,11,6,17,16,7,18,35,35,49,6,51,57,30,62
8155,0,8155,1,0,0,4,4,12,4,13,6,2,15,37,28,24,46,13,42,48,61,52
8156,2,2039,2,4,2,4,11,16,6,15,9,24,4,30,18,18,25,33,26,29,51,68
8157,0,8157,0,2,2,6,6,14,6,15,8,4,17,39,30,26,48,15,44,50,63,54
8158,1,4079,2,4,5,9,10,16,13,8,19,18,9,20,37,37,51,8,53,59,32,64
8159,0,8159,2,4,4,8,8,16,8,17,10,6,19,0,32,28,50,17,46,52,65,56
8160,5,255,0,0,3,2,8,0,8,2,23,7,33,9,40,20,43,19,11,54,42,36
8161,0,8161,1,1,6,10,10,1,10,19,12,8,21,2,34,30,52,19,48,54,67,58
8162,1,4081,1,1,0,0,12,1,15,10,21,20,11,22,39,39,0,10,55,61,34,66
8163,0,8163,0,3,1,1,12,3,12,21,14,10,23,4,36,32,1,21,50,56,69,60
8164,2,2041,1,1,4,6,0,1,8,17,11,26,6,32,20,20,27,35,28,31,53,70
8165,0,8165,2,0,3,3,1,5,14,0,16,12,25,6,38,34,3,23,52,58,0,62
8166,1,4083,0,3,2,2,1,3,17,12,23,22,13,24,41,41,2,12,57,63,36,68
8167,0,8167,1,2,5,5,3,7,16,2,18,14,27,8,40,36,5,25,54,60,2,64
8168,3,1021,1,1,6,9,7,1,14,9,6,29,22,37,32,34,14,18,45,16,27,72
8169,0,8169,0,4,0,7,5,9,18,4,20,16,29,10,42,38,7,27,56,62,4,66
8170,1,4085,2,0,4,4,3,5,0,14,25,24,15,26,0,43,4,14,59,65,38,70
8171,0,8171,2,1,2,9,7,11,1,6,22,18,31,12,1,40,9,29,58,64,6,68
8172,2,2043,0,3,6,8,2,3,10,19,13,28,8,34,22,22,29,37,30,33,55,72
8173,0,8173,1,3,4,0,9,13,3,8,24,20,33,14,3,42,11,31,60,66,8,70
8174,1,4087,1,2,6,6,5,7,2,16,27,26,17,28,2,45,6,16,0,0,40,72
8175,0,8175,0,0,6,2,11,15,5,10,26,22,35,16,5,44,13,33,1,1,10,72
8176,4,511,1,1,0,5,4,1,17,5,18,15,30,19,38,41,34,39,23,42,14,0
8177,0,8177,2,2,1,4,0,0,7,12,28,24,0,18,7,46,15,35,3,3,12,1
8178,1,4089,0,4,1,8,7,9,4,18,0,28,19,30,4,0,8,18,2,2,42,1
8179,0,8179,1,4,3,6,2,2,9,14,1,26,2,20,9,1,17,37,5,5,14,3
8180,2,2045,2,0,1,10,4,5,12,21,15,30,10,36,24,24,31,39,32,35,57,1
8181,0,8181,0,1,5,8,4,4,11,16,3,28,4,22,11,3,19,39,7,7,16,5
8182,1,4091,2,1,3,10,9,11,6,20,2,30,21,32,6,2,10,20,4,4,44,3
8183,0,8183,2,3,0,10,6,6,13,18,5,30,6,24,13,5,21,41,9,9,18,7
8184,3,1023,0,3,1,0,9,3,16,11,8,0,24,39,34,36,16,20,47,18,29,1
8185,0,8185,1,0,2,1,8,8,15,20,7,1,8,26,15,7,23,43,11,11,20,9
8186,1,4093,1,3,5,1,11,13,8,22,4,1,23,34,8,4,12,22,6,6,46,5
8187,0,8187,0,2,4,3,10,10,17,22,9,3,10,28,17,9,25,45,13,13,22,11
8188,2,2047,1,2,3,1,6,7,14,0,17,1,12,38,26,26,33,41,34,37,59,3
8189,0,8189,2,4,6,5,12,12,0,1,11,5,12,30,19,11,27,47,15,15,24,13
8190,1,4095,0,0,0,3,0,15,10,1,6,3,25,36,10,6,14,24,8,8,48,7
8191,0,8191,1,1,1,7,1,14,2,3,13,7,14,32,21,13,29,49,17,17,26,15
8192,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8193,0,8193,0,3,3,9,3,16,4,5,15,9,16,34,23,15,31,51,19,19,28,17
8194,1,4097,2,2,2,5,2,0,12,3,8,5,27,38,12,8,16,26,10,10,50,9
8195,0,8195,2,0,5,0,5,1,6,7,17,11,18,36,25,17,33,53,21,21,30,19
8196,2,2049,0,4,5,3,8,9,16,2,19,3,14,40,28,28,35,43,36,39,61,5
8197,0,8197,1,2,0,2,7,3,8,9,19,13,20,38,27,19,35,55,23,23,32,21
8198,1,4099,1,4,4,7,4,2,14,5,10,7,29,40,14,10,18,28,12,12,52,11
8199,0,8199,0,4,2,4,9,5,10,11,21,15,22,40,29,21,37,57,25,25,34,23
8200,3,1025,2,0,3,2,11,5,18,13,10,2,26,0,36,38,18,22,49,20,31,3
8201,0,8201,2,1,4,6,11,7,12,13,23,17,24,1,31,23,39,0,27,27,36,25
8202,1,4101,0,1,6,9,6,4,16,7,12,9,31,1,16,12,20,30,14,14,54,13
8203,0,8203,1,3,6,8,0,9,14,15,25,19,26,3,33,25,41,2,29,29,38,27
8204,2,2051,2,1,0,5,10,11,18,4,21,5,16,1,30,30,37,45,38,41,63,7
8205,0,8205,0,0,1,10,2,11,16,17,27,21,28,5,35,27,43,4,31,31,40,29
8206,1,4103,2,3,1,0,8,6,18,9,14,11,33,3,18,14,22,32,16,16,56,15
8207,0,8207,2,2,3,1,4,13,18,19,0,23,30,7,37,29,45,6,33,33,42,31
8208,4,513,0,3,2,7,6,3,0,7,20,17,32,21,40,43,36,41,25,44,16,2
8209,0,8209,1,4,5,3,6,15,1,21,2,25,32,9,39,31,47,8,35,35,44,33
8210,1,4105,1,0,3,2,10,8,1,11,16,13,35,5,20,16,24,34,18,18,58,17
8211,0,8211,0,1,0,5,8,0,3,0,4,27,34,11,41,33,49,10,37,37,46,35
8212,2,2053,1,3,2,7,12,13,1,6,23,7,18,3,32,32,39,47,40,43,65,9
8213,0,8213,2,3,2,7,10,2,5,2,6,29,36,13,0,35,51,12,39,39,48,37
8214,1,4107,0,2,5,4,12,10,3,13,18,15,0,7,22,18,26,36,20,20,60,19
8215,0,8215,1,0,4,9,12,4,7,4,8,0,1,15,2,37,0,14,41,41,50,39
8216,3,1027,1,2,5,4,0,7,1,15,12,4,28,2,38,40,20,24,51,22,33,5
8217,0,8217,0,2,6,0,1,6,9,6,10,2,3,17,4,39,2,16,43,43,52,41
8218,1,4109,2,4,0,6,1,12,5,15,20,17,2,9,24,20,28,38,22,22,62,21
8219,0,8219,2,4,1,2,3,8,11,8,12,4,5,19,6,41,4,18,45,45,54,43
8220,2,2055,0,0,4,9,1,15,3,8,25,9,20,5,34,34,41,49,42,45,67,11
8221,0,8221,1,1,3,4,5,10,13,10,14,6,7,21,8,43,6,20,47,47,56,45
8222,1,4111,1,1,2,8,3,14,7,17,22,19,4,11,26,22,30,40,24,24,64,23
8223,0,8223,0,3,5,6,7,12,15,12,16,8,9,23,10,45,8,22,49,49,58,47
8224,5,257,2,2,5,4,10,2,10,4,25,9,35,11,42,22,45,21,13,56,44,38
8225,0,8225,2,0,0,8,9,14,17,14,18,10,11,25,12,0,10,24,51,51,60,49
8226,1,4113,0,3,4,10,5,16,9,19,24,21,6,13,28,24,32,42,26,26,66,25
8227,0,8227,1,2,2,10,11,16,0,16,20,12,13,27,14,2,12,26,53,53,62,51
8228,2,2057,2,2,6,0,3,0,5,10,27,11,22,7,36,36,43,51,44,47,69,13
8229,0,8229,0,4,4,1,0,1,2,18,22,14,15,29,16,4,14,28,55,55,64,53
8230,1,4115,2,0,6,1,7,1,11,21,26,23,8,15,30,26,34,44,28,28,68,27
8231,0,8231,2,1,6,3,2,3,4,20,24,16,17,31,18,6,16,30,57,57,66,55
8232,3,1029,0,4,0,6,2,9,3,17,14,6,30,4,40,42,22,26,53,24,35,7
8233,0,8233,1,3,1,5,4,5,6,22,26,18,19,33,20,8,18,32,59,59,68,57
8234,1,4117,1,2,1,3,9,3,13,0,28,25,10,17,32,28,36,46,30,30,70,29
8235,0,8235,0,0,3,7,6,7,8,1,28,20,21,35,22,10,20,34,0,61,70,59
8236,2,2059,1,4,1,2,5,2,7,12,0,13,24,9,38,38,45,53,46,49,0,15
8237,0,8237,2,2,5,9,8,9,10,3,1,22,23,37,24,12,22,36,2,63,1,61
8238,1,4119,0,4,3,5,11,5,15,2,1,27,12,19,34,30,38,48,32,32,1,31
8239,0,8239,1,4,0,0,10,11,12,5,3,24,25,39,26,14,24,38,4,65,3,63
8240,4,515,2,0,4,9,8,5,2,9,22,19,34,23,42,45,38,43,27,46,18,4
8241,0,8241,0,1,2,2,12,13,14,7,5,26,27,0,28,16,26,40,6,0,5,65
8242,1,4121,2,1,5,7,0,7,17,4,3,29,14,21,36,32,40,50,34,34,3,33
8243,0,8243,2,3,4,4,1,15,16,9,7,28,29,2,30,18,28,42,8,2,7,67
8244,2,2061,0,1,3,4,7,4,9,14,2,15,26,11,40,40,47,55,48,51,2,17
8245,0,8245,1,0,6,6,3,0,18,11,9,30,31,4,32,20,30,44,10,4,9,69
8246,1,4123,1,3,0,9,2,9,0,6,5,0,16,23,38,34,42,52,36,36,5,35
8247,0,8247,0,2,1,8,5,2,1,13,11,1,33,6,34,22,32,46,12,6,11,71
8248,3,1031,2,1,2,8,4,11,5,19,16,8,32,6,42,44,24,28,55,26,37,9
8249,0,8249,2,4,3,10,7,4,3,15,13,3,35,8,36,24,34,48,14,8,13,0
8250,1,4125,0,0,2,0,4,11,2,8,7,2,18,25,40,36,44,54,38,38,7,37
8251,0,8251,1,1,5,1,9,6,5,17,15,5,0,10,38,26,36,50,16,10,15,2
8252,2,2063,2,3,5,6,9,6,11,16,4,17,28,13,42,42,49,57,50,53,4,19
8253,0,8253,0,3,0,3,11,8,7,19,17,7,2,12,40,28,38,52,18,12,17,4
8254,1,4127,2,2,4,2,6,13,4,10,9,4,20,27,42,38,46,56,40,40,9,39
8255,0,8255,2,0,2,5,0,10,9,21,19,9,4,14,42,30,40,54,20,14,19,6
8256,6,129,0,4,3,8,12,10,15,14,13,5,18,6,0,35,23,11,7,62,58,56
8257,0,8257,1,2,4,7,2,12,11,0,21,11,6,16,1,32,42,56,22,16,21,8
8258,1,4129,1,4,6,4,8,15,6,12,11,6,22,29,1,40,48,58,42,42,11,41
8259,0,8259,0,4,6,9,4,14,13,2,23,13,8,18,3,34,44,58,24,18,23,10
8260,2,2065,1,0,0,8,11,8,13,18,6,19,30,15,1,44,51,0,52,55,6,21
8261,0,8261,2,1,1,0,6,16,15,4,25,15,10,20,5,36,46,1,26,20,25,12
8262,1,4131,0,1,1,6,10,0,8,14,13,8,24,31,3,42,50,1,44,44,13,43
8263,0,8263,1,3,3,2,8,1,17,6,27,17,12,22,7,38,48,3,28,22,27,14
8264,3,1033,1,3,4,10,6,13,7,21,18,10,34,8,1,46,26,30,57,28,39,11
8265,0,8265,0,0,5,4,10,3,0,8,0,19,14,24,9,40,50,5,30,24,29,16
8266,1,4133,2,3,3,8,12,2,10,16,15,10,26,33,5,44,52,3,46,46,15,45
8267,0,8267,2,2,0,6,12,5,2,10,2,21,16,26,11,42,52,7,32,26,31,18
8268,2,2067,0,2,2,10,0,10,15,20,8,21,32,17,3,46,0,2,54,57,8,23
8269,0,8269,1,4,2,8,1,7,4,12,4,23,18,28,13,44,1,9,34,28,33,20
8270,1,4135,1,0,5,10,1,4,12,18,17,12,28,35,7,46,1,5,48,48,17,47
8271,0,8271,0,1,4,10,3,9,6,14,6,25,20,30,15,46,3,11,36,30,35,22
8272,4,517,1,2,6,0,10,7,4,11,24,21,36,25,1,0,40,45,29,48,20,6
8273,0,8273,2,3,6,1,5,11,8,16,8,27,22,32,17,1,5,13,38,32,37,24
8274,1,4137,0,2,0,1,3,6,14,20,19,14,30,37,9,1,3,7,50,50,19,49
8275,0,8275,1,0,1,3,7,13,10,18,10,29,24,34,19,3,7,15,40,34,39,26
8276,2,2069,2,4,4,1,2,12,17,22,10,23,34,19,5,1,2,4,56,59,10,25
8277,0,8277,0,2,3,5,9,15,12,20,12,0,26,36,21,5,9,17,42,36,41,28
8278,1,4139,2,4,2,3,5,8,16,22,21,16,32,39,11,3,5,9,52,52,21,51
8279,0,8279,2,4,5,7,11,0,14,22,14,2,28,38,23,7,11,19,44,38,43,30
8280,3,1035,0,0,6,1,8,15,9,0,20,12,36,10,3,1,28,32,59,30,41,13
8281,0,8281,1,1,0,9,0,2,16,1,16,4,30,40,25,9,13,21,46,40,45,32
8282,1,4141,1,1,4,5,7,10,18,1,23,18,34,0,13,5,7,11,54,54,23,53
8283,0,8283,0,3,2,0,2,4,18,3,18,6,32,1,27,11,15,23,48,42,47,34
8284,2,2071,1,1,6,3,4,14,0,1,12,25,36,21,7,3,4,6,58,61,12,27
8285,0,8285,2,0,4,2,4,6,1,5,20,8,34,3,29,13,17,25,50,44,49,36
8286,1,4143,0,3,6,7,9,12,1,3,25,20,36,2,15,7,9,13,56,56,25,55
8287,0,8287,1,2,6,4,6,8,3,7,22,10,36,5,31,15,19,27,52,46,51,38
8288,5,259,1,4,0,6,12,4,12,6,27,11,0,13,1,24,47,23,15,58,46,40
8289,0,8289,0,4,1,6,8,10,5,9,24,12,1,7,33,17,21,29,54,48,53,40
8290,1,4145,2,0,1,9,11,14,3,5,27,22,1,4,17,9,11,15,58,58,27,57
8291,0,8291,2,1,3,8,10,12,7,11,26,14,3,9,35,19,23,31,56,50,55,42
8292,2,2073,0,3,1,5,6,16,2,3,14,27,1,23,9,5,6,8,60,63,14,29
8293,0,8293,1,3,5,10,12,14,9,13,28,16,5,11,37,21,25,33,58,52,57,44
8294,1,4147,1,2,3,0,0,16,5,7,0,24,3,6,19,11,13,17,60,60,29,59
8295,0,8295,0,0,0,1,1,16,11,15,1,18,7,13,39,23,27,35,60,54,59,46
8296,3,1037,2,2,1,3,10,0,11,2,22,14,1,12,5,3,30,34,0,32,43,15
8297,0,8297,2,2,2,3,3,1,13,17,3,20,9,15,41,25,29,37,1,56,61,48
8298,1,4149,0,4,5,2,2,1,7,9,2,26,5,8,21,13,15,19,1,62,31,61
8299,0,8299,1,4,4,5,5,3,15,19,5,22,11,17,0,27,31,39,3,58,63,50
8300,2,2075,2,0,3,7,8,1,4,5,16,29,3,25,11,7,8,10,1,65,16,31
8301,0,8301,0,1,6,7,7,5,17,21,7,24,13,19,2,29,33,41,5,60,65,52
8302,1,4151,2,1,0,4,4,3,9,11,4,28,7,10,23,15,17,21,3,64,33,63
8303,0,8303,2,3,1,9,9,7,0,0,9,26,15,21,4,31,35,43,7,62,67,54
8304,4,519,0,4,1,2,12,9,6,13,26,23,1,27,3,2,42,47,31,50,22,8
8305,0,8305,1,0,3,0,11,9,2,2,11,28,17,23,6,33,37,45,9,64,69,56
8306,1,4153,1,3,2,6,6,5,11,13,6,30,9,12,25,17,19,23,5,66,35,65
8307,0,8307,0,2,5,2,0,11,4,4,13,30,19,25,8,35,39,47,11,66,0,58
8308,2,2077,1,2,5,9,10,3,6,7,18,0,5,27,13,9,10,12,3,0,18,33
8309,0,8309,2,4,0,4,2,13,6,6,15,1,21,27,10,37,41,49,13,1,2,60
8310,1,4155,0,0,4,8,8,7,13,15,8,1,11,14,27,19,21,25,7,1,37,67
8311,0,8311,1,1,2,6,4,15,8,8,17,3,23,29,12,39,43,51,15,3,4,62
8312,3,1039,1,4,3,5,12,2,13,4,24,16,3,14,7,5,32,36,2,34,45,17
8313,0,8313,0,3,4,8,6,0,10,10,19,5,25,31,14,41,45,53,17,5,6,64
8314,1,4157,2,2,6,10,10,9,15,17,10,3,13,16,29,21,23,27,9,3,39,69
8315,0,8315,2,0,6,10,8,2,12,12,21,7,27,33,16,43,47,55,19,7,8,66
8316,2,2079,0,4,0,0,12,5,8,9,20,2,7,29,15,11,12,14,5,2,20,35
8317,0,8317,1,2,1,1,10,4,14,14,23,9,29,35,18,45,49,57,21,9,10,68
8318,1,4159,1,4,1,1,12,11,17,19,12,5,15,18,31,23,25,29,11,5,41,71
8319,0,8319,0,4,3,3,12,6,16,16,25,11,31,37,20,0,51,0,23,11,12,70
8320,7,65,2,0,2,10,0,14,8,19,7,3,28,24,22,18,12,6,4,65,65,65
8321,0,8321,2,1,5,5,1,8,18,18,27,13,33,39,22,2,0,2,25,13,14,72
8322,1,4161,0,1,3,3,1,13,0,21,14,7,17,20,33,25,27,31,13,7,43,0
8323,0,8323,1,3,0,7,3,10,1,20,0,15,35,0,24,4,2,4,27,15,16,1
8324,2,2081,2,1,2,2,1,7,10,11,22,4,9,31,17,13,14,16,7,4,22,37
8325,0,8325,0,0,2,9,5,12,3,22,2,17,0,2,26,6,4,6,29,17,18,3
8326,1,4163,2,3,5,5,3,15,2,0,16,9,19,22,35,27,29,33,15,9,45,2
8327,0,8327,2,2,4,0,7,14,5,1,4,19,2,4,28,8,6,8,31,19,20,5
8328,3,1041,0,1,5,7,1,4,15,6,26,18,5,16,9,7,34,38,4,36,47,19
8329,0,8329,1,4,6,2,9,16,7,3,6,21,4,6,30,10,8,10,33,21,22,7
8330,1,4165,1,0,0,7,5,0,4,2,18,11,21,24,37,29,31,35,17,11,47,4
8331,0,8331,0,1,1,4,11,1,9,5,8,23,6,8,32,12,10,12,35,23,24,9
8332,2,2083,1,3,4,4,3,9,12,13,24,6,11,33,19,15,16,18,9,6,24,39
8333,0,8333,2,3,3,6,0,3,11,7,10,25,8,10,34,14,12,14,37,25,26,11
8334,1,4167,0,2,2,9,7,2,6,4,20,13,23,26,39,31,33,37,19,13,49,6
8335,0,8335,1,0,5,8,2,5,13,9,12,27,10,12,36,16,14,16,39,27,28,13
8336,4,521,2,1,3,4,1,11,8,15,28,25,3,29,5,4,44,49,33,52,24,10
8337,0,8337,0,2,0,10,4,7,15,11,14,29,12,14,38,18,16,18,41,29,30,15
8338,1,4169,2,4,4,0,9,4,8,6,22,15,25,28,41,33,35,39,21,15,51,8
8339,0,8339,2,4,2,1,6,9,17,13,16,0,14,16,40,20,18,20,43,31,32,17
8340,2,2085,0,0,6,6,5,11,14,15,26,8,13,35,21,17,18,20,11,8,26,41
8341,0,8341,1,1,4,3,8,11,0,15,18,2,16,18,42,22,20,22,45,33,34,19
8342,1,4171,1,1,6,2,11,6,10,8,24,17,27,30,0,35,37,41,23,17,53,10
8343,0,8343,0,3,6,5,10,13,2,17,20,4,18,20,1,24,22,24,47,35,36,21
8344,3,1043,2,3,0,9,3,6,17,8,28,20,7,18,11,9,36,40,6,38,49,21
8345,0,8345,2,0,1,7,12,15,4,19,22,6,20,22,3,26,24,26,49,37,38,23
8346,1,4173,0,3,1,4,0,8,12,10,26,19,29,32,2,37,39,43,25,19,55,12
8347,0,8347,1,2,3,9,1,0,6,21,24,8,22,24,5,28,26,28,51,39,40,25
8348,2,2087,2,2,1,8,7,13,16,17,28,10,15,37,23,19,20,22,13,10,28,43
8349,0,8349,0,4,5,0,3,2,8,0,26,10,24,26,7,30,28,30,53,41,42,27
8350,1,4175,2,0,3,6,2,10,14,12,28,21,31,34,4,39,41,45,27,21,57,14
8351,0,8351,2,1,0,2,5,4,10,2,28,12,26,28,9,32,30,32,55,43,44,29
8352,5,261,0,1,2,8,1,6,14,8,0,13,2,15,3,26,49,25,17,60,48,42
8353,0,8353,1,3,2,4,7,6,12,4,1,14,28,30,11,34,32,34,57,45,46,31
8354,1,4177,1,2,5,8,4,12,16,14,1,23,33,36,6,41,43,47,29,23,59,16
8355,0,8355,0,0,4,6,9,8,14,6,3,16,30,32,13,36,34,36,59,47,48,33
8356,2,2089,1,4,3,10,9,15,18,19,1,12,17,39,25,21,22,24,15,12,30,45
8357,0,8357,2,2,6,8,11,10,16,8,5,18,32,34,15,38,36,38,0,49,50,35
8358,1,4179,0,4,0,10,6,14,18,16,3,25,35,38,8,43,45,49,31,25,61,18
8359,0,8359,1,4,1,10,0,12,18,10,7,20,34,36,17,40,38,40,2,51,52,37
8360,3,1045,1,0,2,0,5,8,0,10,1,22,9,20,13,11,38,42,8,40,51,23
8361,0,8361,0,1,3,1,2,14,1,12,9,22,36,38,19,42,40,42,4,53,54,39
8362,1,4181,2,1,2,1,8,16,1,18,5,27,0,40,10,45,47,51,33,27,63,20
8363,0,8363,2,3,5,3,4,16,3,14,11,24,1,40,21,44,42,44,6,55,56,41
8364,2,2091,0,1,5,1,11,0,1,21,3,14,19,0,27,23,24,26,17,14,32,47
8365,0,8365,1,0,0,5,6,1,5,16,13,26,3,1,23,46,44,46,8,57,58,43
8366,1,4183,1,3,4,3,10,1,3,20,7,29,2,1,12,0,49,53,35,29,65,22
8367,0,8367,0,2,2,7,8,3,7,18,15,28,5,3,25,1,46,48,10,59,60,45
8368,4,523,1,3,5,6,3,13,10,17,1,27,5,31,7,6,46,51,35,54,26,12
8369,0,8369,2,4,4,9,10,5,9,20,17,30,7,5,27,3,48,50,12,61,62,47
8370,1,4185,0,0,6,5,12,3,5,22,9,0,4,3,14,2,51,55,37,31,67,24
8371,0,8371,1,1,6,0,12,7,11,22,19,1,9,7,29,5,50,52,14,63,64,49
8372,2,2093,2,3,0,3,0,2,3,0,5,16,21,2,29,25,26,28,19,16,34,49
8373,0,8373,0,3,1,2,1,9,13,1,21,3,11,9,31,7,52,54,16,65,66,51
8374,1,4187,2,2,1,7,1,5,7,1,11,2,6,5,16,4,0,57,39,33,69,26
8375,0,8375,2,0,3,4,3,11,15,3,23,5,13,11,33,9,1,56,18,0,68,53
8376,3,1047,0,2,4,2,7,10,2,12,3,24,11,22,15,13,40,44,10,42,53,25
8377,0,8377,1,2,5,6,5,13,17,5,25,7,15,13,35,11,3,58,20,2,70,55
8378,1,4189,1,4,3,9,3,7,9,3,13,4,8,7,18,6,2,0,41,35,0,28
8379,0,8379,0,4,0,8,7,15,0,7,27,9,17,15,37,13,5,1,22,4,1,57
8380,2,2095,1,0,2,5,2,4,5,2,7,18,23,4,31,27,28,30,21,18,36,51
8381,0,8381,2,1,2,10,9,0,2,9,0,11,19,17,39,15,7,3,24,6,3,59
8382,1,4191,0,1,5,0,5,9,11,5,15,6,10,9,20,8,4,2,43,37,2,30
8383,0,8383,1,3,4,1,11,2,4,11,2,13,21,19,41,17,9,5,26,8,5,61
8384,6,131,2,1,5,10,1,12,17,16,15,7,20,8,2,37,25,13,9,64,60,58
8385,0,8385,0,0,6,3,0,4,6,13,4,15,23,21,0,19,11,7,28,10,7,63
8386,1,4193,2,3,0,2,7,11,13,7,17,8,12,11,22,10,6,4,45,39,4,32
8387,0,8387,2,2,1,5,2,6,8,15,6,17,25,23,2,21,13,9,30,12,9,65
8388,2,2097,0,2,4,7,4,6,7,4,9,20,25,6,33,29,30,32,23,20,38,53
