n,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
5223,0,5223,0,3,1,9,10,4,17,2,3,15,6,16,20,6,29,31,38,64,40,40
5224,3,653,2,3,2,4,3,7,7,9,15,2,24,38,8,42,17,4,43,50,14,69
5225,0,5225,2,0,3,0,12,6,0,4,5,17,8,18,22,8,31,33,40,66,42,42
5226,1,2613,0,3,2,6,0,12,10,14,3,9,23,30,33,28,16,17,51,0,57,58
5227,0,5227,1,2,5,2,1,8,2,6,7,19,10,20,24,10,33,35,42,1,44,44
5228,2,1307,2,2,5,9,7,15,15,19,2,5,12,36,17,38,35,9,26,34,29,66
5229,0,5229,0,4,0,4,3,10,4,8,9,21,12,22,26,12,35,37,44,3,46,46
5230,1,2615,2,0,4,8,2,14,12,16,5,11,25,32,35,30,18,19,53,2,59,60
5231,0,5231,2,1,2,6,5,12,6,10,11,23,14,24,28,14,37,39,46,5,48,48
5232,4,327,0,2,5,8,2,4,4,5,8,17,31,40,26,45,9,32,22,59,43,35
5233,0,5233,1,3,4,8,7,14,8,12,13,25,16,26,30,16,39,41,48,7,50,50
5234,1,2617,1,2,6,10,4,16,14,18,7,13,27,34,37,32,20,21,55,4,61,62
5235,0,5235,0,0,6,10,9,16,10,14,15,27,18,28,32,18,41,43,50,9,52,52
5236,2,1309,1,4,0,0,9,0,17,21,4,7,14,38,19,40,37,11,28,36,31,68
5237,0,5237,2,2,1,1,11,1,12,16,17,29,20,30,34,20,43,45,52,11,54,54
5238,1,2619,0,4,1,1,6,1,16,20,9,15,29,36,39,34,22,23,57,6,63,64
5239,0,5239,1,4,3,3,0,3,14,18,19,0,22,32,36,22,45,47,54,13,56,56
5240,3,655,1,0,4,6,5,9,9,11,17,4,26,40,10,44,19,6,45,52,16,71
5241,0,5241,0,1,5,5,2,5,16,20,21,2,24,34,38,24,47,49,56,15,58,58
5242,1,2621,2,1,3,3,8,3,18,22,11,17,31,38,41,36,24,25,59,8,65,66
5243,0,5243,2,3,0,7,4,7,18,22,23,4,26,36,40,26,49,51,58,17,60,60
5244,2,1311,0,1,2,2,11,2,0,0,6,9,16,40,21,42,39,13,30,38,33,70
5245,0,5245,1,0,2,9,6,9,1,1,25,6,28,38,42,28,51,53,60,19,62,62
5246,1,2623,1,3,5,5,10,5,1,1,13,19,33,40,0,38,26,27,0,10,67,68
5247,0,5247,0,2,4,0,8,11,3,3,27,8,30,40,1,30,0,55,1,21,64,64
5248,7,41,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41,41
5249,0,5249,2,4,6,2,10,13,5,5,0,10,32,1,3,32,2,57,3,23,66,66
5250,1,2625,0,0,0,7,12,7,3,3,15,21,35,1,2,40,28,29,2,12,69,70
5251,0,5251,1,1,1,4,12,15,7,7,2,12,34,3,5,34,4,0,5,25,68,68
5252,2,1313,2,3,4,4,0,4,2,2,8,11,18,1,23,44,41,15,32,40,35,72
5253,0,5253,0,3,3,6,1,0,9,9,4,14,36,5,7,36,6,2,7,27,70,70
5254,1,2627,2,2,2,9,1,9,5,5,17,23,0,3,4,42,30,31,4,14,0,72
5255,0,5255,2,0,5,8,3,2,11,11,6,16,1,7,9,38,8,4,9,29,1,72
5256,3,657,0,2,6,8,7,11,11,13,19,6,28,1,12,46,21,8,47,54,18,0
5257,0,5257,1,2,0,10,5,4,13,13,8,18,3,9,11,40,10,6,11,31,3,1
5258,1,2629,1,4,4,0,3,11,7,7,19,25,2,5,6,44,32,33,6,16,2,1
5259,0,5259,0,4,2,1,7,6,15,15,10,20,5,11,13,42,12,8,13,33,5,3
5260,2,1315,1,0,6,6,2,6,4,4,10,13,20,3,25,46,43,17,34,42,37,1
5261,0,5261,2,1,4,3,9,8,17,17,12,22,7,13,15,44,14,10,15,35,7,5
5262,1,2631,0,1,6,2,5,13,9,9,21,27,4,7,8,46,34,35,8,18,4,3
5263,0,5263,1,3,6,5,11,10,0,19,14,24,9,15,17,46,16,12,17,37,9,7
5264,4,329,2,4,0,10,4,6,6,7,10,19,33,1,28,0,11,34,24,61,45,37
5265,0,5265,0,0,1,7,0,12,2,21,16,26,11,17,19,1,18,14,19,39,11,9
5266,1,2633,2,3,1,4,7,15,11,11,23,29,6,9,10,1,36,37,10,20,6,5
5267,0,5267,2,2,3,9,2,14,4,0,18,28,13,19,21,3,20,16,21,41,13,11
5268,2,1317,0,2,1,8,4,8,6,6,12,15,22,5,27,1,45,19,36,44,39,3
5269,0,5269,1,4,5,0,4,16,6,2,20,30,15,21,23,5,22,18,23,43,15,13
5270,1,2635,1,0,3,6,9,0,13,13,25,0,8,11,12,3,38,39,12,22,8,7
5271,0,5271,0,1,0,2,6,1,8,4,22,1,17,23,25,7,24,20,25,45,17,15
5272,3,659,2,4,1,10,9,13,13,15,21,8,30,3,14,1,23,10,49,56,20,2
5273,0,5273,2,3,2,4,8,3,10,6,24,3,19,25,27,9,26,22,27,47,19,17
5274,1,2637,0,2,5,8,11,2,15,15,27,2,10,13,14,5,40,41,14,24,10,9
5275,0,5275,1,0,4,6,10,5,12,8,26,5,21,27,29,11,28,24,29,49,21,19
5276,2,1319,2,4,3,10,6,10,8,8,14,17,24,7,29,3,47,21,38,46,41,5
5277,0,5277,0,2,6,8,12,7,14,10,28,7,23,29,31,13,30,26,31,51,23,21
5278,1,2639,2,4,0,10,0,4,17,17,0,4,12,15,16,7,42,43,16,26,12,11
5279,0,5279,2,4,1,10,1,9,16,12,1,9,25,31,33,15,32,28,33,53,25,23
5280,5,165,0,0,4,0,9,12,13,4,20,10,17,1,36,24,6,47,43,31,23,19
5281,0,5281,1,1,3,1,3,11,18,14,3,11,27,33,35,17,34,30,35,55,27,25
5282,1,2641,1,1,2,1,2,6,0,19,2,6,14,17,18,9,44,45,18,28,14,13
5283,0,5283,0,3,5,3,5,13,1,16,5,13,29,35,37,19,36,32,37,57,29,27
5284,2,1321,1,1,5,1,8,12,10,10,16,19,26,9,31,5,49,23,40,48,43,7
5285,0,5285,2,0,0,5,7,15,3,18,7,15,31,37,39,21,38,34,39,59,31,29
5286,1,2643,0,3,4,3,4,8,2,21,4,8,16,19,20,11,46,47,20,30,16,15
5287,0,5287,1,2,2,7,9,0,5,20,9,17,33,39,41,23,40,36,41,61,33,31
5288,3,661,1,1,3,1,11,15,15,17,23,10,32,5,16,3,25,12,51,58,22,4
5289,0,5289,0,4,4,9,11,2,7,22,11,19,35,0,0,25,42,38,43,63,35,33
5290,1,2645,2,0,6,5,6,10,4,0,6,10,18,21,22,13,48,49,22,32,18,17
5291,0,5291,2,1,6,0,0,4,9,1,13,21,0,2,2,27,44,40,45,65,37,35
5292,2,1323,0,3,0,3,10,14,12,12,18,21,28,11,33,7,51,25,42,50,45,9
5293,0,5293,1,3,1,2,2,6,11,3,15,23,2,4,4,29,46,42,47,0,39,37
5294,1,2647,1,2,1,7,8,12,6,2,8,12,20,23,24,15,50,51,24,34,20,19
5295,0,5295,0,0,3,4,4,8,13,5,17,25,4,6,6,31,48,44,49,2,41,39
5296,4,331,1,1,2,1,6,8,8,9,12,21,35,3,30,2,13,36,26,63,47,39
5297,0,5297,2,2,5,6,6,10,15,7,19,27,6,8,8,33,50,46,51,4,43,41
5298,1,2649,0,4,3,9,10,14,8,4,10,14,22,25,26,17,52,53,26,36,22,21
5299,0,5299,1,4,0,8,8,12,17,9,21,29,8,10,10,35,52,48,53,6,45,43
5300,2,1325,2,0,2,5,12,16,14,14,20,23,30,13,35,9,0,27,44,52,47,11
5301,0,5301,0,1,2,10,10,14,0,11,23,0,10,12,12,37,1,50,55,8,47,45
5302,1,2651,2,1,5,0,12,16,10,6,12,16,24,27,28,19,1,55,28,38,24,23
5303,0,5303,2,3,4,1,12,16,2,13,25,2,12,14,14,39,3,52,57,10,49,47
5304,3,663,0,3,5,3,0,0,17,19,25,12,34,7,18,5,27,14,53,60,24,6
5305,0,5305,1,0,6,3,1,1,4,15,27,4,14,16,16,41,5,54,59,12,51,49
5306,1,2653,1,3,0,2,1,1,12,8,14,18,26,29,30,21,3,57,30,40,26,25
5307,0,5307,0,2,1,5,3,3,6,17,0,6,16,18,18,43,7,56,0,14,53,51
5308,2,1327,1,2,4,7,1,1,16,16,22,25,32,15,37,11,2,29,46,54,49,13
5309,0,5309,2,4,3,7,5,5,8,19,2,8,18,20,20,45,9,58,2,16,55,53
5310,1,2655,0,0,2,4,3,3,14,10,16,20,28,31,32,23,5,0,32,42,28,27
5311,0,5311,1,1,5,9,7,7,10,21,4,10,20,22,22,0,11,1,4,18,57,55
5312,6,83,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12,10
5313,0,5313,0,3,0,0,9,9,12,0,6,12,22,24,24,2,13,3,6,20,59,57
5314,1,2657,2,2,4,6,5,5,16,12,18,22,30,33,34,25,7,2,34,44,30,29
5315,0,5315,2,0,2,2,11,11,14,2,8,14,24,26,26,4,15,5,8,22,61,59
5316,2,1329,0,4,6,9,3,3,18,18,24,27,34,17,39,13,4,31,48,56,51,15
5317,0,5317,1,2,4,4,0,13,16,4,10,16,26,28,28,6,17,7,10,24,63,61
5318,1,2659,1,4,6,8,7,7,18,14,20,24,32,35,36,27,9,4,36,46,32,31
5319,0,5319,0,4,6,6,2,15,18,6,12,18,28,30,30,8,19,9,12,26,65,63
5320,3,665,2,0,0,5,2,2,0,21,27,14,36,9,20,7,29,16,55,62,26,8
5321,0,5321,2,1,1,8,4,0,1,8,14,20,30,32,32,10,21,11,14,28,67,65
5322,1,2661,0,1,1,10,9,9,1,16,22,26,34,37,38,29,11,6,38,48,34,33
5323,0,5323,1,3,3,10,6,2,3,10,16,22,32,34,34,12,23,13,16,30,69,67
5324,2,1331,2,1,1,0,5,5,1,20,26,29,36,19,41,15,6,33,50,58,53,17
5325,0,5325,0,0,5,1,8,4,5,12,18,24,34,36,36,14,25,15,18,32,0,69
5326,1,2663,2,3,3,1,11,11,3,18,24,28,36,39,40,31,13,8,40,50,36,35
5327,0,5327,2,2,0,3,10,6,7,14,20,26,36,38,38,16,27,17,20,34,2,71
5328,4,333,0,3,4,3,8,10,10,11,14,23,0,5,32,4,15,38,28,65,49,41
5329,0,5329,1,4,2,5,12,8,9,16,22,28,1,40,40,18,29,19,22,36,4,0
5330,1,2665,1,0,5,3,0,13,5,20,26,30,1,0,42,33,15,10,42,52,38,37
5331,0,5331,0,1,4,7,1,10,11,18,24,30,3,1,42,20,31,21,24,38,6,2
5332,2,1333,1,3,3,2,7,7,3,22,28,0,1,21,0,17,8,35,52,60,55,19
5333,0,5333,2,3,6,9,3,12,13,20,26,1,5,3,1,22,33,23,26,40,8,4
5334,1,2667,0,2,0,5,2,15,7,22,28,1,3,2,1,35,17,12,44,54,40,39
5335,0,5335,1,0,1,0,5,14,15,22,28,3,7,5,3,24,35,25,28,42,10,6
5336,3,667,1,2,2,7,4,4,2,0,0,16,1,11,22,9,31,18,57,64,28,10
5337,0,5337,0,2,3,2,7,16,17,1,1,5,9,7,5,26,37,27,30,44,12,8
5338,1,2669,2,4,2,7,4,0,9,1,1,3,5,4,3,37,19,14,46,56,42,41
5339,0,5339,2,4,5,4,9,1,0,3,3,7,11,9,7,28,39,29,32,46,14,10
5340,2,1335,0,0,5,4,9,9,5,1,1,2,3,23,2,19,10,37,54,62,57,21
5341,0,5341,1,1,0,6,11,3,2,5,5,9,13,11,9,30,41,31,34,48,16,12
5342,1,2671,1,1,4,9,6,2,11,3,3,5,7,6,5,39,21,16,48,58,44,43
5343,0,5343,0,3,2,8,0,5,4,7,7,11,15,13,11,32,43,33,36,50,18,14
5344,5,167,2,2,6,2,11,14,15,6,22,12,19,3,38,26,8,49,45,33,25,21
5345,0,5345,2,0,4,10,2,7,6,9,9,13,17,15,13,34,45,35,38,52,20,16
5346,1,2673,0,3,6,0,8,4,13,5,5,7,9,8,7,41,23,18,50,60,46,45
5347,0,5347,1,2,6,1,4,9,8,11,11,15,19,17,15,36,47,37,40,54,22,18
5348,2,1337,2,2,0,6,11,11,7,3,3,4,5,25,4,21,12,39,56,64,59,23
5349,0,5349,0,4,1,3,6,11,10,13,13,17,21,19,17,38,49,39,42,56,24,20
5350,1,2675,2,0,1,2,10,6,15,7,7,9,11,10,9,43,25,20,52,62,48,47
5351,0,5351,2,1,3,5,8,13,12,15,15,19,23,21,19,40,51,41,44,58,26,22
5352,3,669,0,4,4,9,6,6,4,2,2,18,3,13,24,11,33,20,59,66,30,12
5353,0,5353,1,3,5,7,10,15,14,17,17,21,25,23,21,42,0,43,46,60,28,24
5354,1,2677,1,2,3,4,12,8,17,9,9,11,13,12,11,45,27,22,54,64,50,49
5355,0,5355,0,0,0,9,12,0,16,19,19,23,27,25,23,44,2,45,48,62,30,26
5356,2,1339,1,4,2,8,0,13,9,5,5,6,7,27,6,23,14,41,58,66,61,25
5357,0,5357,2,2,2,0,1,2,18,21,21,25,29,27,25,46,4,47,50,64,32,28
5358,1,2679,0,4,5,6,1,10,0,11,11,13,15,14,13,0,29,24,56,66,52,51
5359,0,5359,1,4,4,2,3,4,1,0,23,27,31,29,27,1,6,49,52,66,34,30
5360,4,335,2,0,6,5,10,12,12,13,16,25,2,7,34,6,17,40,30,0,51,43
5361,0,5361,0,1,6,4,5,6,3,2,25,29,33,31,29,3,8,51,54,1,36,32
5362,1,2681,2,1,0,8,3,12,2,13,13,15,17,16,15,2,31,26,58,1,54,53
5363,0,5363,2,3,1,6,7,8,5,4,27,0,35,33,31,5,10,53,56,3,38,34
5364,2,1341,0,1,4,10,2,15,11,7,7,8,9,29,8,25,16,43,60,1,63,27
5365,0,5365,1,0,3,8,9,10,7,6,0,2,0,35,33,7,12,55,58,5,40,36
5366,1,2683,1,3,2,10,5,14,4,15,15,17,19,18,17,4,33,28,60,3,56,55
5367,0,5367,0,2,5,10,11,12,9,8,2,4,2,37,35,9,14,57,60,7,42,38
5368,3,671,2,1,6,0,8,8,6,4,4,20,5,15,26,13,35,22,0,1,32,14
5369,0,5369,2,4,0,1,0,14,11,10,4,6,4,39,37,11,16,0,1,9,44,40
5370,1,2685,0,0,4,1,7,16,6,17,17,19,21,20,19,6,35,30,1,5,58,57
5371,0,5371,1,1,2,3,2,16,13,12,6,8,6,0,39,13,18,2,3,11,46,42
5372,2,1343,2,3,6,1,4,0,13,9,9,10,11,31,10,27,18,45,1,3,65,29
5373,0,5373,0,3,4,5,4,1,15,14,8,10,8,2,41,15,20,4,5,13,48,44
5374,1,2687,2,2,6,3,9,1,8,19,19,21,23,22,21,8,37,32,3,7,60,59
5375,0,5375,2,0,6,7,6,3,17,16,10,12,10,4,0,17,22,6,7,15,50,46
5376,8,21,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21,21
5377,0,5377,1,2,1,9,8,5,0,18,12,14,12,6,2,19,24,8,9,17,52,48
5378,1,2689,1,4,1,5,11,3,10,21,21,23,25,24,23,10,39,34,5,9,62,61
5379,0,5379,0,4,3,0,10,7,2,20,14,16,14,8,4,21,26,10,11,19,54,50
5380,2,1345,1,0,1,3,6,2,15,11,11,12,13,33,12,29,20,47,3,5,67,31
5381,0,5381,2,1,5,2,12,9,4,22,16,18,16,10,6,23,28,12,13,21,56,52
5382,1,2691,0,1,3,7,0,5,12,0,23,25,27,26,25,12,41,36,7,11,64,63
5383,0,5383,1,3,0,4,1,11,6,1,18,20,18,12,8,25,30,14,15,23,58,54
5384,3,673,1,3,1,2,10,10,8,6,6,22,7,17,28,15,37,24,2,3,34,16
5385,0,5385,0,0,2,6,3,13,8,3,20,22,20,14,10,27,32,16,17,25,60,56
5386,1,2693,2,3,5,9,2,7,14,2,25,27,29,28,27,14,43,38,9,13,66,65
5387,0,5387,2,2,4,8,5,15,10,5,22,24,22,16,12,29,34,18,19,27,62,58
5388,2,1347,0,2,3,5,8,4,17,13,13,14,15,35,14,31,22,49,5,7,69,33
5389,0,5389,1,4,6,10,7,0,12,7,24,26,24,18,14,31,36,20,21,29,64,60
5390,1,2695,1,0,0,0,4,9,16,4,27,29,31,30,29,16,45,40,11,15,68,67
5391,0,5391,0,1,1,1,9,2,14,9,26,28,26,20,16,33,38,22,23,31,66,62
5392,4,337,1,2,1,7,12,14,14,15,18,27,4,9,36,8,19,42,32,2,53,45
5393,0,5393,2,3,3,3,11,4,16,11,28,30,28,22,18,35,40,24,25,33,68,64
5394,1,2697,0,2,2,2,6,11,18,6,0,0,33,32,31,18,47,42,13,17,70,69
5395,0,5395,1,0,5,5,0,6,18,13,1,1,30,24,20,37,42,26,27,35,70,66
5396,2,1349,2,4,5,7,10,6,0,15,15,16,17,37,16,33,24,51,7,9,0,35
5397,0,5397,0,2,0,7,2,8,1,15,3,3,32,26,22,39,44,28,29,37,1,68
5398,1,2699,2,4,4,4,8,13,1,8,2,2,35,34,33,20,49,44,15,19,1,71
5399,0,5399,2,4,2,9,4,10,3,17,5,5,34,28,24,41,46,30,31,39,3,70
5400,3,675,0,0,3,4,12,12,10,8,8,24,9,19,30,17,39,26,4,5,36,18
5401,0,5401,1,1,4,0,6,12,5,19,7,7,36,30,26,43,48,32,33,41,5,72
5402,1,2701,1,1,6,6,10,15,3,10,4,4,0,36,35,22,51,46,17,21,3,0
5403,0,5403,0,3,6,2,8,14,7,21,9,9,1,32,28,45,50,34,35,43,7,1
5404,2,1351,1,1,0,9,12,8,2,17,17,18,19,39,18,35,26,53,9,11,2,37
5405,0,5405,2,0,1,4,10,16,9,0,11,11,3,34,30,0,52,36,37,45,9,3
5406,1,2703,0,3,1,8,12,0,5,12,6,6,2,38,37,24,0,48,19,23,5,2
5407,0,5407,1,2,3,6,12,1,11,2,13,13,5,36,32,2,1,38,39,47,11,5
5408,5,169,1,4,1,4,0,16,17,8,24,14,21,5,40,28,10,51,47,35,27,23
5409,0,5409,0,4,5,8,1,3,13,4,15,15,7,38,34,4,3,40,41,49,13,7
5410,1,2705,2,0,3,10,1,2,7,14,8,8,4,40,39,26,2,50,21,25,7,4
5411,0,5411,2,1,0,10,3,5,15,6,17,17,9,40,36,6,5,42,43,51,15,9
5412,2,1353,0,3,2,0,1,10,4,19,19,20,21,0,20,37,28,55,11,13,4,39
5413,0,5413,1,3,2,1,5,7,17,8,19,19,11,1,38,8,7,44,45,53,17,11
5414,1,2707,1,2,5,1,3,4,9,16,10,10,6,1,41,28,4,52,23,27,9,6
5415,0,5415,0,0,4,3,7,9,0,10,21,21,13,3,40,10,9,46,47,55,19,13
5416,3,677,2,2,5,6,1,14,12,10,10,26,11,21,32,19,41,28,6,7,38,20
5417,0,5417,2,2,6,5,9,11,2,12,23,23,15,5,42,12,11,48,49,57,21,15
5418,1,2709,0,4,0,3,5,6,11,18,12,12,8,3,0,30,6,54,25,29,11,8
5419,0,5419,1,4,1,7,11,13,4,14,25,25,17,7,1,14,13,50,51,59,23,17
5420,2,1355,2,0,4,2,3,12,6,21,21,22,23,2,22,39,30,57,13,15,6,41
5421,0,5421,0,1,3,9,0,15,6,16,27,27,19,9,3,16,15,52,53,61,25,19
5422,1,2711,2,1,2,5,7,8,13,20,14,14,10,5,2,32,8,56,27,31,13,10
5423,0,5423,2,3,5,0,2,0,8,18,0,29,21,11,5,18,17,54,55,63,27,21
5424,4,339,0,4,3,9,1,16,16,17,20,29,6,11,38,10,21,44,34,4,55,47
5425,0,5425,1,0,0,2,4,2,10,20,2,0,23,13,7,20,19,56,57,65,29,23
5426,1,2713,1,3,4,7,9,10,15,22,16,16,12,7,4,34,10,58,29,33,15,12
5427,0,5427,0,2,2,4,6,4,12,22,4,2,25,15,9,22,21,58,59,0,31,25
5428,2,1357,1,2,6,4,5,14,8,0,23,24,25,4,24,41,32,0,15,17,8,43
5429,0,5429,2,4,4,6,8,6,14,1,6,4,27,17,11,24,23,1,0,2,33,27
5430,1,2715,0,0,6,9,11,12,17,1,18,18,14,9,6,36,12,1,31,35,17,14
5431,0,5431,1,1,6,8,10,8,16,3,8,6,29,19,13,26,25,3,2,4,35,29
5432,3,679,1,4,0,8,3,16,14,12,12,28,13,23,34,21,43,30,8,9,40,22
5433,0,5433,0,3,1,10,12,10,18,5,10,8,31,21,15,28,27,5,4,6,37,31
5434,1,2717,2,2,1,0,0,14,0,3,20,20,16,11,8,38,14,3,33,37,19,16
5435,0,5435,2,0,3,1,1,12,1,7,12,10,33,23,17,30,29,7,6,8,39,33
5436,2,1359,0,4,1,6,7,16,10,2,25,26,27,6,26,43,34,2,17,19,10,45
5437,0,5437,1,2,5,3,3,14,3,9,14,12,35,25,19,32,31,9,8,10,41,35
5438,1,2719,1,4,3,2,2,16,2,5,22,22,18,13,10,40,16,5,35,39,21,18
5439,0,5439,0,4,0,5,5,16,5,11,16,14,0,27,21,34,33,11,10,12,43,37
5440,6,85,1,0,1,8,7,0,9,16,27,23,11,3,42,38,32,26,24,18,14,12
5441,0,5441,2,1,2,7,7,1,7,13,18,16,2,29,23,36,35,13,12,14,45,39
5442,1,2721,0,1,5,4,4,1,4,7,24,24,20,15,12,42,18,7,37,41,23,20
5443,0,5443,1,3,4,9,9,3,9,15,20,18,4,31,25,38,37,15,14,16,47,41
5444,2,1361,2,1,3,8,9,1,12,4,27,28,29,8,28,45,36,4,19,21,12,47
5445,0,5445,0,0,6,0,11,5,11,17,22,20,6,33,27,40,39,17,16,18,49,43
5446,1,2723,2,3,0,6,6,3,6,9,26,26,22,17,14,44,20,9,39,43,25,22
5447,0,5447,2,2,1,2,0,7,13,19,24,22,8,35,29,42,41,19,18,20,51,45
5448,3,681,0,1,2,10,5,1,16,14,14,30,15,25,36,23,45,32,10,11,42,24
5449,0,5449,1,4,3,4,2,9,15,21,26,24,10,37,31,44,43,21,20,22,53,47
5450,1,2725,1,0,2,8,8,5,8,11,28,28,24,19,16,46,22,11,41,45,27,24
5451,0,5451,0,1,5,6,4,11,17,0,28,26,12,39,33,46,45,23,22,24,55,49
5452,2,1363,1,3,5,10,11,3,14,6,0,30,31,10,30,0,38,6,21,23,14,49
5453,0,5453,2,3,0,8,6,13,0,2,1,28,14,0,35,1,47,25,24,26,57,51
5454,1,2727,0,2,4,10,10,7,10,13,1,30,26,21,18,1,24,13,43,47,29,26
5455,0,5455,1,0,2,10,8,15,2,4,3,30,16,2,37,3,49,27,26,28,59,53
5456,4,341,2,1,5,0,3,1,18,19,22,0,8,13,40,12,23,46,36,6,57,49
5457,0,5457,0,2,4,1,10,0,4,6,5,1,18,4,39,5,51,29,28,30,61,55
5458,1,2729,2,4,6,1,12,9,12,15,3,1,28,23,20,3,26,15,45,49,31,28
5459,0,5459,2,4,6,3,12,2,6,8,7,3,20,6,41,7,0,31,30,32,63,57
5460,2,1365,0,0,0,1,0,5,16,8,2,1,33,12,32,2,40,8,23,25,16,51
5461,0,5461,1,1,1,5,1,4,8,10,9,5,22,8,0,9,2,33,32,34,65,59
5462,1,2731,1,1,1,3,1,11,14,17,5,3,30,25,22,5,28,17,47,51,33,30
5463,0,5463,0,3,3,7,3,6,10,12,11,7,24,10,2,11,4,35,34,36,67,61
5464,3,683,2,3,4,1,7,3,18,16,16,1,17,27,38,25,47,34,12,13,44,26
5465,0,5465,2,0,5,9,5,8,12,14,13,9,26,12,4,13,6,37,36,38,69,63
5466,1,2733,0,3,3,5,3,13,16,19,7,5,32,27,24,7,30,19,49,53,35,32
5467,0,5467,1,2,0,0,7,10,14,16,15,11,28,14,6,15,8,39,38,40,0,65
5468,2,1367,2,2,2,3,2,7,18,10,4,3,35,14,34,4,42,10,25,27,18,53
5469,0,5469,0,4,2,2,9,12,16,18,17,13,30,16,8,17,10,41,40,42,2,67
5470,1,2735,2,0,5,7,5,15,18,21,9,7,34,29,26,9,32,21,51,55,37,34
5471,0,5471,2,1,4,4,11,14,18,20,19,15,32,18,10,19,12,43,42,44,4,69
5472,5,171,0,1,3,6,2,1,0,10,26,16,23,7,42,30,12,53,49,37,29,25
5473,0,5473,1,3,6,6,0,16,1,22,21,17,34,20,12,21,14,45,44,46,6,71
5474,1,2737,1,2,0,9,7,0,1,0,11,9,36,31,28,11,34,23,53,57,39,36
5475,0,5475,0,0,1,8,2,1,3,1,23,19,36,22,14,23,16,47,46,48,8,0
5476,2,1369,1,4,4,5,4,9,1,12,6,5,0,16,36,6,44,12,27,29,20,55
5477,0,5477,2,2,3,10,4,3,5,3,25,21,1,24,16,25,18,49,48,50,10,2
5478,1,2739,0,4,2,0,9,2,3,2,13,11,1,33,30,13,36,25,55,59,41,38
5479,0,5479,1,4,5,1,6,5,7,5,27,23,3,26,18,27,20,51,50,52,12,4
5480,3,685,1,0,6,3,9,5,1,18,18,3,19,29,40,27,49,36,14,15,46,28
5481,0,5481,0,1,0,3,8,7,9,7,0,25,5,28,20,29,22,53,52,54,14,6
5482,1,2741,2,1,4,2,11,4,5,4,15,13,3,35,32,15,38,27,57,61,43,40
5483,0,5483,2,3,2,5,10,9,11,9,2,27,7,30,22,31,24,55,54,56,16,8
5484,2,1371,0,1,6,7,6,11,3,14,8,7,2,18,38,8,46,14,29,31,22,57
5485,0,5485,1,0,4,7,12,11,13,11,4,29,9,32,24,33,26,57,56,58,18,10
5486,1,2743,1,3,6,4,0,6,7,6,17,15,5,37,34,17,40,29,59,63,45,42
5487,0,5487,0,2,6,9,1,13,15,13,6,0,11,34,26,35,28,0,58,60,20,12
5488,4,343,1,3,0,2,5,3,1,21,24,2,10,15,42,14,25,48,38,8,59,51
5489,0,5489,2,4,1,0,3,15,17,15,8,2,13,36,28,37,30,2,60,62,22,14
5490,1,2745,0,0,1,6,2,8,9,8,19,17,7,39,36,19,42,31,0,65,47,44
5491,0,5491,1,1,3,2,5,0,0,17,10,4,15,38,30,39,32,4,1,64,24,16
5492,2,1373,2,3,1,9,8,13,5,16,10,9,4,20,40,10,48,16,31,33,24,59
5493,0,5493,0,3,5,4,7,2,2,19,12,6,17,40,32,41,34,6,3,66,26,18
5494,1,2747,2,2,3,8,4,10,11,10,21,19,9,0,38,21,44,33,2,0,49,46
5495,0,5495,2,0,0,6,9,4,4,21,14,8,19,1,34,43,36,8,5,1,28,20
5496,3,687,0,2,1,5,11,7,3,20,20,5,21,31,42,29,51,38,16,17,48,30
5497,0,5497,1,2,2,8,11,6,6,0,16,10,21,3,36,45,38,10,7,3,30,22
5498,1,2749,1,4,5,10,6,12,13,12,23,21,11,2,40,23,46,35,4,2,51,48
5499,0,5499,0,4,4,10,0,8,8,2,18,12,23,5,38,0,40,12,9,5,32,24
5500,2,1375,1,0,3,0,10,15,7,18,12,11,6,22,42,12,50,18,33,35,26,61
5501,0,5501,2,1,6,1,2,10,10,4,20,14,25,7,40,2,42,14,11,7,34,26
5502,1,2751,0,1,0,1,8,14,15,14,25,23,13,4,42,25,48,37,6,4,53,50
5503,0,5503,1,3,1,3,4,12,12,6,22,16,27,9,42,4,44,16,13,9,36,28
5504,7,43,1,3,1,10,4,9,5,20,14,12,6,2,0,43,43,43,43,43,43,43
5505,0,5505,0,0,3,5,6,14,14,8,24,18,29,11,1,6,46,18,15,11,38,30
5506,1,2753,2,3,2,3,10,16,17,16,27,25,15,6,1,27,50,39,8,6,55,52
5507,0,5507,2,2,5,7,8,16,16,10,26,20,31,13,3,8,48,20,17,13,40,32
5508,2,1377,0,2,5,2,12,0,9,20,14,13,8,24,1,14,52,20,35,37,28,63
5509,0,5509,1,4,0,9,10,1,18,12,28,22,33,15,5,10,50,22,19,15,42,34
5510,1,2755,1,0,4,5,12,1,0,18,0,27,17,8,3,29,52,41,10,8,57,54
5511,0,5511,0,1,2,0,12,3,1,14,1,24,35,17,7,12,52,24,21,17,44,36
5512,3,689,2,4,3,7,0,9,5,22,22,7,23,33,1,31,0,40,18,19,50,32
5513,0,5513,2,3,4,2,1,5,3,16,3,26,0,19,9,14,1,26,23,19,46,38
