n,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
598,1,299,2,4,5,2,0,10,14,0,9,20,3,12,41,17,34,4,55,31,15,7
599,0,599,2,4,4,5,1,4,10,1,19,10,7,25,40,35,16,9,50,63,31,15
600,3,75,0,0,5,9,10,7,18,6,17,13,1,34,32,28,22,16,14,8,4,2
601,0,601,1,1,6,7,3,6,12,3,21,12,9,27,42,37,18,11,52,65,33,17
602,1,301,1,1,0,4,2,12,16,2,11,22,5,14,0,19,36,6,57,33,17,9
603,0,603,0,3,1,9,5,8,14,5,23,14,11,29,1,39,20,13,54,0,35,19
604,2,151,1,1,4,8,8,15,18,13,6,27,3,28,22,10,45,33,29,17,9,5
605,0,605,2,0,3,0,7,10,16,7,25,16,13,31,3,41,22,15,56,2,37,21
606,1,303,0,3,2,6,4,14,18,4,13,24,7,16,2,21,38,8,59,35,19,11
607,0,607,1,2,5,2,9,12,18,9,27,18,15,33,5,43,24,17,58,4,39,23
608,5,19,1,4,5,8,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19
609,0,609,0,4,0,4,11,14,1,11,0,20,17,35,7,45,26,19,60,6,41,25
610,1,305,2,0,4,8,6,16,1,6,15,26,9,18,4,23,40,10,0,37,21,13
611,0,611,2,1,2,6,0,16,3,13,2,22,19,37,9,0,28,21,1,8,43,27
612,2,153,0,3,6,10,10,0,1,15,8,29,5,30,24,12,47,35,31,19,11,7
613,0,613,1,3,4,8,2,1,5,15,4,24,21,39,11,2,30,23,3,10,45,29
614,1,307,1,2,6,10,8,1,3,8,17,28,11,20,6,25,42,12,2,39,23,15
615,0,615,0,0,6,10,4,3,7,17,6,26,23,0,13,4,32,25,5,12,47,31
616,3,77,2,2,0,0,12,9,1,8,19,15,3,36,34,30,24,18,16,10,6,4
617,0,617,2,2,1,1,6,5,9,19,8,28,25,2,15,6,34,27,7,14,49,33
618,1,309,0,4,1,1,10,3,5,10,19,30,13,22,8,27,44,14,4,41,25,17
619,0,619,1,4,3,3,8,7,11,21,10,30,27,4,17,8,36,29,9,16,51,35
620,2,155,2,0,1,1,12,2,3,17,10,0,7,32,26,14,49,37,33,21,13,9
621,0,621,0,1,5,5,10,9,13,0,12,1,29,6,19,10,38,31,11,18,53,37
622,1,311,2,1,3,3,12,5,7,12,21,1,15,24,10,29,46,16,6,43,27,19
623,0,623,2,3,0,7,12,11,15,2,14,3,31,8,21,12,40,33,13,20,55,39
624,4,39,0,4,4,6,0,5,1,16,10,8,2,39,39,39,39,39,39,39,39,39
625,0,625,1,0,2,9,1,13,17,4,16,5,33,10,23,14,42,35,15,22,57,41
626,1,313,1,3,5,5,1,7,9,14,23,3,17,26,12,31,48,18,8,45,29,21
627,0,627,0,2,4,0,3,15,0,6,18,7,35,12,25,16,44,37,17,24,59,43
628,2,157,1,2,3,3,1,4,5,19,12,2,9,34,28,16,51,39,35,23,15,11
629,0,629,2,4,6,2,5,0,2,8,20,9,0,14,27,18,46,39,19,26,61,45
630,1,315,0,0,0,7,3,9,11,16,25,5,19,28,14,33,50,20,10,47,31,23
631,0,631,1,1,1,4,7,2,4,10,22,11,2,16,29,20,48,41,21,28,63,47
632,3,79,1,4,2,2,1,11,3,10,21,17,5,38,36,32,26,20,18,12,8,6
633,0,633,0,3,3,6,9,4,6,12,24,13,4,18,31,22,50,43,23,30,65,49
634,1,317,2,2,2,9,5,11,13,18,27,7,21,30,16,35,52,22,12,49,33,25
635,0,635,2,0,5,8,11,6,8,14,26,15,6,20,33,24,52,45,25,32,67,51
636,2,159,0,4,5,5,3,6,7,21,14,4,11,36,30,18,0,41,37,25,17,13
637,0,637,1,2,0,10,0,8,10,16,28,17,8,22,35,26,1,47,27,34,69,53
638,1,319,1,4,4,0,7,13,15,20,0,9,23,32,18,37,1,24,14,51,35,27
639,0,639,0,4,2,1,2,10,12,18,1,19,10,24,37,28,3,49,29,36,0,55
640,7,5,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
641,0,641,2,1,4,3,4,12,14,20,3,21,12,26,39,30,5,51,31,38,2,57
642,1,321,0,1,6,2,9,15,17,22,2,11,25,34,20,39,3,26,16,53,37,29
643,0,643,1,3,6,5,6,14,16,22,5,23,14,28,41,32,7,53,33,40,4,59
644,2,161,2,1,0,7,5,8,9,0,16,6,13,38,32,20,2,43,39,27,19,15
645,0,645,0,0,1,7,8,16,18,1,7,25,16,30,0,34,9,55,35,42,6,61
646,1,323,2,3,1,4,11,0,0,1,4,13,27,36,22,41,5,28,18,55,39,31
647,0,647,2,2,3,9,10,1,1,3,9,27,18,32,2,36,11,57,37,44,8,63
648,3,81,0,1,4,4,3,13,5,12,23,19,7,40,38,34,28,22,20,14,10,8
649,0,649,1,4,5,0,12,3,3,5,11,29,20,34,4,38,13,0,39,46,10,65
650,1,325,1,0,3,6,0,2,2,3,6,15,29,38,24,43,7,30,20,57,41,33
651,0,651,0,1,0,2,1,5,5,7,13,0,22,36,6,40,15,2,41,48,12,67
652,2,163,1,3,2,9,7,10,11,2,18,8,15,40,34,22,4,45,41,29,21,17
653,0,653,2,3,2,4,3,7,7,9,15,2,24,38,8,42,17,4,43,50,14,69
654,1,327,0,2,5,8,2,4,4,5,8,17,31,40,26,45,9,32,22,59,43,35
655,0,655,1,0,4,6,5,9,9,11,17,4,26,40,10,44,19,6,45,52,16,71
656,4,41,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41,41
657,0,657,0,2,6,8,7,11,11,13,19,6,28,1,12,46,21,8,47,54,18,0
658,1,329,2,4,0,10,4,6,6,7,10,19,33,1,28,0,11,34,24,61,45,37
659,0,659,2,4,1,10,9,13,13,15,21,8,30,3,14,1,23,10,49,56,20,2
660,2,165,0,0,4,0,9,12,13,4,20,10,17,1,36,24,6,47,43,31,23,19
661,0,661,1,1,3,1,11,15,15,17,23,10,32,5,16,3,25,12,51,58,22,4
662,1,331,1,1,2,1,6,8,8,9,12,21,35,3,30,2,13,36,26,63,47,39
663,0,663,0,3,5,3,0,0,17,19,25,12,34,7,18,5,27,14,53,60,24,6
664,3,83,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12,10
665,0,665,2,0,0,5,2,2,0,21,27,14,36,9,20,7,29,16,55,62,26,8
666,1,333,0,3,4,3,8,10,10,11,14,23,0,5,32,4,15,38,28,65,49,41
667,0,667,1,2,2,7,4,4,2,0,0,16,1,11,22,9,31,18,57,64,28,10
668,2,167,2,2,6,2,11,14,15,6,22,12,19,3,38,26,8,49,45,33,25,21
669,0,669,0,4,4,9,6,6,4,2,2,18,3,13,24,11,33,20,59,66,30,12
670,1,335,2,0,6,5,10,12,12,13,16,25,2,7,34,6,17,40,30,0,51,43
671,0,671,2,1,6,0,8,8,6,4,4,20,5,15,26,13,35,22,0,1,32,14
672,5,21,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21,21
673,0,673,1,3,1,2,10,10,8,6,6,22,7,17,28,15,37,24,2,3,34,16
674,1,337,1,2,1,7,12,14,14,15,18,27,4,9,36,8,19,42,32,2,53,45
675,0,675,0,0,3,4,12,12,10,8,8,24,9,19,30,17,39,26,4,5,36,18
676,2,169,1,4,1,4,0,16,17,8,24,14,21,5,40,28,10,51,47,35,27,23
677,0,677,2,2,5,6,1,14,12,10,10,26,11,21,32,19,41,28,6,7,38,20
678,1,339,0,4,3,9,1,16,16,17,20,29,6,11,38,10,21,44,34,4,55,47
679,0,679,1,4,0,8,3,16,14,12,12,28,13,23,34,21,43,30,8,9,40,22
680,3,85,1,0,1,8,7,0,9,16,27,23,11,3,42,38,32,26,24,18,14,12
681,0,681,0,1,2,10,5,1,16,14,14,30,15,25,36,23,45,32,10,11,42,24
682,1,341,2,1,5,0,3,1,18,19,22,0,8,13,40,12,23,46,36,6,57,49
683,0,683,2,3,4,1,7,3,18,16,16,1,17,27,38,25,47,34,12,13,44,26
684,2,171,0,1,3,6,2,1,0,10,26,16,23,7,42,30,12,53,49,37,29,25
685,0,685,1,0,6,3,9,5,1,18,18,3,19,29,40,27,49,36,14,15,46,28
686,1,343,1,3,0,2,5,3,1,21,24,2,10,15,42,14,25,48,38,8,59,51
687,0,687,0,2,1,5,11,7,3,20,20,5,21,31,42,29,51,38,16,17,48,30
688,4,43,1,3,1,10,4,9,5,20,14,12,6,2,0,43,43,43,43,43,43,43
689,0,689,2,4,3,7,0,9,5,22,22,7,23,33,1,31,0,40,18,19,50,32
690,1,345,0,0,2,4,7,5,3,0,26,4,12,17,1,16,27,50,40,10,61,53
691,0,691,1,1,5,9,2,11,7,1,24,9,25,35,3,33,2,42,20,21,52,34
692,2,173,2,3,5,8,4,3,2,12,28,18,25,9,1,32,14,55,51,39,31,27
693,0,693,0,3,0,0,4,13,9,3,26,11,27,37,5,35,4,44,22,23,54,36
694,1,347,2,2,4,6,9,7,5,2,28,6,14,19,3,18,29,52,42,12,63,55
695,0,695,2,0,2,2,6,15,11,5,28,13,29,39,7,37,6,46,24,25,56,38
696,3,87,0,2,3,10,9,2,11,18,0,25,13,5,1,40,34,28,26,20,16,14
697,0,697,1,2,4,4,8,0,13,7,1,15,31,0,9,39,8,48,26,27,58,40
698,1,349,1,4,6,8,11,9,7,4,1,8,16,21,5,20,31,54,44,14,65,57
699,0,699,0,4,6,6,10,2,15,9,3,17,33,2,11,41,10,50,28,29,60,42
700,2,175,1,0,0,10,6,5,4,14,1,20,27,11,3,34,16,57,53,41,33,29
701,0,701,2,1,1,8,12,4,17,11,5,19,35,4,13,43,12,52,30,31,62,44
702,1,351,0,1,1,10,0,11,9,6,3,10,18,23,7,22,33,56,46,16,67,59
703,0,703,1,3,3,10,1,6,0,13,7,21,0,6,15,45,14,54,32,33,64,46
704,6,11,2,1,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
705,0,705,0,0,5,1,3,8,2,15,9,23,2,8,17,0,16,56,34,35,66,48
706,1,353,2,3,3,1,2,13,11,8,5,12,20,25,9,24,35,58,48,18,69,61
707,0,707,2,2,0,3,5,10,4,17,11,25,4,10,19,2,18,58,36,37,68,50
708,2,177,0,2,2,1,8,7,6,16,3,22,29,13,5,36,18,0,55,43,35,31
709,0,709,1,4,2,5,7,12,6,19,13,27,6,12,21,4,20,1,38,39,70,52
710,1,355,1,0,5,3,4,15,13,10,7,14,22,27,11,26,37,1,50,20,0,63
711,0,711,0,1,4,7,9,14,8,21,15,29,8,14,23,6,22,3,40,41,1,54
712,3,89,2,4,5,1,11,4,13,20,2,27,15,7,3,42,36,30,28,22,18,16
713,0,713,2,3,6,9,11,16,10,0,17,0,10,16,25,8,24,5,42,43,3,56
714,1,357,0,2,0,5,6,0,15,12,9,16,24,29,13,28,39,3,52,22,2,65
715,0,715,1,0,1,0,0,1,12,2,19,2,12,18,27,10,26,7,44,45,5,58
716,2,179,2,4,4,3,10,9,8,18,5,24,31,15,7,38,20,2,57,45,37,33
717,0,717,0,2,3,2,2,3,14,4,21,4,14,20,29,12,28,9,46,47,7,60
718,1,359,2,4,2,7,8,2,17,14,11,18,26,31,15,30,41,5,54,24,4,67
719,0,719,2,4,5,4,4,5,16,6,23,6,16,22,31,14,30,11,48,49,9,62
720,4,45,0,0,3,1,6,11,7,22,16,14,8,4,2,45,45,45,45,45,45,45
721,0,721,1,1,0,6,6,7,18,8,25,8,18,24,33,16,32,13,50,51,11,64
722,1,361,1,1,4,9,10,4,0,16,13,20,28,33,17,32,43,7,56,26,6,69
723,0,723,0,3,2,8,8,9,1,10,27,10,20,26,35,18,34,15,52,53,13,66
724,2,181,1,1,6,5,12,11,10,20,7,26,33,17,9,40,22,4,59,47,39,35
725,0,725,2,0,4,10,10,11,3,12,0,12,22,28,37,20,36,17,54,55,15,68
726,1,363,0,3,6,0,12,6,2,18,15,22,30,35,19,34,45,9,58,28,8,71
727,0,727,1,2,6,1,12,13,5,14,2,14,24,30,39,22,38,19,56,57,17,70
728,3,91,1,1,0,3,0,6,15,22,4,29,17,9,5,44,38,32,30,24,20,18
729,0,729,0,4,1,3,1,15,7,16,4,16,26,32,41,24,40,21,58,59,19,72
730,1,365,2,0,1,2,1,8,4,20,17,24,32,37,21,36,47,11,60,30,10,0
731,0,731,2,1,3,5,3,0,9,18,6,18,28,34,0,26,42,23,60,61,21,1
732,2,183,0,3,1,7,1,13,12,22,9,28,35,19,11,42,24,6,0,49,41,37
733,0,733,1,3,5,7,5,2,11,20,8,20,30,36,2,28,44,25,1,63,23,3
734,1,367,1,2,3,4,3,10,6,22,19,26,34,39,23,38,49,13,1,32,12,2
735,0,735,0,0,0,9,7,4,13,22,10,22,32,38,4,30,46,27,3,65,25,5
736,5,23,2,3,2,1,10,6,4,0,23,23,23,23,23,23,23,23,23,23,23,23
737,0,737,2,2,2,0,9,6,15,1,12,24,34,40,6,32,48,29,5,0,27,7
738,1,369,0,4,5,6,5,12,8,1,21,28,36,0,25,40,51,15,3,34,14,4
739,0,739,1,4,4,2,11,8,17,3,14,26,36,1,8,34,50,31,7,2,29,9
740,2,185,2,0,3,9,3,15,14,1,11,30,0,21,13,44,26,8,2,51,43,39
741,0,741,0,1,6,4,0,10,0,5,16,28,1,3,10,36,52,33,9,4,31,11
742,1,371,2,1,0,8,7,14,10,3,23,30,1,2,27,42,0,17,5,36,16,6
743,0,743,2,3,1,6,2,12,2,7,18,30,3,5,12,38,1,35,11,6,33,13
744,3,93,0,3,2,5,2,8,17,1,6,0,19,11,7,46,40,34,32,26,22,20
745,0,745,1,0,3,8,4,14,4,9,20,1,5,7,14,40,3,37,13,8,35,15
746,1,373,1,3,2,10,9,16,12,5,25,1,3,4,29,44,2,19,7,38,18,8
747,0,747,0,2,5,10,6,16,6,11,22,3,7,9,16,42,5,39,15,10,37,17
748,2,187,1,2,5,0,5,0,16,3,13,1,2,23,15,46,28,10,4,53,45,41
749,0,749,2,4,0,1,8,1,8,13,24,5,9,11,18,44,7,41,17,12,39,19
750,1,375,0,0,4,1,11,1,14,7,27,3,5,6,31,46,4,21,9,40,20,10
751,0,751,1,1,2,3,10,3,10,15,26,7,11,13,20,46,9,43,19,14,41,21
752,4,47,2,2,5,3,8,13,9,1,18,16,10,6,4,0,47,47,47,47,47,47
753,0,753,0,3,4,5,12,5,12,17,28,9,13,15,22,1,11,45,21,16,43,23
754,1,377,2,2,6,3,0,3,16,9,0,5,7,8,33,1,6,23,11,42,22,12
755,0,755,2,0,6,7,1,7,14,19,1,11,15,17,24,3,13,47,23,18,45,25
756,2,189,0,4,0,2,7,2,18,5,15,3,4,25,17,1,30,12,6,55,47,43
757,0,757,1,2,1,9,3,9,16,21,3,13,17,19,26,5,15,49,25,20,47,27
758,1,379,1,4,1,5,2,5,18,11,2,7,9,10,35,3,8,25,13,44,24,14
759,0,759,0,4,3,0,5,11,18,0,5,15,19,21,28,7,17,51,27,22,49,29
760,3,95,2,0,4,7,4,10,0,3,8,2,21,13,9,1,42,36,34,28,24,22
761,0,761,2,1,5,2,7,13,1,2,7,17,21,23,30,9,19,53,29,24,51,31
762,1,381,0,1,3,7,4,7,1,13,4,9,11,12,37,5,10,27,15,46,26,16
763,0,763,1,3,0,4,9,15,3,4,9,19,23,25,32,11,21,55,31,26,53,33
764,2,191,2,1,2,4,9,4,1,7,17,5,6,27,19,3,32,14,8,57,49,45
765,0,765,0,0,2,6,11,0,5,6,11,21,25,27,34,13,23,57,33,28,55,35
766,1,383,2,3,5,9,6,9,3,15,6,11,13,14,39,7,12,29,17,48,28,18
767,0,767,2,2,4,8,0,2,7,8,13,23,27,29,36,15,25,0,35,30,57,37
768,8,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
769,0,769,1,4,6,10,2,4,9,10,15,25,29,31,38,17,27,2,37,32,59,39
770,1,385,1,0,0,0,8,11,5,17,8,13,15,16,41,9,14,31,19,50,30,20
771,0,771,0,1,1,1,4,6,11,12,17,27,31,33,40,19,29,4,39,34,61,41
772,2,193,1,3,4,6,11,6,3,9,19,7,8,29,21,5,34,16,10,59,51,47
773,0,773,2,3,3,3,6,8,13,14,19,29,33,35,42,21,31,6,41,36,63,43
774,1,387,0,2,2,2,10,13,7,19,10,15,17,18,0,11,16,33,21,52,32,22
775,0,775,1,0,5,5,8,10,15,16,21,0,35,37,1,23,33,8,43,38,65,45
776,3,97,1,2,6,9,6,12,2,5,10,4,23,15,11,3,44,38,36,30,26,24
777,0,777,0,2,0,7,10,12,17,18,23,2,0,39,3,25,35,10,45,40,67,47
778,1,389,2,4,4,4,12,15,9,21,12,17,19,20,2,13,18,35,23,54,34,24
779,0,779,2,4,2,9,12,14,0,20,25,4,2,0,5,27,37,12,47,42,69,49
780,2,195,0,0,6,8,0,8,5,11,21,9,10,31,23,7,36,18,12,61,53,49
781,0,781,1,1,4,0,1,16,2,22,27,6,4,2,7,29,39,14,49,44,0,51
782,1,391,1,1,6,6,1,0,11,0,14,19,21,22,4,15,20,37,25,56,36,26
783,0,783,0,3,6,2,3,1,4,1,0,8,6,4,9,31,41,16,51,46,2,53
784,4,49,1,4,0,5,10,15,11,3,20,18,12,8,6,2,49,49,49,49,49,49
785,0,785,2,0,1,4,5,3,6,3,2,10,8,6,11,33,43,18,53,48,4,55
786,1,393,0,3,1,8,3,2,13,2,16,21,23,24,6,17,22,39,27,58,38,28
787,0,787,1,2,3,6,7,5,8,5,4,12,10,8,13,35,45,20,55,50,6,57
788,2,197,2,2,1,10,2,10,7,13,23,11,12,33,25,9,38,20,14,63,55,51
789,0,789,0,4,5,8,9,7,10,7,6,14,12,10,15,37,47,22,57,52,8,59
790,1,395,2,0,3,10,5,4,15,4,18,23,25,26,8,19,24,41,29,60,40,30
791,0,791,2,1,0,10,11,9,12,9,8,16,14,12,17,39,49,24,59,54,10,61
792,3,99,0,4,1,0,8,14,4,7,12,6,25,17,13,5,46,40,38,32,28,26
793,0,793,1,3,2,1,0,11,14,11,10,18,16,14,19,41,51,26,0,56,12,63
794,1,397,1,2,5,1,7,6,17,6,20,25,27,28,10,21,26,43,31,62,42,32
795,0,795,0,0,4,3,2,13,16,13,12,20,18,16,21,43,0,28,2,58,14,65
796,2,199,1,4,3,1,4,12,9,15,25,13,14,35,27,11,40,22,16,65,57,53
797,0,797,2,2,6,5,4,15,18,15,14,22,20,18,23,45,2,30,4,60,16,67
798,1,399,0,4,0,3,9,8,0,8,22,27,29,30,12,23,28,45,33,64,44,34
799,0,799,1,4,1,7,6,0,1,17,16,24,22,20,25,0,4,32,6,62,18,69
800,5,25,1,0,4,3,12,8,6,2,25,25,25,25,25,25,25,25,25,25,25,25
801,0,801,0,1,3,9,8,2,3,19,18,26,24,22,27,2,6,34,8,64,20,71
802,1,401,2,1,2,5,11,10,2,10,24,29,31,32,14,25,30,47,35,66,46,36
803,0,803,2,3,5,0,10,4,5,21,20,28,26,24,29,4,8,36,10,66,22,0
804,2,201,0,1,5,3,6,14,11,17,27,15,16,37,29,13,42,24,18,0,59,55
805,0,805,1,0,0,2,12,6,7,0,22,30,28,26,31,6,10,38,12,1,24,2
806,1,403,1,3,4,7,0,12,4,12,26,0,33,34,16,27,32,49,37,1,48,38
807,0,807,0,2,2,4,1,8,9,2,24,1,30,28,33,8,12,40,14,3,26,4
808,3,101,2,1,3,2,10,16,6,9,14,8,27,19,15,7,48,42,40,34,30,28
809,0,809,2,4,4,6,3,10,11,4,26,3,32,30,35,10,14,42,16,5,28,6
810,1,405,0,0,6,9,2,14,6,14,28,2,35,36,18,29,34,51,39,3,50,40
811,0,811,1,1,6,8,5,12,13,6,28,5,34,32,37,12,16,44,18,7,30,8
812,2,203,2,3,0,5,8,16,13,19,0,17,18,39,31,15,44,26,20,2,61,57
813,0,813,0,3,1,10,7,14,15,8,1,7,36,34,39,14,18,46,20,9,32,10
814,1,407,2,2,1,0,4,16,8,16,1,4,0,38,20,31,36,53,41,5,52,42
815,0,815,2,0,3,1,9,16,17,10,3,9,1,36,41,16,20,48,22,11,34,12
816,4,51,0,1,2,7,12,0,13,5,22,20,14,10,8,4,51,51,51,51,51,51
817,0,817,1,2,5,3,11,1,0,12,5,11,3,38,0,18,22,50,24,13,36,14
818,1,409,1,4,3,2,6,1,10,18,3,6,2,40,22,33,38,55,43,7,54,44
819,0,819,0,4,0,5,0,3,2,14,7,13,5,40,2,20,24,52,26,15,38,16
820,2,205,1,0,2,7,10,1,15,21,2,19,20,0,33,17,46,28,22,4,63,59
821,0,821,2,1,2,7,2,5,4,16,9,15,7,1,4,22,26,54,28,17,40,18
822,1,411,0,1,5,4,8,3,12,20,5,8,4,1,24,35,40,57,45,9,56,46
823,0,823,1,3,4,9,4,7,6,18,11,17,9,3,6,24,28,56,30,19,42,20
824,3,103,1,3,5,4,12,1,8,11,16,10,29,21,17,9,50,44,42,36,32,30
825,0,825,0,0,6,0,6,9,8,20,13,19,11,5,8,26,30,58,32,21,44,22
826,1,413,2,3,0,6,10,5,14,22,7,10,6,3,26,37,42,0,47,11,58,48
827,0,827,2,2,1,2,8,11,10,22,15,21,13,7,10,28,32,1,34,23,46,24
828,2,207,0,2,4,9,12,3,17,0,4,21,22,2,35,19,48,30,24,6,65,61
829,0,829,1,4,3,4,10,13,12,1,17,23,15,9,12,30,34,3,36,25,48,26
830,1,415,1,0,2,8,12,7,16,1,9,12,8,5,28,39,44,2,49,13,60,50
831,0,831,0,1,5,6,12,15,14,3,19,25,17,11,14,32,36,5,38,27,50,28
832,6,13,1,3,6,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
833,0,833,2,3,0,8,1,0,16,5,21,27,19,13,16,34,38,7,40,29,52,30
834,1,417,0,2,4,10,1,9,18,3,11,14,10,7,30,41,46,4,51,15,62,52
835,0,835,1,0,2,10,3,2,18,7,23,29,21,15,18,36,40,9,42,31,54,32
836,2,209,2,4,6,0,1,5,0,2,6,23,24,4,37,21,50,32,26,8,67,63
837,0,837,0,2,4,1,5,4,1,9,25,0,23,17,20,38,42,11,44,33,56,34
838,1,419,2,4,6,1,3,11,1,5,13,16,12,9,32,43,48,6,53,17,64,54
839,0,839,2,4,6,3,7,6,3,11,27,2,25,19,22,40,44,13,46,35,58,36
840,3,105,0,0,0,6,1,3,10,13,18,12,31,23,19,11,52,46,44,38,34,32
841,0,841,1,1,1,5,9,8,5,13,0,4,27,21,24,42,46,15,48,37,60,38
842,1,421,1,1,1,3,5,13,3,7,15,18,14,11,34,45,50,8,55,19,66,56
843,0,843,0,3,3,7,11,10,7,15,2,6,29,23,26,44,48,17,50,39,62,40
844,2,211,1,1,1,2,3,7,2,4,8,25,26,6,39,23,52,34,28,10,69,65
845,0,845,2,0,5,9,0,12,9,17,4,8,31,25,28,46,50,19,52,41,64,42
846,1,423,0,3,3,5,7,15,5,9,17,20,16,13,36,0,52,10,57,21,68,58
847,0,847,1,2,0,0,2,14,11,19,6,10,33,27,30,1,52,21,54,43,66,44
848,4,53,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53,53
849,0,849,0,4,2,2,4,16,13,21,8,12,35,29,32,3,1,23,56,45,68,46
850,1,425,2,0,5,7,9,0,7,11,19,22,18,15,38,2,1,12,59,23,70,60
851,0,851,2,1,4,4,6,1,15,0,10,14,0,31,34,5,3,25,58,47,70,48
852,2,213,0,3,3,4,5,9,4,6,10,27,28,8,41,25,1,36,30,12,0,67
853,0,853,1,3,6,6,8,3,17,2,12,16,2,33,36,7,5,27,60,49,1,50
854,1,427,1,2,0,9,11,2,9,13,21,24,20,17,40,4,3,14,0,25,1,62
855,0,855,0,0,1,8,10,5,0,4,14,18,4,35,38,9,7,29,1,51,3,52
856,3,107,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36,34
857,0,857,2,2,3,10,12,7,2,6,16,20,6,37,40,11,9,31,3,53,5,54
858,1,429,0,4,2,0,0,4,11,15,23,26,22,19,42,6,5,16,2,27,3,64
859,0,859,1,4,5,1,1,9,4,8,18,22,8,39,42,13,11,33,5,55,7,56
860,2,215,2,0,5,6,7,11,6,8,12,29,30,10,0,27,3,38,32,14,2,69
861,0,861,0,1,0,3,3,11,6,10,20,24,10,0,1,15,13,35,7,57,9,58
862,1,431,2,1,4,2,2,6,13,17,25,28,24,21,1,8,7,18,4,29,5,66
863,0,863,2,3,2,5,5,13,8,12,22,26,12,2,3,17,15,37,9,59,11,60
864,5,27,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27,27
865,0,865,1,0,4,7,7,15,10,14,24,28,14,4,5,19,17,39,11,61,13,62
866,1,433,1,3,6,4,4,8,15,19,27,30,26,23,3,10,9,20,6,31,7,68
867,0,867,0,2,6,9,9,0,12,16,26,30,16,6,7,21,19,41,13,63,15,64
868,2,217,1,2,0,8,9,13,8,10,14,0,32,12,2,29,5,40,34,16,4,71
869,0,869,2,4,1,0,11,2,14,18,28,1,18,8,9,23,21,43,15,65,17,66
870,1,435,0,0,1,6,6,10,17,21,0,1,28,25,5,12,11,22,8,33,9,70
871,0,871,1,1,3,2,0,4,16,20,1,3,20,10,11,25,23,45,17,0,19,68
872,3,109,1,4,4,10,5,7,14,17,22,16,35,27,23,15,3,50,48,42,38,36
873,0,873,0,3,5,4,2,6,18,22,3,5,22,12,13,27,25,47,19,2,21,70
874,1,437,2,2,3,8,8,12,0,0,2,3,30,27,7,14,13,24,10,35,11,72
875,0,875,2,0,0,6,4,8,1,1,5,7,24,14,15,29,27,49,21,4,23,72
876,2,219,0,4,2,10,11,15,10,12,16,2,34,14,4,31,7,42,36,18,6,0
877,0,877,1,2,2,8,6,10,3,3,7,9,26,16,17,31,29,51,23,6,25,1
878,1,439,1,4,5,10,10,14,2,2,4,5,32,29,9,16,15,26,12,37,13,1
879,0,879,0,4,4,10,8,12,5,5,9,11,28,18,19,33,31,53,25,8,27,3
880,4,55,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55,55
881,0,881,2,1,6,1,10,14,7,7,11,13,30,20,21,35,33,55,27,10,29,5
882,1,441,0,1,0,1,12,16,4,4,6,7,34,31,11,18,17,28,14,39,15,3
883,0,883,1,3,1,3,12,16,9,9,13,15,32,22,23,37,35,57,29,12,31,7
884,2,221,2,1,4,1,0,0,12,14,18,4,36,16,6,33,9,44,38,20,8,2
885,0,885,0,0,3,5,1,1,11,11,15,17,34,24,25,39,37,0,31,14,33,9
886,1,443,2,3,2,3,1,1,6,6,8,9,36,33,13,20,19,30,16,41,17,5
887,0,887,2,2,5,7,3,3,13,13,17,19,36,26,27,41,39,2,33,16,35,11
888,3,111,0,1,6,1,7,9,16,19,24,18,0,29,25,17,5,52,50,44,40,38
889,0,889,1,4,0,9,5,5,15,15,19,21,1,28,29,43,41,4,35,18,37,13
890,1,445,1,0,4,5,3,3,8,8,10,11,1,35,15,22,21,32,18,43,19,7
891,0,891,0,1,2,0,7,7,17,17,21,23,3,30,31,45,43,6,37,20,39,15
892,2,223,1,3,6,3,2,2,14,16,20,6,1,18,8,35,11,46,40,22,10,4
893,0,893,2,3,4,2,9,9,0,19,23,25,5,32,33,0,45,8,39,22,41,17
894,1,447,0,2,6,7,5,5,10,10,12,13,3,37,17,24,23,34,20,45,21,9
895,0,895,1,0,6,4,11,11,2,21,25,27,7,34,35,2,47,10,41,24,43,19
896,7,7,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
897,0,897,0,2,1,6,0,13,4,0,27,29,9,36,37,4,49,12,43,26,45,21
898,1,449,2,4,1,9,7,7,12,12,14,15,5,39,19,26,25,36,22,47,23,11
899,0,899,2,4,3,8,2,15,6,2,0,0,11,38,39,6,51,14,45,28,47,23
