# Twin prime centers up to 100000

# `n`       a positive even integer sitting between two prime numbers
# `base3`   the ternary representation of n
# `symbol3` symbolic representation of the ternary encoding of n (1 = "░", 2 = "▒", 3 = "█")
# `base2`   the binary representation of n
# `symbol2` symbolic representation of the binary encoding of n (1 = "░", 2 = "█")
# `factors` the prime factors of n

     n,        base3,      symbol3,              base2,            symbol2, factors
 33810,   1201101020,   ▒█░▒▒░▒░█░,   1000010000010010,   █░░░░█░░░░░█░░█░, {2 3 5 7 23}
 33828,   1201101220,   ▒█░▒▒░▒██░,   1000010000100100,   █░░░░█░░░░█░░█░░, {2 3 2819}
 34032,   1201200110,   ▒█░▒█░░▒▒░,   1000010011110000,   █░░░░█░░████░░░░, {2 3 709}
 34128,   1201211000,   ▒█░▒█▒▒░░░,   1000010101010000,   █░░░░█░█░█░█░░░░, {2 3 79}
 34158,   1201212010,   ▒█░▒█▒█░▒░,   1000010101101110,   █░░░░█░█░██░███░, {2 3 5693}
 34212,   1201221010,   ▒█░▒██▒░▒░,   1000010110100100,   █░░░░█░██░█░░█░░, {2 3 2851}
 34260,   1201222220,   ▒█░▒█████░,   1000010111010100,   █░░░░█░███░█░█░░, {2 3 5 571}
 34302,   1202001110,   ▒█░█░░▒▒▒░,   1000010111111110,   █░░░░█░████████░, {2 3 5717}
 34368,   1202010220,   ▒█░█░▒░██░,   1000011001000000,   █░░░░██░░█░░░░░░, {2 3 179}
 34470,   1202021200,   ▒█░█░█▒█░░,   1000011010100110,   █░░░░██░█░█░░██░, {2 3 5 383}
 34500,   1202022210,   ▒█░█░███▒░,   1000011011000100,   █░░░░██░██░░░█░░, {2 3 5 23}
 34512,   1202100020,   ▒█░█▒░░░█░,   1000011011010000,   █░░░░██░██░█░░░░, {2 3 719}
 34590,   1202110010,   ▒█░█▒▒░░▒░,   1000011100011110,   █░░░░███░░░████░, {2 3 5 1153}
 34650,   1202112100,   ▒█░█▒▒█▒░░,   1000011101011010,   █░░░░███░█░██░█░, {2 3 5 7 11}
 34758,   1202200100,   ▒█░██░░▒░░,   1000011111000110,   █░░░░█████░░░██░, {2 3 1931}
 34842,   1202210110,   ▒█░██▒░▒▒░,   1000100000011010,   █░░░█░░░░░░██░█░, {2 3 5807}
 34848,   1202210200,   ▒█░██▒░█░░,   1000100000100000,   █░░░█░░░░░█░░░░░, {2 3 11}
 34962,   1202221220,   ▒█░███▒██░,   1000100010010010,   █░░░█░░░█░░█░░█░, {2 3 5827}
 35052,   1210002020,   ▒█▒░░░█░█░,   1000100011101100,   █░░░█░░░███░██░░, {2 3 23 127}
 35082,   1210010100,   ▒█▒░░▒░▒░░,   1000100100001010,   █░░░█░░█░░░░█░█░, {2 3 1949}
 35280,   1210101200,   ▒█▒░▒░▒█░░,   1000100111010000,   █░░░█░░███░█░░░░, {2 3 5 7}
 35448,   1210121220,   ▒█▒░▒█▒██░,   1000101001111000,   █░░░█░█░░████░░░, {2 3 7 211}
 35508,   1210201010,   ▒█▒░█░▒░▒░,   1000101010110100,   █░░░█░█░█░██░█░░, {2 3 11 269}
 35532,   1210202000,   ▒█▒░█░█░░░,   1000101011001100,   █░░░█░█░██░░██░░, {2 3 7 47}
 35592,   1210211020,   ▒█▒░█▒▒░█░,   1000101100001000,   █░░░█░██░░░░█░░░, {2 3 1483}
 35730,   1211000100,   ▒█▒▒░░░▒░░,   1000101110010010,   █░░░█░███░░█░░█░, {2 3 5 397}
 35802,   1211010000,   ▒█▒▒░▒░░░░,   1000101111011010,   █░░░█░████░██░█░, {2 3 13 17}
 35838,   1211011100,   ▒█▒▒░▒▒▒░░,   1000101111111110,   █░░░█░█████████░, {2 3 11 181}
 35898,   1211020120,   ▒█▒▒░█░▒█░,   1000110000111010,   █░░░██░░░░███░█░, {2 3 31 193}
 36012,   1211101210,   ▒█▒▒▒░▒█▒░,   1000110010101100,   █░░░██░░█░█░██░░, {2 3 3001}
 36108,   1211112100,   ▒█▒▒▒▒█▒░░,   1000110100001100,   █░░░██░█░░░░██░░, {2 3 17 59}
 36342,   1211212000,   ▒█▒▒█▒█░░░,   1000110111110110,   █░░░██░█████░██░, {2 3 673}
 36468,   1212000200,   ▒█▒█░░░█░░,   1000111001110100,   █░░░███░░███░█░░, {2 3 1013}
 36528,   1212002220,   ▒█▒█░░███░,   1000111010110000,   █░░░███░█░██░░░░, {2 3 761}
 36780,   1212110020,   ▒█▒█▒▒░░█░,   1000111110101100,   █░░░█████░█░██░░, {2 3 5 613}
 36792,   1212110200,   ▒█▒█▒▒░█░░,   1000111110111000,   █░░░█████░███░░░, {2 3 7 73}
 36900,   1212121200,   ▒█▒█▒█▒█░░,   1001000000100100,   █░░█░░░░░░█░░█░░, {2 3 5 41}
 36930,   1212122210,   ▒█▒█▒███▒░,   1001000001000010,   █░░█░░░░░█░░░░█░, {2 3 5 1231}
 37020,   1212210010,   ▒█▒██▒░░▒░,   1001000010011100,   █░░█░░░░█░░███░░, {2 3 5 617}
 37200,   1220000210,   ▒██░░░░█▒░,   1001000101010000,   █░░█░░░█░█░█░░░░, {2 3 5 31}
 37308,   1220011210,   ▒██░░▒▒█▒░,   1001000110111100,   █░░█░░░██░████░░, {2 3 3109}
 37338,   1220012220,   ▒██░░▒███░,   1001000111011010,   █░░█░░░███░██░█░, {2 3 7 127}
 37362,   1220020210,   ▒██░░█░█▒░,   1001000111110010,   █░░█░░░█████░░█░, {2 3 13 479}
 37548,   1220111200,   ▒██░▒▒▒█░░,   1001001010101100,   █░░█░░█░█░█░██░░, {2 3 7 149}
 37572,   1220112120,   ▒██░▒▒█▒█░,   1001001011000100,   █░░█░░█░██░░░█░░, {2 3 31 101}
 37590,   1220120020,   ▒██░▒█░░█░,   1001001011010110,   █░░█░░█░██░█░██░, {2 3 5 7 179}
 37692,   1220201000,   ▒██░█░▒░░░,   1001001100111100,   █░░█░░██░░████░░, {2 3 349}
 37782,   1220211100,   ▒██░█▒▒▒░░,   1001001110010110,   █░░█░░███░░█░██░, {2 3 2099}
 37812,   1220212110,   ▒██░█▒█▒▒░,   1001001110110100,   █░░█░░███░██░█░░, {2 3 23 137}
 37992,   1221010010,   ▒██▒░▒░░▒░,   1001010001101000,   █░░█░█░░░██░█░░░, {2 3 1583}
 38238,   1221110020,   ▒██▒▒▒░░█░,   1001010101011110,   █░░█░█░█░█░████░, {2 3 6373}
 38328,   1221120120,   ▒██▒▒█░▒█░,   1001010110111000,   █░░█░█░██░███░░░, {2 3 1597}
 38448,   1221202000,   ▒██▒█░█░░░,   1001011000110000,   █░░█░██░░░██░░░░, {2 3 89}
 38460,   1221202110,   ▒██▒█░█▒▒░,   1001011000111100,   █░░█░██░░░████░░, {2 3 5 641}
 38568,   1221220110,   ▒██▒██░▒▒░,   1001011010101000,   █░░█░██░█░█░█░░░, {2 3 1607}
 38610,   1221222000,   ▒██▒███░░░,   1001011011010010,   █░░█░██░██░█░░█░, {2 3 5 11 13}
 38652,   1222000120,   ▒███░░░▒█░,   1001011011111100,   █░░█░██░██████░░, {2 3 3221}
 38670,   1222001020,   ▒███░░▒░█░,   1001011100001110,   █░░█░███░░░░███░, {2 3 5 1289}
 38712,   1222002210,   ▒███░░██▒░,   1001011100111000,   █░░█░███░░███░░░, {2 3 1613}
 38748,   1222011010,   ▒███░▒▒░▒░,   1001011101011100,   █░░█░███░█░███░░, {2 3 3229}
 38922,   1222101120,   ▒███▒░▒▒█░,   1001100000001010,   █░░██░░░░░░░█░█░, {2 3 13 499}
 39042,   1222120000,   ▒███▒█░░░░,   1001100010000010,   █░░██░░░█░░░░░█░, {2 3 241}
 39162,   1222201110,   ▒████░▒▒▒░,   1001100011111010,   █░░██░░░█████░█░, {2 3 61 107}
 39228,   1222210220,   ▒████▒░██░,   1001100100111100,   █░░██░░█░░████░░, {2 3 7 467}
 39240,   1222211100,   ▒████▒▒▒░░,   1001100101001000,   █░░██░░█░█░░█░░░, {2 3 5 109}
 39342,   1222222010,   ▒██████░▒░,   1001100110101110,   █░░██░░██░█░███░, {2 3 79 83}
 39372,   2000000020,   █░░░░░░░█░,   1001100111001100,   █░░██░░███░░██░░, {2 3 17 193}
 39510,   2000012100,   █░░░░▒█▒░░,   1001101001010110,   █░░██░█░░█░█░██░, {2 3 5 439}
 39828,   2000122010,   █░░░▒██░▒░,   1001101110010100,   █░░██░███░░█░█░░, {2 3 3319}
 39840,   2000122120,   █░░░▒██▒█░,   1001101110100000,   █░░██░███░█░░░░░, {2 3 5 83}
 40038,   2000220220,   █░░░██░██░,   1001110001100110,   █░░███░░░██░░██░, {2 3 6673}
 40128,   2001001020,   █░░▒░░▒░█░,   1001110011000000,   █░░███░░██░░░░░░, {2 3 11 19}
 40152,   2001002010,   █░░▒░░█░▒░,   1001110011011000,   █░░███░░██░██░░░, {2 3 7 239}
 40428,   2001110100,   █░░▒▒▒░▒░░,   1001110111101100,   █░░███░████░██░░, {2 3 1123}
 40530,   2001121010,   █░░▒▒█▒░▒░,   1001111001010010,   █░░████░░█░█░░█░, {2 3 5 7 193}
 40638,   2001202010,   █░░▒█░█░▒░,   1001111010111110,   █░░████░█░█████░, {2 3 13 521}
 40698,   2001211100,   █░░▒█▒▒▒░░,   1001111011111010,   █░░████░█████░█░, {2 3 7 17 19}
 40848,   2002000220,   █░░█░░░██░,   1001111110010000,   █░░██████░░█░░░░, {2 3 23 37}
 41142,   2002102210,   █░░█▒░██▒░,   1010000010110110,   █░█░░░░░█░██░██░, {2 3 6857}
 41178,   2002111010,   █░░█▒▒▒░▒░,   1010000011011010,   █░█░░░░░██░██░█░, {2 3 6863}
 41202,   2002112000,   █░░█▒▒█░░░,   1010000011110010,   █░█░░░░░████░░█░, {2 3 7 109}
 41232,   2002120010,   █░░█▒█░░▒░,   1010000100010000,   █░█░░░░█░░░█░░░░, {2 3 859}
 41388,   2002202220,   █░░██░███░,   1010000110101100,   █░█░░░░██░█░██░░, {2 3 3449}
 41412,   2002210210,   █░░██▒░█▒░,   1010000111000100,   █░█░░░░███░░░█░░, {2 3 7 17 29}
 41520,   2002221210,   █░░███▒█▒░,   1010001000110000,   █░█░░░█░░░██░░░░, {2 3 5 173}
 41610,   2010002010,   █░▒░░░█░▒░,   1010001010001010,   █░█░░░█░█░░░█░█░, {2 3 5 19 73}
 41760,   2010021200,   █░▒░░█▒█░░,   1010001100100000,   █░█░░░██░░█░░░░░, {2 3 5 29}
 41850,   2010102000,   █░▒░▒░█░░░,   1010001101111010,   █░█░░░██░████░█░, {2 3 5 31}
 41958,   2010120000,   █░▒░▒█░░░░,   1010001111100110,   █░█░░░█████░░██░, {2 3 7 37}
 41982,   2010120220,   █░▒░▒█░██░,   1010001111111110,   █░█░░░█████████░, {2 3 6997}
 42018,   2010122020,   █░▒░▒██░█░,   1010010000100010,   █░█░░█░░░░█░░░█░, {2 3 47 149}
 42072,   2010201020,   █░▒░█░▒░█░,   1010010001011000,   █░█░░█░░░█░██░░░, {2 3 1753}
 42180,   2010212020,   █░▒░█▒█░█░,   1010010011000100,   █░█░░█░░██░░░█░░, {2 3 5 19 37}
 42222,   2010220210,   █░▒░██░█▒░,   1010010011101110,   █░█░░█░░███░███░, {2 3 31 227}
 42282,   2011000000,   █░▒▒░░░░░░,   1010010100101010,   █░█░░█░█░░█░█░█░, {2 3 29}
 42408,   2011011200,   █░▒▒░▒▒█░░,   1010010110101000,   █░█░░█░██░█░█░░░, {2 3 19 31}
 42462,   2011020200,   █░▒▒░█░█░░,   1010010111011110,   █░█░░█░███░████░, {2 3 7 337}
 42570,   2011101200,   █░▒▒▒░▒█░░,   1010011001001010,   █░█░░██░░█░░█░█░, {2 3 5 11 43}
 42642,   2011111100,   █░▒▒▒▒▒▒░░,   1010011010010010,   █░█░░██░█░░█░░█░, {2 3 23 103}
 42702,   2011120120,   █░▒▒▒█░▒█░,   1010011011001110,   █░█░░██░██░░███░, {2 3 11 647}
 42840,   2011202200,   █░▒▒█░██░░,   1010011101011000,   █░█░░███░█░██░░░, {2 3 5 7 17}
 42900,   2011211220,   █░▒▒█▒▒██░,   1010011110010100,   █░█░░████░░█░█░░, {2 3 5 11 13}
 43050,   2012001110,   █░▒█░░▒▒▒░,   1010100000101010,   █░█░█░░░░░█░█░█░, {2 3 5 7 41}
 43320,   2012102110,   █░▒█▒░█▒▒░,   1010100100111000,   █░█░█░░█░░███░░░, {2 3 5 19}
 43398,   2012112100,   █░▒█▒▒█▒░░,   1010100110000110,   █░█░█░░██░░░░██░, {2 3 2411}
 43542,   2012201200,   █░▒██░▒█░░,   1010101000010110,   █░█░█░█░░░░█░██░, {2 3 41 59}
 43578,   2012210000,   █░▒██▒░░░░,   1010101000111010,   █░█░█░█░░░███░█░, {2 3 269}
 43608,   2012211010,   █░▒██▒▒░▒░,   1010101001011000,   █░█░█░█░░█░██░░░, {2 3 23 79}
 43650,   2012212200,   █░▒██▒██░░,   1010101010000010,   █░█░█░█░█░░░░░█░, {2 3 5 97}
 43782,   2020001120,   █░█░░░▒▒█░,   1010101100000110,   █░█░█░██░░░░░██░, {2 3 7297}
 43788,   2020001210,   █░█░░░▒█▒░,   1010101100001100,   █░█░█░██░░░░██░░, {2 3 41 89}
 43890,   2020012120,   █░█░░▒█▒█░,   1010101101110010,   █░█░█░██░███░░█░, {2 3 5 7 11 19}
 43962,   2020022020,   █░█░░██░█░,   1010101110111010,   █░█░█░███░███░█░, {2 3 17 431}
 44028,   2020101200,   █░█░▒░▒█░░,   1010101111111100,   █░█░█░████████░░, {2 3 1223}
 44088,   2020110220,   █░█░▒▒░██░,   1010110000111000,   █░█░██░░░░███░░░, {2 3 11 167}
 44130,   2020112110,   █░█░▒▒█▒▒░,   1010110001100010,   █░█░██░░░██░░░█░, {2 3 5 1471}
 44202,   2020122010,   █░█░▒██░▒░,   1010110010101010,   █░█░██░░█░█░█░█░, {2 3 53 139}
 44268,   2020201120,   █░█░█░▒▒█░,   1010110011101100,   █░█░██░░███░██░░, {2 3 7 17 31}
 44280,   2020202000,   █░█░█░█░░░,   1010110011111000,   █░█░██░░█████░░░, {2 3 5 41}
 44382,   2020212210,   █░█░█▒██▒░,   1010110101011110,   █░█░██░█░█░████░, {2 3 13 569}
 44532,   2021002100,   █░█▒░░█▒░░,   1010110111110100,   █░█░██░█████░█░░, {2 3 1237}
 44622,   2021012200,   █░█▒░▒██░░,   1010111001001110,   █░█░███░░█░░███░, {2 3 37 67}
 44700,   2021022120,   █░█▒░██▒█░,   1010111010011100,   █░█░███░█░░███░░, {2 3 5 149}
 44772,   2021102020,   █░█▒▒░█░█░,   1010111011100100,   █░█░███░███░░█░░, {2 3 7 13 41}
 45120,   2021220010,   █░█▒██░░▒░,   1011000001000000,   █░██░░░░░█░░░░░░, {2 3 5 47}
 45138,   2021220210,   █░█▒██░█▒░,   1011000001010010,   █░██░░░░░█░█░░█░, {2 3 7523}
 45180,   2021222100,   █░█▒███▒░░,   1011000001111100,   █░██░░░░░█████░░, {2 3 5 251}
 45318,   2022011110,   █░██░▒▒▒▒░,   1011000100000110,   █░██░░░█░░░░░██░, {2 3 7 13 83}
 45342,   2022012100,   █░██░▒█▒░░,   1011000100011110,   █░██░░░█░░░████░, {2 3 11 229}
 45588,   2022112110,   █░██▒▒█▒▒░,   1011001000010100,   █░██░░█░░░░█░█░░, {2 3 29 131}
 45822,   2022212010,   █░███▒█░▒░,   1011001011111110,   █░██░░█░███████░, {2 3 7 1091}
 46050,   2100011120,   █▒░░░▒▒▒█░,   1011001111100010,   █░██░░█████░░░█░, {2 3 5 307}
 46092,   2100020010,   █▒░░░█░░▒░,   1011010000001100,   █░██░█░░░░░░██░░, {2 3 23 167}
 46182,   2100100110,   █▒░░▒░░▒▒░,   1011010001100110,   █░██░█░░░██░░██░, {2 3 43 179}
 46272,   2100110210,   █▒░░▒▒░█▒░,   1011010011000000,   █░██░█░░██░░░░░░, {2 3 241}
 46308,   2100112010,   █▒░░▒▒█░▒░,   1011010011100100,   █░██░█░░███░░█░░, {2 3 17 227}
 46350,   2100120200,   █▒░░▒█░█░░,   1011010100001110,   █░██░█░█░░░░███░, {2 3 5 103}
 46440,   2100201000,   █▒░░█░▒░░░,   1011010101101000,   █░██░█░█░██░█░░░, {2 3 5 43}
 46590,   2100220120,   █▒░░██░▒█░,   1011010111111110,   █░██░█░████████░, {2 3 5 1553}
 46680,   2101000220,   █▒░▒░░░██░,   1011011001011000,   █░██░██░░█░██░░░, {2 3 5 389}
 46770,   2101011020,   █▒░▒░▒▒░█░,   1011011010110010,   █░██░██░█░██░░█░, {2 3 5 1559}
 46818,   2101020000,   █▒░▒░█░░░░,   1011011011100010,   █░██░██░███░░░█░, {2 3 17}
 46830,   2101020110,   █▒░▒░█░▒▒░,   1011011011101110,   █░██░██░███░███░, {2 3 5 7 223}
 47058,   2101112220,   █▒░▒▒▒███░,   1011011111010010,   █░██░█████░█░░█░, {2 3 11 23 31}
 47148,   2101200020,   █▒░▒█░░░█░,   1011100000101100,   █░███░░░░░█░██░░, {2 3 3929}
 47352,   2101221210,   █▒░▒██▒█▒░,   1011100011111000,   █░███░░░█████░░░, {2 3 1973}
 47388,   2102000010,   █▒░█░░░░▒░,   1011100100011100,   █░███░░█░░░███░░, {2 3 11 359}
 47418,   2102001020,   █▒░█░░▒░█░,   1011100100111010,   █░███░░█░░███░█░, {2 3 7 1129}
 47658,   2102101010,   █▒░█▒░▒░▒░,   1011101000101010,   █░███░█░░░█░█░█░, {2 3 13 47}
 47700,   2102102200,   █▒░█▒░██░░,   1011101001010100,   █░███░█░░█░█░█░░, {2 3 5 53}
 47712,   2102110010,   █▒░█▒▒░░▒░,   1011101001100000,   █░███░█░░██░░░░░, {2 3 7 71}
 47742,   2102111020,   █▒░█▒▒▒░█░,   1011101001111110,   █░███░█░░██████░, {2 3 73 109}
 47778,   2102112120,   █▒░█▒▒█▒█░,   1011101010100010,   █░███░█░█░█░░░█░, {2 3 7963}
 47808,   2102120200,   █▒░█▒█░█░░,   1011101011000000,   █░███░█░██░░░░░░, {2 3 83}
 48120,   2110000020,   █▒▒░░░░░█░,   1011101111111000,   █░███░███████░░░, {2 3 5 401}
 48312,   2110021100,   █▒▒░░█▒▒░░,   1011110010111000,   █░████░░█░███░░░, {2 3 11 61}
 48408,   2110101220,   █▒▒░▒░▒██░,   1011110100011000,   █░████░█░░░██░░░, {2 3 2017}
 48480,   2110111120,   █▒▒░▒▒▒▒█░,   1011110101100000,   █░████░█░██░░░░░, {2 3 5 101}
 48540,   2110120210,   █▒▒░▒█░█▒░,   1011110110011100,   █░████░██░░███░░, {2 3 5 809}
 48648,   2110201210,   █▒▒░█░▒█▒░,   1011111000001000,   █░█████░░░░░█░░░, {2 3 2027}
 48678,   2110202220,   █▒▒░█░███░,   1011111000100110,   █░█████░░░█░░██░, {2 3 7 19 61}
 48732,   2110211220,   █▒▒░█▒▒██░,   1011111001011100,   █░█████░░█░███░░, {2 3 31 131}
 48780,   2110220200,   █▒▒░██░█░░,   1011111010001100,   █░█████░█░░░██░░, {2 3 5 271}
 48822,   2110222020,   █▒▒░███░█░,   1011111010110110,   █░█████░█░██░██░, {2 3 79 103}
 48858,   2111000120,   █▒▒▒░░░▒█░,   1011111011011010,   █░█████░██░██░█░, {2 3 17 479}
 48870,   2111001000,   █▒▒▒░░▒░░░,   1011111011100110,   █░█████░███░░██░, {2 3 5 181}
 48990,   2111012110,   █▒▒▒░▒█▒▒░,   1011111101011110,   █░██████░█░████░, {2 3 5 23 71}
 49032,   2111021000,   █▒▒▒░█▒░░░,   1011111110001000,   █░███████░░░█░░░, {2 3 227}
 49122,   2111101100,   █▒▒▒▒░▒▒░░,   1011111111100010,   █░█████████░░░█░, {2 3 2729}
 49170,   2111110010,   █▒▒▒▒▒░░▒░,   1100000000010010,   ██░░░░░░░░░█░░█░, {2 3 5 11 149}
 49200,   2111111020,   █▒▒▒▒▒▒░█░,   1100000000110000,   ██░░░░░░░░██░░░░, {2 3 5 41}
 49278,   2111121010,   █▒▒▒▒█▒░▒░,   1100000001111110,   ██░░░░░░░██████░, {2 3 43 191}
 49332,   2111200010,   █▒▒▒█░░░▒░,   1100000010110100,   ██░░░░░░█░██░█░░, {2 3 4111}
 49368,   2111201110,   █▒▒▒█░▒▒▒░,   1100000011011000,   ██░░░░░░██░██░░░, {2 3 11 17}
 49392,   2111202100,   █▒▒▒█░█▒░░,   1100000011110000,   ██░░░░░░████░░░░, {2 3 7}
 49410,   2111210000,   █▒▒▒█▒░░░░,   1100000100000010,   ██░░░░░█░░░░░░█░, {2 3 5 61}
 49530,   2111221110,   █▒▒▒██▒▒▒░,   1100000101111010,   ██░░░░░█░████░█░, {2 3 5 13 127}
 49548,   2111222010,   █▒▒▒███░▒░,   1100000110001100,   ██░░░░░██░░░██░░, {2 3 4129}
 49668,   2112010120,   █▒▒█░▒░▒█░,   1100001000000100,   ██░░░░█░░░░░░█░░, {2 3 4139}
 49740,   2112020020,   █▒▒█░█░░█░,   1100001001001100,   ██░░░░█░░█░░██░░, {2 3 5 829}
 49788,   2112022000,   █▒▒█░██░░░,   1100001001111100,   ██░░░░█░░█████░░, {2 3 461}
 49920,   2112110220,   █▒▒█▒▒░██░,   1100001100000000,   ██░░░░██░░░░░░░░, {2 3 5 13}
 49938,   2112111120,   █▒▒█▒▒▒▒█░,   1100001100010010,   ██░░░░██░░░█░░█░, {2 3 7 29 41}
 49992,   2112120120,   █▒▒█▒█░▒█░,   1100001101001000,   ██░░░░██░█░░█░░░, {2 3 2083}
 50022,   2112121200,   █▒▒█▒█▒█░░,   1100001101100110,   ██░░░░██░██░░██░, {2 3 7 397}
 50052,   2112122210,   █▒▒█▒███▒░,   1100001110000100,   ██░░░░███░░░░█░░, {2 3 43 97}
 50130,   2112202200,   █▒▒██░██░░,   1100001111010010,   ██░░░░████░█░░█░, {2 3 5 557}
 50262,   2112221120,   █▒▒███▒▒█░,   1100010001010110,   ██░░░█░░░█░█░██░, {2 3 8377}
 50460,   2120012220,   █▒█░░▒███░,   1100010100011100,   ██░░░█░█░░░███░░, {2 3 5 29}
 50550,   2120100020,   █▒█░▒░░░█░,   1100010101110110,   ██░░░█░█░███░██░, {2 3 5 337}
 50592,   2120101210,   █▒█░▒░▒█▒░,   1100010110100000,   ██░░░█░██░█░░░░░, {2 3 17 31}
 50892,   2120210220,   █▒█░█▒░██░,   1100011011001100,   ██░░░██░██░░██░░, {2 3 4241}
 50970,   2120220210,   █▒█░██░█▒░,   1100011100011010,   ██░░░███░░░██░█░, {2 3 5 1699}
 51060,   2121001010,   █▒█▒░░▒░▒░,   1100011101110100,   ██░░░███░███░█░░, {2 3 5 23 37}
 51132,   2121010210,   █▒█▒░▒░█▒░,   1100011110111100,   ██░░░████░████░░, {2 3 4261}
 51198,   2121020020,   █▒█▒░█░░█░,   1100011111111110,   ██░░░██████████░, {2 3 7 23 53}
 51240,   2121021210,   █▒█▒░█▒█▒░,   1100100000101000,   ██░░█░░░░░█░█░░░, {2 3 5 7 61}
 51342,   2121102120,   █▒█▒▒░█▒█░,   1100100010001110,   ██░░█░░░█░░░███░, {2 3 43 199}
 51348,   2121102210,   █▒█▒▒░██▒░,   1100100010010100,   ██░░█░░░█░░█░█░░, {2 3 11 389}
 51420,   2121112110,   █▒█▒▒▒█▒▒░,   1100100011011100,   ██░░█░░░██░███░░, {2 3 5 857}
 51438,   2121120010,   █▒█▒▒█░░▒░,   1100100011101110,   ██░░█░░░███░███░, {2 3 8573}
 51480,   2121121200,   █▒█▒▒█▒█░░,   1100100100011000,   ██░░█░░█░░░██░░░, {2 3 5 11 13}
 51720,   2121221120,   █▒█▒██▒▒█░,   1100101000001000,   ██░░█░█░░░░░█░░░, {2 3 5 431}
 51768,   2122000100,   █▒██░░░▒░░,   1100101000111000,   ██░░█░█░░░███░░░, {2 3 719}
 51828,   2122002120,   █▒██░░█▒█░,   1100101001110100,   ██░░█░█░░███░█░░, {2 3 7 617}
 51870,   2122011010,   █▒██░▒▒░▒░,   1100101010011110,   ██░░█░█░█░░████░, {2 3 5 7 13 19}
 51972,   2122021220,   █▒██░█▒██░,   1100101100000100,   ██░░█░██░░░░░█░░, {2 3 61 71}
 52068,   2122102110,   █▒██▒░█▒▒░,   1100101101100100,   ██░░█░██░██░░█░░, {2 3 4339}
 52182,   2122120200,   █▒██▒█░█░░,   1100101111010110,   ██░░█░████░█░██░, {2 3 13 223}
 52290,   2122201200,   █▒███░▒█░░,   1100110001000010,   ██░░██░░░█░░░░█░, {2 3 5 7 83}
 52362,   2122211100,   █▒███▒▒▒░░,   1100110010001010,   ██░░██░░█░░░█░█░, {2 3 2909}
 52542,   2200002000,   ██░░░░█░░░,   1100110100111110,   ██░░██░█░░█████░, {2 3 7 139}
 52710,   2200022020,   ██░░░██░█░,   1100110111100110,   ██░░██░████░░██░, {2 3 5 7 251}
 52860,   2200111210,   ██░░▒▒▒█▒░,   1100111001111100,   ██░░███░░█████░░, {2 3 5 881}
 52902,   2200120100,   ██░░▒█░▒░░,   1100111010100110,   ██░░███░█░█░░██░, {2 3 2939}
 53088,   2200211020,   ██░░█▒▒░█░,   1100111101100000,   ██░░████░██░░░░░, {2 3 7 79}
 53148,   2200220110,   ██░░██░▒▒░,   1100111110011100,   ██░░█████░░███░░, {2 3 43 103}
 53172,   2200221100,   ██░░██▒▒░░,   1100111110110100,   ██░░█████░██░█░░, {2 3 7 211}
 53232,   2201000120,   ██░▒░░░▒█░,   1100111111110000,   ██░░████████░░░░, {2 3 1109}
 53268,   2201001220,   ██░▒░░▒██░,   1101000000010100,   ██░█░░░░░░░█░█░░, {2 3 23 193}
 53280,   2201002100,   ██░▒░░█▒░░,   1101000000100000,   ██░█░░░░░░█░░░░░, {2 3 5 37}
 53550,   2201110100,   ██░▒▒▒░▒░░,   1101000100101110,   ██░█░░░█░░█░███░, {2 3 5 7 17}
 53592,   2201111220,   ██░▒▒▒▒██░,   1101000101011000,   ██░█░░░█░█░██░░░, {2 3 7 11 29}
 53610,   2201112120,   ██░▒▒▒█▒█░,   1101000101101010,   ██░█░░░█░██░█░█░, {2 3 5 1787}
 53718,   2201200120,   ██░▒█░░▒█░,   1101000111010110,   ██░█░░░███░█░██░, {2 3 7 1279}
 53898,   2201221020,   ██░▒██▒░█░,   1101001010001010,   ██░█░░█░█░░░█░█░, {2 3 13 691}
 54012,   2202002110,   ██░█░░█▒▒░,   1101001011111100,   ██░█░░█░██████░░, {2 3 7 643}
 54402,   2202121220,   ██░█▒█▒██░,   1101010010000010,   ██░█░█░░█░░░░░█░, {2 3 9067}
 54420,   2202122120,   ██░█▒██▒█░,   1101010010010100,   ██░█░█░░█░░█░█░░, {2 3 5 907}
 54498,   2202202110,   ██░██░█▒▒░,   1101010011100010,   ██░█░█░░███░░░█░, {2 3 31 293}
 54540,   2202211000,   ██░██▒▒░░░,   1101010100001100,   ██░█░█░█░░░░██░░, {2 3 5 101}
 54582,   2202212120,   ██░██▒█▒█░,   1101010100110110,   ██░█░█░█░░██░██░, {2 3 11 827}
 54630,   2202221100,   ██░███▒▒░░,   1101010101100110,   ██░█░█░█░██░░██░, {2 3 5 607}
 54918,   2210100000,   ██▒░▒░░░░░,   1101011010000110,   ██░█░██░█░░░░██░, {2 3 113}
 55050,   2210111220,   ██▒░▒▒▒██░,   1101011100001010,   ██░█░███░░░░█░█░, {2 3 5 367}
 55218,   2210202010,   ██▒░█░█░▒░,   1101011110110010,   ██░█░████░██░░█░, {2 3 9203}
 55332,   2210220100,   ██▒░██░▒░░,   1101100000100100,   ██░██░░░░░█░░█░░, {2 3 29 53}
 55338,   2210220120,   ██▒░██░▒█░,   1101100000101010,   ██░██░░░░░█░█░█░, {2 3 23 401}
