# Twin prime centers up to 100000

# `n`       a positive even integer sitting between two prime numbers
# `base3`   the ternary representation of n
# `symbol3` symbolic representation of the ternary encoding of n (1 = "0", 2 = "2", 3 = "1")
# `base2`   the binary representation of n
# `symbol2` symbolic representation of the binary encoding of n (1 = "0", 2 = "1")
# `factors` the prime factors of n

     n,        base3,      symbol3,              base2,            symbol2, factors
 79902,  11001121100,  22002212200,  10011100000011110,  10011100000011110, {2 3 23 193}
 79998,  11001201220,  22002102110,  10011100001111110,  10011100001111110, {2 3 67 199}
 80148,  11001221110,  22002112220,  10011100100010100,  10011100100010100, {2 3 6679}
 80208,  11002000200,  22001000100,  10011100101010000,  10011100101010000, {2 3 557}
 80232,  11002001120,  22001002210,  10011100101101000,  10011100101101000, {2 3 3343}
 80448,  11002100120,  22001200210,  10011101001000000,  10011101001000000, {2 3 419}
 80472,  11002101110,  22001202220,  10011101001011000,  10011101001011000, {2 3 7 479}
 80490,  11002102010,  22001201020,  10011101001101010,  10011101001101010, {2 3 5 2683}
 80628,  11002121020,  22001212010,  10011101011110100,  10011101011110100, {2 3 6719}
 80670,  11002122210,  22001211120,  10011101100011110,  10011101100011110, {2 3 5 2689}
 80682,  11002200020,  22001100010,  10011101100101010,  10011101100101010, {2 3 7 17 113}
 80748,  11002202200,  22001101100,  10011101101101100,  10011101101101100, {2 3 2243}
 80778,  11002210210,  22001120120,  10011101110001010,  10011101110001010, {2 3 13463}
 80832,  11002212210,  22001121120,  10011101111000000,  10011101111000000, {2 3 421}
 80910,  11002222200,  22001111100,  10011110000001110,  10011110000001110, {2 3 5 29 31}
 81018,  11010010200,  22020020100,  10011110001111010,  10011110001111010, {2 3 7 643}
 81042,  11010011120,  22020022210,  10011110010010010,  10011110010010010, {2 3 13 1039}
 81048,  11010011210,  22020022120,  10011110010011000,  10011110010011000, {2 3 11 307}
 81198,  11010101100,  22020202200,  10011110100101110,  10011110100101110, {2 3 13 347}
 81282,  11010111110,  22020222220,  10011110110000010,  10011110110000010, {2 3 19 23 31}
 81372,  11010121210,  22020212120,  10011110111011100,  10011110111011100, {2 3 6781}
 81552,  11010212110,  22020121220,  10011111010010000,  10011111010010000, {2 3 1699}
 81648,  11011000000,  22022000000,  10011111011110000,  10011111011110000, {2 3 7}
 81702,  11011002000,  22022001000,  10011111100100110,  10011111100100110, {2 3 17 89}
 81900,  11011100100,  22022200200,  10011111111101100,  10011111111101100, {2 3 5 7 13}
 81930,  11011101110,  22022202220,  10100000000001010,  10100000000001010, {2 3 5 2731}
 81972,  11011110000,  22022220000,  10100000000110100,  10100000000110100, {2 3 11 23}
 82008,  11011111100,  22022222200,  10100000001011000,  10100000001011000, {2 3 17 67}
 82038,  11011112110,  22022221220,  10100000001110110,  10100000001110110, {2 3 11 113}
 82140,  11011200020,  22022100010,  10100000011011100,  10100000011011100, {2 3 5 37}
 82218,  11011210010,  22022120020,  10100000100101010,  10100000100101010, {2 3 71 193}
 82350,  11011222000,  22022111000,  10100000110101110,  10100000110101110, {2 3 5 61}
 82470,  11012010110,  22021020220,  10100001000100110,  10100001000100110, {2 3 5 2749}
 82530,  11012012200,  22021021100,  10100001001100010,  10100001001100010, {2 3 5 7 131}
 82560,  11012020210,  22021010120,  10100001010000000,  10100001010000000, {2 3 5 43}
 82722,  11012110210,  22021220120,  10100001100100010,  10100001100100010, {2 3 17 811}
 82728,  11012111000,  22021222000,  10100001100101000,  10100001100101000, {2 3 383}
 82758,  11012112010,  22021221020,  10100001101000110,  10100001101000110, {2 3 13 1061}
 82812,  11012121010,  22021212020,  10100001101111100,  10100001101111100, {2 3 67 103}
 82890,  11012201000,  22021102000,  10100001111001010,  10100001111001010, {2 3 5 307}
 83220,  11020011020,  22010022010,  10100010100010100,  10100010100010100, {2 3 5 19 73}
 83232,  11020011200,  22010022100,  10100010100100000,  10100010100100000, {2 3 17}
 83268,  11020020000,  22010010000,  10100010101000100,  10100010101000100, {2 3 257}
 83340,  11020022200,  22010011100,  10100010110001100,  10100010110001100, {2 3 5 463}
 83400,  11020101220,  22010202110,  10100010111001000,  10100010111001000, {2 3 5 139}
 83562,  11020121220,  22010212110,  10100011001101010,  10100011001101010, {2 3 19 733}
 83640,  11020201210,  22010102120,  10100011010111000,  10100011010111000, {2 3 5 17 41}
 83718,  11020211200,  22010122100,  10100011100000110,  10100011100000110, {2 3 4651}
 84060,  11021022100,  22012011200,  10100100001011100,  10100100001011100, {2 3 5 467}
 84180,  11021110210,  22012220120,  10100100011010100,  10100100011010100, {2 3 5 23 61}
 84222,  11021112100,  22012221200,  10100100011111110,  10100100011111110, {2 3 4679}
 84318,  11021122220,  22012211110,  10100100101011110,  10100100101011110, {2 3 13 23 47}
 84348,  11021201000,  22012102000,  10100100101111100,  10100100101111100, {2 3 11 71}
 84390,  11021202120,  22012101210,  10100100110100110,  10100100110100110, {2 3 5 29 97}
 84522,  11021221110,  22012112220,  10100101000101010,  10100101000101010, {2 3 14087}
 84630,  11022002110,  22011001220,  10100101010010110,  10100101010010110, {2 3 5 7 13 31}
 84810,  11022100010,  22011200020,  10100101101001010,  10100101101001010, {2 3 5 11 257}
 84858,  11022101220,  22011202110,  10100101101111010,  10100101101111010, {2 3 14143}
 84870,  11022102100,  22011201200,  10100101110000110,  10100101110000110, {2 3 5 23 41}
 84978,  11022120100,  22011210200,  10100101111110010,  10100101111110010, {2 3 4721}
 85092,  11022201120,  22011102210,  10100110001100100,  10100110001100100, {2 3 7 1013}
 85200,  11022212120,  22011121210,  10100110011010000,  10100110011010000, {2 3 5 71}
 85332,  11100001110,  22200002220,  10100110101010100,  10100110101010100, {2 3 13 547}
 85362,  11100002120,  22200001210,  10100110101110010,  10100110101110010, {2 3 41 347}
 85428,  11100012000,  22200021000,  10100110110110100,  10100110110110100, {2 3 7 113}
 85452,  11100012220,  22200021110,  10100110111001100,  10100110111001100, {2 3 7121}
 85620,  11100110010,  22200220020,  10100111001110100,  10100111001110100, {2 3 5 1427}
 85668,  11100111220,  22200222110,  10100111010100100,  10100111010100100, {2 3 11 59}
 85818,  11100201110,  22200102220,  10100111100111010,  10100111100111010, {2 3 14303}
 85830,  11100201220,  22200102110,  10100111101000110,  10100111101000110, {2 3 5 2861}
 85932,  11100212200,  22200121100,  10100111110101100,  10100111110101100, {2 3 7 11 31}
 86028,  11101000020,  22202000010,  10101000000001100,  10101000000001100, {2 3 67 107}
 86112,  11101010100,  22202020200,  10101000001100000,  10101000001100000, {2 3 13 23}
 86292,  11101101000,  22202202000,  10101000100010100,  10101000100010100, {2 3 17 47}
 86352,  11101110020,  22202220010,  10101000101010000,  10101000101010000, {2 3 7 257}
 86370,  11101110220,  22202220110,  10101000101100010,  10101000101100010, {2 3 5 2879}
 86532,  11101200220,  22202100110,  10101001000000100,  10101001000000100, {2 3 7211}
 86628,  11101211110,  22202122220,  10101001001100100,  10101001001100100, {2 3 7219}
 86928,  11102020120,  22201010210,  10101001110010000,  10101001110010000, {2 3 1811}
 87012,  11102100200,  22201200100,  10101001111100100,  10101001111100100, {2 3 2417}
 87120,  11102111200,  22201222100,  10101010001010000,  10101010001010000, {2 3 5 11}
 87150,  11102112210,  22201221120,  10101010001101110,  10101010001101110, {2 3 5 7 83}
 87180,  11102120220,  22201210110,  10101010010001100,  10101010010001100, {2 3 5 1453}
 87222,  11102122110,  22201211220,  10101010010110110,  10101010010110110, {2 3 14537}
 87252,  11102200120,  22201100210,  10101010011010100,  10101010011010100, {2 3 11 661}
 87510,  11110001010,  22220002020,  10101010111010110,  10101010111010110, {2 3 5 2917}
 87540,  11110002020,  22220001010,  10101010111110100,  10101010111110100, {2 3 5 1459}
 87558,  11110002220,  22220001110,  10101011000000110,  10101011000000110, {2 3 14593}
 87588,  11110011000,  22220022000,  10101011000100100,  10101011000100100, {2 3 811}
 87630,  11110012120,  22220021210,  10101011001001110,  10101011001001110, {2 3 5 23 127}
 87642,  11110020000,  22220010000,  10101011001011010,  10101011001011010, {2 3 541}
 87720,  11110022220,  22220011110,  10101011010101000,  10101011010101000, {2 3 5 17 43}
 87960,  11110122210,  22220211120,  10101011110011000,  10101011110011000, {2 3 5 733}
 88002,  11110201100,  22220102200,  10101011111000010,  10101011111000010, {2 3 4889}
 88260,  11111001220,  22222002110,  10101100011000100,  10101100011000100, {2 3 5 1471}
 88338,  11111011210,  22222022120,  10101100100010010,  10101100100010010, {2 3 14723}
 88470,  11111100200,  22222200100,  10101100110010110,  10101100110010110, {2 3 5 983}
 88590,  11111112010,  22222221020,  10101101000001110,  10101101000001110, {2 3 5 2953}
 88608,  11111112210,  22222221120,  10101101000100000,  10101101000100000, {2 3 13 71}
 88662,  11111121210,  22222212120,  10101101001010110,  10101101001010110, {2 3 7 2111}
 88800,  11111210220,  22222120110,  10101101011100000,  10101101011100000, {2 3 5 37}
 88812,  11111211100,  22222122200,  10101101011101100,  10101101011101100, {2 3 2467}
 88818,  11111211120,  22222122210,  10101101011110010,  10101101011110010, {2 3 113 131}
 89070,  11112011220,  22221022110,  10101101111101110,  10101101111101110, {2 3 5 2969}
 89520,  11112210120,  22221120210,  10101110110110000,  10101110110110000, {2 3 5 373}
 89562,  11112212010,  22221121020,  10101110111011010,  10101110111011010, {2 3 11 23 59}
 89598,  11112220110,  22221110220,  10101110111111110,  10101110111111110, {2 3 109 137}
 89658,  11112222200,  22221111100,  10101111000111010,  10101111000111010, {2 3 17 293}
 89670,  11120000010,  22210000020,  10101111001000110,  10101111001000110, {2 3 5 7 61}
 89820,  11120012200,  22210021100,  10101111011011100,  10101111011011100, {2 3 5 499}
 89898,  11120022120,  22210011210,  10101111100101010,  10101111100101010, {2 3 14983}
 90018,  11120111000,  22210222000,  10101111110100010,  10101111110100010, {2 3 1667}
 90072,  11120120000,  22210210000,  10101111111011000,  10101111111011000, {2 3 139}
 90198,  11120201200,  22210102100,  10110000001010110,  10110000001010110, {2 3 5011}
 90372,  11120222010,  22210111020,  10110000100000100,  10110000100000100, {2 3 17 443}
 90402,  11121000020,  22212000010,  10110000100100010,  10110000100100010, {2 3 13 19 61}
 90438,  11121001120,  22212002210,  10110000101000110,  10110000101000110, {2 3 15073}
 90528,  11121011220,  22212022110,  10110000110100000,  10110000110100000, {2 3 23 41}
 90618,  11121022020,  22212011010,  10110000111111010,  10110000111111010, {2 3 11 1373}
 90678,  11121101110,  22212202220,  10110001000110110,  10110001000110110, {2 3 7 17 127}
 90822,  11121120210,  22212210120,  10110001011000110,  10110001011000110, {2 3 15137}
 91080,  11121221100,  22212112200,  10110001111001000,  10110001111001000, {2 3 5 11 23}
 91098,  11121222000,  22212111000,  10110001111011010,  10110001111011010, {2 3 7 241}
 91128,  11122000010,  22211000020,  10110001111111000,  10110001111111000, {2 3 3797}
 91140,  11122000120,  22211000210,  10110010000000100,  10110010000000100, {2 3 5 7 31}
 91152,  11122001000,  22211002000,  10110010000010000,  10110010000010000, {2 3 211}
 91368,  11122100000,  22211200000,  10110010011101000,  10110010011101000, {2 3 47}
 91458,  11122110100,  22211220200,  10110010101000010,  10110010101000010, {2 3 5081}
 91572,  11122121120,  22211212210,  10110010110110100,  10110010110110100, {2 3 13 587}
 91812,  11122221110,  22211112220,  10110011010100100,  10110011010100100, {2 3 7 1093}
 91968,  11200011020,  22100022010,  10110011101000000,  10110011101000000, {2 3 479}
 92178,  11200110000,  22100220000,  10110100000010010,  10110100000010010, {2 3 569}
 92220,  11200111120,  22100222210,  10110100000111100,  10110100000111100, {2 3 5 29 53}
 92382,  11200201120,  22100102210,  10110100011011110,  10110100011011110, {2 3 89 173}
 92400,  11200202020,  22100101010,  10110100011110000,  10110100011110000, {2 3 5 7 11}
 92460,  11200211110,  22100122220,  10110100100101100,  10110100100101100, {2 3 5 23 67}
 92568,  11200222110,  22100111220,  10110100110011000,  10110100110011000, {2 3 7 19 29}
 92640,  11201002010,  22102001020,  10110100111100000,  10110100111100000, {2 3 5 193}
 92670,  11201010020,  22102020010,  10110100111111110,  10110100111111110, {2 3 5 3089}
 92682,  11201010200,  22102020100,  10110101000001010,  10110101000001010, {2 3 19 271}
 92790,  11201021200,  22102012100,  10110101001110110,  10110101001110110, {2 3 5 1031}
 92862,  11201101100,  22102202200,  10110101010111110,  10110101010111110, {2 3 7 11 67}
 92958,  11201111220,  22102222110,  10110101100011110,  10110101100011110, {2 3 15493}
 93132,  11201202100,  22102101200,  10110101111001100,  10110101111001100, {2 3 13 199}
 93240,  11201220100,  22102110200,  10110110000111000,  10110110000111000, {2 3 5 7 37}
 93252,  11201220210,  22102110120,  10110110001000100,  10110110001000100, {2 3 19 409}
 93282,  11201221220,  22102112110,  10110110001100010,  10110110001100010, {2 3 7 2221}
 93480,  11202020020,  22101010010,  10110110100101000,  10110110100101000, {2 3 5 19 41}
 93492,  11202020200,  22101010100,  10110110100110100,  10110110100110100, {2 3 7 53}
 93558,  11202100010,  22101200020,  10110110101110110,  10110110101110110, {2 3 31 503}
 93702,  11202112110,  22101221220,  10110111000000110,  10110111000000110, {2 3 7 23 97}
 93762,  11202121200,  22101212100,  10110111001000010,  10110111001000010, {2 3 5209}
 93810,  11202200110,  22101100220,  10110111001110010,  10110111001110010, {2 3 5 53 59}
 93888,  11202210100,  22101120200,  10110111011000000,  10110111011000000, {2 3 163}
 93912,  11202211020,  22101122010,  10110111011011000,  10110111011011000, {2 3 7 13 43}
 94008,  11202221210,  22101112120,  10110111100111000,  10110111100111000, {2 3 3917}
 94110,  11210002120,  22120001210,  10110111110011110,  10110111110011110, {2 3 5 3137}
 94152,  11210011010,  22120022020,  10110111111001000,  10110111111001000, {2 3 3923}
 94308,  11210100220,  22120200110,  10111000001100100,  10111000001100100, {2 3 29 271}
 94350,  11210102110,  22120201220,  10111000010001110,  10111000010001110, {2 3 5 17 37}
 94398,  11210111020,  22120222010,  10111000010111110,  10111000010111110, {2 3 15733}
 94440,  11210112210,  22120221120,  10111000011101000,  10111000011101000, {2 3 5 787}
 94530,  11210200010,  22120100020,  10111000101000010,  10111000101000010, {2 3 5 23 137}
 94542,  11210200120,  22120100210,  10111000101001110,  10111000101001110, {2 3 7 2251}
 94560,  11210201020,  22120102010,  10111000101100000,  10111000101100000, {2 3 5 197}
 94650,  11210211120,  22120122210,  10111000110111010,  10111000110111010, {2 3 5 631}
 94848,  11211002220,  22122001110,  10111001010000000,  10111001010000000, {2 3 13 19}
 94950,  11211020200,  22122010100,  10111001011100110,  10111001011100110, {2 3 5 211}
 95088,  11211102210,  22122201120,  10111001101110000,  10111001101110000, {2 3 7 283}
 95190,  11211120120,  22122210210,  10111001111010110,  10111001111010110, {2 3 5 19 167}
 95232,  11211122010,  22122211020,  10111010000000000,  10111010000000000, {2 3 31}
 95442,  11211220220,  22122110110,  10111010011010010,  10111010011010010, {2 3 15907}
 95790,  11212101210,  22121202120,  10111011000101110,  10111011000101110, {2 3 5 31 103}
 95802,  11212102020,  22121201010,  10111011000111010,  10111011000111010, {2 3 7 2281}
 95958,  11212122000,  22121211000,  10111011011010110,  10111011011010110, {2 3 1777}
 95988,  11212200010,  22121100020,  10111011011110100,  10111011011110100, {2 3 19 421}
 96180,  11212221020,  22121112010,  10111011110110100,  10111011110110100, {2 3 5 7 229}
 96222,  11212222210,  22121111120,  10111011111011110,  10111011111011110, {2 3 7 29 79}
 96330,  11220010210,  22110020120,  10111100001001010,  10111100001001010, {2 3 5 13 19}
 96588,  11220111100,  22110222200,  10111100101001100,  10111100101001100, {2 3 2683}
 96738,  11220200220,  22110100110,  10111100111100010,  10111100111100010, {2 3 23 701}
 96798,  11220210010,  22110120020,  10111101000011110,  10111101000011110, {2 3 13 17 73}
 96822,  11220211000,  22110122000,  10111101000110110,  10111101000110110, {2 3 11 163}
 97002,  11221001200,  22112002100,  10111101011101010,  10111101011101010, {2 3 17 317}
 97158,  11221021110,  22112012220,  10111101110000110,  10111101110000110, {2 3 16193}
 97170,  11221021220,  22112012110,  10111101110010010,  10111101110010010, {2 3 5 41 79}
 97302,  11221110210,  22112220120,  10111110000010110,  10111110000010110, {2 3 16217}
 97368,  11221120020,  22112210010,  10111110001011000,  10111110001011000, {2 3 4057}
 97380,  11221120200,  22112210100,  10111110001100100,  10111110001100100, {2 3 5 541}
 97500,  11221202010,  22112101020,  10111110011011100,  10111110011011100, {2 3 5 13}
 97548,  11221210220,  22112120110,  10111110100001100,  10111110100001100, {2 3 11 739}
 97578,  11221212000,  22112121000,  10111110100101010,  10111110100101010, {2 3 13 139}
 97608,  11221220010,  22112110020,  10111110101001000,  10111110101001000, {2 3 7 83}
 97650,  11221221200,  22112112100,  10111110101110010,  10111110101110010, {2 3 5 7 31}
 97788,  11222010210,  22111020120,  10111110111111100,  10111110111111100, {2 3 29 281}
 97842,  11222012210,  22111021120,  10111111000110010,  10111111000110010, {2 3 23 709}
 97848,  11222020000,  22111010000,  10111111000111000,  10111111000111000, {2 3 151}
 97860,  11222020110,  22111010220,  10111111001000100,  10111111001000100, {2 3 5 7 233}
 98010,  11222110000,  22111220000,  10111111011011010,  10111111011011010, {2 3 5 11}
 98298,  11222211200,  22111122100,  10111111111111010,  10111111111111010, {2 3 43 127}
 98322,  11222212120,  22111121210,  11000000000010010,  11000000000010010, {2 3 7 2341}
 98388,  11222222000,  22111111000,  11000000001010100,  11000000001010100, {2 3 911}
 98562,  12000012110,  21000021220,  11000000100000010,  11000000100000010, {2 3 16427}
 98640,  12000022100,  21000011200,  11000000101010000,  11000000101010000, {2 3 5 137}
 98712,  12000102000,  21000201000,  11000000110011000,  11000000110011000, {2 3 457}
 98730,  12000102200,  21000201100,  11000000110101010,  11000000110101010, {2 3 5 1097}
 98808,  12000112120,  21000221210,  11000000111111000,  11000000111111000, {2 3 23 179}
 98868,  12000121210,  21000212120,  11000001000110100,  11000001000110100, {2 3 7 11 107}
 98898,  12000122220,  21000211110,  11000001001010010,  11000001001010010, {2 3 53 311}
 98910,  12000200100,  21000100200,  11000001001011110,  11000001001011110, {2 3 5 7 157}
 98928,  12000201000,  21000102000,  11000001001110000,  11000001001110000, {2 3 229}
 99132,  12000222120,  21000111210,  11000001100111100,  11000001100111100, {2 3 11 751}
 99138,  12000222210,  21000111120,  11000001101000010,  11000001101000010, {2 3 13 31 41}
 99258,  12001011020,  21002022010,  11000001110111010,  11000001110111010, {2 3 71 233}
 99348,  12001021120,  21002012210,  11000010000010100,  11000010000010100, {2 3 17 487}
 99528,  12001112020,  21002221010,  11000010011001000,  11000010011001000, {2 3 11 13 29}
 99708,  12001202220,  21002101110,  11000010101111100,  11000010101111100, {2 3 7 1187}
 99720,  12001210100,  21002120200,  11000010110001000,  11000010110001000, {2 3 5 277}
 99990,  12002011100,  21001022200,  11000011010010110,  11000011010010110, {2 3 5 11 101}
