

# `n`       a positive odd integer
# `base3`   the ternary representation of n
# `base2`   the binary representation of n
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `m*`      the prime residues of n modulo a set of primes
# `factors` the prime factors of n

    n,     base3,          base2, dist,        nl,        nr, m3, m5, m7, m11, m13, m17, factors
 2501,  10102122,   100111000101,    6,   (625 2),  (1251 1), 2,  1,  2,  4,   5,   2,   {41 61}
 2503,  10102201,   100111000111,   20,  (1251 1),   (313 3), 1,  3,  4,  6,   7,   4,   {2503}
 2505,  10102210,   100111001001,   30,   (313 3),  (1253 1), 0,  0,  6,  8,   9,   6,   {3 5 167}
 2507,  10102212,   100111001011,   11,  (1253 1),   (627 2), 2,  2,  1,  10,  11,  8,   {23 109}
 2509,  10102221,   100111001101,   47,   (627 2),  (1255 1), 1,  4,  3,  1,   0,   10,  {13 193}
 2511,  10110000,   100111001111,   30,  (1255 1),   (157 4), 0,  1,  5,  3,   2,   12,  {3 31}
 2513,  10110002,   100111010001,   47,   (157 4),  (1257 1), 2,  3,  0,  5,   4,   14,  {7 359}
 2515,  10110011,   100111010011,   11,  (1257 1),   (629 2), 1,  0,  2,  7,   6,   16,  {5 503}
 2517,  10110020,   100111010101,   11,   (629 2),  (1259 1), 0,  2,  4,  9,   8,   1,   {3 839}
 2519,  10110022,   100111010111,   28,  (1259 1),   (315 3), 2,  4,  6,  0,   10,  3,   {11 229}
 2521,  10110101,   100111011001,   11,   (315 3),  (1261 1), 1,  1,  1,  2,   12,  5,   {2521}
 2523,  10110110,   100111011011,   47,  (1261 1),   (631 2), 0,  3,  3,  4,   1,   7,   {3 29}
 2525,  10110112,   100111011101,   11,   (631 2),  (1263 1), 2,  0,  5,  6,   3,   9,   {5 101}
 2527,  10110121,   100111011111,   64,  (1263 1),    (79 5), 1,  2,  0,  8,   5,   11,  {7 19}
 2529,  10110200,   100111100001,   23,    (79 5),  (1265 1), 0,  4,  2,  10,  7,   13,  {3 281}
 2531,  10110202,   100111100011,   11,  (1265 1),   (633 2), 2,  1,  4,  1,   9,   15,  {2531}
 2533,  10110211,   100111100101,    8,   (633 2),  (1267 1), 1,  3,  6,  3,   11,  0,   {17 149}
 2535,  10110220,   100111100111,   28,  (1267 1),   (317 3), 0,  0,  1,  5,   0,   2,   {3 5 13}
 2537,  10110222,   100111101001,   47,   (317 3),  (1269 1), 2,  2,  3,  7,   2,   4,   {43 59}
 2539,  10111001,   100111101011,   64,  (1269 1),   (635 2), 1,  4,  5,  9,   4,   6,   {2539}
 2541,  10111010,   100111101101,    8,   (635 2),  (1271 1), 0,  1,  0,  0,   6,   8,   {3 7 11}
 2543,  10111012,   100111101111,   64,  (1271 1),   (159 4), 2,  3,  2,  2,   8,   10,  {2543}
 2545,  10111021,   100111110001,   11,   (159 4),  (1273 1), 1,  0,  4,  4,   10,  12,  {5 509}
 2547,  10111100,   100111110011,    8,  (1273 1),   (637 2), 0,  2,  6,  6,   12,  14,  {3 283}
 2549,  10111102,   100111110101,   18,   (637 2),  (1275 1), 2,  4,  1,  8,   1,   16,  {2549}
 2551,  10111111,   100111110111,   28,  (1275 1),   (319 3), 1,  1,  3,  10,  3,   1,   {2551}
 2553,  10111120,   100111111001,   64,   (319 3),  (1277 1), 0,  3,  5,  1,   5,   3,   {3 23 37}
 2555,  10111122,   100111111011,   18,  (1277 1),   (639 2), 2,  0,  0,  3,   7,   5,   {5 7 73}
 2557,  10111201,   100111111101,   47,   (639 2),  (1279 1), 1,  2,  2,  5,   9,   7,   {2557}
 2559,  10111210,   100111111111,   40,  (1279 1),     (5 9), 0,  4,  4,  7,   11,  9,   {3 853}
 2561,  10111212,   101000000001,   52,     (5 9),  (1281 1), 2,  1,  6,  9,   0,   11,  {13 197}
 2563,  10111221,   101000000011,   16,  (1281 1),   (641 2), 1,  3,  1,  0,   2,   13,  {11 233}
 2565,  10112000,   101000000101,   16,   (641 2),  (1283 1), 0,  0,  3,  2,   4,   15,  {3 5 19}
 2567,  10112002,   101000000111,   52,  (1283 1),   (321 3), 2,  2,  5,  4,   6,   0,   {17 151}
 2569,  10112011,   101000001001,   16,   (321 3),  (1285 1), 1,  4,  0,  6,   8,   2,   {7 367}
 2571,  10112020,   101000001011,   16,  (1285 1),   (643 2), 0,  1,  2,  8,   10,  4,   {3 857}
 2573,  10112022,   101000001101,    6,   (643 2),  (1287 1), 2,  3,  4,  10,  12,  6,   {31 83}
 2575,  10112101,   101000001111,   52,  (1287 1),   (161 4), 1,  0,  6,  1,   1,   8,   {5 103}
 2577,  10112110,   101000010001,    6,   (161 4),  (1289 1), 0,  2,  1,  3,   3,   10,  {3 859}
 2579,  10112112,   101000010011,   52,  (1289 1),   (645 2), 2,  4,  3,  5,   5,   12,  {2579}
 2581,  10112121,   101000010101,   35,   (645 2),  (1291 1), 1,  1,  5,  7,   7,   14,  {29 89}
 2583,  10112200,   101000010111,   16,  (1291 1),   (323 3), 0,  3,  0,  9,   9,   16,  {3 7 41}
 2585,  10112202,   101000011001,   16,   (323 3),  (1293 1), 2,  0,  2,  0,   11,  1,   {5 11 47}
 2587,  10112211,   101000011011,   52,  (1293 1),   (647 2), 1,  2,  4,  2,   0,   3,   {13 199}
 2589,  10112220,   101000011101,   11,   (647 2),  (1295 1), 0,  4,  6,  4,   2,   5,   {3 863}
 2591,  10112222,   101000011111,   16,  (1295 1),    (81 5), 2,  1,  1,  6,   4,   7,   {2591}
 2593,  10120001,   101000100001,   11,    (81 5),  (1297 1), 1,  3,  3,  8,   6,   9,   {2593}
 2595,  10120010,   101000100011,   35,  (1297 1),   (649 2), 0,  0,  5,  10,  8,   11,  {3 5 173}
 2597,  10120012,   101000100101,   52,   (649 2),  (1299 1), 2,  2,  0,  1,   10,  13,  {7 53}
 2599,  10120021,   101000100111,   52,  (1299 1),   (325 3), 1,  4,  2,  3,   12,  15,  {23 113}
 2601,  10120100,   101000101001,   64,   (325 3),  (1301 1), 0,  1,  4,  5,   1,   0,   {3 17}
 2603,  10120102,   101000101011,   35,  (1301 1),   (651 2), 2,  3,  6,  7,   3,   2,   {19 137}
 2605,  10120111,   101000101101,   35,   (651 2),  (1303 1), 1,  0,  1,  9,   5,   4,   {5 521}
 2607,  10120120,   101000101111,   28,  (1303 1),   (163 4), 0,  2,  3,  0,   7,   6,   {3 11 79}
 2609,  10120122,   101000110001,   16,   (163 4),  (1305 1), 2,  4,  5,  2,   9,   8,   {2609}
 2611,  10120201,   101000110011,   16,  (1305 1),   (653 2), 1,  1,  0,  4,   11,  10,  {7 373}
 2613,  10120210,   101000110101,    6,   (653 2),  (1307 1), 0,  3,  2,  6,   0,   12,  {3 13 67}
 2615,  10120212,   101000110111,   64,  (1307 1),   (327 3), 2,  0,  4,  8,   2,   14,  {5 523}
 2617,  10120221,   101000111001,   28,   (327 3),  (1309 1), 1,  2,  6,  10,  4,   16,  {2617}
 2619,  10121000,   101000111011,   35,  (1309 1),   (655 2), 0,  4,  1,  1,   6,   1,   {3 97}
 2621,  10121002,   101000111101,   52,   (655 2),  (1311 1), 2,  1,  3,  3,   8,   3,   {2621}
 2623,  10121011,   101000111111,   35,  (1311 1),    (41 6), 1,  3,  5,  5,   10,  5,   {43 61}
 2625,  10121020,   101001000001,    6,    (41 6),  (1313 1), 0,  0,  0,  7,   12,  7,   {3 5 7}
 2627,  10121022,   101001000011,    6,  (1313 1),   (657 2), 2,  2,  2,  9,   1,   9,   {37 71}
 2629,  10121101,   101001000101,   16,   (657 2),  (1315 1), 1,  4,  4,  0,   3,   11,  {11 239}
 2631,  10121110,   101001000111,   69,  (1315 1),   (329 3), 0,  1,  6,  2,   5,   13,  {3 877}
 2633,  10121112,   101001001001,   11,   (329 3),  (1317 1), 2,  3,  1,  4,   7,   15,  {2633}
 2635,  10121121,   101001001011,   16,  (1317 1),   (659 2), 1,  0,  3,  6,   9,   0,   {5 17 31}
 2637,  10121200,   101001001101,   16,   (659 2),  (1319 1), 0,  2,  5,  8,   11,  2,   {3 293}
 2639,  10121202,   101001001111,   52,  (1319 1),   (165 4), 2,  4,  0,  10,  0,   4,   {7 13 29}
 2641,  10121211,   101001010001,   35,   (165 4),  (1321 1), 1,  1,  2,  1,   2,   6,   {19 139}
 2643,  10121220,   101001010011,   35,  (1321 1),   (661 2), 0,  3,  4,  3,   4,   8,   {3 881}
 2645,  10121222,   101001010101,   40,   (661 2),  (1323 1), 2,  0,  6,  5,   6,   10,  {5 23}
 2647,  10122001,   101001010111,   16,  (1323 1),   (331 3), 1,  2,  1,  7,   8,   12,  {2647}
 2649,  10122010,   101001011001,   33,   (331 3),  (1325 1), 0,  4,  3,  9,   10,  14,  {3 883}
 2651,  10122012,   101001011011,   52,  (1325 1),   (663 2), 2,  1,  5,  0,   12,  16,  {11 241}
 2653,  10122021,   101001011101,    6,   (663 2),  (1327 1), 1,  3,  0,  2,   1,   1,   {7 379}
 2655,  10122100,   101001011111,   16,  (1327 1),    (83 5), 0,  0,  2,  4,   3,   3,   {3 5 59}
 2657,  10122102,   101001100001,   16,    (83 5),  (1329 1), 2,  2,  4,  6,   5,   5,   {2657}
 2659,  10122111,   101001100011,   16,  (1329 1),   (665 2), 1,  4,  6,  8,   7,   7,   {2659}
 2661,  10122120,   101001100101,   16,   (665 2),  (1331 1), 0,  1,  1,  10,  9,   9,   {3 887}
 2663,  10122122,   101001100111,   28,  (1331 1),   (333 3), 2,  3,  3,  1,   11,  11,  {2663}
 2665,  10122201,   101001101001,   16,   (333 3),  (1333 1), 1,  0,  5,  3,   0,   13,  {5 13 41}
 2667,  10122210,   101001101011,   13,  (1333 1),   (667 2), 0,  2,  0,  5,   2,   15,  {3 7 127}
 2669,  10122212,   101001101101,   52,   (667 2),  (1335 1), 2,  4,  2,  7,   4,   0,   {17 157}
 2671,  10122221,   101001101111,   13,  (1335 1),   (167 4), 1,  1,  4,  9,   6,   2,   {2671}
 2673,  10200000,   101001110001,   40,   (167 4),  (1337 1), 0,  3,  6,  0,   8,   4,   {3 11}
 2675,  10200002,   101001110011,   13,  (1337 1),   (669 2), 2,  0,  1,  2,   10,  6,   {5 107}
 2677,  10200011,   101001110101,   23,   (669 2),  (1339 1), 1,  2,  3,  4,   12,  8,   {2677}
 2679,  10200020,   101001110111,    6,  (1339 1),   (335 3), 0,  4,  5,  6,   1,   10,  {3 19 47}
 2681,  10200022,   101001111001,   13,   (335 3),  (1341 1), 2,  1,  0,  8,   3,   12,  {7 383}
 2683,  10200101,   101001111011,   23,  (1341 1),   (671 2), 1,  3,  2,  10,  5,   14,  {2683}
 2685,  10200110,   101001111101,   33,   (671 2),  (1343 1), 0,  0,  4,  1,   7,   16,  {3 5 179}
 2687,  10200112,   101001111111,   33,  (1343 1),    (21 7), 2,  2,  6,  3,   9,   1,   {2687}
 2689,  10200121,   101010000001,   23,    (21 7),  (1345 1), 1,  4,  1,  5,   11,  3,   {2689}
 2691,  10200200,   101010000011,   40,  (1345 1),   (673 2), 0,  1,  3,  7,   0,   5,   {3 13 23}
 2693,  10200202,   101010000101,   21,   (673 2),  (1347 1), 2,  3,  5,  9,   2,   7,   {2693}
 2695,  10200211,   101010000111,    6,  (1347 1),   (337 3), 1,  0,  0,  0,   4,   9,   {5 7 11}
 2697,  10200220,   101010001001,   57,   (337 3),  (1349 1), 0,  2,  2,  2,   6,   11,  {3 29 31}
 2699,  10200222,   101010001011,   21,  (1349 1),   (675 2), 2,  4,  4,  4,   8,   13,  {2699}
 2701,  10201001,   101010001101,   40,   (675 2),  (1351 1), 1,  1,  6,  6,   10,  15,  {37 73}
 2703,  10201010,   101010001111,   57,  (1351 1),   (169 4), 0,  3,  1,  8,   12,  0,   {3 17 53}
 2705,  10201012,   101010010001,   11,   (169 4),  (1353 1), 2,  0,  3,  10,  1,   2,   {5 541}
 2707,  10201021,   101010010011,   11,  (1353 1),   (677 2), 1,  2,  5,  1,   3,   4,   {2707}
 2709,  10201100,   101010010101,   16,   (677 2),  (1355 1), 0,  4,  0,  3,   5,   6,   {3 7 43}
 2711,  10201102,   101010010111,   40,  (1355 1),   (339 3), 2,  1,  2,  5,   7,   8,   {2711}
 2713,  10201111,   101010011001,   57,   (339 3),  (1357 1), 1,  3,  4,  7,   9,   10,  {2713}
 2715,  10201120,   101010011011,   33,  (1357 1),   (679 2), 0,  0,  6,  9,   11,  12,  {3 5 181}
 2717,  10201122,   101010011101,   21,   (679 2),  (1359 1), 2,  2,  1,  0,   0,   14,  {11 13 19}
 2719,  10201201,   101010011111,   21,  (1359 1),    (85 5), 1,  4,  3,  2,   2,   16,  {2719}
 2721,  10201210,   101010100001,   21,    (85 5),  (1361 1), 0,  1,  5,  4,   4,   1,   {3 907}
 2723,  10201212,   101010100011,   16,  (1361 1),   (681 2), 2,  3,  0,  6,   6,   3,   {7 389}
 2725,  10201221,   101010100101,   21,   (681 2),  (1363 1), 1,  0,  2,  8,   8,   5,   {5 109}
 2727,  10202000,   101010100111,   45,  (1363 1),   (341 3), 0,  2,  4,  10,  10,  7,   {3 101}
 2729,  10202002,   101010101001,   57,   (341 3),  (1365 1), 2,  4,  6,  1,   12,  9,   {2729}
 2731,  10202011,   101010101011,   40,  (1365 1),   (683 2), 1,  1,  1,  3,   1,   11,  {2731}
 2733,  10202020,   101010101101,   11,   (683 2),  (1367 1), 0,  3,  3,  5,   3,   13,  {3 911}
 2735,  10202022,   101010101111,   57,  (1367 1),   (171 4), 2,  0,  5,  7,   5,   15,  {5 547}
 2737,  10202101,   101010110001,   11,   (171 4),  (1369 1), 1,  2,  0,  9,   7,   0,   {7 17 23}
 2739,  10202110,   101010110011,   11,  (1369 1),   (685 2), 0,  4,  2,  0,   9,   2,   {3 11 83}
 2741,  10202112,   101010110101,   45,   (685 2),  (1371 1), 2,  1,  4,  2,   11,  4,   {2741}
 2743,  10202121,   101010110111,   40,  (1371 1),   (343 3), 1,  3,  6,  4,   0,   6,   {13 211}
 2745,  10202200,   101010111001,   11,   (343 3),  (1373 1), 0,  0,  1,  6,   2,   8,   {3 5 61}
 2747,  10202202,   101010111011,   21,  (1373 1),   (687 2), 2,  2,  3,  8,   4,   10,  {41 67}
 2749,  10202211,   101010111101,   11,   (687 2),  (1375 1), 1,  4,  5,  10,  6,   12,  {2749}
 2751,  10202220,   101010111111,   62,  (1375 1),    (43 6), 0,  1,  0,  1,   8,   14,  {3 7 131}
 2753,  10202222,   101011000001,   45,    (43 6),  (1377 1), 2,  3,  2,  3,   10,  16,  {2753}
 2755,  10210001,   101011000011,   57,  (1377 1),   (689 2), 1,  0,  4,  5,   12,  1,   {5 19 29}
 2757,  10210010,   101011000101,   45,   (689 2),  (1379 1), 0,  2,  6,  7,   1,   3,   {3 919}
 2759,  10210012,   101011000111,   57,  (1379 1),   (345 3), 2,  4,  1,  9,   3,   5,   {31 89}
 2761,  10210021,   101011001001,   45,   (345 3),  (1381 1), 1,  1,  3,  0,   5,   7,   {11 251}
 2763,  10210100,   101011001011,   11,  (1381 1),   (691 2), 0,  3,  5,  2,   7,   9,   {3 307}
 2765,  10210102,   101011001101,   45,   (691 2),  (1383 1), 2,  0,  0,  4,   9,   11,  {5 7 79}
 2767,  10210111,   101011001111,   33,  (1383 1),   (173 4), 1,  2,  2,  6,   11,  13,  {2767}
 2769,  10210120,   101011010001,   21,   (173 4),  (1385 1), 0,  4,  4,  8,   0,   15,  {3 13 71}
 2771,  10210122,   101011010011,   21,  (1385 1),   (693 2), 2,  1,  6,  10,  2,   0,   {17 163}
 2773,  10210201,   101011010101,    9,   (693 2),  (1387 1), 1,  3,  1,  1,   4,   2,   {47 59}
 2775,  10210210,   101011010111,   21,  (1387 1),   (347 3), 0,  0,  3,  3,   6,   4,   {3 5 37}
 2777,  10210212,   101011011001,   45,   (347 3),  (1389 1), 2,  2,  5,  5,   8,   6,   {2777}
 2779,  10210221,   101011011011,   57,  (1389 1),   (695 2), 1,  4,  0,  7,   10,  8,   {7 397}
 2781,  10211000,   101011011101,   45,   (695 2),  (1391 1), 0,  1,  2,  9,   12,  10,  {3 103}
 2783,  10211002,   101011011111,   40,  (1391 1),    (87 5), 2,  3,  4,  0,   1,   12,  {11 23}
 2785,  10211011,   101011100001,   21,    (87 5),  (1393 1), 1,  0,  6,  2,   3,   14,  {5 557}
 2787,  10211020,   101011100011,    9,  (1393 1),   (697 2), 0,  2,  1,  4,   5,   16,  {3 929}
 2789,  10211022,   101011100101,   45,   (697 2),  (1395 1), 2,  4,  3,  6,   7,   1,   {2789}
 2791,  10211101,   101011100111,   21,  (1395 1),   (349 3), 1,  1,  5,  8,   9,   3,   {2791}
 2793,  10211110,   101011101001,   38,   (349 3),  (1397 1), 0,  3,  0,  10,  11,  5,   {3 7 19}
 2795,  10211112,   101011101011,   21,  (1397 1),   (699 2), 2,  0,  2,  1,   0,   7,   {5 13 43}
 2797,  10211121,   101011101101,   21,   (699 2),  (1399 1), 1,  2,  4,  3,   2,   9,   {2797}
 2799,  10211200,   101011101111,   21,  (1399 1),   (175 4), 0,  4,  6,  5,   4,   11,  {3 311}
 2801,  10211202,   101011110001,    9,   (175 4),  (1401 1), 2,  1,  1,  7,   6,   13,  {2801}
 2803,  10211211,   101011110011,   33,  (1401 1),   (701 2), 1,  3,  3,  9,   8,   15,  {2803}
 2805,  10211220,   101011110101,   28,   (701 2),  (1403 1), 0,  0,  5,  0,   10,  0,   {3 5 11 17}
 2807,  10211222,   101011110111,   45,  (1403 1),   (351 3), 2,  2,  0,  2,   12,  2,   {7 401}
 2809,  10212001,   101011111001,   57,   (351 3),  (1405 1), 1,  4,  2,  4,   1,   4,   {53}
 2811,  10212010,   101011111011,   18,  (1405 1),   (703 2), 0,  1,  4,  6,   3,   6,   {3 937}
 2813,  10212012,   101011111101,   62,   (703 2),  (1407 1), 2,  3,  6,  8,   5,   8,   {29 97}
 2815,  10212021,   101011111111,   57,  (1407 1),    (11 8), 1,  0,  1,  10,  7,   10,  {5 563}
 2817,  10212100,   101100000001,   28,    (11 8),  (1409 1), 0,  2,  3,  1,   9,   12,  {3 313}
 2819,  10212102,   101100000011,   28,  (1409 1),   (705 2), 2,  4,  5,  3,   11,  14,  {2819}
 2821,  10212111,   101100000101,    9,   (705 2),  (1411 1), 1,  1,  0,  5,   0,   16,  {7 13 31}
 2823,  10212120,   101100000111,   18,  (1411 1),   (353 3), 0,  3,  2,  7,   2,   1,   {3 941}
 2825,  10212122,   101100001001,   28,   (353 3),  (1413 1), 2,  0,  4,  9,   4,   3,   {5 113}
 2827,  10212201,   101100001011,   38,  (1413 1),   (707 2), 1,  2,  6,  0,   6,   5,   {11 257}
 2829,  10212210,   101100001101,   45,   (707 2),  (1415 1), 0,  4,  1,  2,   8,   7,   {3 23 41}
 2831,  10212212,   101100001111,    9,  (1415 1),   (177 4), 2,  1,  3,  4,   10,  9,   {19 149}
 2833,  10212221,   101100010001,   45,   (177 4),  (1417 1), 1,  3,  5,  6,   12,  11,  {2833}
 2835,  10220000,   101100010011,   26,  (1417 1),   (709 2), 0,  0,  0,  8,   1,   13,  {3 5 7}
 2837,  10220002,   101100010101,    9,   (709 2),  (1419 1), 2,  2,  2,  10,  3,   15,  {2837}
 2839,  10220011,   101100010111,   45,  (1419 1),   (355 3), 1,  4,  4,  1,   5,   0,   {17 167}
 2841,  10220020,   101100011001,   26,   (355 3),  (1421 1), 0,  1,  6,  3,   7,   2,   {3 947}
 2843,  10220022,   101100011011,   62,  (1421 1),   (711 2), 2,  3,  1,  5,   9,   4,   {2843}
 2845,  10220101,   101100011101,   21,   (711 2),  (1423 1), 1,  0,  3,  7,   11,  6,   {5 569}
 2847,  10220110,   101100011111,   62,  (1423 1),    (89 5), 0,  2,  5,  9,   0,   8,   {3 13 73}
 2849,  10220112,   101100100001,   21,    (89 5),  (1425 1), 2,  4,  0,  0,   2,   10,  {7 11 37}
 2851,  10220121,   101100100011,    6,  (1425 1),   (713 2), 1,  1,  2,  2,   4,   12,  {2851}
 2853,  10220200,   101100100101,    6,   (713 2),  (1427 1), 0,  3,  4,  4,   6,   14,  {3 317}
 2855,  10220202,   101100100111,   45,  (1427 1),   (357 3), 2,  0,  6,  6,   8,   16,  {5 571}
 2857,  10220211,   101100101001,   62,   (357 3),  (1429 1), 1,  2,  1,  8,   10,  1,   {2857}
 2859,  10220220,   101100101011,   26,  (1429 1),   (715 2), 0,  4,  3,  10,  12,  3,   {3 953}
 2861,  10220222,   101100101101,    6,   (715 2),  (1431 1), 2,  1,  5,  1,   1,   5,   {2861}
 2863,  10221001,   101100101111,   26,  (1431 1),   (179 4), 1,  3,  0,  3,   3,   7,   {7 409}
 2865,  10221010,   101100110001,    6,   (179 4),  (1433 1), 0,  0,  2,  5,   5,   9,   {3 5 191}
 2867,  10221012,   101100110011,    6,  (1433 1),   (717 2), 2,  2,  4,  7,   7,   11,  {47 61}
 2869,  10221021,   101100110101,    9,   (717 2),  (1435 1), 1,  4,  6,  9,   9,   13,  {19 151}
 2871,  10221100,   101100110111,   26,  (1435 1),   (359 3), 0,  1,  1,  0,   11,  15,  {3 11 29}
 2873,  10221102,   101100111001,   62,   (359 3),  (1437 1), 2,  3,  3,  2,   0,   0,   {13 17}
 2875,  10221111,   101100111011,   16,  (1437 1),   (719 2), 1,  0,  5,  4,   2,   2,   {5 23}
 2877,  10221120,   101100111101,   16,   (719 2),  (1439 1), 0,  2,  0,  6,   4,   4,   {3 7 137}
 2879,  10221122,   101100111111,   45,  (1439 1),    (45 6), 2,  4,  2,  8,   6,   6,   {2879}
 2881,  10221201,   101101000001,    9,    (45 6),  (1441 1), 1,  1,  4,  10,  8,   8,   {43 67}
 2883,  10221210,   101101000011,   50,  (1441 1),   (721 2), 0,  3,  6,  1,   10,  10,  {3 31}
 2885,  10221212,   101101000101,   14,   (721 2),  (1443 1), 2,  0,  1,  3,   12,  12,  {5 577}
 2887,  10221221,   101101000111,   45,  (1443 1),   (361 3), 1,  2,  3,  5,   1,   14,  {2887}
 2889,  10222000,   101101001001,   50,   (361 3),  (1445 1), 0,  4,  5,  7,   3,   16,  {3 107}
 2891,  10222002,   101101001011,   14,  (1445 1),   (723 2), 2,  1,  0,  9,   5,   1,   {7 59}
 2893,  10222011,   101101001101,   14,   (723 2),  (1447 1), 1,  3,  2,  0,   7,   3,   {11 263}
 2895,  10222020,   101101001111,   16,  (1447 1),   (181 4), 0,  0,  4,  2,   9,   5,   {3 5 193}
 2897,  10222022,   101101010001,   50,   (181 4),  (1449 1), 2,  2,  6,  4,   11,  7,   {2897}
 2899,  10222101,   101101010011,   50,  (1449 1),   (725 2), 1,  4,  1,  6,   0,   9,   {13 223}
 2901,  10222110,   101101010101,    4,   (725 2),  (1451 1), 0,  1,  3,  8,   2,   11,  {3 967}
 2903,  10222112,   101101010111,   50,  (1451 1),   (363 3), 2,  3,  5,  10,  4,   13,  {2903}
 2905,  10222121,   101101011001,   14,   (363 3),  (1453 1), 1,  0,  0,  1,   6,   15,  {5 7 83}
 2907,  10222200,   101101011011,   50,  (1453 1),   (727 2), 0,  2,  2,  3,   8,   0,   {3 17 19}
 2909,  10222202,   101101011101,   14,   (727 2),  (1455 1), 2,  4,  4,  5,   10,  2,   {2909}
 2911,  10222211,   101101011111,   50,  (1455 1),    (91 5), 1,  1,  6,  7,   12,  4,   {41 71}
 2913,  10222220,   101101100001,   38,    (91 5),  (1457 1), 0,  3,  1,  9,   1,   6,   {3 971}
 2915,  10222222,   101101100011,    9,  (1457 1),   (729 2), 2,  0,  3,  0,   3,   8,   {5 11 53}
 2917,  11000001,   101101100101,    9,   (729 2),  (1459 1), 1,  2,  5,  2,   5,   10,  {2917}
 2919,  11000010,   101101100111,   79,  (1459 1),   (365 3), 0,  4,  0,  4,   7,   12,  {3 7 139}
 2921,  11000012,   101101101001,   26,   (365 3),  (1461 1), 2,  1,  2,  6,   9,   14,  {23 127}
 2923,  11000021,   101101101011,   50,  (1461 1),   (731 2), 1,  3,  4,  8,   11,  16,  {37 79}
 2925,  11000100,   101101101101,   50,   (731 2),  (1463 1), 0,  0,  6,  10,  0,   1,   {3 5 13}
 2927,  11000102,   101101101111,   62,  (1463 1),   (183 4), 2,  2,  1,  1,   2,   3,   {2927}
 2929,  11000111,   101101110001,   33,   (183 4),  (1465 1), 1,  4,  3,  3,   4,   5,   {29 101}
 2931,  11000120,   101101110011,    9,  (1465 1),   (733 2), 0,  1,  5,  5,   6,   7,   {3 977}
 2933,  11000122,   101101110101,   33,   (733 2),  (1467 1), 2,  3,  0,  7,   8,   9,   {7 419}
 2935,  11000201,   101101110111,   50,  (1467 1),   (367 3), 1,  0,  2,  9,   10,  11,  {5 587}
 2937,  11000210,   101101111001,   16,   (367 3),  (1469 1), 0,  2,  4,  0,   12,  13,  {3 11 89}
 2939,  11000212,   101101111011,   26,  (1469 1),   (735 2), 2,  4,  6,  2,   1,   15,  {2939}
 2941,  11000221,   101101111101,   14,   (735 2),  (1471 1), 1,  1,  1,  4,   3,   0,   {17 173}
 2943,  11001000,   101101111111,   62,  (1471 1),    (23 7), 0,  3,  3,  6,   5,   2,   {3 109}
 2945,  11001002,   101110000001,   26,    (23 7),  (1473 1), 2,  0,  5,  8,   7,   4,   {5 19 31}
 2947,  11001011,   101110000011,   33,  (1473 1),   (737 2), 1,  2,  0,  10,  9,   6,   {7 421}
 2949,  11001020,   101110000101,   50,   (737 2),  (1475 1), 0,  4,  2,  1,   11,  8,   {3 983}
 2951,  11001022,   101110000111,   33,  (1475 1),   (369 3), 2,  1,  4,  3,   0,   10,  {13 227}
 2953,  11001101,   101110001001,   43,   (369 3),  (1477 1), 1,  3,  6,  5,   2,   12,  {2953}
 2955,  11001110,   101110001011,   50,  (1477 1),   (739 2), 0,  0,  1,  7,   4,   14,  {3 5 197}
 2957,  11001112,   101110001101,    4,   (739 2),  (1479 1), 2,  2,  3,  9,   6,   16,  {2957}
 2959,  11001121,   101110001111,   33,  (1479 1),   (185 4), 1,  4,  5,  0,   8,   1,   {11 269}
 2961,  11001200,   101110010001,    9,   (185 4),  (1481 1), 0,  1,  0,  2,   10,  3,   {3 7 47}
 2963,  11001202,   101110010011,    9,  (1481 1),   (741 2), 2,  3,  2,  4,   12,  5,   {2963}
 2965,  11001211,   101110010101,   14,   (741 2),  (1483 1), 1,  0,  4,  6,   1,   7,   {5 593}
 2967,  11001220,   101110010111,   50,  (1483 1),   (371 3), 0,  2,  6,  8,   3,   9,   {3 23 43}
 2969,  11001222,   101110011001,   50,   (371 3),  (1485 1), 2,  4,  1,  10,  5,   11,  {2969}
 2971,  11002001,   101110011011,   14,  (1485 1),   (743 2), 1,  1,  3,  1,   7,   13,  {2971}
 2973,  11002010,   101110011101,   33,   (743 2),  (1487 1), 0,  3,  5,  3,   9,   15,  {3 991}
 2975,  11002012,   101110011111,   14,  (1487 1),    (93 5), 2,  0,  0,  5,   11,  0,   {5 7 17}
 2977,  11002021,   101110100001,   50,    (93 5),  (1489 1), 1,  2,  2,  7,   0,   2,   {13 229}
 2979,  11002100,   101110100011,   14,  (1489 1),   (745 2), 0,  4,  4,  9,   2,   4,   {3 331}
 2981,  11002102,   101110100101,   31,   (745 2),  (1491 1), 2,  1,  6,  0,   4,   6,   {11 271}
 2983,  11002111,   101110100111,   50,  (1491 1),   (373 3), 1,  3,  1,  2,   6,   8,   {19 157}
 2985,  11002120,   101110101001,   50,   (373 3),  (1493 1), 0,  0,  3,  4,   8,   10,  {3 5 199}
 2987,  11002122,   101110101011,   14,  (1493 1),   (747 2), 2,  2,  5,  6,   10,  12,  {29 103}
 2989,  11002201,   101110101101,   14,   (747 2),  (1495 1), 1,  4,  0,  8,   12,  14,  {7 61}
