# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance
#
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `n`       a positive odd integer
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `base2`   the binary representation of n
# `factors` the prime factors of n

dist,     n,        nl,        nr,           base2, factors
  15,  7723,  (3861 1),  (1931 2),   1111000101011, {7723}
  15,  7745,   (121 6),  (3873 1),   1111001000001, {5 1549}
  15,  7747,  (3873 1),  (1937 2),   1111001000011, {61 127}
  15,  7749,  (1937 2),  (3875 1),   1111001000101, {3 7 41}
  15,  7755,  (3877 1),  (1939 2),   1111001001011, {3 5 11 47}
  15,  7757,  (1939 2),  (3879 1),   1111001001101, {7757}
  15,  7767,  (3883 1),   (971 3),   1111001010111, {3 863}
  15,  7775,  (3887 1),   (243 5),   1111001011111, {5 311}
  15,  7829,  (1957 2),  (3915 1),   1111010010101, {7829}
  15,  7841,   (245 5),  (3921 1),   1111010100001, {7841}
  15,  7843,  (3921 1),  (1961 2),   1111010100011, {11 23 31}
  15,  7865,   (983 3),  (3933 1),   1111010111001, {5 11 13}
  15,  7867,  (3933 1),  (1967 2),   1111010111011, {7867}
  15,  7893,  (1973 2),  (3947 1),   1111011010101, {3 877}
  15,  7907,  (3953 1),  (1977 2),   1111011100011, {7907}
  15,  7921,   (495 4),  (3961 1),   1111011110001, {89}
  15,  7923,  (3961 1),  (1981 2),   1111011110011, {3 19 139}
  15,  7927,  (3963 1),   (991 3),   1111011110111, {7927}
  15,  7933,  (1983 2),  (3967 1),   1111011111101, {7933}
  15,  7937,    (31 8),  (3969 1),   1111100000001, {7937}
  15,  7941,  (1985 2),  (3971 1),   1111100000101, {3 2647}
  15,  7947,  (3973 1),  (1987 2),   1111100001011, {3 883}
  15,  7951,  (3975 1),   (497 4),   1111100001111, {7951}
  15,  7965,  (1991 2),  (3983 1),   1111100011101, {3 5 59}
  15,  7969,   (249 5),  (3985 1),   1111100100001, {13 613}
  15,  7971,  (3985 1),  (1993 2),   1111100100011, {3 2657}
  15,  7973,  (1993 2),  (3987 1),   1111100100101, {7 17 67}
  15,  7977,   (997 3),  (3989 1),   1111100101001, {3 2659}
  15,  7979,  (3989 1),  (1995 2),   1111100101011, {79 101}
  15,  7981,  (1995 2),  (3991 1),   1111100101101, {23 347}
  15,  7983,  (3991 1),   (499 4),   1111100101111, {3 887}
  15,  7985,   (499 4),  (3993 1),   1111100110001, {5 1597}
  15,  7987,  (3993 1),  (1997 2),   1111100110011, {7 163}
  15,  7989,  (1997 2),  (3995 1),   1111100110101, {3 2663}
  15,  7995,  (3997 1),  (1999 2),   1111100111011, {3 5 13 41}
  15,  7997,  (1999 2),  (3999 1),   1111100111101, {11 727}
  15,  8001,   (125 6),  (4001 1),   1111101000001, {3 7 127}
  15,  8005,  (2001 2),  (4003 1),   1111101000101, {5 1601}
  15,  8011,  (4005 1),  (2003 2),   1111101001011, {8011}
  15,  8043,  (4021 1),  (2011 2),   1111101101011, {3 7 383}
  15,  8059,  (4029 1),  (2015 2),   1111101111011, {8059}
  15,  8149,  (2037 2),  (4075 1),   1111111010101, {29 281}
  15,  8163,  (4081 1),  (2041 2),   1111111100011, {3 907}
  15,  8177,   (511 4),  (4089 1),   1111111110001, {13 17 37}
  15,  8193,    (1 13),  (4097 1),  10000000000001, {3 2731}
  15,  8231,  (4115 1),  (1029 3),  10000000100111, {8231}
  15,  8317,  (2079 2),  (4159 1),  10000001111101, {8317}
  15,  8321,    (65 7),  (4161 1),  10000010000001, {53 157}
  15,  8553,  (1069 3),  (4277 1),  10000101101001, {3 2851}
  15,  8555,  (4277 1),  (2139 2),  10000101101011, {5 29 59}
  15,  8625,   (539 4),  (4313 1),  10000110110001, {3 5 23}
  15,  8627,  (4313 1),  (2157 2),  10000110110011, {8627}
  15,  8629,  (2157 2),  (4315 1),  10000110110101, {8629}
  15,  8633,  (1079 3),  (4317 1),  10000110111001, {89 97}
  15,  8647,  (4323 1),  (1081 3),  10000111000111, {8647}
  15,  8649,  (1081 3),  (4325 1),  10000111001001, {3 31}
  15,  8651,  (4325 1),  (2163 2),  10000111001011, {41 211}
  15,  8659,  (4329 1),  (2165 2),  10000111010011, {7 1237}
  15,  8685,  (2171 2),  (4343 1),  10000111101101, {3 5 193}
  15,  8691,  (4345 1),  (2173 2),  10000111110011, {3 2897}
  15,  8745,  (1093 3),  (4373 1),  10001000101001, {3 5 11 53}
  15,  8751,  (4375 1),   (547 4),  10001000101111, {3 2917}
  15,  8811,  (4405 1),  (2203 2),  10001001101011, {3 11 89}
  15,  8813,  (2203 2),  (4407 1),  10001001101101, {7 1259}
  15,  8815,  (4407 1),   (551 4),  10001001101111, {5 41 43}
  15,  8969,  (1121 3),  (4485 1),  10001100001001, {8969}
  15,  9483,  (4741 1),  (2371 2),  10010100001011, {3 29 109}
  15,  9491,  (4745 1),  (2373 2),  10010100010011, {9491}
  15,  9497,  (1187 3),  (4749 1),  10010100011001, {9497}
  15,  9507,  (4753 1),  (2377 2),  10010100100011, {3 3169}
  15,  9509,  (2377 2),  (4755 1),  10010100100101, {37 257}
  15,  9511,  (4755 1),  (1189 3),  10010100100111, {9511}
  15,  9515,  (4757 1),  (2379 2),  10010100101011, {5 11 173}
  15,  9533,  (2383 2),  (4767 1),  10010100111101, {9533}
  15,  9543,  (4771 1),  (1193 3),  10010101000111, {3 3181}
  16,   169,    (21 3),    (85 1),        10101001, {13}
  16,   329,    (41 3),   (165 1),       101001001, {7 47}
  16,   339,   (169 1),    (85 2),       101010011, {3 113}
  16,   359,   (179 1),    (45 3),       101100111, {359}
  16,   641,     (5 7),   (321 1),      1010000001, {641}
  16,   657,    (41 4),   (329 1),      1010010001, {3 73}
  16,   659,   (329 1),   (165 2),      1010010011, {659}
  16,   665,    (83 3),   (333 1),      1010011001, {5 7 19}
  16,   677,   (169 2),   (339 1),      1010100101, {677}
  16,   719,   (359 1),    (45 4),      1011001111, {719}
  16,  1281,     (5 8),   (641 1),     10100000001, {3 7 61}
  16,  1283,   (641 1),   (321 2),     10100000011, {1283}
  16,  1291,   (645 1),   (323 2),     10100001011, {1291}
  16,  1305,   (163 3),   (653 1),     10100011001, {3 5 29}
  16,  1315,   (657 1),   (329 2),     10100100011, {5 263}
  16,  1317,   (329 2),   (659 1),     10100100101, {3 439}
  16,  1323,   (661 1),   (331 2),     10100101011, {3 7}
  16,  1327,   (663 1),    (83 4),     10100101111, {1327}
  16,  1329,    (83 4),   (665 1),     10100110001, {3 443}
  16,  1331,   (665 1),   (333 2),     10100110011, {11}
  16,  1357,   (339 2),   (679 1),     10101001101, {23 59}
  16,  1361,    (85 4),   (681 1),     10101010001, {1361}
  16,  1437,   (359 2),   (719 1),     10110011101, {3 479}
  16,  1447,   (723 1),   (181 3),     10110100111, {1447}
  16,  2563,  (1281 1),   (641 2),    101000000011, {11 233}
  16,  2565,   (641 2),  (1283 1),    101000000101, {3 5 19}
  16,  2569,   (321 3),  (1285 1),    101000001001, {7 367}
  16,  2571,  (1285 1),   (643 2),    101000001011, {3 857}
  16,  2583,  (1291 1),   (323 3),    101000010111, {3 7 41}
  16,  2585,   (323 3),  (1293 1),    101000011001, {5 11 47}
  16,  2591,  (1295 1),    (81 5),    101000011111, {2591}
  16,  2609,   (163 4),  (1305 1),    101000110001, {2609}
  16,  2611,  (1305 1),   (653 2),    101000110011, {7 373}
  16,  2629,   (657 2),  (1315 1),    101001000101, {11 239}
  16,  2635,  (1317 1),   (659 2),    101001001011, {5 17 31}
  16,  2637,   (659 2),  (1319 1),    101001001101, {3 293}
  16,  2647,  (1323 1),   (331 3),    101001010111, {2647}
  16,  2655,  (1327 1),    (83 5),    101001011111, {3 5 59}
  16,  2657,    (83 5),  (1329 1),    101001100001, {2657}
  16,  2659,  (1329 1),   (665 2),    101001100011, {2659}
  16,  2661,   (665 2),  (1331 1),    101001100101, {3 887}
  16,  2665,   (333 3),  (1333 1),    101001101001, {5 13 41}
  16,  2709,   (677 2),  (1355 1),    101010010101, {3 7 43}
  16,  2723,  (1361 1),   (681 2),    101010100011, {7 389}
  16,  2875,  (1437 1),   (719 2),    101100111011, {5 23}
  16,  2877,   (719 2),  (1439 1),    101100111101, {3 7 137}
  16,  2895,  (1447 1),   (181 4),    101101001111, {3 5 193}
  16,  2937,   (367 3),  (1469 1),    101101111001, {3 11 89}
  16,  3163,  (1581 1),   (791 2),    110001011011, {3163}
  16,  3169,    (99 5),  (1585 1),    110001100001, {3169}
  16,  3177,   (397 3),  (1589 1),    110001101001, {3 353}
  16,  5125,  (1281 2),  (2563 1),   1010000000101, {5 41}
  16,  5131,  (2565 1),  (1283 2),   1010000001011, {7 733}
  16,  5133,  (1283 2),  (2567 1),   1010000001101, {3 29 59}
  16,  5137,   (321 4),  (2569 1),   1010000010001, {11 467}
  16,  5139,  (2569 1),  (1285 2),   1010000010011, {3 571}
  16,  5143,  (2571 1),   (643 3),   1010000010111, {37 139}
  16,  5163,  (2581 1),  (1291 2),   1010000101011, {3 1721}
  16,  5165,  (1291 2),  (2583 1),   1010000101101, {5 1033}
  16,  5169,   (323 4),  (2585 1),   1010000110001, {3 1723}
  16,  5171,  (2585 1),  (1293 2),   1010000110011, {5171}
  16,  5177,   (647 3),  (2589 1),   1010000111001, {31 167}
  16,  5183,  (2591 1),    (81 6),   1010000111111, {71 73}
  16,  5219,  (2609 1),  (1305 2),   1010001100011, {17 307}
  16,  5221,  (1305 2),  (2611 1),   1010001100101, {23 227}
  16,  5227,  (2613 1),  (1307 2),   1010001101011, {5227}
  16,  5243,  (2621 1),  (1311 2),   1010001111011, {7 107}
  16,  5261,  (1315 2),  (2631 1),   1010010001101, {5261}
  16,  5269,  (1317 2),  (2635 1),   1010010010101, {11 479}
  16,  5271,  (2635 1),   (659 3),   1010010010111, {3 7 251}
  16,  5281,   (165 5),  (2641 1),   1010010100001, {5281}
  16,  5289,   (661 3),  (2645 1),   1010010101001, {3 41 43}
  16,  5291,  (2645 1),  (1323 2),   1010010101011, {11 13 37}
  16,  5293,  (1323 2),  (2647 1),   1010010101101, {67 79}
  16,  5309,  (1327 2),  (2655 1),   1010010111101, {5309}
  16,  5313,    (83 6),  (2657 1),   1010011000001, {3 7 11 23}
  16,  5315,  (2657 1),  (1329 2),   1010011000011, {5 1063}
  16,  5317,  (1329 2),  (2659 1),   1010011000101, {13 409}
  16,  5319,  (2659 1),   (665 3),   1010011000111, {3 197}
  16,  5321,   (665 3),  (2661 1),   1010011001001, {17 313}
  16,  5323,  (2661 1),  (1331 2),   1010011001011, {5323}
  16,  5325,  (1331 2),  (2663 1),   1010011001101, {3 5 71}
  16,  5329,   (333 4),  (2665 1),   1010011010001, {73}
  16,  5331,  (2665 1),  (1333 2),   1010011010011, {3 1777}
  16,  5337,   (667 3),  (2669 1),   1010011011001, {3 593}
  16,  5429,  (1357 2),  (2715 1),   1010100110101, {61 89}
  16,  5441,    (85 6),  (2721 1),   1010101000001, {5441}
  16,  5445,  (1361 2),  (2723 1),   1010101000101, {3 5 11}
  16,  5451,  (2725 1),  (1363 2),   1010101001011, {3 23 79}
  16,  5487,  (2743 1),   (343 4),   1010101101111, {3 31 59}
  16,  5545,   (693 3),  (2773 1),   1010110101001, {5 1109}
  16,  5547,  (2773 1),  (1387 2),   1010110101011, {3 43}
  16,  5703,  (2851 1),   (713 3),   1011001000111, {3 1901}
  16,  5749,  (1437 2),  (2875 1),   1011001110101, {5749}
  16,  5751,  (2875 1),   (719 3),   1011001110111, {3 71}
  16,  5755,  (2877 1),  (1439 2),   1011001111011, {5 1151}
  16,  5767,  (2883 1),   (721 3),   1011010000111, {73 79}
  16,  5789,  (1447 2),  (2895 1),   1011010011101, {7 827}
  16,  5793,   (181 5),  (2897 1),   1011010100001, {3 1931}
  16,  5875,  (2937 1),  (1469 2),   1011011110011, {5 47}
  16,  5979,  (2989 1),  (1495 2),   1011101011011, {3 1993}
  16,  6327,  (3163 1),   (791 3),   1100010110111, {3 19 37}
  16,  6331,  (3165 1),  (1583 2),   1100010111011, {13 487}
  16,  6337,    (99 6),  (3169 1),   1100011000001, {6337}
  16,  6339,  (3169 1),  (1585 2),   1100011000011, {3 2113}
  16,  6343,  (3171 1),   (793 3),   1100011000111, {6343}
  16,  6353,   (397 4),  (3177 1),   1100011010001, {6353}
  16,  6355,  (3177 1),  (1589 2),   1100011010011, {5 31 41}
  17,   219,   (109 1),    (55 2),        11011011, {3 73}
  17,   225,     (7 5),   (113 1),        11100001, {3 5}
  17,   239,   (119 1),    (15 4),        11101111, {239}
  17,   427,   (213 1),   (107 2),       110101011, {7 61}
  17,   439,   (219 1),    (55 3),       110110111, {439}
  17,   443,   (221 1),   (111 2),       110111011, {443}
  17,   451,   (225 1),   (113 2),       111000011, {11 41}
  17,   479,   (239 1),    (15 5),       111011111, {479}
  17,   855,   (427 1),   (107 3),      1101010111, {3 5 19}
  17,   877,   (219 2),   (439 1),      1101101101, {877}
  17,   887,   (443 1),   (111 3),      1101110111, {887}
  17,   901,   (225 2),   (451 1),      1110000101, {17 53}
  17,   907,   (453 1),   (227 2),      1110001011, {907}
  17,   957,   (239 2),   (479 1),      1110111101, {3 11 29}
  17,  1709,   (427 2),   (855 1),     11010101101, {1709}
  17,  1721,   (215 3),   (861 1),     11010111001, {1721}
  17,  1723,   (861 1),   (431 2),     11010111011, {1723}
  17,  1727,   (863 1),    (27 6),     11010111111, {11 157}
  17,  1739,   (869 1),   (435 2),     11011001011, {37 47}
  17,  1753,   (219 3),   (877 1),     11011011001, {1753}
  17,  1757,   (439 2),   (879 1),     11011011101, {7 251}
  17,  1769,   (221 3),   (885 1),     11011101001, {29 61}
  17,  1771,   (885 1),   (443 2),     11011101011, {7 11 23}
  17,  1773,   (443 2),   (887 1),     11011101101, {3 197}
  17,  1805,   (451 2),   (903 1),     11100001101, {5 19}
  17,  1809,   (113 4),   (905 1),     11100010001, {3 67}
  17,  1815,   (907 1),   (227 3),     11100010111, {3 5 11}
  17,  1917,   (479 2),   (959 1),     11101111101, {3 71}
  17,  1929,   (241 3),   (965 1),     11110001001, {3 643}
  17,  3417,   (427 3),  (1709 1),    110101011001, {3 17 67}
  17,  3421,   (855 2),  (1711 1),    110101011101, {11 311}
  17,  3425,   (107 5),  (1713 1),    110101100001, {5 137}
  17,  3443,  (1721 1),   (861 2),    110101110011, {11 313}
  17,  3447,  (1723 1),   (431 3),    110101110111, {3 383}
  17,  3451,  (1725 1),   (863 2),    110101111011, {7 17 29}
  17,  3455,  (1727 1),    (27 7),    110101111111, {5 691}
  17,  3479,  (1739 1),   (435 3),    110110010111, {7 71}
  17,  3481,   (435 3),  (1741 1),    110110011001, {59}
  17,  3495,  (1747 1),   (437 3),    110110100111, {3 5 233}
  17,  3505,   (219 4),  (1753 1),    110110110001, {5 701}
  17,  3507,  (1753 1),   (877 2),    110110110011, {3 7 167}
  17,  3509,   (877 2),  (1755 1),    110110110101, {11 29}
  17,  3513,   (439 3),  (1757 1),    110110111001, {3 1171}
  17,  3527,  (1763 1),   (441 3),    110111000111, {3527}
  17,  3529,   (441 3),  (1765 1),    110111001001, {3529}
  17,  3539,  (1769 1),   (885 2),    110111010011, {3539}
  17,  3543,  (1771 1),   (443 3),    110111010111, {3 1181}
  17,  3545,   (443 3),  (1773 1),    110111011001, {5 709}
  17,  3547,  (1773 1),   (887 2),    110111011011, {3547}
  17,  3549,   (887 2),  (1775 1),    110111011101, {3 7 13}
  17,  3553,   (111 5),  (1777 1),    110111100001, {11 17 19}
  17,  3605,   (901 2),  (1803 1),    111000010101, {5 7 103}
  17,  3619,  (1809 1),   (905 2),    111000100011, {7 11 47}
  17,  3627,  (1813 1),   (907 2),    111000101011, {3 13 31}
  17,  3629,   (907 2),  (1815 1),    111000101101, {19 191}
  17,  3829,   (957 2),  (1915 1),    111011110101, {7 547}
  17,  3833,   (479 3),  (1917 1),    111011111001, {3833}
  17,  3859,  (1929 1),   (965 2),    111100010011, {17 227}
  17,  4217,   (527 3),  (2109 1),   1000001111001, {4217}
  17,  4225,    (33 7),  (2113 1),   1000010000001, {5 13}
  17,  4235,  (2117 1),  (1059 2),   1000010001011, {5 7 11}
  17,  6833,   (427 4),  (3417 1),   1101010110001, {6833}
  17,  6835,  (3417 1),  (1709 2),   1101010110011, {5 1367}
  17,  6837,  (1709 2),  (3419 1),   1101010110101, {3 43 53}
  17,  6841,   (855 3),  (3421 1),   1101010111001, {6841}
  17,  6849,   (107 6),  (3425 1),   1101011000001, {3 761}
  17,  6851,  (3425 1),  (1713 2),   1101011000011, {13 17 31}
  17,  6857,   (857 3),  (3429 1),   1101011001001, {6857}
  17,  6885,  (1721 2),  (3443 1),   1101011100101, {3 5 17}
  17,  6893,  (1723 2),  (3447 1),   1101011101101, {61 113}
  17,  6903,  (3451 1),   (863 3),   1101011110111, {3 13 59}
  17,  6909,  (1727 2),  (3455 1),   1101011111101, {3 7 47}
  17,  6957,  (1739 2),  (3479 1),   1101100101101, {3 773}
  17,  6961,   (435 4),  (3481 1),   1101100110001, {6961}
  17,  6963,  (3481 1),  (1741 2),   1101100110011, {3 11 211}
  17,  6969,   (871 3),  (3485 1),   1101100111001, {3 23 101}
  17,  6971,  (3485 1),  (1743 2),   1101100111011, {6971}
  17,  6991,  (3495 1),   (437 4),   1101101001111, {6991}
  17,  7011,  (3505 1),  (1753 2),   1101101100011, {3 19 41}
  17,  7013,  (1753 2),  (3507 1),   1101101100101, {7013}
  17,  7025,   (439 4),  (3513 1),   1101101110001, {5 281}
  17,  7027,  (3513 1),  (1757 2),   1101101110011, {7027}
  17,  7029,  (1757 2),  (3515 1),   1101101110101, {3 11 71}
  17,  7041,    (55 7),  (3521 1),   1101110000001, {3 2347}
  17,  7051,  (3525 1),  (1763 2),   1101110001011, {11 641}
  17,  7055,  (3527 1),   (441 4),   1101110001111, {5 17 83}
  17,  7057,   (441 4),  (3529 1),   1101110010001, {7057}
  17,  7059,  (3529 1),  (1765 2),   1101110010011, {3 13 181}
  17,  7067,  (3533 1),  (1767 2),   1101110011011, {37 191}
  17,  7071,  (3535 1),   (221 5),   1101110011111, {3 2357}
  17,  7077,  (1769 2),  (3539 1),   1101110100101, {3 7 337}
  17,  7083,  (3541 1),  (1771 2),   1101110101011, {3 787}
  17,  7085,  (1771 2),  (3543 1),   1101110101101, {5 13 109}
  17,  7087,  (3543 1),   (443 4),   1101110101111, {19 373}
  17,  7089,   (443 4),  (3545 1),   1101110110001, {3 17 139}
  17,  7091,  (3545 1),  (1773 2),   1101110110011, {7 1013}
  17,  7093,  (1773 2),  (3547 1),   1101110110101, {41 173}
  17,  7095,  (3547 1),   (887 3),   1101110110111, {3 5 11 43}
  17,  7097,   (887 3),  (3549 1),   1101110111001, {47 151}
  17,  7099,  (3549 1),  (1775 2),   1101110111011, {31 229}
  17,  7105,   (111 6),  (3553 1),   1101111000001, {5 7 29}
  17,  7107,  (3553 1),  (1777 2),   1101111000011, {3 23 103}
  17,  7115,  (3557 1),  (1779 2),   1101111001011, {5 1423}
  17,  7163,  (3581 1),  (1791 2),   1101111111011, {13 19 29}
  17,  7221,  (1805 2),  (3611 1),   1110000110101, {3 29 83}
  17,  7237,  (1809 2),  (3619 1),   1110001000101, {7237}
  17,  7243,  (3621 1),  (1811 2),   1110001001011, {7243}
  17,  7255,  (3627 1),   (907 3),   1110001010111, {5 1451}
  17,  7261,  (1815 2),  (3631 1),   1110001011101, {53 137}
  17,  7393,   (231 5),  (3697 1),   1110011100001, {7393}
  17,  7407,  (3703 1),   (463 4),   1110011101111, {3 823}
  17,  7599,  (3799 1),   (475 4),   1110110101111, {3 17 149}
  17,  7615,  (3807 1),   (119 6),   1110110111111, {5 1523}
  17,  7665,   (479 4),  (3833 1),   1110111110001, {3 5 7 73}
  17,  7667,  (3833 1),  (1917 2),   1110111110011, {11 17 41}
  17,  7669,  (1917 2),  (3835 1),   1110111110101, {7669}
  17,  7673,   (959 3),  (3837 1),   1110111111001, {7673}
  17,  7687,  (3843 1),   (961 3),   1111000000111, {7687}
  17,  7689,   (961 3),  (3845 1),   1111000001001, {3 11 233}
  17,  7717,  (1929 2),  (3859 1),   1111000100101, {7717}
  17,  7833,   (979 3),  (3917 1),   1111010011001, {3 7 373}
  17,  7835,  (3917 1),  (1959 2),   1111010011011, {5 1567}
  17,  8435,  (4217 1),  (2109 2),  10000011110011, {5 7 241}
  17,  8441,  (1055 3),  (4221 1),  10000011111001, {23 367}
  17,  8449,    (33 8),  (4225 1),  10000100000001, {7 17 71}
  17,  8451,  (4225 1),  (2113 2),  10000100000011, {3 313}
  17,  8457,  (1057 3),  (4229 1),  10000100001001, {3 2819}
  17,  8471,  (4235 1),  (1059 3),  10000100010111, {43 197}
  17,  8473,  (1059 3),  (4237 1),  10000100011001, {37 229}
  18,   159,    (79 1),     (5 5),        10011111, {3 53}
  18,   295,   (147 1),    (37 3),       100100111, {5 59}
  18,   319,   (159 1),     (5 6),       100111111, {11 29}
  18,   569,    (71 3),   (285 1),      1000111001, {569}
  18,   585,    (73 3),   (293 1),      1001001001, {3 5 13}
  18,   591,   (295 1),    (37 4),      1001001111, {3 197}
  18,   601,    (75 3),   (301 1),      1001011001, {601}
  18,   637,   (159 2),   (319 1),      1001111101, {7 13}
  18,  1139,   (569 1),   (285 2),     10001110011, {17 67}
  18,  1147,   (573 1),   (287 2),     10001111011, {31 37}
  18,  1151,   (575 1),     (9 7),     10001111111, {1151}
  18,  1159,   (579 1),   (145 3),     10010000111, {19 61}
  18,  1169,    (73 4),   (585 1),     10010010001, {7 167}
  18,  1171,   (585 1),   (293 2),     10010010011, {1171}
  18,  1179,   (589 1),   (295 2),     10010011011, {3 131}
  18,  1181,   (295 2),   (591 1),     10010011101, {1181}
  18,  1201,    (75 4),   (601 1),     10010110001, {1201}
  18,  1203,   (601 1),   (301 2),     10010110011, {3 401}
  18,  1209,   (151 3),   (605 1),     10010111001, {3 13 31}
  18,  1277,   (319 2),   (639 1),     10011111101, {1277}
  18,  2277,   (569 2),  (1139 1),    100011100101, {3 11 23}
  18,  2283,  (1141 1),   (571 2),    100011101011, {3 761}
  18,  2295,  (1147 1),   (287 3),    100011110111, {3 5 17}
  18,  2297,   (287 3),  (1149 1),    100011111001, {2297}
  18,  2303,  (1151 1),     (9 8),    100011111111, {7 47}
  18,  2319,  (1159 1),   (145 4),    100100001111, {3 773}
  18,  2337,    (73 5),  (1169 1),    100100100001, {3 19 41}
  18,  2339,  (1169 1),   (585 2),    100100100011, {2339}
  18,  2341,   (585 2),  (1171 1),    100100100101, {2341}
  18,  2351,  (1175 1),   (147 4),    100100101111, {2351}
  18,  2359,  (1179 1),   (295 3),    100100110111, {7 337}
  18,  2361,   (295 3),  (1181 1),    100100111001, {3 787}
  18,  2363,  (1181 1),   (591 2),    100100111011, {17 139}
  18,  2365,   (591 2),  (1183 1),    100100111101, {5 11 43}
  18,  2403,  (1201 1),   (601 2),    100101100011, {3 89}
  18,  2405,   (601 2),  (1203 1),    100101100101, {5 13 37}
  18,  2419,  (1209 1),   (605 2),    100101110011, {41 59}
  18,  2549,   (637 2),  (1275 1),    100111110101, {2549}
  18,  2555,  (1277 1),   (639 2),    100111111011, {5 7 73}
  18,  2811,  (1405 1),   (703 2),    101011111011, {3 937}
  18,  2823,  (1411 1),   (353 3),    101100000111, {3 941}
  18,  4555,  (2277 1),  (1139 2),   1000111001011, {5 911}
  18,  4557,  (1139 2),  (2279 1),   1000111001101, {3 7 31}
  18,  4561,   (285 4),  (2281 1),   1000111010001, {4561}
  18,  4567,  (2283 1),   (571 3),   1000111010111, {4567}
  18,  4571,  (2285 1),  (1143 2),   1000111011011, {7 653}
  18,  4589,  (1147 2),  (2295 1),   1000111101101, {13 353}
  18,  4595,  (2297 1),  (1149 2),   1000111110011, {5 919}
  18,  4601,   (575 3),  (2301 1),   1000111111001, {43 107}
  18,  4605,  (1151 2),  (2303 1),   1000111111101, {3 5 307}
  18,  4637,  (1159 2),  (2319 1),   1001000011101, {4637}
  18,  4641,   (145 5),  (2321 1),   1001000100001, {3 7 13 17}
  18,  4647,  (2323 1),   (581 3),   1001000100111, {3 1549}
  18,  4673,    (73 6),  (2337 1),   1001001000001, {4673}
  18,  4675,  (2337 1),  (1169 2),   1001001000011, {5 11 17}
  18,  4677,  (1169 2),  (2339 1),   1001001000101, {3 1559}
  18,  4683,  (2341 1),  (1171 2),   1001001001011, {3 7 223}
  18,  4685,  (1171 2),  (2343 1),   1001001001101, {5 937}
  18,  4703,  (2351 1),   (147 5),   1001001011111, {4703}
  18,  4705,   (147 5),  (2353 1),   1001001100001, {5 941}
  18,  4711,  (2355 1),   (589 3),   1001001100111, {7 673}
  18,  4717,  (1179 2),  (2359 1),   1001001101101, {53 89}
  18,  4723,  (2361 1),  (1181 2),   1001001110011, {4723}
  18,  4725,  (1181 2),  (2363 1),   1001001110101, {3 5 7}
  18,  4727,  (2363 1),   (591 3),   1001001110111, {29 163}
  18,  4729,   (591 3),  (2365 1),   1001001111001, {4729}
  18,  4731,  (2365 1),  (1183 2),   1001001111011, {3 19 83}
  18,  4737,    (37 7),  (2369 1),   1001010000001, {3 1579}
  18,  4743,  (2371 1),   (593 3),   1001010000111, {3 17 31}
  18,  4775,  (2387 1),   (597 3),   1001010100111, {5 191}
  18,  4805,  (1201 2),  (2403 1),   1001011000101, {5 31}
  18,  4813,  (1203 2),  (2407 1),   1001011001101, {4813}
  18,  4825,   (603 3),  (2413 1),   1001011011001, {5 193}
  18,  4837,  (1209 2),  (2419 1),   1001011100101, {7 691}
  18,  5105,   (319 4),  (2553 1),   1001111110001, {5 1021}
  18,  5109,  (1277 2),  (2555 1),   1001111110101, {3 13 131}
  18,  5111,  (2555 1),   (639 3),   1001111110111, {19 269}
  18,  5115,  (2557 1),  (1279 2),   1001111111011, {3 5 11 31}
  18,  5145,   (643 3),  (2573 1),   1010000011001, {3 5 7}
  18,  5223,  (2611 1),   (653 3),   1010001100111, {3 1741}
  18,  5623,  (2811 1),   (703 3),   1010111110111, {5623}
  18,  5627,  (2813 1),  (1407 2),   1010111111011, {17 331}
  18,  5633,    (11 9),  (2817 1),   1011000000001, {43 131}
  18,  5647,  (2823 1),   (353 4),   1011000001111, {5647}
  18,  9109,  (2277 2),  (4555 1),  10001110010101, {9109}
  18,  9111,  (4555 1),  (1139 3),  10001110010111, {3 3037}
  18,  9113,  (1139 3),  (4557 1),  10001110011001, {13 701}
  18,  9121,   (285 5),  (4561 1),  10001110100001, {7 1303}
  18,  9123,  (4561 1),  (2281 2),  10001110100011, {3 3041}
  18,  9133,  (2283 2),  (4567 1),  10001110101101, {9133}
  18,  9135,  (4567 1),   (571 4),  10001110101111, {3 5 7 29}
  18,  9143,  (4571 1),  (1143 3),  10001110110111, {41 223}
  18,  9179,  (4589 1),  (2295 2),  10001111011011, {67 137}
  18,  9181,  (2295 2),  (4591 1),  10001111011101, {9181}
  18,  9189,  (2297 2),  (4595 1),  10001111100101, {3 1021}
  18,  9191,  (4595 1),  (1149 3),  10001111100111, {7 13 101}
  18,  9203,  (4601 1),  (2301 2),  10001111110011, {9203}
  18,  9213,  (2303 2),  (4607 1),  10001111111101, {3 37 83}
  18,  9277,  (2319 2),  (4639 1),  10010000111101, {9277}
  18,  9281,   (145 6),  (4641 1),  10010001000001, {9281}
  18,  9283,  (4641 1),  (2321 2),  10010001000011, {9283}
  18,  9295,  (4647 1),   (581 4),  10010001001111, {5 11 13}
  18,  9321,  (1165 3),  (4661 1),  10010001101001, {3 13 239}
  18,  9323,  (4661 1),  (2331 2),  10010001101011, {9323}
  18,  9343,  (4671 1),    (73 7),  10010001111111, {9343}
