# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance
#
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `n`       a positive odd integer
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `base2`   the binary representation of n
# `factors` the prime factors of n

dist,     n,        nl,        nr,           base2, factors
  46,  7273,   (909 3),  (3637 1),   1110001101001, {7 1039}
  46,  7275,  (3637 1),  (1819 2),   1110001101011, {3 5 97}
  46,  7309,  (1827 2),  (3655 1),   1110010001101, {7309}
  46,  7317,  (1829 2),  (3659 1),   1110010010101, {3 271}
  46,  7319,  (3659 1),   (915 3),   1110010010111, {13 563}
  46,  7341,  (1835 2),  (3671 1),   1110010101101, {3 2447}
  46,  7349,  (1837 2),  (3675 1),   1110010110101, {7349}
  46,  7361,   (115 6),  (3681 1),   1110011000001, {17 433}
  46,  7363,  (3681 1),  (1841 2),   1110011000011, {37 199}
  46,  7365,  (1841 2),  (3683 1),   1110011000101, {3 5 491}
  46,  7373,  (1843 2),  (3687 1),   1110011001101, {73 101}
  46,  7405,  (1851 2),  (3703 1),   1110011101101, {5 1481}
  46,  7409,   (463 4),  (3705 1),   1110011110001, {31 239}
  46,  7413,  (1853 2),  (3707 1),   1110011110101, {3 7 353}
  46,  7415,  (3707 1),   (927 3),   1110011110111, {5 1483}
  46,  7425,    (29 8),  (3713 1),   1110100000001, {3 5 11}
  46,  7437,  (1859 2),  (3719 1),   1110100001101, {3 37 67}
  46,  7441,   (465 4),  (3721 1),   1110100010001, {7 1063}
  46,  7447,  (3723 1),   (931 3),   1110100010111, {11 677}
  46,  7485,  (1871 2),  (3743 1),   1110100111101, {3 5 499}
  46,  7537,   (471 4),  (3769 1),   1110101110001, {7537}
  46,  7541,  (1885 2),  (3771 1),   1110101110101, {7541}
  46,  7553,    (59 7),  (3777 1),   1110110000001, {7 13 83}
  46,  7555,  (3777 1),  (1889 2),   1110110000011, {5 1511}
  46,  7559,  (3779 1),   (945 3),   1110110000111, {7559}
  46,  7567,  (3783 1),   (473 4),   1110110001111, {7 23 47}
  46,  7569,   (473 4),  (3785 1),   1110110010001, {3 29}
  46,  7571,  (3785 1),  (1893 2),   1110110010011, {67 113}
  46,  7579,  (3789 1),  (1895 2),   1110110011011, {11 13 53}
  46,  7585,   (237 5),  (3793 1),   1110110100001, {5 37 41}
  46,  7595,  (3797 1),  (1899 2),   1110110101011, {5 7 31}
  46,  7611,  (3805 1),  (1903 2),   1110110111011, {3 43 59}
  46,  7613,  (1903 2),  (3807 1),   1110110111101, {23 331}
  46,  7671,  (3835 1),   (959 3),   1110111110111, {3 2557}
  46,  7677,  (1919 2),  (3839 1),   1110111111101, {3 853}
  46,  7699,  (3849 1),  (1925 2),   1111000010011, {7699}
  46,  7711,  (3855 1),   (241 5),   1111000011111, {11 701}
  46,  7815,  (3907 1),   (977 3),   1111010000111, {3 5 521}
  46,  7817,   (977 3),  (3909 1),   1111010001001, {7817}
  47,   313,    (39 3),   (157 1),       100111001, {313}
  47,   609,    (19 5),   (305 1),      1001100001, {3 7 29}
  47,   617,    (77 3),   (309 1),      1001101001, {617}
  47,   619,   (309 1),   (155 2),      1001101011, {619}
  47,   623,   (311 1),    (39 4),      1001101111, {7 89}
  47,   627,   (313 1),   (157 2),      1001110011, {3 11 19}
  47,   639,   (319 1),     (5 7),      1001111111, {3 71}
  47,  1217,    (19 6),   (609 1),     10011000001, {1217}
  47,  1219,   (609 1),   (305 2),     10011000011, {23 53}
  47,  1223,   (611 1),   (153 3),     10011000111, {1223}
  47,  1225,   (153 3),   (613 1),     10011001001, {5 7}
  47,  1227,   (613 1),   (307 2),     10011001011, {3 409}
  47,  1233,    (77 4),   (617 1),     10011010001, {3 137}
  47,  1235,   (617 1),   (309 2),     10011010011, {5 13 19}
  47,  1239,   (619 1),   (155 3),     10011010111, {3 7 59}
  47,  1247,   (623 1),    (39 5),     10011011111, {29 43}
  47,  1253,   (313 2),   (627 1),     10011100101, {7 179}
  47,  1279,   (639 1),     (5 8),     10011111111, {1279}
  47,  2435,  (1217 1),   (609 2),    100110000011, {5 487}
  47,  2437,   (609 2),  (1219 1),    100110000101, {2437}
  47,  2439,  (1219 1),   (305 3),    100110000111, {3 271}
  47,  2447,  (1223 1),   (153 4),    100110001111, {2447}
  47,  2449,   (153 4),  (1225 1),    100110010001, {31 79}
  47,  2451,  (1225 1),   (613 2),    100110010011, {3 19 43}
  47,  2455,  (1227 1),   (307 3),    100110010111, {5 491}
  47,  2457,   (307 3),  (1229 1),    100110011001, {3 7 13}
  47,  2467,  (1233 1),   (617 2),    100110100011, {2467}
  47,  2469,   (617 2),  (1235 1),    100110100101, {3 823}
  47,  2471,  (1235 1),   (309 3),    100110100111, {7 353}
  47,  2477,   (619 2),  (1239 1),    100110101101, {2477}
  47,  2493,   (623 2),  (1247 1),    100110111101, {3 277}
  47,  2509,   (627 2),  (1255 1),    100111001101, {13 193}
  47,  2513,   (157 4),  (1257 1),    100111010001, {7 359}
  47,  2523,  (1261 1),   (631 2),    100111011011, {3 29}
  47,  2537,   (317 3),  (1269 1),    100111101001, {43 59}
  47,  2557,   (639 2),  (1279 1),    100111111101, {2557}
  47,  4649,   (581 3),  (2325 1),   1001000101001, {4649}
  47,  4665,   (583 3),  (2333 1),   1001000111001, {3 5 311}
  47,  4869,  (1217 2),  (2435 1),   1001100000101, {3 541}
  47,  4877,  (1219 2),  (2439 1),   1001100001101, {4877}
  47,  4879,  (2439 1),   (305 4),   1001100001111, {7 17 41}
  47,  4881,   (305 4),  (2441 1),   1001100010001, {3 1627}
  47,  4893,  (1223 2),  (2447 1),   1001100011101, {3 7 233}
  47,  4899,  (2449 1),  (1225 2),   1001100100011, {3 23 71}
  47,  4901,  (1225 2),  (2451 1),   1001100100101, {13 29}
  47,  4907,  (2453 1),  (1227 2),   1001100101011, {7 701}
  47,  4909,  (1227 2),  (2455 1),   1001100101101, {4909}
  47,  4913,   (307 4),  (2457 1),   1001100110001, {17}
  47,  4915,  (2457 1),  (1229 2),   1001100110011, {5 983}
  47,  4933,  (1233 2),  (2467 1),   1001101000101, {4933}
  47,  4937,   (617 3),  (2469 1),   1001101001001, {4937}
  47,  4939,  (2469 1),  (1235 2),   1001101001011, {11 449}
  47,  4941,  (1235 2),  (2471 1),   1001101001101, {3 61}
  47,  4943,  (2471 1),   (309 4),   1001101001111, {4943}
  47,  4957,  (1239 2),  (2479 1),   1001101011101, {4957}
  47,  4989,  (1247 2),  (2495 1),   1001101111101, {3 1663}
  47,  5013,  (1253 2),  (2507 1),   1001110010101, {3 557}
  47,  5027,  (2513 1),  (1257 2),   1001110100011, {11 457}
  47,  5035,  (2517 1),  (1259 2),   1001110101011, {5 19 53}
  47,  5039,  (2519 1),   (315 4),   1001110101111, {5039}
  47,  5047,  (2523 1),   (631 3),   1001110110111, {7 103}
  47,  5063,  (2531 1),   (633 3),   1001111000111, {61 83}
  47,  5075,  (2537 1),  (1269 2),   1001111010011, {5 7 29}
  47,  5113,   (639 3),  (2557 1),   1001111111001, {5113}
  47,  5117,  (1279 2),  (2559 1),   1001111111101, {7 17 43}
  47,  5211,  (2605 1),  (1303 2),   1010001011011, {3 193}
  47,  9299,  (4649 1),  (2325 2),  10010001010011, {17 547}
  47,  9331,  (4665 1),  (2333 2),  10010001110011, {7 31 43}
  47,  9583,  (4791 1),   (599 4),  10010101101111, {7 37}
  47,  9639,  (4819 1),  (1205 3),  10010110100111, {3 7 17}
  47,  9697,   (303 5),  (4849 1),  10010111100001, {9697}
  47,  9703,  (4851 1),  (1213 3),  10010111100111, {31 313}
  47,  9741,  (2435 2),  (4871 1),  10011000001101, {3 17 191}
  47,  9745,   (609 4),  (4873 1),  10011000010001, {5 1949}
  47,  9749,  (2437 2),  (4875 1),  10011000010101, {9749}
  47,  9757,  (2439 2),  (4879 1),  10011000011101, {11 887}
  47,  9763,  (4881 1),  (2441 2),  10011000100011, {13 751}
  47,  9771,  (4885 1),  (2443 2),  10011000101011, {3 3257}
  47,  9789,  (2447 2),  (4895 1),  10011000111101, {3 13 251}
  47,  9797,  (2449 2),  (4899 1),  10011001000101, {97 101}
  47,  9803,  (4901 1),  (2451 2),  10011001001011, {9803}
  47,  9805,  (2451 2),  (4903 1),  10011001001101, {5 37 53}
  47,  9815,  (4907 1),  (1227 3),  10011001010111, {5 13 151}
  47,  9817,  (1227 3),  (4909 1),  10011001011001, {9817}
  47,  9821,  (2455 2),  (4911 1),  10011001011101, {7 23 61}
  47,  9827,  (4913 1),  (2457 2),  10011001100011, {31 317}
  47,  9829,  (2457 2),  (4915 1),  10011001100101, {9829}
  47,  9869,  (2467 2),  (4935 1),  10011010001101, {71 139}
  47,  9873,   (617 4),  (4937 1),  10011010010001, {3 1097}
  47,  9875,  (4937 1),  (2469 2),  10011010010011, {5 79}
  47,  9877,  (2469 2),  (4939 1),  10011010010101, {7 17 83}
  47,  9879,  (4939 1),  (1235 3),  10011010010111, {3 37 89}
  47,  9885,  (2471 2),  (4943 1),  10011010011101, {3 5 659}
  47,  9909,  (2477 2),  (4955 1),  10011010110101, {3 367}
  47,  9921,   (155 6),  (4961 1),  10011011000001, {3 3307}
  47,  9927,  (4963 1),  (1241 3),  10011011000111, {3 1103}
  47,  9929,  (1241 3),  (4965 1),  10011011001001, {9929}
  47,  9947,  (4973 1),  (2487 2),  10011011011011, {7 29}
  47,  9973,  (2493 2),  (4987 1),  10011011110101, {9973}
  48,   411,   (205 1),   (103 2),       110011011, {3 137}
  48,   415,   (207 1),    (13 5),       110011111, {5 83}
  48,   417,    (13 5),   (209 1),       110100001, {3 139}
  48,   811,   (405 1),   (203 2),      1100101011, {811}
  48,   815,   (407 1),    (51 4),      1100101111, {5 163}
  48,   823,   (411 1),   (103 3),      1100110111, {823}
  48,   825,   (103 3),   (413 1),      1100111001, {3 5 11}
  48,   831,   (415 1),    (13 6),      1100111111, {3 277}
  48,   835,   (417 1),   (209 2),      1101000011, {5 167}
  48,  1623,   (811 1),   (203 3),     11001010111, {3 541}
  48,  1625,   (203 3),   (813 1),     11001011001, {5 13}
  48,  1631,   (815 1),    (51 5),     11001011111, {7 233}
  48,  1633,    (51 5),   (817 1),     11001100001, {23 71}
  48,  1645,   (411 2),   (823 1),     11001101101, {5 7 47}
  48,  1647,   (823 1),   (103 4),     11001101111, {3 61}
  48,  1651,   (825 1),   (413 2),     11001110011, {13 127}
  48,  1661,   (415 2),   (831 1),     11001111101, {11 151}
  48,  1669,   (417 2),   (835 1),     11010000101, {1669}
  48,  1675,   (837 1),   (419 2),     11010001011, {5 67}
  48,  1691,   (845 1),   (423 2),     11010011011, {19 89}
  48,  1705,   (213 3),   (853 1),     11010101001, {5 11 31}
  48,  3099,  (1549 1),   (775 2),    110000011011, {3 1033}
  48,  3245,   (811 2),  (1623 1),    110010101101, {5 11 59}
  48,  3249,   (203 4),  (1625 1),    110010110001, {3 19}
  48,  3251,  (1625 1),   (813 2),    110010110011, {3251}
  48,  3261,   (815 2),  (1631 1),    110010111101, {3 1087}
  48,  3265,    (51 6),  (1633 1),    110011000001, {5 653}
  48,  3267,  (1633 1),   (817 2),    110011000011, {3 11}
  48,  3271,  (1635 1),   (409 3),    110011000111, {3271}
  48,  3273,   (409 3),  (1637 1),    110011001001, {3 1091}
  48,  3275,  (1637 1),   (819 2),    110011001011, {5 131}
  48,  3289,   (411 3),  (1645 1),    110011011001, {11 13 23}
  48,  3291,  (1645 1),   (823 2),    110011011011, {3 1097}
  48,  3293,   (823 2),  (1647 1),    110011011101, {37 89}
  48,  3295,  (1647 1),   (103 5),    110011011111, {5 659}
  48,  3301,   (825 2),  (1651 1),    110011100101, {3301}
  48,  3325,   (831 2),  (1663 1),    110011111101, {5 7 19}
  48,  3341,   (835 2),  (1671 1),    110100001101, {13 257}
  48,  3345,   (209 4),  (1673 1),    110100010001, {3 5 223}
  48,  3351,  (1675 1),   (419 3),    110100010111, {3 1117}
  48,  3359,  (1679 1),   (105 5),    110100011111, {3359}
  48,  3375,  (1687 1),   (211 4),    110100101111, {3 5}
  48,  3383,  (1691 1),   (423 3),    110100110111, {17 199}
  48,  3409,   (213 4),  (1705 1),    110101010001, {7 487}
  48,  3411,  (1705 1),   (853 2),    110101010011, {3 379}
  48,  6199,  (3099 1),   (775 3),   1100000110111, {6199}
  48,  6493,  (1623 2),  (3247 1),   1100101011101, {43 151}
  48,  6499,  (3249 1),  (1625 2),   1100101100011, {67 97}
  48,  6501,  (1625 2),  (3251 1),   1100101100101, {3 11 197}
  48,  6505,   (813 3),  (3253 1),   1100101101001, {5 1301}
  48,  6525,  (1631 2),  (3263 1),   1100101111101, {3 5 29}
  48,  6531,  (3265 1),  (1633 2),   1100110000011, {3 7 311}
  48,  6533,  (1633 2),  (3267 1),   1100110000101, {47 139}
  48,  6535,  (3267 1),   (817 3),   1100110000111, {5 1307}
  48,  6543,  (3271 1),   (409 4),   1100110001111, {3 727}
  48,  6545,   (409 4),  (3273 1),   1100110010001, {5 7 11 17}
  48,  6547,  (3273 1),  (1637 2),   1100110010011, {6547}
  48,  6551,  (3275 1),   (819 3),   1100110010111, {6551}
  48,  6553,   (819 3),  (3277 1),   1100110011001, {6553}
  48,  6577,   (411 4),  (3289 1),   1100110110001, {6577}
  48,  6579,  (3289 1),  (1645 2),   1100110110011, {3 17 43}
  48,  6581,  (1645 2),  (3291 1),   1100110110101, {6581}
  48,  6583,  (3291 1),   (823 3),   1100110110111, {29 227}
  48,  6585,   (823 3),  (3293 1),   1100110111001, {3 5 439}
  48,  6589,  (1647 2),  (3295 1),   1100110111101, {11 599}
  48,  6605,  (1651 2),  (3303 1),   1100111001101, {5 1321}
  48,  6609,   (413 4),  (3305 1),   1100111010001, {3 2203}
  48,  6619,  (3309 1),  (1655 2),   1100111011011, {6619}
  48,  6631,  (3315 1),   (829 3),   1100111100111, {19 349}
  48,  6645,  (1661 2),  (3323 1),   1100111110101, {3 5 443}
  48,  6677,  (1669 2),  (3339 1),   1101000010101, {11 607}
  48,  6691,  (3345 1),  (1673 2),   1101000100011, {6691}
  48,  6699,  (3349 1),  (1675 2),   1101000101011, {3 7 11 29}
  48,  6701,  (1675 2),  (3351 1),   1101000101101, {6701}
  48,  6713,   (839 3),  (3357 1),   1101000111001, {7 137}
  48,  6715,  (3357 1),  (1679 2),   1101000111011, {5 17 79}
  48,  6719,  (3359 1),   (105 6),   1101000111111, {6719}
  48,  6729,   (841 3),  (3365 1),   1101001001001, {3 2243}
  48,  6751,  (3375 1),   (211 5),   1101001011111, {43 157}
  48,  6765,  (1691 2),  (3383 1),   1101001101101, {3 5 11 41}
  48,  6817,   (213 5),  (3409 1),   1101010100001, {17 401}
  48,  6819,  (3409 1),  (1705 2),   1101010100011, {3 2273}
  48,  6821,  (1705 2),  (3411 1),   1101010100101, {19 359}
  48,  6843,  (3421 1),  (1711 2),   1101010111011, {3 2281}
  49,   543,   (271 1),    (17 5),      1000011111, {3 181}
  49,   553,    (69 3),   (277 1),      1000101001, {7 79}
  49,  1081,   (135 3),   (541 1),     10000111001, {23 47}
  49,  1083,   (541 1),   (271 2),     10000111011, {3 19}
  49,  1087,   (543 1),    (17 6),     10000111111, {1087}
  49,  1097,   (137 3),   (549 1),     10001001001, {1097}
  49,  1107,   (553 1),   (277 2),     10001010011, {3 41}
  49,  1113,   (139 3),   (557 1),     10001011001, {3 7 53}
  49,  1127,   (563 1),   (141 3),     10001100111, {7 23}
  49,  2163,  (1081 1),   (541 2),    100001110011, {3 7 103}
  49,  2167,  (1083 1),   (271 3),    100001110111, {11 197}
  49,  2173,   (543 2),  (1087 1),    100001111101, {41 53}
  49,  2177,    (17 7),  (1089 1),    100010000001, {7 311}
  49,  2183,  (1091 1),   (273 3),    100010000111, {37 59}
  49,  2193,   (137 4),  (1097 1),    100010010001, {3 17 43}
  49,  2195,  (1097 1),   (549 2),    100010010011, {5 439}
  49,  2201,   (275 3),  (1101 1),    100010011001, {31 71}
  49,  2213,   (553 2),  (1107 1),    100010100101, {2213}
  49,  2225,   (139 4),  (1113 1),    100010110001, {5 89}
  49,  2227,  (1113 1),   (557 2),    100010110011, {17 131}
  49,  2233,   (279 3),  (1117 1),    100010111001, {7 11 29}
  49,  2239,  (1119 1),    (35 6),    100010111111, {2239}
  49,  2255,  (1127 1),   (141 4),    100011001111, {5 11 41}
  49,  2273,    (71 5),  (1137 1),    100011100001, {2273}
  49,  4325,  (1081 2),  (2163 1),   1000011100101, {5 173}
  49,  4333,  (1083 2),  (2167 1),   1000011101101, {7 619}
  49,  4349,  (1087 2),  (2175 1),   1000011111101, {4349}
  49,  4353,    (17 8),  (2177 1),   1000100000001, {3 1451}
  49,  4355,  (2177 1),  (1089 2),   1000100000011, {5 13 67}
  49,  4361,   (545 3),  (2181 1),   1000100001001, {7 89}
  49,  4363,  (2181 1),  (1091 2),   1000100001011, {4363}
  49,  4367,  (2183 1),   (273 4),   1000100001111, {11 397}
  49,  4385,   (137 5),  (2193 1),   1000100100001, {5 877}
  49,  4387,  (2193 1),  (1097 2),   1000100100011, {41 107}
  49,  4389,  (1097 2),  (2195 1),   1000100100101, {3 7 11 19}
  49,  4393,   (549 3),  (2197 1),   1000100101001, {23 191}
  49,  4401,   (275 4),  (2201 1),   1000100110001, {3 163}
  49,  4403,  (2201 1),  (1101 2),   1000100110011, {7 17 37}
  49,  4429,  (1107 2),  (2215 1),   1000101001101, {43 103}
  49,  4433,   (277 4),  (2217 1),   1000101010001, {11 13 31}
  49,  4451,  (2225 1),  (1113 2),   1000101100011, {4451}
  49,  4453,  (1113 2),  (2227 1),   1000101100101, {61 73}
  49,  4467,  (2233 1),  (1117 2),   1000101110011, {3 1489}
  49,  4475,  (2237 1),  (1119 2),   1000101111011, {5 179}
  49,  4479,  (2239 1),    (35 7),   1000101111111, {3 1493}
  49,  4509,  (1127 2),  (2255 1),   1000110011101, {3 167}
  49,  4545,    (71 6),  (2273 1),   1000111000001, {3 5 101}
  49,  4547,  (2273 1),  (1137 2),   1000111000011, {4547}
  49,  8265,  (1033 3),  (4133 1),  10000001001001, {3 5 19 29}
  49,  8359,  (4179 1),  (1045 3),  10000010100111, {13 643}
  49,  8487,  (4243 1),  (1061 3),  10000100100111, {3 23 41}
  49,  8619,  (4309 1),  (2155 2),  10000110101011, {3 13 17}
  49,  8653,  (2163 2),  (4327 1),  10000111001101, {17 509}
