# Odd core environment

This is a list of the first 5000 integers in consecutive order. For every integer n:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of oc.
- ternary and binary representations of the oc are given.
- residues of oc modulo a set of small primes then follow (`m3`, `m5`, etc).

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
2879,0,45,10221122,101100111111,2,4,2,8,6,6,10,4,8,27
45,6,4,1200,101101,0,0,3,1,6,11,7,22,16,14
2881,0,9,10221201,101101000001,1,1,4,10,8,8,12,6,10,29
1441,1,50,1222101,10110100001,1,1,6,0,11,13,16,15,20,15
2883,0,50,10221210,101101000011,0,3,6,1,10,10,14,8,12,0
721,2,14,222201,1011010001,1,1,0,6,6,7,18,8,25,8
2885,0,14,10221212,101101000101,2,0,1,3,12,12,16,10,14,2
1443,1,14,1222110,10110100011,0,3,1,2,0,15,18,17,22,17
2887,0,45,10221221,101101000111,1,2,3,5,1,14,18,12,16,4
361,3,14,111101,101101001,1,1,4,9,10,4,0,16,13,20
2889,0,50,10222000,101101001001,0,4,5,7,3,16,1,14,18,6
1445,1,14,1222112,10110100101,2,0,3,4,2,0,1,19,24,19
2891,0,14,10222002,101101001011,2,1,0,9,5,1,3,16,20,8
723,2,14,222210,1011010011,0,3,2,8,8,9,1,10,27,10
2893,0,14,10222011,101101001101,1,3,2,0,7,3,5,18,22,10
1447,1,16,1222121,10110100111,1,2,5,6,4,2,3,21,26,21
2895,0,16,10222020,101101001111,0,0,4,2,9,5,7,20,24,12
181,4,4,20201,10110101,1,1,6,5,12,11,10,20,7,26
2897,0,50,10222022,101101010001,2,2,6,4,11,7,9,22,26,14
1449,1,50,1222200,10110101001,0,4,0,8,6,4,5,0,28,23
2899,0,50,10222101,101101010011,1,4,1,6,0,9,11,1,28,16
725,2,4,222212,1011010101,2,0,4,10,10,11,3,12,0,12
2901,0,4,10222110,101101010101,0,1,3,8,2,11,13,3,1,18
1451,1,50,1222202,10110101011,2,1,2,10,8,6,7,2,1,25
2903,0,50,10222112,101101010111,2,3,5,10,4,13,15,5,3,20
363,3,14,111110,101101011,0,3,6,0,12,6,2,18,15,22
2905,0,14,10222121,101101011001,1,0,0,1,6,15,17,7,5,22
1453,1,14,1222211,10110101101,1,3,4,1,10,8,9,4,3,27
2907,0,50,10222200,101101011011,0,2,2,3,8,0,0,9,7,24
727,2,14,222221,1011010111,1,2,6,1,12,13,5,14,2,14
2909,0,14,10222202,101101011101,2,4,4,5,10,2,2,11,9,26
1455,1,50,1222220,10110101111,0,0,6,3,12,10,11,6,5,29
2911,0,50,10222211,101101011111,1,1,6,7,12,4,4,13,11,28
91,5,33,10101,1011011,1,1,0,3,0,6,15,22,4,29
2913,0,38,10222220,101101100001,0,3,1,9,1,6,6,15,13,30
1457,1,9,1222222,10110110001,2,2,1,5,1,12,13,8,7,0
2915,0,9,10222222,101101100011,2,0,3,0,3,8,8,17,15,1
729,2,9,1000000,1011011001,0,4,1,3,1,15,7,16,4,16
2917,0,9,11000001,101101100101,1,2,5,2,5,10,10,19,17,3
1459,1,9,2000001,10110110011,1,4,3,7,3,14,15,10,9,2
2919,0,79,11000010,101101100111,0,4,0,4,7,12,12,21,19,5
365,3,33,111112,101101101,2,0,1,2,1,8,4,20,17,24
2921,0,26,11000012,101101101001,2,1,2,6,9,14,14,0,21,7
1461,1,33,2000010,10110110101,0,1,5,9,5,16,17,12,11,4
2923,0,50,11000021,101101101011,1,3,4,8,11,16,16,2,23,9
731,2,50,1000002,1011011011,2,1,3,5,3,0,9,18,6,18
2925,0,50,11000100,101101101101,0,0,6,10,0,1,18,4,25,11
1463,1,50,2000012,10110110111,2,3,0,0,7,1,0,14,13,6
2927,0,62,11000102,101101101111,2,2,1,1,2,3,1,6,27,13
183,4,33,20210,10110111,0,3,1,7,1,13,12,22,9,28
2929,0,33,11000111,101101110001,1,4,3,3,4,5,3,8,0,15
1465,1,9,2000021,10110111001,1,0,2,2,9,3,2,16,15,8
2931,0,9,11000120,101101110011,0,1,5,5,6,7,5,10,2,17
733,2,33,1000011,1011011101,1,3,5,7,5,2,11,20,8,20
2933,0,33,11000122,101101110101,2,3,0,7,8,9,7,12,4,19
1467,1,50,2000100,10110111011,0,2,4,4,11,5,4,18,17,10
2935,0,50,11000201,101101110111,1,0,2,9,10,11,9,14,6,21
367,3,14,111121,101101111,1,2,3,4,3,10,6,22,19,26
2937,0,16,11000210,101101111001,0,2,4,0,12,13,11,16,8,23
1469,1,14,2000102,10110111101,2,4,6,6,0,7,6,20,19,12
2939,0,26,11000212,101101111011,2,4,6,2,1,15,13,18,10,25
735,2,14,1000020,1011011111,0,0,0,9,7,4,13,22,10,22
2941,0,14,11000221,101101111101,1,1,1,4,3,0,15,20,12,27
1471,1,62,2000111,10110111111,1,1,1,8,2,9,8,22,21,14
2943,0,62,11001000,101101111111,0,3,3,6,5,2,17,22,14,29
23,7,4,212,10111,2,3,2,1,10,6,4,0,23,23
2945,0,26,11001002,101110000001,2,0,5,8,7,4,0,1,16,0
1473,1,33,2000120,10111000001,0,3,3,10,4,11,10,1,23,16
2947,0,33,11001011,101110000011,1,2,0,10,9,6,2,3,18,2
737,2,50,1000022,1011100001,2,2,2,0,9,6,15,1,12,24
2949,0,50,11001020,101110000101,0,4,2,1,11,8,4,5,20,4
1475,1,50,2000122,10111000011,2,0,5,1,6,13,12,3,25,18
2951,0,33,11001022,101110000111,2,1,4,3,0,10,6,7,22,6
369,3,4,111200,101110001,0,4,5,6,5,12,8,1,21,28
2953,0,43,11001101,101110001001,1,3,6,5,2,12,8,9,24,8
1477,1,4,2000201,10111000101,1,2,0,3,8,15,14,5,27,20
2955,0,50,11001110,101110001011,0,0,1,7,4,14,10,11,26,10
739,2,4,1000101,1011100011,1,4,4,2,11,8,17,3,14,26
2957,0,4,11001112,101110001101,2,2,3,9,6,16,12,13,28,12
1479,1,33,2000210,10111000111,0,4,2,5,10,0,16,7,0,22
2959,0,33,11001121,101110001111,1,4,5,0,8,1,14,15,1,14
185,4,14,20212,10111001,2,0,3,9,3,15,14,1,11,30
2961,0,9,11001200,101110010001,0,1,0,2,10,3,16,17,3,16
1481,1,9,2000212,10111001001,2,1,4,7,12,2,18,9,2,24
2963,0,9,11001202,101110010011,2,3,2,4,12,5,18,19,5,18
741,2,14,1000110,1011100101,0,1,6,4,0,10,0,5,16,28
2965,0,14,11001211,101110010101,1,0,4,6,1,7,1,21,7,20
1483,1,50,2000221,10111001011,1,3,6,9,1,4,1,11,4,26
2967,0,50,11001220,101110010111,0,2,6,8,3,9,3,0,9,22
371,3,14,111202,101110011,2,1,0,8,7,14,10,3,23,30
2969,0,50,11001222,101110011001,2,4,1,10,5,11,5,2,11,24
1485,1,14,2001000,10111001101,0,0,1,0,3,6,3,13,6,28
2971,0,14,11002001,101110011011,1,1,3,1,7,13,7,4,13,26
743,2,33,1000112,1011100111,2,3,1,6,2,12,2,7,18,30
2973,0,33,11002010,101110011101,0,3,5,3,9,15,9,6,15,28
1487,1,33,2001002,10111001111,2,2,3,2,5,8,5,15,8,30
2975,0,14,11002012,101110011111,2,0,0,5,11,0,11,8,17,30
93,5,4,10110,1011101,0,3,2,5,2,8,17,1,6,0
2977,0,50,11002021,101110100001,1,2,2,7,0,2,13,10,19,1
1489,1,14,2001011,10111010001,1,4,5,4,7,10,7,17,10,1
2979,0,14,11002100,101110100011,0,4,4,9,2,4,15,12,21,3
745,2,31,1000121,1011101001,1,0,3,8,4,14,4,9,20,1
2981,0,31,11002102,101110100101,2,1,6,0,4,6,17,14,23,5
1491,1,31,2001020,10111010011,0,1,0,6,9,12,9,19,12,3
2983,0,50,11002111,101110100111,1,3,1,2,6,8,0,16,25,7
373,3,4,111211,101110101,1,3,2,10,9,16,12,5,25,1
2985,0,50,11002120,101110101001,0,0,3,4,8,10,2,18,27,9
1493,1,4,2001022,10111010101,2,3,2,8,11,14,11,21,14,5
2987,0,14,11002122,101110101011,2,2,5,6,10,12,4,20,0,11
747,2,14,1000200,1011101011,0,2,5,10,6,16,6,11,22,3
2989,0,14,11002201,101110101101,1,4,0,8,12,14,6,22,2,13
1495,1,14,2001101,10111010111,1,0,4,10,0,16,13,0,16,7
2991,0,14,11002210,101110101111,0,1,2,10,1,16,8,1,4,15
187,4,14,20221,10111011,1,2,5,0,5,0,16,3,13,1
2993,0,14,11002212,101110110001,2,3,4,1,3,1,10,3,6,17
1497,1,14,2001110,10111011001,0,2,6,1,2,1,15,2,18,9
2995,0,14,11002221,101110110011,1,0,6,3,5,3,12,5,8,19
749,2,14,1000202,1011101101,2,4,0,1,8,1,8,13,24,5
2997,0,14,11010000,101110110101,0,2,1,5,7,5,14,7,10,21
1499,1,14,2001112,10111011011,2,4,1,3,4,3,17,4,20,11
2999,0,14,11010002,101110110111,2,4,3,7,9,7,16,9,12,23
375,3,14,111220,101110111,0,0,4,1,11,1,14,7,27,3
3001,0,11,11010011,101110111001,1,1,5,9,11,9,18,11,14,25
1501,1,14,2001121,10111011101,1,1,3,5,6,5,0,6,22,13
3003,0,11,11010020,101110111011,0,3,0,0,0,11,1,13,16,27
751,2,50,1000211,1011101111,1,1,2,3,10,3,10,15,26,7
3005,0,50,11010022,101110111101,2,0,2,2,2,13,3,15,18,29
1503,1,50,2001200,10111011111,0,3,5,7,8,7,2,8,24,15
3007,0,55,11010101,101110111111,1,2,4,4,4,15,5,17,20,0
47,6,38,1202,101111,2,2,5,3,8,13,9,1,18,16
3009,0,11,11010110,101111000001,0,4,6,6,6,0,7,19,22,2
1505,1,11,2001202,10111100001,2,0,0,9,10,9,4,10,26,17
3011,0,11,11010112,101111000011,2,1,1,8,8,2,9,21,24,4
753,2,4,1000220,1011110001,0,3,4,5,12,5,12,17,28,9
3013,0,4,11010121,101111000101,1,3,3,10,10,4,11,0,26,6
1507,1,4,2001211,10111100011,1,2,2,0,12,11,6,12,28,19
3015,0,31,11010200,101111000111,0,0,5,1,12,6,13,2,28,8
377,3,21,111222,101111001,2,2,6,3,0,3,16,9,0,5
3017,0,11,11010202,101111001001,2,2,0,3,1,8,15,4,1,10
1509,1,21,2001220,10111100101,0,4,4,2,1,13,8,14,1,21
3019,0,21,11010211,101111001011,1,4,2,5,3,10,17,6,3,12
755,2,21,1000222,1011110011,2,0,6,7,1,7,14,19,1,11
3021,0,21,11010220,101111001101,0,1,4,7,5,12,0,8,5,14
1511,1,31,2001222,10111100111,2,1,6,4,3,15,10,16,3,23
3023,0,31,11010222,101111001111,2,3,6,9,7,14,2,10,7,16
189,4,38,21000,10111101,0,4,0,2,7,2,18,5,15,3
3025,0,21,11011001,101111010001,1,0,1,0,9,16,4,12,9,18
1513,1,21,2002001,10111101001,1,3,1,6,5,0,12,18,5,25
3027,0,21,11011010,101111010011,0,2,3,2,11,1,6,14,11,20
757,2,38,1001001,1011110101,1,2,1,9,3,9,16,21,3,13
3029,0,38,11011012,101111010101,2,4,5,4,0,3,8,16,13,22
1515,1,50,2002010,10111101011,0,0,3,8,7,2,14,20,7,27
3031,0,50,11011021,101111010111,1,1,0,6,2,5,10,18,15,24
379,3,19,112001,101111011,1,4,1,5,2,5,18,11,2,7
3033,0,4,11011100,101111011001,0,3,2,8,4,7,12,20,17,26
1517,1,19,2002012,10111101101,2,2,5,10,9,4,16,22,9,29
3035,0,55,11011102,101111011011,2,0,4,10,6,9,14,22,19,28
759,2,19,1001010,1011110111,0,4,3,0,5,11,18,0,5,15
3037,0,19,11011111,101111011101,1,2,6,1,8,11,16,1,21,30
1519,1,55,2002021,10111101111,1,4,0,1,11,6,18,1,11,0
3039,0,55,11011120,101111011111,0,4,1,3,10,13,18,3,23,1
95,5,38,10112,1011111,2,0,4,7,4,10,0,3,8,2
3041,0,55,11011122,101111100001,2,1,3,5,12,15,1,5,25,3
1521,1,38,2002100,10111110001,0,1,2,3,0,8,1,3,13,2
3043,0,38,11011201,101111100011,1,3,5,7,1,0,3,7,27,5
761,2,9,1001012,1011111001,2,1,5,2,7,13,1,2,7,17
3045,0,9,11011210,101111100101,0,0,0,9,3,2,5,9,0,7
1523,1,9,2002102,10111110011,2,3,4,5,2,10,3,5,15,4
3047,0,19,11011212,101111100111,2,2,2,0,5,4,7,11,2,9
381,3,38,112010,101111101,0,1,3,7,4,7,1,13,4,9
3049,0,43,11011221,101111101001,1,4,4,2,7,6,9,13,4,11
1525,1,38,2002111,10111110101,1,0,6,7,4,12,5,7,17,6
3051,0,55,11012000,101111101011,0,1,6,4,9,8,11,15,6,13
763,2,55,1001021,1011111011,1,3,0,4,9,15,3,4,9,19
3053,0,55,11012002,101111101101,2,3,1,6,11,10,13,17,8,15
1527,1,55,2002120,10111110111,0,2,1,9,6,14,7,9,19,8
3055,0,31,11012011,101111101111,1,0,3,8,0,12,15,19,10,17
191,4,14,21002,10111111,2,1,2,4,9,4,1,7,17,5
3057,0,38,11012020,101111110001,0,2,5,10,2,14,17,21,12,19
1529,1,19,2002122,10111111001,2,4,3,0,8,16,9,11,21,10
3059,0,19,11012022,101111110011,2,4,0,1,4,16,0,0,14,21
765,2,14,1001100,1011111101,0,0,2,6,11,0,5,6,11,21
3061,0,14,11012101,101111110101,1,1,2,3,6,1,2,2,16,23
1531,1,19,2002201,10111111011,1,1,5,2,10,1,11,13,23,12
3063,0,19,11012110,101111110111,0,3,4,5,8,3,4,4,18,25
383,3,14,112012,101111111,2,3,5,9,6,9,3,15,6,11
3065,0,55,11012112,101111111001,2,0,6,7,10,5,6,6,20,27
1533,1,14,2002210,10111111101,0,3,0,4,12,3,13,15,25,14
3067,0,19,11012121,101111111011,1,2,1,9,12,7,8,8,22,29
767,2,19,1001102,1011111111,2,2,4,8,0,2,7,8,13,23
3069,0,19,11012200,101111111101,0,4,3,0,1,9,10,10,24,0
1535,1,19,2002212,10111111111,2,0,2,6,1,5,15,17,27,16
3071,0,55,11012202,101111111111,2,1,5,2,3,11,12,12,26,2
3,10,2,10,11,0,3,3,3,3,3,3,3,3,3
3073,0,38,11012211,110000000001,1,3,0,4,5,13,14,14,28,4
1537,1,55,2002221,11000000001,1,2,4,8,3,7,17,19,0,18
3075,0,55,11012220,110000000011,0,0,2,6,7,15,16,16,1,6
769,2,9,1001111,1100000001,1,4,6,10,2,4,9,10,15,25
3077,0,9,11012222,110000000101,2,2,4,8,9,0,18,18,3,8
1539,1,9,2010000,11000000011,0,4,6,10,5,9,0,21,2,20
3079,0,55,11020001,110000000111,1,4,6,10,11,2,1,20,5,10
385,3,9,112021,110000001,1,0,0,0,8,11,5,17,8,13
3081,0,55,11020010,110000001001,0,1,1,1,0,4,3,22,7,12
1541,1,9,2010002,11000000101,2,1,1,1,7,11,2,0,4,22
3083,0,9,11020012,110000001011,2,3,3,3,2,6,5,1,9,14
771,2,9,1001120,1100000011,0,1,1,1,4,6,11,12,17,27
3085,0,9,11020021,110000001101,1,0,5,5,4,8,7,3,11,16
1543,1,38,2010011,11000000111,1,3,3,3,9,13,4,2,6,24
3087,0,38,11020100,110000001111,0,2,0,7,6,10,9,5,13,18
193,4,43,21011,11000001,1,3,4,6,11,6,3,9,19,7
3089,0,9,11020102,110000010001,2,4,2,9,8,12,11,7,15,20
1545,1,19,2010020,11000001001,0,0,5,5,11,15,6,4,8,26
3091,0,19,11020111,110000010011,1,1,4,0,10,14,13,9,17,22
773,2,43,1001122,1100000101,2,3,3,3,6,8,13,14,19,29
3093,0,43,11020120,110000010101,0,3,6,2,12,16,15,11,19,24
1547,1,9,2010022,11000001011,2,2,0,7,0,0,8,6,10,28
3095,0,9,11020122,110000010111,2,0,1,4,1,1,17,13,21,26
387,3,43,112100,110000011,0,2,2,2,10,13,7,19,10,15
3097,0,67,11020201,110000011001,1,2,3,6,3,3,0,15,23,28
1549,1,43,2010101,11000001101,1,4,2,9,2,2,10,8,12,30
3099,0,48,11020210,110000011011,0,4,5,8,5,5,2,17,25,30
775,2,55,1001201,1100000111,1,0,5,5,8,10,15,16,21,0
3101,0,55,11020212,110000011101,2,1,0,10,7,7,4,19,27,1
1551,1,55,2010110,11000001111,0,1,4,0,4,4,12,10,14,1
3103,0,31,11020221,110000011111,1,3,2,1,9,9,6,21,0,3
97,5,43,10121,1100001,1,2,6,9,6,12,2,5,10,4
3105,0,55,11021000,110000100001,0,0,4,3,11,11,8,0,2,5
1553,1,43,2010112,11000010001,2,3,6,2,6,6,14,12,16,3
3107,0,43,11021002,110000100011,2,2,6,5,0,13,10,2,4,7
777,2,9,1001210,1100001001,0,2,0,7,10,12,17,18,23,2
3109,0,9,11021011,110000100101,1,4,1,7,2,15,12,4,6,9
1555,1,9,2010121,11000010011,1,0,1,4,8,8,16,14,18,5
3111,0,9,11021020,110000100111,0,1,3,9,4,0,14,6,8,11
389,3,43,112102,110000101,2,4,4,4,12,15,9,21,12,17
3113,0,31,11021022,110000101001,2,3,5,0,6,2,16,8,10,13
1557,1,43,2010200,11000010101,0,2,3,6,10,10,18,16,20,7
3115,0,19,11021101,110000101011,1,0,0,2,8,4,18,10,12,15
779,2,19,1001212,1100001011,2,4,2,9,12,14,0,20,25,4
3117,0,19,11021110,110000101101,0,2,2,4,10,6,1,12,14,17
1559,1,19,2010202,11000010111,2,4,5,8,12,12,1,18,22,9
3119,0,14,11021112,110000101111,2,4,4,6,12,8,3,14,16,19
195,4,43,21020,11000011,0,0,6,8,0,8,5,11,21,9
3121,0,19,11021121,110000110001,1,1,6,8,1,10,5,16,18,21
1561,1,19,2010211,11000011001,1,1,0,10,1,14,3,20,24,11
3123,0,19,11021200,110000110011,0,3,1,10,3,12,7,18,20,23
781,2,43,1001221,1100001101,1,1,4,0,1,16,2,22,27,6
3125,0,43,11021202,110000110101,2,0,3,1,5,14,9,20,22,25
1563,1,55,2010220,11000011011,0,3,2,1,3,16,5,22,26,13
3127,0,55,11021211,110000110111,1,2,5,3,7,16,11,22,24,27
391,3,43,112111,110000111,1,1,6,6,1,0,11,0,14,19
3129,0,38,11021220,110000111001,0,4,0,5,9,1,13,1,26,29
1565,1,43,2010222,11000011101,2,0,4,3,5,1,7,1,28,15
3131,0,38,11021222,110000111011,2,1,2,7,11,3,15,3,28,0
783,2,43,1002000,1100001111,0,3,6,2,3,1,4,1,0,8
3133,0,43,11022001,110000111101,1,3,4,9,0,5,17,5,1,2
1567,1,19,2011001,11000011111,1,2,6,5,7,3,9,3,1,17
3135,0,19,11022010,110000111111,0,0,6,0,2,7,0,7,3,4
49,6,7,1211,110001,1,4,0,5,10,15,11,3,20,18
3137,0,9,11022012,110001000001,2,2,1,2,4,9,2,9,5,6
1569,1,9,2011010,11000100001,0,4,1,7,9,5,11,5,3,19
3139,0,9,11022021,110001000011,1,4,3,4,6,11,4,11,7,8
785,2,43,1002002,1100010001,2,0,1,4,5,3,6,3,2,10
3141,0,43,11022100,110001000101,0,1,5,6,8,13,6,13,9,10
1571,1,43,2011012,11000100011,2,1,3,9,11,7,13,7,5,21
3143,0,36,11022102,110001000111,2,3,0,8,10,15,8,15,11,12
393,3,19,112120,110001001,0,3,1,8,3,2,13,2,16,21
3145,0,19,11022111,110001001001,1,0,2,10,12,0,10,17,13,14
1573,1,19,2011021,11000100101,1,3,5,0,0,9,15,9,7,23
3147,0,43,11022120,110001001011,0,2,4,1,1,2,12,19,15,16
787,2,19,1002011,1100010011,1,2,3,6,7,5,8,5,4,12
3149,0,19,11022122,110001001101,2,4,6,3,3,4,14,21,17,18
1575,1,19,2011100,11000100111,0,0,0,2,2,11,17,11,9,25
3151,0,19,11022201,110001001111,1,1,1,5,5,6,16,0,19,20
197,4,7,21022,11000101,2,2,1,10,2,10,7,13,23,11
3153,0,19,11022210,110001010001,0,3,3,7,7,8,18,2,21,22
1577,1,31,2011102,11000101001,2,2,2,4,4,13,0,13,11,27
3155,0,31,11022212,110001010011,2,0,5,9,9,10,1,4,23,24
789,2,7,1002020,1100010101,0,4,5,8,9,7,10,7,6,14
3157,0,7,11022221,110001010101,1,2,0,0,11,12,3,6,25,26
1579,1,43,2011111,11000101011,1,4,4,6,6,15,2,15,13,29
3159,0,43,11100000,110001010111,0,4,2,2,0,14,5,8,27,28
395,3,26,112122,110001011,2,0,3,10,5,4,15,4,18,23
3161,0,55,11100002,110001011001,2,1,4,4,2,16,7,10,0,30
1581,1,26,2011120,11000101101,0,1,6,8,8,0,4,17,15,0
3163,0,16,11100011,110001011011,1,3,6,6,4,1,9,12,2,1
791,2,26,1002022,1100010111,2,1,0,10,11,9,12,9,8,16
3165,0,26,11100020,110001011101,0,0,1,8,6,3,11,14,4,3
1583,1,60,2011122,11000101111,2,3,1,10,10,2,6,19,17,2
3167,0,60,11100022,110001011111,2,2,3,10,8,5,13,16,6,5
99,5,7,10200,1100011,0,4,1,0,8,14,4,7,12,6
3169,0,16,11100101,110001100001,1,4,5,1,10,7,15,18,8,7
1585,1,26,2011201,11000110001,1,0,3,1,12,4,8,21,19,4
3171,0,26,11100110,110001100011,0,1,0,3,12,9,17,20,10,9
793,2,26,1002101,1100011001,1,3,2,1,0,11,14,11,10,18
3173,0,26,11100112,110001100101,2,3,2,5,1,11,0,22,12,11
1587,1,26,2011210,11000110011,0,2,5,3,1,6,10,0,21,6
3175,0,72,11100121,110001100111,1,0,4,7,3,13,2,1,14,13
397,3,7,112201,110001101,1,2,5,1,7,6,17,6,20,25
3177,0,16,11100200,110001101001,0,2,6,9,5,15,4,3,16,15
1589,1,7,2011212,11000110101,2,4,0,5,3,8,12,2,23,8
3179,0,26,11100202,110001101011,2,4,1,0,7,0,6,5,18,17
795,2,36,1002110,1100011011,0,0,4,3,2,13,16,13,12,20
3181,0,36,11100211,110001101101,1,1,3,2,9,2,8,7,20,19
1591,1,36,2011221,11000110111,1,1,2,7,5,10,14,4,25,10
3183,0,19,11100220,110001101111,0,3,5,4,11,4,10,9,22,21
199,4,43,21101,11000111,1,4,3,1,4,12,9,15,25,13
3185,0,7,11100222,110001110001,2,0,0,6,0,6,12,11,24,23
1593,1,43,2012000,11000111001,0,3,4,9,7,12,16,6,27,12
3187,0,43,11101001,110001110011,1,2,2,8,2,8,14,13,26,25
797,2,43,1002112,1100011101,2,2,6,5,4,15,18,15,14,22
3189,0,43,11101010,110001110101,0,4,4,10,4,10,16,15,28,27
1595,1,24,2012002,11000111011,2,0,6,0,9,14,18,8,0,14
3191,0,24,11101012,110001110111,2,1,6,1,6,12,18,17,1,29
399,3,43,112210,110001111,0,4,0,3,9,8,0,8,22,27
3193,0,9,11101021,110001111001,1,3,1,3,8,14,1,19,3,0
1597,1,43,2012011,11000111101,1,2,1,2,11,16,1,10,2,16
3195,0,24,11101100,110001111011,0,0,3,5,10,16,3,21,5,2
799,2,24,1002121,1100011111,1,4,1,7,6,0,1,17,16,24
3197,0,24,11101102,110001111101,2,2,5,7,12,1,5,0,7,4
1599,1,24,2012020,11000111111,0,4,3,4,0,1,3,12,4,18
3199,0,60,11101111,110001111111,1,4,0,9,1,3,7,2,9,6
25,7,7,221,11001,1,0,4,3,12,8,6,2,25,25
3201,0,60,11101120,110010000001,0,1,2,0,3,5,9,4,11,8
1601,1,19,2012022,11001000001,2,1,5,6,2,3,5,14,6,20
3203,0,19,11101122,110010000011,2,3,4,2,5,7,11,6,13,10
801,2,19,1002200,1100100001,0,1,3,9,8,2,3,19,18,26
3205,0,19,11101201,110010000101,1,0,6,4,7,9,13,8,15,12
1603,1,19,2012101,11001000011,1,3,0,8,4,5,7,16,8,22
3207,0,14,11101210,110010000111,0,2,1,6,9,11,15,10,17,14
401,3,4,112212,110010001,2,1,2,5,11,10,2,10,24,29
3209,0,24,11101212,110010001001,2,4,3,8,11,13,17,12,19,16
1605,1,4,2012110,11001000101,0,0,2,10,6,7,9,18,10,24
3211,0,43,11101221,110010001011,1,1,5,10,0,15,0,14,21,18
803,2,4,1002202,1100100011,2,3,5,0,10,4,5,21,20,28
3213,0,4,11102000,110010001101,0,3,0,1,2,0,2,16,23,20
1607,1,60,2012112,11001000111,2,2,4,1,8,9,11,20,12,26
3215,0,60,11102002,110010001111,2,0,2,3,4,2,4,18,25,22
201,4,4,21110,11001001,0,1,5,3,6,14,11,17,27,15
3217,0,24,11102011,110010010001,1,2,4,5,6,4,6,20,27,24
1609,1,24,2012121,11001001001,1,4,6,3,10,11,13,22,14,28
3219,0,24,11102020,110010010011,0,4,6,7,8,6,8,22,0,26
805,2,4,1002211,1100100101,1,0,0,2,12,6,7,0,22,30
3221,0,4,11102022,110010010101,2,1,1,9,10,8,10,1,2,28
1611,1,4,2012200,11001001011,0,1,1,5,12,13,15,1,16,30
3223,0,4,11102101,110010010111,1,3,3,0,12,10,12,3,4,30
403,3,4,112221,110010011,1,3,4,7,0,12,4,12,26,0
3225,0,19,11102110,110010011001,0,0,5,2,1,12,14,5,6,1
1613,1,4,2012202,11001001101,2,3,3,7,1,15,17,3,18,1
3227,0,36,11102112,110010011011,2,2,0,4,3,14,16,7,8,3
807,2,24,1002220,1100100111,0,2,2,4,1,8,9,2,24,1
3229,0,24,11102121,110010011101,1,4,2,6,5,16,18,9,10,5
1615,1,24,2012211,11001001111,1,0,5,9,3,0,0,5,20,3
3231,0,60,11102200,110010011111,0,1,4,8,7,1,1,11,12,7
101,5,7,10202,1100101,2,1,3,2,10,16,6,9,14,8
3233,0,60,11102202,110010100001,2,3,6,10,9,3,3,13,14,9
1617,1,14,2012220,11001010001,0,2,0,0,5,2,2,7,22,5
3235,0,14,11102211,110010100011,1,0,1,1,11,5,5,15,16,11
809,2,14,1002222,1100101001,2,4,4,6,3,10,11,4,26,3
3237,0,14,11102220,110010100101,0,2,3,3,0,7,7,17,18,13
1619,1,14,2012222,11001010011,2,4,2,2,7,4,4,9,24,7
3239,0,43,11102222,110010100111,2,4,5,5,2,9,9,19,20,15
405,3,7,120000,110010101,0,0,6,9,2,14,6,14,28,2
3241,0,60,11110001,110010101001,1,1,0,7,4,11,11,21,22,17
1621,1,7,2020001,11001010101,1,1,4,4,9,6,6,11,26,9
3243,0,14,11110010,110010101011,0,3,2,9,6,13,13,0,24,19
811,2,48,1010001,1100101011,1,1,6,8,5,12,13,6,28,5
3245,0,48,11110012,110010101101,2,0,4,0,8,15,15,2,26,21
1623,1,48,2020010,11001010111,0,3,6,6,11,8,8,13,28,11
3247,0,14,11110021,110010101111,1,2,6,2,10,0,17,4,28,23
203,4,12,21112,11001011,2,3,0,5,8,16,13,19,0,17
3249,0,48,11110100,110010110001,0,4,1,4,12,2,0,6,1,25
1625,1,48,2020012,11001011001,2,0,1,8,0,10,10,15,1,13
3251,0,48,11110102,110010110011,2,1,3,6,1,4,2,8,3,27
813,2,12,1010010,1100101101,0,3,1,10,7,14,15,8,1,7
3253,0,12,11110111,110010110101,1,3,5,8,3,6,4,10,5,29
1627,1,24,2020021,11001011011,1,2,3,10,2,12,12,17,3,15
3255,0,24,11110120,110010110111,0,0,0,10,5,8,6,12,7,0
407,3,12,120002,110010111,2,2,1,0,4,16,8,16,1,4
3257,0,14,11110122,110010111001,2,2,2,1,7,10,8,14,9,2
1629,1,12,2020100,11001011101,0,4,5,1,4,14,14,19,5,17
3259,0,14,11110201,110010111011,1,4,4,3,9,12,10,16,11,4
815,2,48,1010012,1100101111,2,0,3,1,9,16,17,10,3,9
3261,0,48,11110210,110010111101,0,1,6,5,11,14,12,18,13,6
1631,1,48,2020102,11001011111,2,1,0,3,6,16,16,21,7,19
3263,0,24,11110212,110010111111,2,3,1,7,0,16,14,20,15,8
51,6,7,1220,110011,0,1,2,7,12,0,13,5,22,20
3265,0,48,11110221,110011000001,1,0,3,9,2,1,16,22,17,10
